location_tag,water_location,state,shore_pixels
jiangling,pp_nav_01363,navigable,48
jiangling,pp_nav_01375,navigable,26
onimgohow,pp_nav_01065,barrier,17
onimgohow,pp_nav_01074,improvable,51
onimgohow,pp_nav_01082,navigable,4
chojna,pp_nav_00635,navigable,38
chojna,pp_nav_00651,navigable,44
yamachiche,pp_nav_00878,barrier,34
iguape,pp_nav_02545,navigable,21
swiecie,pp_nav_00598,navigable,11
swiecie,pp_nav_00619,navigable,32
ust_medveditskaya,pp_nav_00765,navigable,74
zhaohua,pp_nav_01286,improvable,44
kafaila,pp_nav_02363,navigable,29
yurimagua,pp_nav_02268,navigable,48
yurimagua,pp_nav_02274,navigable,14
vilyuy,pp_nav_00127,navigable,22
amyint,pp_nav_01661,navigable,57
amyint,pp_nav_01663,navigable,3
amyint,pp_nav_01669,navigable,48
srok_khleang,pp_nav_01861,navigable,11
srok_khleang,pp_nav_01869,navigable,27
saleesh,pp_nav_00838,improvable,74
kele,pp_nav_00139,navigable,49
kele,pp_nav_00145,navigable,35
kele,pp_nav_00146,navigable,54
witym,pp_nav_00308,navigable,38
witym,pp_nav_00317,navigable,96
witym,pp_nav_00334,navigable,104
shishou,pp_nav_01375,navigable,37
shishou,pp_nav_01388,navigable,21
negoot,pp_nav_00884,improvable,15
dinkot,pp_nav_01246,navigable,10
dinkot,pp_nav_01260,navigable,38
dinkot,pp_nav_01280,navigable,26
vijayapur,pp_nav_01502,improvable,38
nkee_us,pp_nav_00857,barrier,32
koasati,pp_nav_01216,navigable,20
koasati,pp_nav_01218,navigable,52
koasati,pp_nav_01223,improvable,46
khosheutovo,pp_nav_00876,navigable,85
khosheutovo,pp_nav_00894,navigable,18
chucalissa,pp_nav_01175,navigable,2
chucalissa,pp_nav_01189,navigable,20
chucalissa,pp_nav_01203,navigable,19
sanshui,pp_nav_01628,navigable,30
sanshui,pp_nav_01642,navigable,19
moapa,pp_nav_01167,navigable,76
lopburi,pp_nav_01795,navigable,56
lingling,pp_nav_01517,navigable,6
santo_antonio,pp_nav_02549,navigable,59
santo_antonio,pp_nav_02550,improvable,17
santo_antonio,pp_nav_02551,navigable,12
tayaccasa,pp_nav_02389,improvable,63
sungai_jujuhan,pp_nav_02128,navigable,78
ekwentondie,pp_nav_00878,barrier,11
bruck_leitha,pp_nav_00824,improvable,5
illecillewaet,pp_nav_00730,navigable,3
byuteydyakh,pp_nav_00132,navigable,55
byuteydyakh,pp_nav_00134,navigable,96
byuteydyakh,pp_nav_00137,navigable,6
dzogon,pp_nav_01372,navigable,4
blackwater,pp_nav_00107,navigable,54
blackwater,pp_nav_00118,improvable,123
nedong,pp_nav_01412,navigable,17
nedong,pp_nav_01415,improvable,17
porte,pp_nav_02493,improvable,17
lukulunga,pp_nav_02223,navigable,27
donglan,pp_nav_01576,navigable,9
donglan,pp_nav_01593,navigable,92
jalalabad,pp_nav_01224,improvable,43
jalalabad,pp_nav_01228,improvable,5
pouss,pp_nav_01840,navigable,29
pouss,pp_nav_01849,navigable,71
isakhel,pp_nav_01246,navigable,10
isakhel,pp_nav_01260,navigable,41
bhadrak,pp_nav_01695,navigable,33
sarangarh,pp_nav_01672,navigable,27
chamo,pp_nav_02464,navigable,41
chamo,pp_nav_02471,navigable,98
chamo,pp_nav_02477,navigable,62
chamo,pp_nav_02485,navigable,8
shahpur,pp_nav_01279,navigable,18
rath,pp_nav_01547,navigable,26
rasyal,pp_nav_01250,navigable,17
rasyal,pp_nav_01256,improvable,7
chishtian,pp_nav_01353,navigable,21
chishtian,pp_nav_01366,navigable,43
mankera,pp_nav_01307,navigable,30
mankera,pp_nav_01324,navigable,7
angul,pp_nav_01694,navigable,13
chunar,pp_nav_01557,navigable,16
chunar,pp_nav_01559,navigable,50
chunar,pp_nav_01574,navigable,16
mesurado,pp_nav_01945,navigable,79
mesurado,pp_nav_01955,improvable,71
hala,pp_nav_01542,navigable,42
ugbodu,pp_nav_01954,navigable,7
ugbodu,pp_nav_01964,navigable,53
warri,pp_nav_01985,navigable,21
warri,pp_nav_02000,navigable,59
waylula,pp_nav_01794,navigable,44
waylula,pp_nav_01803,navigable,18
faras,pp_nav_01659,barrier,37
faras,pp_nav_01666,barrier,98
faras,pp_nav_01677,barrier,27
rovaniemi,pp_nav_00046,improvable,18
rovaniemi,pp_nav_00052,navigable,96
rovaniemi,pp_nav_00061,improvable,57
el_eleila,pp_nav_01791,navigable,13
el_eleila,pp_nav_01801,navigable,5
koulikoro,pp_nav_01818,navigable,29
koulikoro,pp_nav_01823,improvable,67
segou,pp_nav_01808,navigable,5
segou,pp_nav_01812,navigable,99
segou,pp_nav_01818,navigable,4
tounouga,pp_nav_01834,navigable,11
tounouga,pp_nav_01839,navigable,97
tounouga,pp_nav_01845,navigable,18
puyang,pp_nav_01183,navigable,47
oohl,pp_nav_01034,barrier,55
cumaribo,pp_nav_01988,navigable,58
cumaribo,pp_nav_01993,navigable,8
cumaribo,pp_nav_01997,navigable,37
cumaribo,pp_nav_02017,navigable,47
cumaribo,pp_nav_02026,navigable,94
cumaribo,pp_nav_02032,navigable,39
hamar,pp_nav_00285,navigable,35
bumbuli,pp_nav_02215,navigable,39
bumbuli,pp_nav_02216,navigable,50
bumbuli,pp_nav_02231,improvable,19
rangpur_bengal,pp_nav_01545,navigable,18
rangpur_bengal,pp_nav_01565,navigable,13
thoulakhom,pp_nav_01735,navigable,10
thoulakhom,pp_nav_01737,navigable,20
hutton,pp_nav_00588,improvable,12
shadodkot,pp_nav_01476,navigable,46
kabachischi,pp_nav_00505,navigable,49
kabachischi,pp_nav_00520,navigable,10
lodose,pp_nav_00383,improvable,27
khanda,pp_nav_00206,navigable,74
khanda,pp_nav_00215,navigable,95
moneton,pp_nav_01096,improvable,1
skardu,pp_nav_01178,barrier,3
skardu,pp_nav_01185,barrier,95
skardu,pp_nav_01198,barrier,57
tulita,pp_nav_00096,navigable,2
tulita,pp_nav_00104,navigable,56
tulita,pp_nav_00107,navigable,41
kalassa,pp_nav_02353,navigable,12
kalassa,pp_nav_02363,navigable,50
nytva,pp_nav_00356,navigable,12
nytva,pp_nav_00377,navigable,84
nytva,pp_nav_00382,navigable,84
nytva,pp_nav_00397,navigable,45
yakesa,pp_nav_00606,improvable,8
yakesa,pp_nav_00609,improvable,49
yakesa,pp_nav_00625,navigable,47
yakesa,pp_nav_00632,improvable,53
yakesa,pp_nav_00640,navigable,56
yakesa,pp_nav_00650,navigable,27
curuai,pp_nav_02150,navigable,67
curuai,pp_nav_02159,navigable,67
bengmara,pp_nav_01456,navigable,15
bengmara,pp_nav_01461,navigable,22
bengmara,pp_nav_01474,navigable,16
jinkang,pp_nav_01644,improvable,26
hulu_mahakam,pp_nav_02085,navigable,90
hulu_mahakam,pp_nav_02091,improvable,51
n_pooh_le,pp_nav_00800,navigable,26
n_pooh_le,pp_nav_00821,improvable,96
n_pooh_le,pp_nav_00830,navigable,40
n_pooh_le,pp_nav_00832,improvable,85
yongning_baisheng,pp_nav_01468,navigable,24
yongning_baisheng,pp_nav_01482,navigable,28
mbanza_soyo,pp_nav_02264,navigable,20
xindi,pp_nav_01361,navigable,27
xindi,pp_nav_01374,navigable,55
xindi,pp_nav_01383,navigable,33
aklaviq,pp_nav_00020,navigable,55
calafat,pp_nav_00989,navigable,19
calafat,pp_nav_00996,navigable,39
kinhama,pp_nav_02436,navigable,12
kletskaya,pp_nav_00765,navigable,9
kletskaya,pp_nav_00775,navigable,20
pecatonica,pp_nav_01026,navigable,15
parepona,pp_nav_01951,navigable,128
ocanga,pp_nav_02238,improvable,23
zadian,pp_nav_01133,navigable,41
zadian,pp_nav_01138,navigable,5
indrapura_khmer,pp_nav_01833,navigable,24
indrapura_khmer,pp_nav_01837,navigable,37
indrapura_khmer,pp_nav_01838,navigable,30
igushiq,pp_nav_00328,navigable,11
wuxian_liuzhou,pp_nav_01606,improvable,5
wuxian_liuzhou,pp_nav_01619,navigable,34
wuxian_liuzhou,pp_nav_01630,navigable,34
buda,pp_nav_00836,improvable,18
buda,pp_nav_00843,improvable,22
canindeyu,pp_nav_02538,navigable,8
canindeyu,pp_nav_02541,navigable,44
canindeyu,pp_nav_02543,navigable,41
kamla,pp_nav_01455,navigable,35
nazym,pp_nav_00178,navigable,30
nazym,pp_nav_00187,navigable,59
nazym,pp_nav_00189,improvable,66
yemelyanovo,pp_nav_00440,improvable,16
yemelyanovo,pp_nav_00462,navigable,49
yemelyanovo,pp_nav_00478,navigable,49
yemelyanovo,pp_nav_00508,navigable,48
yemelyanovo,pp_nav_00515,navigable,52
inzia,pp_nav_02234,improvable,29
inzia,pp_nav_02246,navigable,50
gongxian,pp_nav_01208,navigable,6
ayo,pp_nav_02339,barrier,33
esztergom,pp_nav_00836,improvable,36
esztergom,pp_nav_00840,navigable,29
urua,pp_nav_02293,improvable,35
urua,pp_nav_02298,improvable,80
jomda,pp_nav_01318,navigable,18
llenllenet_ten,pp_nav_00671,improvable,30
llenllenet_ten,pp_nav_00691,navigable,22
loengowe,pp_nav_02436,navigable,18
loengowe,pp_nav_02446,navigable,36
sarapul,pp_nav_00461,navigable,35
sarapul,pp_nav_00495,navigable,46
sarapul,pp_nav_00514,navigable,30
sarapul,pp_nav_00516,navigable,26
hazarasp,pp_nav_01031,navigable,61
bikoro,pp_nav_02177,navigable,26
bikoro,pp_nav_02180,navigable,13
bikoro,pp_nav_02183,navigable,30
bikoro,pp_nav_02201,navigable,46
bikoro,pp_nav_02219,navigable,5
kikassa,pp_nav_02276,improvable,29
dyryn_ebe,pp_nav_00026,navigable,12
dyryn_ebe,pp_nav_00028,navigable,4
aarau,pp_nav_00846,improvable,42
taksimo,pp_nav_00473,navigable,39
kaxixo,pp_nav_02488,navigable,76
songzi,pp_nav_01354,improvable,39
songzi,pp_nav_01363,navigable,26
yelovo,pp_nav_00433,navigable,10
yelovo,pp_nav_00448,navigable,48
yelovo,pp_nav_00455,navigable,8
tapirape,pp_nav_02348,navigable,27
tapirape,pp_nav_02355,navigable,30
payette,pp_nav_00971,navigable,19
payette,pp_nav_00987,navigable,5
ganxian,pp_nav_01522,navigable,37
koroa,pp_nav_01243,navigable,28
koroa,pp_nav_01258,navigable,63
gromatukha,pp_nav_00642,navigable,20
gromatukha,pp_nav_00654,improvable,93
gromatukha,pp_nav_00669,improvable,120
gromatukha,pp_nav_00684,navigable,27
gromatukha,pp_nav_00695,navigable,27
lingzhou,pp_nav_01094,navigable,13
lingzhou,pp_nav_01108,improvable,31
samye,pp_nav_01412,navigable,61
utkhupampa,pp_nav_02263,improvable,42
tethul,pp_nav_00287,navigable,7
tethul,pp_nav_00298,navigable,99
tethul,pp_nav_00323,navigable,10
suki,pp_nav_02301,navigable,46
suki,pp_nav_02307,navigable,42
kaibab,pp_nav_01141,navigable,52
kaibab,pp_nav_01149,navigable,106
cahokia,pp_nav_01090,navigable,8
fengdu,pp_nav_01373,navigable,54
hogehege,pp_nav_01200,navigable,11
hogehege,pp_nav_01213,navigable,55
hogehege,pp_nav_01218,navigable,24
dzhuk,pp_nav_00630,barrier,16
dzhuk,pp_nav_00643,barrier,61
dzhuk,pp_nav_00658,navigable,22
simmern,pp_nav_00744,improvable,23
tala_kyuyel,pp_nav_00059,navigable,40
tala_kyuyel,pp_nav_00065,navigable,50
laish,pp_nav_00544,navigable,22
laish,pp_nav_00549,navigable,23
sangamon,pp_nav_01059,navigable,15
sangamon,pp_nav_01064,navigable,40
sicasica,pp_nav_02481,navigable,5
ethapetha,pp_nav_01074,improvable,4
ethapetha,pp_nav_01082,navigable,52
ethapetha,pp_nav_01086,improvable,44
ethapetha,pp_nav_01095,navigable,8
ethapetha,pp_nav_01102,improvable,46
ust_pinega,pp_nav_00113,navigable,70
macaregua,pp_nav_01897,navigable,69
macaregua,pp_nav_01898,navigable,49
macaregua,pp_nav_01921,navigable,34
macaregua,pp_nav_01943,navigable,48
osa,pp_nav_00433,navigable,18
selimbau,pp_nav_02086,navigable,33
selimbau,pp_nav_02090,navigable,17
putao,pp_nav_01488,navigable,57
kuarepoti,pp_nav_02540,navigable,73
kuarepoti,pp_nav_02544,navigable,53
mitimiri,pp_nav_02299,navigable,50
shaharpara,pp_nav_01578,navigable,11
shaharpara,pp_nav_01585,navigable,24
shaharpara,pp_nav_01595,navigable,30
nehantuck,pp_nav_01028,navigable,55
misha_shipu,pp_nav_00626,navigable,89
san_pedro,pp_nav_02004,navigable,81
leko,pp_nav_02178,navigable,2
mantova,pp_nav_00961,navigable,19
tamaroa,pp_nav_01073,navigable,7
tamaroa,pp_nav_01081,improvable,33
tamaroa,pp_nav_01090,navigable,70
tamaroa,pp_nav_01093,navigable,98
tamaroa,pp_nav_01097,navigable,46
tamaroa,pp_nav_01100,improvable,9
turnu_magurele,pp_nav_01000,navigable,18
lodi,pp_nav_00957,navigable,25
akinka_nup,pp_nav_00764,navigable,64
salay,pp_nav_01689,navigable,43
dipayal,pp_nav_01424,navigable,11
abrahamtelke,pp_nav_00843,improvable,25
abrahamtelke,pp_nav_00872,navigable,7
sadiya,pp_nav_01437,improvable,28
sadiya,pp_nav_01456,navigable,2
sadiya,pp_nav_01461,navigable,47
sadiya,pp_nav_01462,improvable,32
aiwanj,pp_nav_01124,navigable,4
aiwanj,pp_nav_01138,navigable,63
lanyang,pp_nav_01199,navigable,18
damanhur,pp_nav_01311,navigable,31
damanhur,pp_nav_01341,navigable,4
atfih,pp_nav_01380,navigable,53
atfih,pp_nav_01401,navigable,14
qus,pp_nav_01537,navigable,34
tsaratanana,pp_nav_02444,improvable,6
ambalanjakomby,pp_nav_02456,navigable,9
ambalanjakomby,pp_nav_02463,navigable,59
malaimbandy,pp_nav_02501,navigable,14
qena,pp_nav_01509,navigable,4
qena,pp_nav_01532,navigable,47
qena,pp_nav_01537,navigable,18
nantes,pp_nav_00862,navigable,32
nantes,pp_nav_00865,navigable,28
samarra,pp_nav_01210,improvable,30
samarra,pp_nav_01227,navigable,53
baghdad,pp_nav_01245,navigable,52
baghdad,pp_nav_01247,navigable,42
baghdad,pp_nav_01251,navigable,25
baghdad,pp_nav_01259,navigable,16
dayr_aqul,pp_nav_01251,navigable,48
dayr_aqul,pp_nav_01264,navigable,71
dayr_aqul,pp_nav_01273,navigable,37
abdas,pp_nav_01292,navigable,23
abdas,pp_nav_01305,navigable,48
abdas,pp_nav_01326,navigable,17
tabqah,pp_nav_01164,navigable,6
tabqah,pp_nav_01174,navigable,50
tabqah,pp_nav_01179,navigable,34
raqqa,pp_nav_01174,navigable,60
raqqa,pp_nav_01179,navigable,55
jean_marie_river,pp_nav_00213,improvable,81
jean_marie_river,pp_nav_00231,navigable,14
curahuara,pp_nav_02478,improvable,42
curahuara,pp_nav_02481,navigable,64
curahuara,pp_nav_02484,improvable,1
lyskovo,pp_nav_00500,improvable,50
lyskovo,pp_nav_00506,navigable,8
lujiang,pp_nav_01549,navigable,62
lujiang,pp_nav_01579,navigable,40
chelmno,pp_nav_00598,navigable,7
chelmno,pp_nav_00619,navigable,43
chelmno,pp_nav_00638,navigable,3
nandan,pp_nav_01576,navigable,17
quibdo,pp_nav_01974,navigable,27
bunce_island,pp_nav_01887,navigable,61
rupharupha,pp_nav_02312,navigable,64
shar_yelpuk,pp_nav_01330,barrier,78
shar_yelpuk,pp_nav_01360,navigable,56
xingyang,pp_nav_01208,navigable,28
baode,pp_nav_01075,navigable,15
baode,pp_nav_01088,navigable,24
oppenheim,pp_nav_00751,improvable,10
aha_macav,pp_nav_01197,navigable,91
aha_macav,pp_nav_01219,navigable,91
mangapet,pp_nav_01728,navigable,27
mangapet,pp_nav_01746,navigable,30
hinthada,pp_nav_01750,navigable,48
hinthada,pp_nav_01759,navigable,20
birches,pp_nav_00087,navigable,86
birches,pp_nav_00095,barrier,56
vitim,pp_nav_00308,navigable,16
vitim,pp_nav_00321,navigable,96
vitim,pp_nav_00326,navigable,8
chach,pp_nav_01032,navigable,4
chach,pp_nav_01039,navigable,87
bazas,pp_nav_00967,navigable,8
bazas,pp_nav_00983,improvable,63
sreepur,pp_nav_01599,navigable,2
sreepur,pp_nav_01610,navigable,49
tongzhou,pp_nav_01205,navigable,32
kamyskala,pp_nav_00973,navigable,58
bassa,pp_nav_01967,improvable,63
namhkan,pp_nav_01624,navigable,71
namhkan,pp_nav_01632,improvable,3
gunza_anbamba,pp_nav_02343,improvable,28
gunza_anbamba,pp_nav_02345,navigable,35
da_giang,pp_nav_01676,navigable,26
da_giang,pp_nav_01683,navigable,32
birma,pp_nav_00684,navigable,19
birma,pp_nav_00695,navigable,52
birma,pp_nav_00709,navigable,46
birma,pp_nav_00719,navigable,67
gaur,pp_nav_01566,navigable,25
gaur,pp_nav_01580,navigable,48
gaur,pp_nav_01599,navigable,9
lahasusu,pp_nav_00812,navigable,59
lahasusu,pp_nav_00815,navigable,17
lahasusu,pp_nav_00817,navigable,91
lahasusu,pp_nav_00826,navigable,97
lahasusu,pp_nav_00835,navigable,37
lahasusu,pp_nav_00844,navigable,22
mongping,pp_nav_01675,navigable,41
mongping,pp_nav_01688,improvable,29
mongping,pp_nav_01693,barrier,9
hequ,pp_nav_01066,navigable,10
hequ,pp_nav_01075,navigable,32
nijmegen,pp_nav_00680,navigable,38
muong,pp_nav_01683,navigable,39
muong,pp_nav_01685,improvable,4
winnee,pp_nav_01240,navigable,6
winnee,pp_nav_01244,navigable,37
nashwaak,pp_nav_00917,navigable,2
bir_amur,pp_nav_00650,navigable,32
bir_amur,pp_nav_00660,navigable,55
bir_amur,pp_nav_00674,improvable,66
bir_amur,pp_nav_00694,navigable,66
bir_amur,pp_nav_00715,improvable,62
bir_amur,pp_nav_00719,navigable,16
bir_amur,pp_nav_00726,navigable,62
bir_amur,pp_nav_00736,navigable,51
tamalameque,pp_nav_01890,navigable,15
xincheng,pp_nav_01492,navigable,47
xincheng,pp_nav_01508,navigable,50
daklha_gampo,pp_nav_01415,improvable,22
daklha_gampo,pp_nav_01418,improvable,38
daklha_gampo,pp_nav_01419,navigable,76
hulu_melawai,pp_nav_02107,improvable,29
aroostook,pp_nav_00884,improvable,18
emei,pp_nav_01403,barrier,41
emei,pp_nav_01414,navigable,41
namling,pp_nav_01408,improvable,31
watappo,pp_nav_01347,navigable,28
watappo,pp_nav_01376,navigable,63
lauenburg,pp_nav_00607,navigable,14
lauenburg,pp_nav_00622,navigable,6
pabna,pp_nav_01607,navigable,31
pabna,pp_nav_01610,navigable,31
pabna,pp_nav_01623,navigable,2
sanga_kongo,pp_nav_02292,improvable,21
sanga_kongo,pp_nav_02297,improvable,6
pochutla,pp_nav_01761,navigable,24
pochutla,pp_nav_01769,improvable,2
kontagora,pp_nav_01851,navigable,25
kontagora,pp_nav_01856,navigable,32
llucho,pp_nav_02289,barrier,4
wloclawek,pp_nav_00647,improvable,30
hengyang,pp_nav_01492,navigable,31
ryazan,pp_nav_00569,navigable,19
ryazan,pp_nav_00581,navigable,22
that_phanom,pp_nav_01757,navigable,7
that_phanom,pp_nav_01768,navigable,16
srebrenik,pp_nav_00958,navigable,31
srebrenik,pp_nav_00964,navigable,34
palembang,pp_nav_02160,navigable,39
palembang,pp_nav_02178,navigable,61
poskatinak,pp_nav_00460,navigable,92
poskatinak,pp_nav_00476,improvable,100
poskatinak,pp_nav_00477,improvable,26
gongkar,pp_nav_01409,improvable,5
gongkar,pp_nav_01411,improvable,86
gongkar,pp_nav_01412,navigable,17
dep,pp_nav_00621,navigable,10
dep,pp_nav_00642,navigable,28
ballia,pp_nav_01531,navigable,21
ballia,pp_nav_01541,navigable,47
ballia,pp_nav_01551,navigable,42
salyan,pp_nav_01067,navigable,31
varanasi,pp_nav_01559,navigable,35
varanasi,pp_nav_01571,navigable,14
varanasi,pp_nav_01574,navigable,28
dera_ismail_khan,pp_nav_01280,navigable,45
dera_ismail_khan,pp_nav_01294,navigable,36
kothagudem,pp_nav_01746,navigable,29
kothagudem,pp_nav_01756,navigable,30
kishtwar,pp_nav_01250,navigable,22
kishtwar,pp_nav_01253,navigable,51
central_meetto,pp_nav_02373,navigable,15
central_meetto,pp_nav_02375,improvable,44
central_meetto,pp_nav_02383,improvable,86
kashmore,pp_nav_01436,navigable,21
kashmore,pp_nav_01452,navigable,39
mikindani,pp_nav_02359,navigable,56
mikindani,pp_nav_02367,navigable,45
raigadh,pp_nav_01672,navigable,15
windsor,pp_nav_00697,improvable,41
etawah,pp_nav_01503,navigable,78
etawah,pp_nav_01524,navigable,29
harishpur,pp_nav_01701,navigable,20
harishpur,pp_nav_01704,navigable,20
asadabad_kunar,pp_nav_01224,improvable,9
banihal,pp_nav_01250,navigable,23
kantit,pp_nav_01571,navigable,35
kantit,pp_nav_01574,navigable,14
sherwan,pp_nav_01230,improvable,19
muyove,pp_nav_02450,navigable,47
muyove,pp_nav_02451,navigable,3
muyove,pp_nav_02455,improvable,48
muyove,pp_nav_02460,navigable,19
massanza,pp_nav_02447,navigable,79
massanza,pp_nav_02449,improvable,71
massanza,pp_nav_02452,navigable,11
pubungu,pp_nav_02042,navigable,11
pubungu,pp_nav_02055,navigable,97
pubungu,pp_nav_02073,navigable,16
massangano,pp_nav_02459,improvable,24
massangano,pp_nav_02465,improvable,13
konch,pp_nav_01524,navigable,38
ingombe_ilede,pp_nav_02450,navigable,4
ingombe_ilede,pp_nav_02455,improvable,54
ingombe_ilede,pp_nav_02460,navigable,25
ingombe_ilede,pp_nav_02467,navigable,47
lapai,pp_nav_01893,navigable,15
ozoro,pp_nav_01964,navigable,15
ozoro,pp_nav_01985,navigable,28
nupeko,pp_nav_01873,navigable,13
nupeko,pp_nav_01888,navigable,9
nupeko,pp_nav_01892,navigable,41
nupeko,pp_nav_01893,navigable,69
yoko,pp_nav_01998,improvable,9
yoko,pp_nav_02007,navigable,48
yoko,pp_nav_02015,improvable,25
debre_libanos,pp_nav_01866,navigable,4
singa,pp_nav_01810,navigable,5
singa,pp_nav_01819,navigable,44
singa,pp_nav_01826,navigable,8
rumbek,pp_nav_01894,navigable,7
rumbek,pp_nav_01916,navigable,46
alays,pp_nav_01803,navigable,40
alays,pp_nav_01813,navigable,55
alays,pp_nav_01822,navigable,29
ed_damer,pp_nav_01744,navigable,23
ed_damer,pp_nav_01758,navigable,65
bourem,pp_nav_01763,navigable,25
bourem,pp_nav_01764,navigable,81
mandisobi,pp_nav_02586,navigable,6
mandisobi,pp_nav_02587,navigable,53
mandisobi,pp_nav_02590,navigable,94
mandisobi,pp_nav_02593,navigable,10
koure,pp_nav_01814,navigable,14
macina,pp_nav_01804,navigable,58
macina,pp_nav_01808,navigable,23
gourma_rharous,pp_nav_01766,navigable,89
gourma_rharous,pp_nav_01771,navigable,11
lau,pp_nav_01875,navigable,7
lau,pp_nav_01884,navigable,96
lau,pp_nav_01891,navigable,16
yingde,pp_nav_01596,navigable,62
yingde,pp_nav_01612,improvable,34
nizhny_chir,pp_nav_00791,navigable,17
nizhny_chir,pp_nav_00798,navigable,80
kaltag,pp_nav_00114,improvable,92
kaltag,pp_nav_00124,navigable,39
metabetchouane,pp_nav_00771,improvable,6
kariri,pp_nav_02342,improvable,19
kariri,pp_nav_02351,navigable,23
jiazhou,pp_nav_01105,navigable,30
jiazhou,pp_nav_01114,barrier,54
jiazhou,pp_nav_01131,navigable,12
jiangning,pp_nav_01297,navigable,13
taixing,pp_nav_01293,navigable,9
lichiresti,pp_nav_00991,navigable,5
lichiresti,pp_nav_00992,improvable,36
shouchun,pp_nav_01263,navigable,32
shouchun,pp_nav_01272,navigable,31
shouchun,pp_nav_01277,navigable,10
jiande,pp_nav_01385,navigable,45
chesnokovka,pp_nav_00611,navigable,25
chesnokovka,pp_nav_00617,navigable,56
chesnokovka,pp_nav_00639,navigable,2
tarrana,pp_nav_01341,navigable,24
tarrana,pp_nav_01365,navigable,15
khantayskoye,pp_nav_00025,navigable,95
khantayskoye,pp_nav_00027,navigable,98
khantayskoye,pp_nav_00036,navigable,96
khantayskoye,pp_nav_00038,navigable,53
khantayskoye,pp_nav_00042,navigable,102
khantayskoye,pp_nav_00044,navigable,96
khantayskoye,pp_nav_00048,navigable,96
khantayskoye,pp_nav_00053,navigable,76
belabo,pp_nav_01590,navigable,24
belabo,pp_nav_01600,navigable,21
belabo,pp_nav_01613,navigable,11
kansas,pp_nav_01080,navigable,26
badong,pp_nav_01328,improvable,28
badong,pp_nav_01329,navigable,13
ust_tsilma,pp_nav_00077,navigable,76
botucatu,pp_nav_02527,navigable,12
andar,pp_nav_01531,navigable,7
andar,pp_nav_01541,navigable,41
krenak,pp_nav_02495,navigable,48
krenak,pp_nav_02498,navigable,20
callamaco,pp_nav_01207,navigable,61
callamaco,pp_nav_01216,navigable,73
solovtsovo,pp_nav_00628,navigable,13
solovtsovo,pp_nav_00644,navigable,18
reka_tuba,pp_nav_00368,improvable,12
reka_tuba,pp_nav_00409,navigable,5
inowroclaw,pp_nav_00638,navigable,36
inowroclaw,pp_nav_00647,improvable,7
gorkovskoye,pp_nav_00491,navigable,55
gorkovskoye,pp_nav_00518,navigable,35
cuttawba,pp_nav_01084,navigable,73
cuttawba,pp_nav_01085,navigable,90
cuttawba,pp_nav_01091,navigable,55
cuttawba,pp_nav_01098,navigable,46
orocue,pp_nav_02010,navigable,60
orocue,pp_nav_02020,navigable,39
orocue,pp_nav_02032,navigable,46
mariua,pp_nav_02100,navigable,16
mariua,pp_nav_02123,navigable,88
mariua,pp_nav_02124,navigable,41
mariua,pp_nav_02136,navigable,85
mariua,pp_nav_02146,navigable,12
jekabpils,pp_nav_00469,navigable,26
wenatchi,pp_nav_00837,barrier,54
wenatchi,pp_nav_00854,navigable,72
wenatchi,pp_nav_00857,barrier,38
liova,pp_nav_02466,navigable,15
liova,pp_nav_02474,improvable,29
lanzhou,pp_nav_01157,improvable,72
lanzhou,pp_nav_01165,navigable,62
sanggau,pp_nav_02096,navigable,84
siberia_abalak,pp_nav_00384,navigable,89
siberia_abalak,pp_nav_00387,navigable,98
siberia_abalak,pp_nav_00391,navigable,53
siberia_abalak,pp_nav_00393,navigable,51
siberia_abalak,pp_nav_00394,navigable,25
bata,pp_nav_02071,barrier,22
enselxcin,pp_nav_00790,barrier,61
enselxcin,pp_nav_00800,navigable,64
pawwikamsipi,pp_nav_01106,navigable,53
suzun,pp_nav_00579,navigable,32
suzun,pp_nav_00586,navigable,50
suzun,pp_nav_00593,navigable,45
suzun,pp_nav_00601,navigable,49
suzun,pp_nav_00611,navigable,41
suzun,pp_nav_00616,navigable,22
ndyuka,pp_nav_01989,navigable,56
itaueira,pp_nav_02278,navigable,38
itaueira,pp_nav_02284,navigable,62
itaueira,pp_nav_02287,navigable,54
dingqiang,pp_nav_01165,navigable,55
dingqiang,pp_nav_01173,improvable,95
sangme,pp_nav_01422,barrier,47
sangme,pp_nav_01445,navigable,23
lewekeomi,pp_nav_01098,navigable,32
lewekeomi,pp_nav_01107,navigable,50
sao_sebastiao_paraiso,pp_nav_02510,navigable,32
uberaba,pp_nav_02503,navigable,82
uberaba,pp_nav_02504,improvable,20
uberaba,pp_nav_02505,navigable,78
uberaba,pp_nav_02506,improvable,43
uberaba,pp_nav_02507,improvable,80
uberaba,pp_nav_02511,navigable,24
kezhma,pp_nav_00335,navigable,96
kezhma,pp_nav_00336,navigable,105
kezhma,pp_nav_00341,navigable,2
kezhma,pp_nav_00343,navigable,38
omaha,pp_nav_01027,navigable,89
omaha,pp_nav_01033,navigable,86
omaha,pp_nav_01041,navigable,32
chyormoz,pp_nav_00338,navigable,52
chyormoz,pp_nav_00356,navigable,44
mobaye,pp_nav_01979,improvable,97
mobaye,pp_nav_01995,navigable,96
mobaye,pp_nav_02016,navigable,102
mobaye,pp_nav_02019,navigable,38
mobaye,pp_nav_02023,navigable,11
mobaye,pp_nav_02030,navigable,27
