location_tag,river_level,original_coastal
ban_luang_cheng,3,False
caroni,5,False
ceheng,3,False
kalispel,3,False
hezhou,3,False
xincheng_xincheng,4,False
kichkas,3,False
myedu,4,False
kamchatsk,3,True
kalapuya,3,False
boluo,3,False
gananoque,4,True
bakhtinsky,3,False
bakhtinsky,5,False
porto_tibirica,3,False
porto_tibirica,4,False
angers,3,False
chudovo,1,False
chudovo,2,False
chudovo,3,False
chudovo,5,False
akwen,3,False
tsa_tinne,5,False
mrauk_u,3,False
piratinin,5,True
xunyang,3,False
qashliq,3,False
qashliq,4,False
mang_viet,3,False
uru_pa_in,3,False
towosaghy,4,False
towosaghy,5,False
tawahka,3,True
jiyin,3,False
tetyushi,4,False
bororos,4,False
verkhotomsk,3,False
xicheng,3,False
beya,3,False
jishi,3,False
chagu,3,False
halchidoma,3,False
wied,3,False
akokpaq,3,True
chiripa,3,False
xicallanco,4,True
araska,3,False
changan,3,False
changan,5,False
itanagar,4,False
itaboa,5,False
ferrara,3,False
batamay,4,False
batamay,5,False
pakokku,4,False
pakokku,5,False
sandonnino,3,False
adyumba,4,True
adyumba,5,True
guarzo,1,False
yukonda,4,False
paranabuku,4,False
chucutitlan,3,True
kangu,3,False
mum,3,False
novosyolovo,4,False
liubech,3,False
madi_yuanling,3,False
bimbia,3,True
lega_kongo,3,False
amnye_machen,3,False
solothurn,3,False
zimba,3,False
ostrovskoye,3,False
ostrovskoye,5,False
kaitangata,3,True
scheibbs,3,False
tomakivka,3,False
tomakivka,5,False
freistadt,3,False
wycombe,1,False
mariocai,5,True
brass,4,True
tanjung_palas,3,True
qichun,5,False
yaguari_guazu,2,False
yaguari_guazu,4,False
yaguari_guazu,5,False
kengkham,4,False
tulsa,3,False
glukharinyi,3,False
araripocone,4,False
tula_ark,3,False
idah,4,False
awadh,4,False
tehcha,3,False
tehcha,4,False
el_bahnasa,4,False
el_balyana,4,False
nindi,3,False
urfa,3,False
malatya,3,False
saumur,3,False
kahta,3,False
kufa,3,False
bakusaya,3,False
abadan,4,True
nasiriyah,3,False
manbij,3,False
orasul_de_floci,4,False
amahami,3,False
yunxi,3,False
nasacauso,3,False
kamashikamach,3,False
churkampa,3,False
segyan_kyuyol,4,False
kitchawanc,3,False
matabichuan,3,False
marapa,1,False
marapa,3,False
kazungala,3,False
ayodhya,3,True
chennur,4,False
muichi,3,False
muichi,4,False
yguazu,3,False
qianyang_yuanzhou,3,False
dzogang,3,False
connatachequa,1,False
connatachequa,3,False
aguyaq,1,True
aguyaq,3,True
aguyaq,5,True
twante,5,False
saskatchewan,3,False
lamego,3,False
humar,3,False
lai_chau,3,False
chalten,3,False
fengle,3,False
khoai_chau,4,False
tutong,3,True
ruichang,5,False
tampu_machay,3,False
calli,4,False
kwatsaan,3,False
syagannaax,3,False
dinghu,3,False
mamyn,3,False
yedey,4,False
saint_paul_river,3,True
lihua,3,False
amalyk,3,False
amalyk,5,False
yuanyang,3,False
dobrzyn,3,False
la_tour_du_pin,3,False
boas,3,False
goupingguan,3,False
dechang,3,False
mahony,3,False
mahony,4,False
mahates,4,False
nurgan,2,True
barotse_kongo,1,False
kangule,3,False
mulhouse,3,False
sura,1,False
junk_river,3,True
langzhong,3,False
langzhong,5,False
tiel,4,False
rampart,4,False
huarong,5,False
talok,5,False
kadyy,5,False
archar,4,False
bakele_kongo,3,False
bakele_kongo,4,False
bakele_kongo,5,False
khaliajuri,4,False
khaliajuri,5,False
simiti,2,False
simiti,5,False
mallig,3,False
puctlan,5,True
narsinghpur,1,False
narsinghpur,4,False
jalandhar,3,False
ghotki,4,False
rekapalle,4,False
kohat,4,False
khairpur,3,False
jijial,3,False
firozpur,3,False
sehwan,4,False
sehwan,5,False
peshawar,3,False
peshawar,5,False
moro_sindh,4,False
lalpur,3,False
tangir,3,False
dongola,4,False
sennar,3,False
sai,4,False
dieribakoro,3,False
cananeia,3,True
guntur,3,False
guntur,4,False
jiangyin,5,True
fanchang,5,False
wuwei,5,False
yingshang,3,False
mindouli,5,False
apiaka,4,False
surgut,5,False
kozmodemyansk,4,False
grudziadz,3,False
dubovskoye,3,False
teweh,3,False
tanana,4,False
samba,3,False
kortuz,4,False
kushinagar,3,False
ahuya_yari,3,True
astrakhan,5,True
valence,3,False
takspaslama,4,False
uruguay,1,False
uruguay,2,False
uruguay,4,False
uruguay,5,False
zhaozhou_jurchen,3,False
zhatai,4,False
kuruaya,5,True
allakaket,4,False
kulpi,3,True
barito,3,False
barito,4,False
rampa,4,False
mamachatpam,3,False
mamachatpam,5,False
konwargaon,5,False
pelalawan,3,True
bodrog,4,False
snt_t_ulix,4,False
zainsk,4,False
hytop,3,False
zheshart,3,False
ragnit,3,False
tongle,3,False
siberia_bor,5,False
natchez,5,False
sailahai,3,False
batang_tabir,3,False
batang_tabir,5,False
qidong,3,False
pozega,1,False
tiete,3,False
utaya,3,False
hejiang,4,False
semikarakorsk,3,False
nariele,3,False
igaracu,3,True
markham,3,False
sol_velikaya,3,False
bida,3,False
arechuna,3,False
bojaya,3,True
bojaya,4,True
gaoming,5,False
jiajin,4,False
hont,3,False
kamniga,3,False
tupirama,4,False
tupirama,5,False
enxet,2,False
enxet,4,False
matootonha,1,False
matootonha,3,False
kazachinskoye,4,False
village_onega,3,True
suide,3,False
zhongxiang,3,False
sremska_mitrovica,3,False
sremska_mitrovica,4,False
klutina,3,False
nabagram,3,False
swarakxen,3,False
dingi,5,False
chiang_khan,4,False
megion,3,False
megion,4,False
megion,5,False
kowal,3,False
nisga_a,5,False
chiang_saen,4,False
ratnagiri,4,True
ratnagiri,5,True
simbirsk,4,False
rinpung_yarlung,3,False
rinpung_yarlung,5,False
bauru,3,False
feira,3,True
tara,3,False
tanico,3,False
hejin,3,False
jiaxing,3,False
yuryev_povolzhsk,3,False
yuryev_povolzhsk,5,False
lakhimpur,3,False
yanhe,3,False
yanhe,5,False
hackensack,3,True
olekma,5,False
kahayan_hilir,3,True
manuais,3,False
rohrbach,3,False
mengla,4,False
mengla,5,False
jizhou,3,False
pende_kwila,3,False
tahamies,3,False
canastra,3,False
bahraich,4,False
anais,3,False
anais,4,False
itapua,5,False
tam_dai,3,False
tam_dai,4,False
qujiang_guangan,3,False
eskalapia,4,False
eskalapia,5,False
bakhanay,5,False
velyka_lepetykha,3,False
velyka_lepetykha,5,False
yonghe,3,False
calbe,5,False
kolosovka,3,False
oryahovo,4,False
oryahovo,5,False
sambhal,3,False
wanan,5,False
thaton,4,True
thaton,5,True
pandua_adina,3,False
wuhe,3,False
rigyal,4,False
xilong,3,False
cremona,3,False
chioggia,3,True
phon_hong,1,False
phon_hong,4,False
phon_hong,5,False
cherlak,3,False
karnak,3,False
dondo,3,False
yaros,3,True
shilou,3,False
huangcaoba,3,False
menouf,3,False
ashmunayn,4,False
esna,4,False
el_buwit,4,False
suruc,3,False
birecik,3,False
al_sinn,3,False
hillah,3,False
al_tib,3,False
suq_al_shuyukh,3,False
al_bab,3,False
yongchang_yongchang,3,False
severin,4,False
tumba,3,False
wogamusin,3,False
wogamusin,5,False
ban_khon,4,False
xinan,3,False
saint_etienne,3,False
opelousa,3,False
opelousa,4,False
opelousa,5,False
iscuande,3,True
yaguachi,3,True
yaguachi,5,True
leopoldina,3,False
colombayma,3,False
kaluba,3,False
yolombo,3,False
omo,3,False
tomsk,3,False
tomsk,4,False
ningfan,3,False
congona,1,False
savannakhet,4,False
ningxia,3,False
taungdwingyi,5,False
gabun,3,False
guanghua,3,False
oli_baraza,3,False
phsar_dek,5,True
cussate,3,False
cussate,4,False
liujiang,3,False
machichi,3,True
sesayap,3,True
sotachiro,3,False
myede,5,False
bysyttakh,3,False
nemby,4,False
nemby,5,False
gryfow,1,False
gryfow,3,False
pungo_ndongo,3,False
mahmudabad,3,True
multnomah,3,False
multnomah,4,False
mfumu_bekussu,3,False
saharsa,4,False
saucunk,3,False
nograd,3,False
bomokandi,3,False
bomokandi,5,False
huanglong,3,False
callapa,1,False
callapa,3,False
mangshi,3,False
oromocto,3,False
mong_hsat,4,False
heyang_xian,3,False
pur,5,False
wolmirstedt,3,False
dongguan,3,True
lusambo_qandu,3,False
sondor,5,False
aowa,3,False
aowa,5,False
becaguimec,3,False
danilov,3,False
danilov,5,False
vu_ninh,4,False
quicuima,3,False
tondibi,3,False
houguan,3,False
qihe,3,False
rongcheng,4,False
harburg,3,False
son_la,3,False
laribandar,4,True
sonepur_bihar,3,False
baud,4,False
dipalpur,3,False
srisailam,3,False
chitrakuta,4,False
banda,3,False
kutlehar,3,False
peddapalli,4,True
baligram,3,False
sonda,4,False
rahon,3,False
multan,3,False
lalian,3,False
dunga_bunga,3,False
wad_madani,3,False
wad_madani,5,False
berber,4,False
karima,4,False
dabarqi,3,False
assosa,3,False
kokorou,3,False
kukiya,3,False
siguiri,3,False
anundsjo,3,False
dangtu,3,False
hangzhou,3,True
mitchigamea,1,False
mitchigamea,3,False
mitchigamea,4,False
mitchigamea,5,False
pingnan,4,False
kholongsolokh,4,False
yanchuan,3,False
ku,3,False
messoyakha,3,False
zhebariki_khaya,4,False
uyapari,5,False
uftyuga,3,False
katihar,3,False
baodian,3,False
wuzhi,3,False
winyah,3,True
chitina,3,False
akropong,3,True
guwan,3,False
metog,4,False
metog,5,False
niurba,3,False
anambe,5,True
pokrovsk,5,False
yongning_hengzhou,3,False
dartsedo,3,False
urucurituba,4,False
bolkhuny,5,False
balcheta,1,True
balcheta,3,True
kamiahpu,3,False
khvorostyanka,5,False
krasnoyarsk,4,False
kanchanaburi,3,False
passo_fundo,3,False
passo_fundo,5,False
caspe,3,False
wutun,4,False
fugu,3,False
pantian,3,False
nam_thing,4,False
gniew,3,False
bendi,3,False
bendi,4,False
densatil,3,False
yangshou,3,False
yangshou,4,False
catan_lil,3,False
choco,3,True
sohra,3,False
passau,1,False
passau,3,False
shunde,5,True
hpa_an,4,False
wengshui,3,False
wengshui,5,False
mihalt,4,False
ruse,4,False
beljamen,3,False
beljamen,5,False
paranaidji,4,False
kamen,3,False
stswecen_c,3,False
viziru,4,False
pingyin,1,False
pingyin,3,False
tharrawaddy,5,False
hajipur,3,False
hajipur,5,False
circle,4,False
madhubani,3,False
madhubani,5,False
mehin,4,False
bwambe,3,True
lokono,3,False
bojamba,3,False
tuma,3,False
awa_brazil,3,False
qianlong,3,False
yuracare,3,False
bauzi,4,False
goleniow,1,True
wenxiang,3,False
uruaitis,3,False
yuncheng,3,False
braunau,3,False
nyemo,3,False
itonama,3,False
itonama,4,False
itonama,5,False
passavant,2,False
passavant,5,False
shidian,3,False
q_espiea,3,False
tapuitapera,3,True
jaintiapur,3,False
ibrahimabad,4,False
murom,3,False
nikolsky,3,False
tukuringra,3,False
muara_bahan,4,False
van_ban,3,False
bo_hai_khau,4,True
tuyandina,3,False
linjin,3,False
mingin,4,False
osaakiiwaki,5,True
kuta_watu,3,True
patharkandi,3,False
azamgarh,4,False
gonda,4,False
plenita,4,False
ried,3,False
glaz,3,False
mechet,3,False
mechet,5,False
miranha,3,False
edfu,4,False
kharibta,3,False
mbinga,5,False
kutu,3,False
north_yao,3,False
eruh,3,False
hit,3,False
baqubah,3,False
wasit,3,False
zuwayr,4,True
deir_ez_zor,3,False
duhok,3,False
kaltysyany,5,False
ibotirama,4,False
hongsa,5,False
oheyandewa,4,False
fengchuan,4,False
bettiah,3,False
chishmy,3,False
hanyuan,3,False
tame,3,False
wicontiss,1,True
wicontiss,3,True
mabila,5,False
naser,3,False
sobat,3,False
sobat,4,False
injangyang,3,False
wulong,3,False
lado,4,False
meshra_er_req,3,False
takutu,3,False
takutu,4,False
amulaca,3,False
taquarucu,4,False
taquarucu,5,False
kozhevnikovo,3,False
kuujjuaq,3,True
longquanping,3,False
curu_leufvu,3,True
nioman,4,False
nioman,5,False
dordrecht,4,True
daning,3,False
ust_vayenga,4,False
awyu,3,False
nechi,3,False
uatuma,4,False
ouachita,3,False
nooksack,4,False
nooksack,5,False
bula_kongo,5,False
pont_audemer,3,True
uru_eu_wau_wau,3,False
toniato,4,False
piachi,3,False
muli,3,False
chillupar,4,False
kapela,3,False
boali,4,False
qom_caia,3,False
konski_vody,3,False
cuitzeo,3,False
macoupin,3,False
macoupin,4,False
macoupin,5,False
nikolskoye_pontic,5,False
chibango,3,False
atahachi,3,False
bulun,4,False
willka_pampa,3,False
aerzhai,3,False
mykytyn_rih,5,False
cocorna,4,False
zazhimchar,3,False
petawawa,1,False
petawawa,3,False
lafkenmapu,3,True
kaniatarahontsi,5,False
manhattan,3,True
sawran,3,False
telen,3,False
awen,3,False
kamach,4,True
segbwema,5,False
ural_nema,3,False
husaynabad,3,False
matawin,3,False
sarikei,4,True
arkhangelsk,4,True
bertoua,3,False
hagwilget,3,False
obion,5,False
kunovat,3,False
dingbian_shunning,3,False
djundu,3,False
kapitukamach,3,False
chisasibi,3,True
anlong,1,False
anlong,3,False
anlong,5,False
juancheng,3,False
sowunusiske,4,True
lutang,3,False
boxing,3,False
bodaybo,3,False
karau,4,False
kehu,3,False
futi,4,False
fanxian,3,False
nanbu,3,False
chaisri,3,True
fuzhou_sichuan,5,False
chandwar,3,False
muktsar,3,False
bhakkar,4,False
markapur,3,False
jalalpur_pirwala,3,False
khewra,3,False
mardan,3,False
paat,4,False
udamphur,3,False
yambasa,5,False
tulcea,4,True
ed_debba,4,False
karkuj,3,False
dima,3,False
anzourou,3,False
bamako,3,False
branna,3,False
boubon,3,False
mser,5,False
tanda,3,False
yauri,3,False
wuro_yolde,3,False
wujiang,3,False
chongde,3,False
maues,5,False
prinzus,3,False
xatingnaax,4,False
palmeira,3,False
kamensk,5,False
ski,3,True
mabale,3,False
mabale,5,False
chamcha,4,False
vidin,4,False
pirapora,3,False
idrinskoye,4,False
nixi,3,False
kodak,1,False
kodak,5,False
kukuro_kalapalo,3,False
goly_karamysh,5,False
waskaganish,3,True
ragh,3,False
taseyevo,4,False
vukyl,3,False
abakasnk,3,False
keelivtyn,3,False
dongming,3,False
kisomba,3,False
jinkou,5,False
siming,3,False
shunning,3,False
sededema,3,False
sededema,4,False
shamokin,1,False
tappan,3,False
debrc,3,False
butuan,3,True
sulkhari,3,False
guadual,3,False
sonargaon,4,False
kalocsa,4,False
kayan_melawai,3,False
acroas,4,False
acroas,5,False
brotas,3,False
utiangue,3,False
gutian,3,False
wabimeig,3,False
batang_tembesi,3,False
batang_tembesi,5,False
sogra,4,False
belin,3,False
soltsy_kirishi,3,False
zemukh,3,False
rengat,3,True
mepenes,5,False
upia,3,False
nadleht_en,3,False
djee,3,False
djee,5,False
amol_turkmenabad,3,False
amol_turkmenabad,4,False
dingyuan,3,False
motygino,3,False
motygino,4,False
motygino,5,False
guaquire,4,False
udamik,5,False
grayling,4,False
bobangi,3,False
bobangi,4,False
luanda,3,True
mehsi,3,False
baini,3,False
caete,1,False
muxima,3,True
buassa,3,False
kyaukse,3,False
warsaw,3,False
ta_shwe_htan,3,False
mongpai,4,False
shipai,3,False
watlala,3,False
mabein,3,False
guanipa,5,False
fengcheng_fengcheng,4,False
one,4,True
tingkip,3,False
parma,3,False
lambarene,3,False
lambarene,4,False
shouzhang,3,False
wenxian,3,False
pium_i,3,False
hequ_wuding,4,False
manikpur,3,False
stettin,3,True
kayapo,4,False
usivka,1,False
usivka,3,False
usivka,5,False
stata_ketux,4,False
muara_sabak,3,True
den_terek,3,False
korsun,3,False
qianjiang_binzhou,4,False
gameleira,4,False
votkings,3,False
hanchuan,3,False
eseka,3,False
shichah,3,False
verkhneyarkeyevo,3,False
chenxi,3,False
stade,3,True
ikongo_boa,3,False
shigony,4,False
itapiracaba,4,False
banaro,3,False
pacahuara,4,False
tupinambarana,4,False
thahnawate,1,True
quizquiz,5,False
stavropol_na_volge,4,False
sarh,3,False
tancarville,3,True
asyut,4,False
fuwa,3,False
boeny,3,True
andranoboka,3,True
miandrivazo,3,False
tahna,4,False
cizre,3,False
kaysun,3,False
sivrice,3,False
arapgir,3,False
keban,3,False
qadisiyyah,3,False
maskanah,3,False
jabar,3,False
busayrah,3,False
balad,3,False
wyaconda,5,False
bhadohi,3,False
bhadohi,4,False
yuanqu,3,False
kerewo,3,True
kerewo,5,True
urmi,3,False
gorodets,3,False
ust_ishim,3,False
calumbo,3,True
changning,3,False
tatahuitalpan,3,False
tatahuitalpan,4,False
qiyang,3,False
ulukulevo,3,False
kwidzyn,3,False
arakaiu,4,True
reni,4,False
bayannur,3,False
bor,4,False
huiqi,3,False
shambe,3,False
shambe,4,False
kurung_yuryakh,5,False
cuilo,3,False
hulawen,3,False
horodyshche,5,False
molchanovo,3,False
molchanovo,4,False
molchanovo,5,False
cokuurdaax,3,False
batubenge,3,False
pa_lus_sa,3,False
kyaukkyi,3,False
ambaca,3,False
shar,5,False
chuapa,4,False
aco,3,False
zhalauly,3,False
imakia,3,False
kai_kara,4,False
chiryapchi,4,False
xiangning,3,False
abare_i,3,False
wayagamac,3,False
laibin,4,False
coste,3,False
yanggu_yanzhou,3,False
yelabuga,3,False
yelabuga,4,False
troitsko_pechorsk,3,False
kystatyam,5,False
kolpashevo,5,False
tsiripa,5,False
vezhakary,5,False
wangmu,3,False
wangmu,5,False
cheboksary,4,False
jembayan,4,True
mong_yawng,4,False
kuttawa,3,False
kuttawa,4,False
rajmahal,5,False
nemasca,3,False
corpen_aike,3,True
noris,3,False
escatawppa,3,False
escatawppa,4,False
escatawppa,5,False
kanaskipenaski,3,False
bahr_salamat,3,False
bahr_salamat,5,False
wabaseemong,3,False
thawe,3,False
julau,4,False
acanti,4,True
yingli,3,False
melnikovo,3,False
melnikovo,4,False
melnikovo,5,False
humadea,3,False
hulu_barito,3,False
xingan_linjiang,3,False
guiping,3,False
guiping,4,False
guiping,5,False
khachimcher,3,False
nyonoksa,3,True
kuujjuarapik,3,True
chyorny_yar,5,False
waahukaahaanu,3,False
ogoowe_kongo,4,True
wihlink,1,False
wihlink,3,False
kaya_paha,3,False
adixoodagoorahareesh,3,False
tunica,5,False
beryozovo,3,False
edea,3,False
etiwan,3,True
hoveyzeh,5,False
tobolsk,3,False
tobolsk,4,False
juniata,3,False
ycuamandiyu,4,False
kichwa,3,False
sangay,3,False
chaira,3,False
suamprabon,3,False
suamprabon,4,False
kizel,3,False
tayxlama,4,False
tayxlama,5,False
bosobolo,3,False
bosobolo,4,False
mitsogo_kongo,4,False
umatilla,4,False
shuryshkar,3,False
shuryshkar,5,False
kahinga,3,False
dasu,3,False
kasur,3,False
rajamahendry,4,False
raikot,3,False
dina,3,False
neva,4,True
koknese,3,False
maldarede,3,False
guelengdeng,3,False
aro,4,False
turukhansk,4,False
kalabsha,4,False
njoko,3,False
guarico,3,False
quigate,3,False
xoko,1,False
xoko,4,False
mardankuyik,3,False
cherven,4,False
cherven,5,False
karawala,3,True
rejang,4,False
jinshajiang,3,False
ningpu,3,False
kazari,3,False
tsay_iona,3,False
shushenskoye,3,False
ilok,4,False
sintang,3,False
sintang,4,False
dejiang,3,False
unnao,3,False
heqing,3,False
tongan_lijiang,3,False
chirowe,3,False
chestowee,3,False
kassali,3,False
artyk_ata,3,False
tuzdysor,3,False
rouyuan,3,False
cundi,3,False
awka_etiti,4,False
fisque_menuco,3,False
pilda,5,False
szolnok,3,False
guana,4,False
luquan,4,False
kusu_mangbetu,3,False
kusu_mangbetu,4,False
areia,3,False
tora,3,False
gradiski_brod,3,False
gradiski_brod,5,False
ingariko,3,False
phyu,3,False
loeme,3,False
amundava,5,False
charang,4,False
donge,1,False
zimnyatsky,3,False
nakaigetergehe,5,False
chongshan,3,False
macuxi,4,False
ibicui,3,False
ratchaburi,3,True
baniachang,3,False
manjung,3,True
borun,3,False
ulakhan_kyuyol,3,False
zarate,4,False
kaxarari,3,False
kaxarari,5,False
calcasieu,3,False
malalis,3,False
jiyuan,3,False
kinja,3,False
kinja,4,False
muromtsevo,3,False
muromtsevo,5,False
waldshut,1,False
kaiwa,3,False
kaiwa,4,False
kaiwa,5,False
kuchugur,3,False
kuchugur,5,False
angoram,3,True
chateaubriant,3,False
guarasugwa,5,False
apalachee,3,False
satere_mawe,5,False
cherkasy,3,False
cherkasy,5,False
melk,3,False
tocantis,4,False
meizhou,3,False
berdsk,3,False
cootcla,3,False
djeoromitxi,3,False
thuan_binh,4,False
wanzhou,5,False
karasor,3,False
kamimbe,3,False
huichuan_dechang,4,False
awatixa,3,False
jiparana,5,False
adony,4,False
inga,3,False
waiwai,5,False
muang_sua,4,False
cairo,3,False
akhmim,4,False
marovoay,3,False
tsimanandrafozana,3,True
east_yao,3,False
dluk,3,False
siverek,3,False
tikrit,3,False
al_qatr,3,False
peranap,3,False
qollaxalec,5,False
balagansk,4,False
guarapuava,3,False
katen,3,False
tavan,3,False
kazan,4,False
oskemen,3,False
benfeld,3,False
bardak,5,False
peewareewa,4,False
namau,3,True
elcui,1,False
rejaf,4,False
zenzevatka,5,False
towa_panka,3,False
nemaha,3,False
nemaha,5,False
noanama,3,False
xakriaba,1,False
firabr,3,False
eexiwa,4,False
ducheng,4,False
irtysh,4,False
takawng,3,False
takawng,4,False
lukuga,3,False
lukuga,4,False
lukuga,5,False
jongkong,4,False
buriti,4,False
anoixi,3,False
vasilyeva_sloboda,3,False
zyryan,3,False
zhelezin,3,False
tuxa,1,False
tuxa,4,False
tuxa,5,False
ichera,1,False
ichera,5,False
kombai,3,False
longping_pingle,3,False
thai_binh,4,False
vang_vieng,4,False
wujing,3,False
bikrampur,5,False
mako,3,False
auwe,3,False
auwe,4,False
sarai_al_jadid,5,False
tchitogama,3,False
khatas,4,False
gongshan,3,False
parkateje,4,False
timbu,5,False
duyang,3,False
nguyi,4,True
itihumma,5,False
patom,4,False
potyguara,3,False
kanisianas,4,False
kanisianas,5,False
nicalaax,3,False
captina,3,False
khargytyr,3,False
guaritico,3,False
aekyom,3,False
aekyom,5,False
maia_papua,5,False
monsol,2,False
tuvicha_mini,3,True
lebyazhye,3,False
katingan,3,False
shake_kongo,3,False
urka,3,False
pirca_pirca,3,False
tygde,3,False
huangpi,5,False
sutara,4,False
imaapik,3,False
batang_tebo,3,False
banua_lawas,4,False
plock,3,False
akbarpur,4,False
yans,3,False
zambesia_katongo,3,False
kosi,3,False
pagashi,3,False
peoria,3,False
xucheng,3,False
attaock,3,False
sangha,3,False
sangha,5,False
rongshui,3,False
allegheny,3,False
yiling,5,False
katha,4,False
bhimber,3,False
bhera,3,False
mirat,3,False
channan_pir,3,False
eidsvoll,3,False
