location_tag,original_levels,remaining_levels,original_coastal,new_coastal
akwe,"1,2,3,5","1,2,3,5",False,True
shanxian,3,,False,True
nong_khay,4,,False,True
riverie,3,,False,True
bira,1,1,False,True
shangjin,3,,False,True
kakenje,"3,5","3,5",False,True
atacames,"1,2,3,5","1,2,5",True,True
klewi,4,,False,True
dongchuan,1,1,False,True
panatahuas,"1,2,3,5","1,2,5",False,True
novgorod,"1,2,5","1,2,5",False,True
lingwu,3,,False,True
hoilkut,"1,2,3,5","1,2,3,5",False,True
kamassekuakamat,"1,3,5","1,3,5",False,True
karang_brahi,"1,2,3,5","1,2,3,5",False,True
loei,"1,5","1,5",False,True
qubodijon,"1,2,3,5","1,2",False,True
muang_khemarat,"1,3,5","1,5",False,True
kath,3,,False,True
ayays,3,,False,True
kamyshin,5,,False,True
khamyab,4,,False,True
boduna,"1,2,3,5","1,2,3",False,True
taizhou_jurchen,"1,3","1,3",False,True
pema,3,3,False,True
wachilmezi,"1,5","1,5",False,True
hkamti,"1,3,4,5","1,3,5",False,True
stezyca,2,2,False,True
machecoul,3,,True,True
silat,"1,4,5","1,5",False,True
muktagacha,"1,2,5","1,2,5",False,True
ynakhsyt,"1,2,3,5","1,2,3,5",False,True
sutkent,3,,False,True
apoquitaua,"1,3,4,5","1,4,5",False,True
hulin,"1,2,3","1,2",False,True
kori_bara_karaa_ancas,3,,False,True
kawliya,"1,3,5","1,3,5",False,True
czersk,3,,False,True
wando,3,,True,True
weiyuan,"1,3",1,False,True
guastalla,"1,3,5","1,3",False,True
lubefu,"1,2,3,5","1,2,5",False,True
ayo_ayo,1,,False,True
maping,3,,False,True
yor,3,,False,True
nyzvar,3,,False,True
lyuban,3,,False,True
zhongli,3,,False,True
griesbach,3,,False,True
dymer,"1,3,5","1,5",False,True
shiqian,3,,False,True
tangkya,3,,False,True
mengli,3,,False,True
lumphat,"1,2,3,5","1,2,3,5",False,True
bolghar,4,,False,True
jonang,"1,2,3,5","1,2,5",False,True
myshuryn_rih,"3,5",,False,True
mbewe,3,,False,True
giurgiu,"1,4,5","1,5",False,True
huolin,"1,3","1,3",False,True
casalmaggiore,"1,3,5",1,False,True
tanabi,"1,3,4,5","1,4,5",False,True
lensk,"2,4",2,False,True
kyakhtinskii,"1,2,3,5","1,2,3,5",False,True
htamanthi,"2,3,4,5","2,3,5",False,True
yusha,"1,3",1,False,True
rashid,"1,3",1,True,True
giza,"3,4",,False,True
shangyuan,"1,5","1,5",False,True
boli,"1,3,4,5","1,5",False,True
achan,"1,2,3,5","1,2,5",False,True
mikkwa,4,,False,True
maskwa,3,3,False,True
aizkraukle,3,,False,True
jingling,3,,False,True
dannenberg,3,,False,True
tonle_kong,"1,3,5","1,3,5",False,True
bagayevskaya,"1,3,5","1,5",False,True
yemetsk,5,5,False,True
luapula,3,,False,True
naxi,"1,4,5",1,False,True
yongchuan,5,,False,True
tarascon,"1,2,3,5","1,2,3,5",False,True
muchuan,"1,3",1,False,True
jiangling,"1,5","1,5",False,True
onimgohow,"1,3,5","1,5",False,True
chojna,"2,3",2,False,True
yamachiche,3,,False,True
iguape,"1,3",1,True,True
swiecie,3,,False,True
ust_medveditskaya,"1,2,3,5","1,2,3,5",False,True
zhaohua,"2,3",2,False,True
kafaila,"1,3",1,False,True
yurimagua,"1,2,4,5","1,2,4,5",False,True
vilyuy,"1,3","1,3",False,True
amyint,"2,4,5","2,5",False,True
srok_khleang,"1,5",1,True,True
saleesh,"2,3,5","2,3,5",False,True
kele,"1,4,5","1,4,5",False,True
witym,"1,3,4",1,False,True
shishou,5,,False,True
negoot,1,1,False,True
dinkot,4,,False,True
vijayapur,"2,3,5",,False,True
nkee_us,1,,False,True
koasati,3,,False,True
khosheutovo,"1,5",1,False,True
chucalissa,"1,5","1,5",False,True
sanshui,"2,3,4,5",,False,True
moapa,3,,False,True
lopburi,"1,2,3","1,2",False,True
lingling,"2,3","2,3",False,True
santo_antonio,"1,2,3,5","1,2,5",False,True
tayaccasa,3,,False,True
sungai_jujuhan,"1,2,3,5","1,2,5",False,True
ekwentondie,"1,3,5","1,5",False,True
bruck_leitha,"3,4,5","3,4,5",False,True
illecillewaet,"1,3,5","1,3,5",False,True
byuteydyakh,"1,3",1,False,True
dzogon,"2,5","2,5",False,True
blackwater,"2,4",2,False,True
nedong,3,,False,True
porte,"2,3",2,False,True
lukulunga,3,,False,True
donglan,3,,False,True
jalalabad,"2,3,5","2,5",False,True
pouss,"1,2,3","1,2",False,True
isakhel,4,,False,True
sarangarh,3,3,False,True
chamo,3,,False,True
shahpur,3,3,False,True
rath,"1,2,3,5","1,2,5",False,True
rasyal,3,,False,True
chishtian,3,,False,True
mankera,"3,5",,False,True
angul,"1,4",1,False,True
chunar,4,,False,True
hala,4,,False,True
ugbodu,"2,4","2,4",False,True
warri,"1,2,4","1,2",False,True
waylula,3,,False,True
faras,4,,False,True
rovaniemi,"2,3","2,3",False,True
el_eleila,"1,3,5","1,3,5",False,True
koulikoro,3,,False,True
segou,"2,3",2,False,True
tounouga,"1,2,3,5","1,2,3,5",False,True
puyang,3,,False,True
oohl,"2,3",2,True,True
cumaribo,"1,2,3,4,5","1,2,3,5",False,True
hamar,"2,3,5","2,5",False,True
bumbuli,"1,3",1,False,True
rangpur_bengal,"2,5","2,5",False,True
thoulakhom,"2,3,4","2,3,4",False,True
hutton,"1,2,3,5","1,2,3,5",False,True
shadodkot,"1,4",1,False,True
kabachischi,4,,False,True
lodose,"1,3",,False,True
khanda,4,,False,True
moneton,"1,2,5","1,2,5",False,True
skardu,"1,3,5","1,5",False,True
tulita,"1,2,4,5","1,2,4,5",False,True
kalassa,3,,False,True
nytva,"2,3,5","2,3,5",False,True
yakesa,3,,False,True
curuai,"2,5","2,5",False,True
bengmara,"1,2,4,5","1,2,5",False,True
jinkang,"1,4",1,False,True
hulu_mahakam,"1,2,3,5","1,2",False,True
n_pooh_le,"2,4,5","2,4,5",False,True
yongning_baisheng,"2,3,5",2,False,True
mbanza_soyo,5,,True,True
xindi,"1,5","1,5",False,True
aklaviq,5,,False,True
calafat,4,,False,True
kinhama,"1,3,5",1,False,True
kletskaya,3,,False,True
pecatonica,2,2,False,True
parepona,"1,2,3,4,5","1,2,3,4,5",False,True
ocanga,"1,3",1,False,True
zadian,4,,False,True
indrapura_khmer,"2,3,5","2,3",False,True
wuxian_liuzhou,"3,4,5",,False,True
buda,"3,4",,False,True
canindeyu,"1,5","1,5",False,True
kamla,"1,2,3,5","1,2",False,True
nazym,"1,2,5","1,2,5",False,True
yemelyanovo,4,,False,True
inzia,"1,2,3,5","1,2,3,5",False,True
gongxian,"1,3,5","1,3,5",False,True
ayo,"1,3",1,False,True
esztergom,"3,4",,False,True
urua,3,,False,True
jomda,"1,3,5",1,False,True
llenllenet_ten,"1,3,5","1,3,5",False,True
loengowe,3,,False,True
sarapul,"3,4,5",3,False,True
hazarasp,3,3,False,True
bikoro,"3,4,5",,False,True
kikassa,"1,2,3,5","1,2,3,5",False,True
dyryn_ebe,4,,False,True
aarau,"1,2,3,5","1,2,5",False,True
taksimo,"1,3,5","1,5",False,True
kaxixo,"1,2,3,5","1,2,3,5",False,True
songzi,"1,5",1,False,True
yelovo,3,,False,True
tapirape,"1,2,4,5","1,2,4,5",False,True
payette,1,1,False,True
ganxian,"1,2,3,5","1,2,3,5",False,True
koroa,"1,3",1,False,True
gromatukha,3,,False,True
lingzhou,3,,False,True
samye,3,,False,True
utkhupampa,"1,2","1,2",False,True
tethul,4,4,False,True
suki,4,,True,True
kaibab,"2,3,5","2,3,5",False,True
cahokia,4,,False,True
fengdu,"1,5","1,5",False,True
hogehege,"1,3,5","1,3,5",False,True
dzhuk,"2,5","2,5",False,True
simmern,3,,False,True
tala_kyuyel,"1,2,3,5","1,2,3,5",False,True
laish,4,,False,True
sangamon,"1,3","1,3,5",False,True
sicasica,1,,False,True
ethapetha,"3,4",,False,True
ust_pinega,"2,4,5","2,4,5",False,True
macaregua,"1,2,3","1,2,4",False,True
osa,3,,False,True
selimbau,"2,4,5","2,5",False,True
putao,"1,2,3,5","1,2,5",False,True
kuarepoti,1,"1,2,4,5",False,True
mitimiri,"1,3",1,True,True
shaharpara,"1,3,5","1,3,5",False,True
nehantuck,3,,True,True
misha_shipu,"1,3",1,False,True
leko,"1,2,3","1,2",False,True
mantova,"1,3",1,False,True
tamaroa,"1,4,5","1,5",False,True
turnu_magurele,"1,5","1,5",False,True
lodi,"1,2",2,False,True
akinka_nup,"2,3,5",2,False,True
salay,5,,False,True
dipayal,"2,3,5","2,5",False,True
abrahamtelke,4,,False,True
sadiya,"1,2,3,4,5","1,2,3,5",False,True
aiwanj,"2,3,4,5","2,3,5",False,True
lanyang,"3,5",5,False,True
damanhur,"1,3",1,False,True
atfih,4,,False,True
qus,4,,False,True
tsaratanana,"2,3,5","2,3,5",False,True
ambalanjakomby,"2,3","2,5",False,True
malaimbandy,"1,2,3,5","1,2,3,5",False,True
qena,4,,False,True
nantes,3,,True,True
samarra,3,,False,True
baghdad,"2,3,5","2,3,5",False,True
dayr_aqul,"1,3,5",1,False,True
abdas,"3,5",,False,True
tabqah,3,,False,True
raqqa,3,,False,True
jean_marie_river,4,,False,True
curahuara,"1,3",,False,True
lyskovo,5,,False,True
lujiang,3,,False,True
chelmno,3,,False,True
nandan,"1,3",1,False,True
quibdo,"1,2,3,5","1,2,3,5",False,True
rupharupha,"1,3,5","1,3,5",False,True
shar_yelpuk,3,,False,True
xingyang,3,,False,True
baode,3,,False,True
oppenheim,3,,False,True
aha_macav,3,,False,True
mangapet,4,,False,True
hinthada,"1,2,5","1,2",False,True
birches,"1,4,5","1,4",False,True
vitim,"1,2,3,5","1,2,3,5",False,True
chach,"2,3,5","2,3,5",False,True
bazas,"2,3",2,False,True
sreepur,5,,False,True
tongzhou,"1,3",1,False,True
kamyskala,3,,False,True
namhkan,3,,False,True
gunza_anbamba,3,,False,True
da_giang,3,,False,True
birma,"1,3,5","1,5",False,True
gaur,"1,2,3,5","1,2,5",False,True
lahasusu,"1,3,4,5","1,4,5",False,True
mongping,"1,4,5","1,4,5",False,True
hequ,3,,False,True
nijmegen,4,,False,True
muong,3,,False,True
winnee,"1,2,3","1,2",False,True
nashwaak,1,1,False,True
bir_amur,3,3,False,True
tamalameque,"1,2,4,5","1,2,5",False,True
xincheng,"1,2,3,5","1,2,3,5",False,True
daklha_gampo,3,,False,True
hulu_melawai,"1,2,3,5","1,2,5",False,True
aroostook,"1,2,3,5","1,2,5",False,True
emei,3,,False,True
namling,3,,False,True
watappo,"1,3,5","1,3",True,True
lauenburg,3,,False,True
pabna,"3,5",5,False,True
sanga_kongo,"1,3,5","1,3",False,True
pochutla,"1,3",1,False,True
kontagora,"1,3,5","1,3",False,True
llucho,"1,2","1,2,3",False,True
wloclawek,3,,False,True
hengyang,"1,2,3,5",1,False,True
ryazan,3,,False,True
that_phanom,"1,4",1,False,True
srebrenik,"1,3,5","1,3",False,True
palembang,"1,2,3,4,5","1,2,3",False,True
poskatinak,4,,False,True
gongkar,"1,3,5","1,3,5",False,True
dep,3,,False,True
ballia,"1,4,5",1,False,True
salyan,3,,True,True
varanasi,"2,4",2,False,True
dera_ismail_khan,4,,False,True
kothagudem,4,,False,True
kishtwar,"2,3,5","2,3,5",False,True
central_meetto,"2,3,4,5","2,3",False,True
kashmore,4,,False,True
mikindani,4,,True,True
raigadh,"1,3",1,False,True
windsor,1,1,False,True
etawah,"3,5",3,False,True
asadabad_kunar,"1,2,3,5","1,2,5",False,True
banihal,3,,False,True
kantit,4,,False,True
sherwan,"1,2,3,5","1,2,3,5",False,True
muyove,3,,False,True
massanza,"1,2,4,5","1,2,5",False,True
pubungu,4,4,False,True
massangano,"2,4,5","2,4",False,True
konch,"2,3",2,False,True
ingombe_ilede,"2,3,5","2,3,5",False,True
lapai,"1,2,4","1,2",False,True
ozoro,"1,4",1,False,True
nupeko,"1,3,4,5","1,4,5",False,True
yoko,"1,3",1,False,True
debre_libanos,1,1,False,True
singa,3,,False,True
rumbek,"1,2,3,5","1,2,3,5",False,True
alays,3,,False,True
ed_damer,"2,4",2,False,True
bourem,3,,False,True
mandisobi,"1,2,4,5","1,2,4,5",False,True
koure,1,1,False,True
macina,3,,False,True
gourma_rharous,3,,False,True
lau,"1,3,5",1,False,True
yingde,"1,2,3,5","1,2,3",False,True
nizhny_chir,3,,False,True
kaltag,4,4,False,True
metabetchouane,3,3,False,True
jiazhou,3,,False,True
jiangning,5,,False,True
taixing,5,5,False,True
lichiresti,5,,False,True
shouchun,"1,3,5","1,3",False,True
jiande,"2,3,5","2,5",False,True
chesnokovka,"1,3",1,False,True
tarrana,3,,False,True
khantayskoye,"1,2,3,5","1,2,3,5",False,True
belabo,"1,3,4,5","1,3",False,True
kansas,"1,2,3,5","1,2",False,True
badong,5,,False,True
ust_tsilma,"1,4,5","1,4,5",False,True
botucatu,3,,False,True
andar,"1,4,5","1,5",False,True
krenak,"1,3,5","1,5",False,True
callamaco,3,,False,True
solovtsovo,5,,False,True
reka_tuba,"1,2,5","1,2,5",False,True
inowroclaw,3,,False,True
gorkovskoye,"1,3",1,False,True
cuttawba,"1,2,4,5","1,2,4,5",False,True
orocue,"1,2,3,5","1,2,3,5",False,True
mariua,"2,3,4,5","2,4,5",False,True
jekabpils,"1,2,3","1,2",False,True
wenatchi,"1,4,5","1,4,5",False,True
liova,3,,False,True
lanzhou,"1,3,5",1,False,True
sanggau,"1,2,4,5","1,2,5",False,True
siberia_abalak,"1,3",1,False,True
enselxcin,4,,False,True
pawwikamsipi,"1,2,3,5","1,2,5",False,True
suzun,"1,3,5","1,5",False,True
ndyuka,3,,True,True
itaueira,"1,2,3,5","1,2,3,5",False,True
dingqiang,"1,3,5","1,3,5",False,True
sangme,"1,3,5","1,3,5",False,True
lewekeomi,4,,False,True
sao_sebastiao_paraiso,"1,3",1,False,True
uberaba,"2,3,4",2,False,True
kezhma,4,,False,True
omaha,"1,2,3,5","1,2,3,5",False,True
chyormoz,"1,3,5","1,5",False,True
mobaye,"1,2,3,4,5","1,2,4,5",False,True
klyuchi,"1,3","1,3",False,True
vienne,"2,3",2,False,True
afikpo,"1,2,3,5","1,2,3,5",False,True
lyubichi,3,,False,True
curitibanos,"1,2,3,5","1,2,3,5",False,True
mayumba,3,,True,True
kaeti,"1,2,3,4,5","1,2,3",False,True
sanaga,3,,False,True
xiangru,3,3,False,True
abingdon,1,1,False,True
karymkary,"1,5",1,False,True
ziryanka,"1,2,3,5","1,2,3,5",False,True
romang,"1,2,5","1,2,5",False,True
nishnabotna,1,1,False,True
kwomtari,"1,5","1,5",False,True
fengjie,5,5,False,True
siang,"1,2,4,5","1,2,5",False,True
chymnaii,"2,4",2,False,True
diaomen,"1,3",1,False,True
shilovo,3,,False,True
boma,5,,False,True
umuarama,"1,2,3,5","1,2,3,5",False,True
kawahib,"1,2,3","1,2",False,True
shayang,3,,False,True
ostrechiny,"2,3","2,3",False,True
orlov,"1,2,3","1,2,3",False,True
lucala,"2,3",2,False,True
biobio,"1,2,5","1,2,5",False,True
maganasipi,1,,False,True
khulm,4,,False,True
lingbao,3,,False,True
jataizinho,"2,3,5","2,3,5",False,True
heves,3,,False,True
puqi,"1,5",1,False,True
kagawask,"1,2,3,5","1,2,3",False,True
pinglu,3,,False,True
thatta,4,,False,True
vorontsovo,"1,3",1,False,True
paranaiba,"1,4,5","1,4",False,True
barpeta,"1,2,3,5","1,2,3,5",False,True
aksay,3,,False,True
srednyaya_akhtuba,"1,5",1,False,True
mianchi,3,,False,True
bohan,"1,2,3,4,5","1,2",False,True
bares,"1,2,5","1,2,5",False,True
upper_ob,"1,2,4,5","1,2,4,5",False,True
caguan,"1,2,3,5","1,2,3,5",False,True
gostynin,3,,False,True
tsangdram,3,,False,True
sioma,3,,False,True
conewago,3,3,False,True
kysyl_syr,"1,4",1,False,True
thakhek,"1,2,4,5","1,4,5",False,True
qingjian,3,,False,True
metica,"1,2,3,4,5","1,2,3,5",False,True
tongliang,"1,5","1,5",False,True
myitkyina,"3,4,5",4,False,True
qingyuan,3,3,False,True
kanawha,"1,2,3,4,5","1,2",False,True
cherdakly,"1,4","1,4,5",False,True
muong_cha,"1,3,5","1,5",False,True
snk_mip,"1,3,5","1,3",False,True
curumanao,"1,2","1,2",False,True
chekmagush,3,,False,True
natastan,"1,2,3,5","1,2,3,5",False,True
asanas,3,3,False,True
yilong,3,,False,True
mingsha,3,,False,True
marxa,"1,4",1,False,True
kahayan,"2,3,5","2,5",False,True
wanquan,"1,3,5","1,3,5",False,True
hwalbay,3,3,False,True
sarare,"1,2,3,5","1,2,5",False,True
wayustikw,3,3,False,True
fuchuan_ningxia,3,,False,True
auccapana,"1,2,3,5","1,2,3,5",False,True
tetela_boa,"1,2,3","1,2,3",False,True
choccalpata,3,,False,True
landau,"1,2,3,5","1,2,5",False,True
uraqai,3,,False,True
kinozhesipi,"1,3,5",,False,True
dhading,"2,3","2,3",False,True
gattaran,"3,5",,False,True
solikamsk,"1,3",1,False,True
perevitska,3,,False,True
cupilco,"1,2,3,4,5","1,2,3,5",True,True
kungur,"2,3",2,False,True
rovigo,"1,2","1,2",False,True
jishui,"1,3,5","1,5",False,True
kholmogory,"1,4,5","1,5",False,True
ebejico,"1,3",3,False,True
winokapau,3,,False,True
sansanding,3,,False,True
quyon,1,"1,3,5",False,True
kremenskaya,3,,False,True
voikar,"2,3,5","2,3,5",False,True
nyuya,"2,4,5","2,5",False,True
jiangxia,"2,3,5",2,False,True
azok,3,,True,True
capotigamau,3,3,False,True
anilco,"3,5",,False,True
wels,"1,2,3,5","1,2,5",False,True
ramsis,"1,3",1,False,True
beni_suef,4,,False,True
aswan,4,,False,True
minya,4,,False,True
maevatanana,"1,2,3,5","1,2,3,5",False,True
sharuna,4,,False,True
lango,4,4,False,True
makonde,"1,2,4","1,2,4",False,True
gerger,3,,False,True
rahba,3,,False,True
khalis,"2,3",2,False,True
karbala,3,,False,True
an_nil,3,,False,True
al_madar,"2,3",2,False,True
barqaid,"1,3,5","1,3,5",False,True
xiangyang,"2,3,5","2,3",False,True
mergui,3,,True,True
alpo_wa,3,,False,True
anhua_anhua,3,,False,True
mussimi,"2,4",2,False,True
darganata,3,3,False,True
tutilcoya,3,,False,True
santee,"2,3",2,False,True
chumuch,"1,3",,False,True
zhaoxin,"1,3",3,False,True
myanaung,5,5,False,True
ulakhan_an,"1,4",1,False,True
dibrugarh,"2,3,5","2,3",False,True
nodaway,"1,3",1,False,True
mendawai,"1,3,5","1,5",True,True
coblenz,"1,2,3,4,5","1,2,3,5",False,True
luorong,"1,2,3,5","1,2,5",False,True
muene_kwako,"2,3,5","2,3,5",False,True
caisaboscai,3,,False,True
jurbarkas,"2,3",2,False,True
cologne,"3,4","3,4",False,True
fengqiu,3,,False,True
quy_hoa,3,,False,True
ngume,"1,2,3,5","1,2,5",False,True
jigansk,"1,5","1,5",False,True
bama,3,,False,True
suidong,"1,3",1,False,True
bydgoszcz,3,,False,True
yanesha,"1,2,3,5","1,2,5",False,True
lashio,4,,False,True
hancheng,3,,False,True
chelan,"1,4",1,False,True
kachi,"1,3,5","1,3,5",False,True
fancheng,"1,2,3,5","1,2,5",False,True
ya_ttaish,"1,3,5","1,3,5",False,True
daxunhyuu,"1,3",1,True,True
kasimov,3,3,False,True
balagannakh,"1,3,4,5",1,False,True
bussa,"1,3,5","1,5",False,True
gana_damate,"1,4",1,False,True
bagua,"1,3,5",1,False,True
panemune,2,2,False,True
nottaway,3,3,False,True
igan,"1,4",1,True,True
adeqiu,3,3,False,True
songye_kongo,"1,3",1,False,True
veliky_ustyug,"1,2,3,5","1,2,3,5",False,True
may_ushin,"1,2,3,5","1,2,3,5",False,True
mahu,"2,4,5","2,5",False,True
wapkawazioju,"2,3,5","2,3,5",False,True
itanhomi,"1,3,5",1,False,True
pitchibourenik,3,,True,True
nowe,3,,False,True
nalolo,3,,False,True
tanjin,"1,2,4,5","1,2,4,5",False,True
wehe,"3,4","3,4",False,True
chandpur_uttar_pradesh,3,,False,True
idkabue,"1,2,3,5","1,2,5",False,True
yukte,3,,False,True
kotri,4,,False,True
sirhind,"1,3",1,False,True
mithankot,4,,False,True
ranikot,4,,False,True
khushab,3,,False,True
agror,3,,False,True
macherla,3,,False,True
kol,"2,3",2,False,True
samasingha,"1,2,3,5","1,2,5",False,True
asni,3,,False,True
kashigarh,"1,2,3,5","1,2,3,5",False,True
jansath,"2,3",2,False,True
busal,3,,False,True
sitpur,"3,4,5",,False,True
pindi_gheb,4,,False,True
mokwa,"1,3","1,3",False,True
salaga,"1,2,3,5","1,2,3,5",False,True
wukari,"1,2,3,5","1,2,5",False,True
soddo,"1,2,3,5","1,2,5",False,True
el_metemma,4,,False,True
korela,3,3,False,True
ayerou,3,,False,True
bousso,"1,3,5","1,5",False,True
kirina,"1,3","1,3",False,True
lodenoye_pole,"1,3,5","1,3,5",False,True
galati,2,"2,5",False,True
kom_ombo,4,,False,True
tongling,5,,False,True
huoqiu,"1,2,3","1,2",False,True
fuyang_hangzhou,3,,False,True
shenmu,3,,False,True
humati,"1,2,3","1,2",False,True
ust_sysola,"1,2,3,5","1,2,5",False,True
caniapiscau,"1,2,3,5","1,2,3",False,True
luxi,"1,3,5","1,5",False,True
wudang,"1,3,5","1,3,5",False,True
inuviq,"3,5",,False,True
chittaloosa,"2,5","2,5",False,True
mayaba,"1,2,3,4,5","1,2",False,True
minusinsk,"2,3,4,5","2,3,5",False,True
lukou,"2,3,5","2,3,5",False,True
lutava,"2,3",2,False,True
tiotoren,1,,True,True
linjiang,5,,False,True
guangji,5,5,False,True
cuareim,"1,2","1,2",False,True
yeniseysk,"1,4,5","1,5",False,True
lindi_kwila,"2,3,5","2,3,5",False,True
guajobos,"1,2,4,5","1,2,5",False,True
musi,"1,3,5","1,3,5",False,True
baykit,"1,2,3,5","1,2,3,5",False,True
coco,1,1,False,True
pambala,"1,3",1,False,True
scw_exmx,"1,3,5","1,3",False,True
uinkaret,3,,False,True
deren,"1,5",1,True,True
cabo_formoso,4,,True,True
kaarendy,"1,2,3,5","1,2,5",False,True
naupa_huen,1,1,False,True
baronsk,5,,False,True
banjabi,"1,2,3,5","1,2,5",False,True
araquara,"2,3",2,False,True
pantagoras,"1,4,5","1,4,5",False,True
newenken,"1,2,3,5","2,5",False,True
bayombe,"1,2,3","1,2",False,True
okhannoye,3,,False,True
bordeaux,"2,3",2,True,True
atfalati,"1,3,5","1,3,5",False,True
modos,3,,False,True
omoloon,"1,3",1,False,True
hacaritamas,1,,False,True
verkhnyaya_toyma,"1,3,5","1,3,5",False,True
nizhnyaya_toyma,"3,4,5",5,False,True
rao,"1,2,3","1,2",False,True
kaiama,"1,3",1,False,True
ipholhhelhlhup,"2,4","2,4",False,True
wrigley,"1,4,5","1,4,5",False,True
nazimovo,"1,5",1,False,True
choele_choel,3,,False,True
koryazhma,"3,5",5,False,True
tolna,4,,False,True
kucevo,4,,False,True
shawinigan,"1,3,5","1,5",False,True
gurgueia,"1,3,5","1,3,5",False,True
pyti,"1,4,5","1,4,5",False,True
ngasingu,"1,2,4,5","1,2,4,5",False,True
valparaiso,"1,3,4,5",1,False,True
dukhovnitskoye,5,,False,True
upardang,"1,3,5","1,3,5",False,True
sihui,"2,3","2,3",False,True
szeged,"1,3,5","1,3,5",False,True
barayy,"1,4",1,False,True
kiriras,"1,2,3,5","1,2,5",False,True
esk_el,"1,2,3,5","1,2,5",False,True
patos,"1,2,3,5","1,2,5",False,True
shungopavi,3,,False,True
mengban_jihong,"1,2","1,2",False,True
dura,5,,False,True
guide,3,,False,True
pest,4,,False,True
buayan,"2,3",2,False,True
kai_theli_ke_hot_inne,"3,4,5",3,False,True
siri_do,"2,4,5","2,5",False,True
goianas,"2,3","2,3",False,True
libonta,3,,False,True
tumbalala,4,,False,True
laung,"1,2,3,5","1,2,3,5",False,True
krenye,"1,2,3,5","1,2,5",False,True
ahe,"1,2,3,5","1,2,3,5",False,True
nagina,"1,3",1,False,True
araes,"1,3,5",1,False,True
guanambi,"1,4",,False,True
staraya_zima,2,2,False,True
guachoyo,5,,False,True
kishim,"1,2,3,5","1,2,3,5",False,True
moxos,"1,2,3,4,5","1,2,4,5",False,True
tupinamba,"1,2,3","1,2",True,True
shuangliu,"1,2,3,5","1,2,3,5",False,True
changyuan,3,,False,True
petrovaradin,"3,4,5",,False,True
hebin,3,,False,True
stepanevka,3,,False,True
kurung,"1,2,3,5","1,2,5",False,True
takhir,3,,False,True
nako,"1,2,3,5","1,2,3,5",False,True
tohome,3,,False,True
staraya_ryazan,3,,False,True
calabar,"1,4",1,True,True
tuktoyukiuq,5,,False,True
caparo,"1,2,3,5","1,2,5",False,True
bhagalpur,5,,False,True
sandan,5,,False,True
scioto,"1,2,4,5","1,2,4,5",False,True
yusva,3,,False,True
qujiang,"1,2,3,5","1,2,5",False,True
puan,3,,False,True
kal_gatana,4,4,False,True
karipuna,"1,2,3,5","1,2,3",False,True
muang_xay,"3,4,5",,False,True
tapajo,"3,5",3,False,True
nikahionhwakowa,"1,2,4","1,2",True,True
piacenza,"1,3",,False,True
kaskaskia,1,1,False,True
nogoya,1,1,False,True
ponkhockie,"2,3",2,False,True
huaying,3,,False,True
tormosin,3,,False,True
turtas,"1,2,4,5","1,2,4,5",False,True
passos,"1,2,3,5","1,2,5",False,True
freiburg,3,,False,True
wetwin,"2,3,4,5","2,4",False,True
tatarskaya_tesyu,4,,False,True
essequibo,"2,3,4,5","2,3,4",True,True
prainha,"1,3,5","1,3,5",False,True
timbira,"1,2,3,5","1,2,3,5",False,True
kholmyech,"2,3","2,3",False,True
offenburg,3,,False,True
prey_nokor,"1,2,3,5","1,2,3,5",False,True
nkata,3,,False,True
morkvash,4,4,False,True
dongsheng,3,,False,True
muang_mang,"1,2,5","1,2",False,True
athabasca,3,3,False,True
kuzmovka,3,3,False,True
berezhnovka,5,,False,True
ningbian,3,,False,True
pengshui,"1,2,3,5","1,2",False,True
selo_yartsevo,"1,2,5","1,2",False,True
ceibal,"1,2,3,5","1,2,5",False,True
chana,"1,3,4",1,True,True
apyawa,"1,2,4,5","1,2,4,5",False,True
malye_oserki,"2,3",2,False,True
pereiaslav,"3,5",,False,True
morangi,"1,5","1,5",False,True
ukek,5,,False,True
lumbini,3,,False,True
kaxa_marca,"1,3",,False,True
olenegorsk,"1,3",1,False,True
bkwejanong,5,,True,True
palikur,3,,True,True
yiman,"1,2,3,5","1,2,3,5",False,True
huitong,"1,2,3,5","1,2,5",False,True
paungde,"1,5","1,5",False,True
nagavskaya,3,,False,True
kamatapur,"1,2,3,5","1,2,3,5",False,True
el_burullus,"1,3",1,True,True
hiw,4,,False,True
manfalut,4,,False,True
nuba_sud,"1,2,3,4,5","1,2",False,True
north_ngindo,"1,2,3,5","1,2,3,5",False,True
daasanach,3,3,False,True
cermik,3,,False,True
samsat,3,,False,True
mosul,"1,2,3,5","1,2",False,True
abu_kemal,3,,False,True
samawa,3,,False,True
basra,"3,4",,False,True
numaniyyah,3,,False,True
pravaya_khetta,"1,2,3,5","1,2,5",False,True
avaes,"1,2,5","1,2",False,True
yapeyu,"1,2,3,4,5","1,2,5",False,True
patoka,"2,3,4,5","2,5",False,True
shigatse,"1,3,5","1,5",False,True
yevoyakha,"1,3,5","1,3,5",False,True
ramnagar_bihar,"1,3",1,False,True
ob,"1,2,5","1,2,5",False,True
pangkalan_kerinci,"1,2,3,5","1,2,3,5",False,True
gabin,3,,False,True
kaniv,3,,False,True
maanaagi_iixodagish,3,,False,True
kracheh,"1,5","1,5",False,True
zharzhan,"1,5",1,False,True
zhijiang,5,,False,True
baxian,"1,4,5","1,5",False,True
yakovlevskoye_bolshoye,3,,False,True
tana,3,,True,True
