from,to,state,shore
pp_nav_00776,jiajin,navigable,True
pp_nav_00776,nioman,navigable,True
pp_nav_00777,pp_nav_00785,improvable,False
pp_nav_00777,pp_nav_00790,barrier,False
pp_nav_00777,ntiltxitk,navigable,True
pp_nav_00778,pp_nav_00782,navigable,False
pp_nav_00778,pp_nav_00783,navigable,False
pp_nav_00778,horoshino,navigable,True
pp_nav_00778,horodyshche,navigable,True
pp_nav_00778,cherkasy,navigable,True
pp_nav_00779,pp_nav_00791,navigable,False
pp_nav_00779,kremenskaya,navigable,True
pp_nav_00779,ilovlya,navigable,True
pp_nav_00779,beljamen,navigable,True
pp_nav_00779,mechet,navigable,True
pp_nav_00780,pp_nav_00796,navigable,False
pp_nav_00780,bykovo,navigable,True
pp_nav_00780,srednyaya_akhtuba,navigable,True
pp_nav_00780,beljamen,navigable,True
pp_nav_00780,mechet,navigable,True
pp_nav_00781,sto_lo,improvable,True
pp_nav_00781,nooksack,improvable,True
pp_nav_00781,whonnock,improvable,True
pp_nav_00782,pp_nav_00783,navigable,False
pp_nav_00782,pp_nav_00789,navigable,False
pp_nav_00782,kremenchuk,navigable,True
pp_nav_00782,usivka,navigable,True
pp_nav_00782,horodyshche,navigable,True
pp_nav_00782,cherkasy,navigable,True
pp_nav_00783,usivka,navigable,True
pp_nav_00783,cherkasy,navigable,True
pp_nav_00784,pp_nav_00795,navigable,False
pp_nav_00784,nemptu,navigable,True
pp_nav_00785,pp_nav_00805,improvable,False
pp_nav_00785,ntiltxitk,improvable,True
pp_nav_00785,sletewsi,improvable,True
pp_nav_00785,kalispel,improvable,True
pp_nav_00786,myshuryn_rih,navigable,True
pp_nav_00786,kremenchuk,navigable,True
pp_nav_00786,usivka,navigable,True
pp_nav_00786,oril,navigable,True
pp_nav_00787,pp_nav_00792,navigable,False
pp_nav_00787,arkhara,navigable,True
pp_nav_00787,jiajin,navigable,True
pp_nav_00788,lichtenberg,navigable,True
pp_nav_00788,pp_nav_00804,improvable,False
pp_nav_00788,germersheim,navigable,True
pp_nav_00788,strasbourg,navigable,True
pp_nav_00788,baden,navigable,True
pp_nav_00788,offenburg,navigable,True
pp_nav_00789,pp_nav_00794,navigable,False
pp_nav_00789,myshuryn_rih,navigable,True
pp_nav_00789,kremenchuk,navigable,True
pp_nav_00789,usivka,navigable,True
pp_nav_00789,oril,navigable,True
pp_nav_00790,pp_nav_00800,barrier,False
pp_nav_00790,ntiltxitk,barrier,True
pp_nav_00790,enselxcin,barrier,True
pp_nav_00791,pp_nav_00798,navigable,False
pp_nav_00791,nizhny_chir,navigable,True
pp_nav_00791,kremenskaya,navigable,True
pp_nav_00791,mechet,navigable,True
pp_nav_00792,pp_nav_00808,navigable,False
pp_nav_00792,arkhara,navigable,True
pp_nav_00792,jiajin,navigable,True
pp_nav_00792,sutara,navigable,True
pp_nav_00793,pp_nav_00799,improvable,False
pp_nav_00793,pp_nav_00801,improvable,False
pp_nav_00793,grafenau,improvable,True
pp_nav_00793,landau,improvable,True
pp_nav_00793,passau,improvable,True
pp_nav_00794,pp_nav_00802,navigable,False
pp_nav_00794,pp_nav_00806,navigable,False
pp_nav_00794,myshuryn_rih,navigable,True
pp_nav_00794,kodak,navigable,True
pp_nav_00794,oril,navigable,True
pp_nav_00795,pp_nav_00803,navigable,False
pp_nav_00795,nemptu,navigable,True
pp_nav_00795,boli,navigable,True
pp_nav_00796,pp_nav_00809,navigable,False
pp_nav_00796,srednyaya_akhtuba,navigable,True
pp_nav_00796,mechet,navigable,True
pp_nav_00796,sarai_al_jadid,navigable,True
pp_nav_00797,pp_nav_00803,navigable,False
pp_nav_00797,boli,navigable,True
pp_nav_00797,urmi,navigable,True
pp_nav_00798,pp_nav_00820,navigable,False
pp_nav_00798,nizhny_chir,navigable,True
pp_nav_00798,aksay,navigable,True
pp_nav_00798,stepanevka,navigable,True
pp_nav_00798,tormosin,navigable,True
pp_nav_00798,mechet,navigable,True
pp_nav_00799,pp_nav_00807,barrier,False
pp_nav_00799,linz,improvable,True
pp_nav_00799,scharding,improvable,True
pp_nav_00799,landau,improvable,True
pp_nav_00799,rohrbach,improvable,True
pp_nav_00799,passau,improvable,True
pp_nav_00800,pp_nav_00830,navigable,False
pp_nav_00800,n_pooh_le,navigable,True
pp_nav_00800,enselxcin,navigable,True
pp_nav_00800,snt_t_ulix,navigable,True
pp_nav_00801,pp_nav_00807,barrier,False
pp_nav_00801,pp_nav_00814,improvable,False
pp_nav_00801,scharding,navigable,True
pp_nav_00801,griesbach,navigable,True
pp_nav_00801,landau,navigable,True
pp_nav_00801,ried,navigable,True
pp_nav_00802,samarchyk,navigable,True
pp_nav_00802,kodak,navigable,True
pp_nav_00802,oril,navigable,True
pp_nav_00803,pp_nav_00812,navigable,False
pp_nav_00803,pp_nav_00815,navigable,False
pp_nav_00803,boli,navigable,True
pp_nav_00804,pp_nav_00831,improvable,False
pp_nav_00804,ensisheim,improvable,True
pp_nav_00804,strasbourg,improvable,True
pp_nav_00804,hachberg,improvable,True
pp_nav_00804,offenburg,improvable,True
pp_nav_00804,benfeld,improvable,True
pp_nav_00805,pp_nav_00818,improvable,False
pp_nav_00805,kalispel,improvable,True
pp_nav_00806,rozdory,navigable,True
pp_nav_00806,samarchyk,navigable,True
pp_nav_00806,kodak,navigable,True
pp_nav_00807,pp_nav_00813,barrier,False
pp_nav_00807,linz,barrier,True
pp_nav_00807,scharding,barrier,True
pp_nav_00807,rohrbach,barrier,True
pp_nav_00808,bidzhan,navigable,True
pp_nav_00808,tulguur,navigable,True
pp_nav_00808,jiajin,navigable,True
pp_nav_00808,sutara,navigable,True
pp_nav_00809,pp_nav_00811,navigable,False
pp_nav_00809,srednyaya_akhtuba,navigable,True
pp_nav_00809,chyorny_yar,navigable,True
pp_nav_00809,sarai_al_jadid,navigable,True
pp_nav_00810,rozdory,navigable,True
pp_nav_00810,pp_nav_00834,navigable,False
pp_nav_00810,kichkas,navigable,True
pp_nav_00810,tomakivka,navigable,True
pp_nav_00810,kodak,navigable,True
pp_nav_00811,pp_nav_00829,navigable,False
pp_nav_00811,bolkhuny,navigable,True
pp_nav_00811,chyorny_yar,navigable,True
pp_nav_00812,pp_nav_00817,navigable,False
pp_nav_00812,boli,navigable,True
pp_nav_00812,lahasusu,navigable,True
pp_nav_00813,linz,improvable,True
pp_nav_00813,wels,improvable,True
pp_nav_00813,amstetten,improvable,True
pp_nav_00813,freistadt,improvable,True
pp_nav_00813,rohrbach,improvable,True
pp_nav_00814,griesbach,improvable,True
pp_nav_00814,braunau,improvable,True
pp_nav_00814,ried,improvable,True
pp_nav_00815,pp_nav_00835,navigable,False
pp_nav_00815,boli,navigable,True
pp_nav_00815,lahasusu,navigable,True
pp_nav_00816,bolkhuny,navigable,True
pp_nav_00816,pologoye_zaymishche,navigable,True
pp_nav_00817,bira,navigable,True
pp_nav_00817,lahasusu,navigable,True
pp_nav_00818,pp_nav_00822,improvable,False
pp_nav_00818,qlispe,navigable,True
pp_nav_00818,kalispel,navigable,True
pp_nav_00819,krems,navigable,True
pp_nav_00819,scheibbs,navigable,True
pp_nav_00819,amstetten,navigable,True
pp_nav_00819,melk,navigable,True
pp_nav_00820,pp_nav_00839,navigable,False
pp_nav_00820,ust_tsimla,navigable,True
pp_nav_00820,aksay,navigable,True
pp_nav_00820,tormosin,navigable,True
pp_nav_00820,nagavskaya,navigable,True
pp_nav_00820,dubovskoye,navigable,True
pp_nav_00821,pp_nav_00827,improvable,False
pp_nav_00821,pp_nav_00832,improvable,False
pp_nav_00821,n_pooh_le,improvable,True
pp_nav_00821,chelan,improvable,True
pp_nav_00821,stata_ketux,improvable,True
pp_nav_00822,pp_nav_00838,improvable,False
pp_nav_00822,qlispe,improvable,True
pp_nav_00822,kaniksu,improvable,True
pp_nav_00823,pp_nav_00825,navigable,False
pp_nav_00823,pp_nav_00828,navigable,False
pp_nav_00823,koostaaka,navigable,True
pp_nav_00823,adixoodagoorahareesh,navigable,True
pp_nav_00824,bruck_leitha,improvable,True
pp_nav_00824,magyarovar,improvable,True
pp_nav_00824,gyor,improvable,True
pp_nav_00825,koostaaka,navigable,True
pp_nav_00825,waahukaahaanu,navigable,True
pp_nav_00825,adixoodagoorahareesh,navigable,True
pp_nav_00826,bira,navigable,True
pp_nav_00826,lahasusu,navigable,True
pp_nav_00827,pp_nav_00837,barrier,False
pp_nav_00827,chelan,improvable,True
pp_nav_00827,stata_ketux,improvable,True
pp_nav_00828,pp_nav_00841,navigable,False
pp_nav_00828,maanaagi_iixodagish,navigable,True
pp_nav_00828,adixoodagoorahareesh,navigable,True
pp_nav_00828,awatixa,navigable,True
pp_nav_00829,pp_nav_00845,navigable,False
pp_nav_00829,bolkhuny,navigable,True
pp_nav_00829,nikolskoye_pontic,navigable,True
pp_nav_00829,chyorny_yar,navigable,True
pp_nav_00830,n_pooh_le,navigable,True
pp_nav_00830,snt_t_ulix,navigable,True
pp_nav_00831,pp_nav_00846,improvable,False
pp_nav_00831,mullheim,improvable,True
pp_nav_00831,ensisheim,improvable,True
pp_nav_00831,basel,improvable,True
pp_nav_00831,hachberg,improvable,True
pp_nav_00831,ferrette,improvable,True
pp_nav_00831,freiburg,improvable,True
pp_nav_00831,mulhouse,improvable,True
pp_nav_00832,n_pooh_le,improvable,True
pp_nav_00832,scqescilni,improvable,True
pp_nav_00833,pp_nav_00853,navigable,False
pp_nav_00833,hajduszoboszlo,navigable,True
pp_nav_00833,miskolc,navigable,True
pp_nav_00833,heves,navigable,True
pp_nav_00833,karcag,navigable,True
pp_nav_00833,szabolcs,navigable,True
pp_nav_00834,pp_nav_00847,navigable,False
pp_nav_00834,pp_nav_00852,navigable,False
pp_nav_00834,kichkas,navigable,True
pp_nav_00834,tomakivka,navigable,True
pp_nav_00834,konski_vody,navigable,True
pp_nav_00834,kuchugur,navigable,True
pp_nav_00835,alchan,navigable,True
pp_nav_00835,pp_nav_00859,navigable,False
pp_nav_00835,boli,navigable,True
pp_nav_00835,lahasusu,navigable,True
pp_nav_00835,katen,navigable,True
pp_nav_00836,pp_nav_00840,improvable,False
pp_nav_00836,pp_nav_00843,improvable,False
pp_nav_00836,buda,improvable,True
pp_nav_00836,esztergom,improvable,True
pp_nav_00836,pest,improvable,True
pp_nav_00836,hont,improvable,True
pp_nav_00836,nograd,improvable,True
pp_nav_00837,pp_nav_00854,barrier,False
pp_nav_00837,pp_nav_00857,barrier,False
pp_nav_00837,wenatchi,barrier,True
pp_nav_00837,chelan,barrier,True
pp_nav_00837,stata_ketux,barrier,True
pp_nav_00838,qlispe,improvable,True
pp_nav_00838,saleesh,improvable,True
pp_nav_00839,pp_nav_00842,navigable,False
pp_nav_00839,ust_tsimla,navigable,True
pp_nav_00839,dubovskoye,navigable,True
pp_nav_00840,tata,navigable,True
pp_nav_00840,esztergom,navigable,True
pp_nav_00840,gyor,navigable,True
pp_nav_00841,pp_nav_00851,navigable,False
pp_nav_00841,awatixa,navigable,True
pp_nav_00842,pp_nav_00849,navigable,False
pp_nav_00842,ust_tsimla,navigable,True
pp_nav_00842,bol_shaya_martynovka,navigable,True
pp_nav_00842,dubovskoye,navigable,True
pp_nav_00843,pp_nav_00872,improvable,False
pp_nav_00843,fehervar,improvable,True
pp_nav_00843,buda,improvable,True
pp_nav_00843,abrahamtelke,improvable,True
pp_nav_00843,pest,improvable,True
pp_nav_00843,adony,improvable,True
pp_nav_00844,pp_nav_00866,navigable,False
pp_nav_00844,tulguur,navigable,True
pp_nav_00844,lahasusu,navigable,True
pp_nav_00844,futi,navigable,True
pp_nav_00845,pp_nav_00864,navigable,False
pp_nav_00845,yenotayevka,navigable,True
pp_nav_00845,rechnoye,navigable,True
pp_nav_00845,mikhaylovka_pontic,navigable,True
pp_nav_00845,nikolskoye_pontic,navigable,True
pp_nav_00846,basel,improvable,True
pp_nav_00846,aarau,improvable,True
pp_nav_00846,solothurn,improvable,True
pp_nav_00846,baden_im_aargau,improvable,True
pp_nav_00846,waldshut,improvable,True
pp_nav_00847,tomakivka,navigable,True
pp_nav_00847,mykytyn_rih,navigable,True
pp_nav_00847,kuchugur,navigable,True
pp_nav_00848,pp_nav_00849,navigable,False
pp_nav_00848,pp_nav_00855,improvable,False
pp_nav_00848,bol_shaya_martynovka,navigable,True
pp_nav_00848,semikarakorsk,navigable,True
pp_nav_00849,bol_shaya_martynovka,navigable,True
pp_nav_00849,semikarakorsk,navigable,True
pp_nav_00850,yenotayevka,navigable,True
pp_nav_00850,rechnoye,navigable,True
pp_nav_00850,mikhaylovka_pontic,navigable,True
pp_nav_00851,pp_nav_00863,navigable,False
pp_nav_00851,amahami,navigable,True
pp_nav_00851,awatixa,navigable,True
pp_nav_00852,pp_nav_00856,navigable,False
pp_nav_00852,velyka_lepetykha,navigable,True
pp_nav_00852,mykytyn_rih,navigable,True
pp_nav_00852,kuchugur,navigable,True
pp_nav_00853,pp_nav_00868,navigable,False
pp_nav_00853,heves,navigable,True
pp_nav_00853,karcag,navigable,True
pp_nav_00853,szolnok,navigable,True
pp_nav_00854,pp_nav_00874,barrier,False
pp_nav_00854,wenatchi,navigable,True
pp_nav_00854,wanapum,navigable,True
pp_nav_00855,pp_nav_00867,improvable,False
pp_nav_00855,shakhty,improvable,True
pp_nav_00855,bagayevskaya,improvable,True
pp_nav_00855,azok,improvable,True
pp_nav_00855,tana,improvable,True
pp_nav_00855,semikarakorsk,improvable,True
pp_nav_00856,pp_nav_00875,navigable,False
pp_nav_00856,velyka_oleksandrivka,navigable,True
pp_nav_00856,rohat_kermen,navigable,True
pp_nav_00856,velyka_lepetykha,navigable,True
pp_nav_00856,tavan,navigable,True
pp_nav_00857,nkee_us,barrier,True
pp_nav_00857,wenatchi,barrier,True
pp_nav_00857,wanapum,barrier,True
pp_nav_00857,stata_ketux,barrier,True
pp_nav_00858,beaupreau,navigable,True
pp_nav_00858,pp_nav_00862,navigable,False
pp_nav_00858,angers,navigable,True
pp_nav_00858,passavant,navigable,True
pp_nav_00858,chateaubriant,navigable,True
pp_nav_00859,alchan,navigable,True
pp_nav_00859,nuoluo,navigable,True
pp_nav_00860,pp_nav_00878,barrier,False
pp_nav_00860,shawinigan,navigable,True
pp_nav_00860,matawin,navigable,True
pp_nav_00860,wayagamac,navigable,True
pp_nav_00861,chinon,navigable,True
pp_nav_00861,angers,navigable,True
pp_nav_00861,saumur,navigable,True
pp_nav_00861,passavant,navigable,True
pp_nav_00861,loudun,navigable,True
pp_nav_00862,beaupreau,navigable,True
pp_nav_00862,pp_nav_00865,navigable,False
pp_nav_00862,nantes,navigable,True
pp_nav_00862,passavant,navigable,True
pp_nav_00862,chateaubriant,navigable,True
pp_nav_00863,pp_nav_00869,navigable,False
pp_nav_00863,pp_nav_00870,navigable,False
pp_nav_00863,ruhptare,navigable,True
pp_nav_00863,manatara,navigable,True
pp_nav_00863,amahami,navigable,True
pp_nav_00863,matootonha,navigable,True
pp_nav_00864,pp_nav_00876,navigable,False
pp_nav_00864,yenotayevka,navigable,True
pp_nav_00864,rechnoye,navigable,True
pp_nav_00865,machecoul,navigable,True
pp_nav_00865,nantes,navigable,True
pp_nav_00866,pp_nav_00871,navigable,False
pp_nav_00866,futi,navigable,True
pp_nav_00867,taganrog_gulf,improvable,False
pp_nav_00867,azok,improvable,True
pp_nav_00867,tana,improvable,True
pp_nav_00868,pp_nav_00881,navigable,False
pp_nav_00868,heves,navigable,True
pp_nav_00868,szeged,navigable,True
pp_nav_00868,szolnok,navigable,True
pp_nav_00869,pp_nav_00888,navigable,False
pp_nav_00869,matootonha,navigable,True
pp_nav_00870,pp_nav_00886,improvable,False
pp_nav_00870,ruhptare,navigable,True
pp_nav_00870,matootonha,navigable,True
pp_nav_00871,wehe,navigable,True
pp_nav_00871,futi,navigable,True
pp_nav_00872,pp_nav_00891,navigable,False
pp_nav_00872,solt,navigable,True
pp_nav_00872,abrahamtelke,navigable,True
pp_nav_00872,tolna,navigable,True
pp_nav_00872,kalocsa,navigable,True
pp_nav_00872,adony,navigable,True
pp_nav_00873,pp_nav_00889,improvable,False
pp_nav_00873,opimika,navigable,True
pp_nav_00873,matabichuan,navigable,True
pp_nav_00874,wanapum,barrier,True
pp_nav_00875,pp_nav_00885,navigable,False
pp_nav_00875,rohat_kermen,navigable,True
pp_nav_00875,aslan_horod,navigable,True
pp_nav_00875,tavan,navigable,True
pp_nav_00876,zamyany,navigable,True
pp_nav_00876,pp_nav_00894,navigable,False
pp_nav_00876,yenotayevka,navigable,True
pp_nav_00876,khosheutovo,navigable,True
pp_nav_00877,talaha,navigable,True
pp_nav_00877,pp_nav_00895,navigable,False
pp_nav_00877,taizhou_jurchen,navigable,True
pp_nav_00878,nebesek,barrier,True
pp_nav_00878,yamachiche,barrier,True
pp_nav_00878,ekwentondie,barrier,True
pp_nav_00878,shawinigan,barrier,True
pp_nav_00878,wolinak,barrier,True
pp_nav_00879,alchan,navigable,True
pp_nav_00879,pp_nav_00900,navigable,False
pp_nav_00879,nuoluo,navigable,True
pp_nav_00879,hulin,navigable,True
pp_nav_00880,mattawa,improvable,True
pp_nav_00880,pp_nav_00897,improvable,False
pp_nav_00880,opimika,improvable,True
pp_nav_00880,kippawa,improvable,True
pp_nav_00880,maganasipi,improvable,True
pp_nav_00881,pp_nav_00901,navigable,False
pp_nav_00881,szeged,navigable,True
pp_nav_00881,mako,navigable,True
pp_nav_00882,andawaohie,navigable,True
pp_nav_00882,wachilmezi,navigable,True
pp_nav_00882,stadacona,navigable,True
pp_nav_00882,kikonteku,navigable,True
pp_nav_00883,pp_nav_00890,improvable,False
pp_nav_00883,wanapum,improvable,True
pp_nav_00883,mamachatpam,improvable,True
pp_nav_00884,pp_nav_00903,improvable,False
pp_nav_00884,negoot,improvable,True
pp_nav_00884,aroostook,improvable,True
pp_nav_00884,becaguimec,improvable,True
pp_nav_00885,ordu_bazar,navigable,True
pp_nav_00885,oleshia,navigable,True
pp_nav_00885,aslan_horod,navigable,True
pp_nav_00886,pp_nav_00907,improvable,False
pp_nav_00886,ruhptare,improvable,True
pp_nav_00886,matootonha,improvable,True
pp_nav_00887,pp_nav_00892,barrier,False
pp_nav_00887,pp_nav_00893,barrier,False
pp_nav_00887,alpo_wa,barrier,True
pp_nav_00887,pa_lus_sa,barrier,True
pp_nav_00888,pp_nav_00906,navigable,False
pp_nav_00888,matootonha,navigable,True
pp_nav_00889,mattawa,improvable,True
pp_nav_00889,pp_nav_00902,improvable,False
pp_nav_00889,opimika,improvable,True
pp_nav_00890,pp_nav_00898,improvable,False
pp_nav_00890,wanapum,improvable,True
pp_nav_00890,mamachatpam,improvable,True
pp_nav_00891,pp_nav_00912,navigable,False
pp_nav_00891,mohacs,navigable,True
pp_nav_00891,baja_hungary,navigable,True
pp_nav_00891,tolna,navigable,True
pp_nav_00891,bodrog,navigable,True
pp_nav_00891,kalocsa,navigable,True
pp_nav_00892,pp_nav_00898,improvable,False
pp_nav_00892,alpo_wa,improvable,True
pp_nav_00893,pp_nav_00910,barrier,False
pp_nav_00893,pa_lus_sa,barrier,True
pp_nav_00893,hinsepu,barrier,True
pp_nav_00894,zamyany,navigable,True
pp_nav_00894,pp_nav_00911,navigable,False
pp_nav_00894,krasny_yar,navigable,True
pp_nav_00894,khosheutovo,navigable,True
pp_nav_00894,astrakhan,navigable,True
pp_nav_00895,talaha,navigable,True
pp_nav_00895,taizhou_jurchen,navigable,True
pp_nav_00895,hurle,navigable,True
pp_nav_00896,whitefish_bay,navigable,False
pp_nav_00896,manitoulin_channel,navigable,False
pp_nav_00896,mackinac,navigable,True
pp_nav_00897,mattawa,navigable,True
pp_nav_00897,pp_nav_00904,barrier,False
pp_nav_00897,maganasipi,navigable,True
pp_nav_00897,petawawa,navigable,True
pp_nav_00898,waluulapam,navigable,True
pp_nav_00898,pp_nav_00918,navigable,False
pp_nav_00898,alpo_wa,navigable,True
pp_nav_00898,mamachatpam,navigable,True
pp_nav_00898,umatilla,navigable,True
pp_nav_00899,pp_nav_00921,navigable,False
pp_nav_00899,chalin,navigable,True
pp_nav_00899,ilan_hala,navigable,True
pp_nav_00899,wehe,navigable,True
pp_nav_00900,alchan,navigable,True
pp_nav_00900,hulin,navigable,True
pp_nav_00900,yiman,navigable,True
pp_nav_00901,kikinda,navigable,True
pp_nav_00901,zenta,navigable,True
pp_nav_00901,szeged,navigable,True
pp_nav_00901,mako,navigable,True
pp_nav_00902,mattawa,navigable,True
pp_nav_00902,pp_nav_00909,navigable,False
pp_nav_00902,petawawa,navigable,True
pp_nav_00903,meductic,navigable,True
pp_nav_00903,pokiok,navigable,True
pp_nav_00903,becaguimec,navigable,True
pp_nav_00904,pp_nav_00913,barrier,False
pp_nav_00904,nichabau,barrier,True
pp_nav_00904,petawawa,barrier,True
pp_nav_00905,pp_nav_00916,improvable,False
pp_nav_00905,chinook_bay,improvable,False
pp_nav_00905,chinook,improvable,True
pp_nav_00905,tillamook,improvable,True
pp_nav_00905,multnomah,improvable,True
pp_nav_00906,pp_nav_00928,navigable,False
pp_nav_00906,marapa,navigable,True
pp_nav_00906,matootonha,navigable,True
pp_nav_00907,pocasse,navigable,True
pp_nav_00907,marapa,navigable,True
pp_nav_00907,matootonha,navigable,True
pp_nav_00908,manitoulin_channel,navigable,False
pp_nav_00908,northern_lake_huron,navigable,False
pp_nav_00908,mackinac,navigable,True
pp_nav_00909,pp_nav_00922,navigable,False
pp_nav_00909,kinozhesipi,navigable,True
pp_nav_00909,petawawa,navigable,True
pp_nav_00910,wallowa,improvable,True
pp_nav_00910,hinsepu,improvable,True
pp_nav_00911,zamyany,navigable,True
pp_nav_00911,ikryanoye,navigable,True
pp_nav_00911,caspian_sea15,navigable,False
pp_nav_00911,astrakhan,navigable,True
pp_nav_00912,pp_nav_00932,navigable,False
pp_nav_00912,mohacs,navigable,True
pp_nav_00912,bacs,navigable,True
pp_nav_00912,bodrog,navigable,True
pp_nav_00913,nichabau,navigable,True
pp_nav_00913,petawawa,navigable,True
pp_nav_00914,bayan_susu,navigable,True
pp_nav_00914,pp_nav_00915,navigable,False
pp_nav_00914,shangjing,navigable,True
pp_nav_00915,bayan_susu,navigable,True
pp_nav_00915,pp_nav_00919,navigable,False
pp_nav_00915,shangjing,navigable,True
pp_nav_00916,pp_nav_00941,navigable,False
pp_nav_00916,multnomah,navigable,True
pp_nav_00916,watlala,navigable,True
pp_nav_00917,nashwaak,navigable,True
pp_nav_00917,pokiok,navigable,True
pp_nav_00917,oromocto,navigable,True
pp_nav_00918,pp_nav_00925,navigable,False
pp_nav_00918,mamachatpam,navigable,True
pp_nav_00918,umatilla,navigable,True
pp_nav_00919,pp_nav_00921,navigable,False
pp_nav_00919,chalin,navigable,True
pp_nav_00919,ilan_hala,navigable,True
pp_nav_00919,shangjing,navigable,True
pp_nav_00920,pp_nav_00936,improvable,False
pp_nav_00920,riverie,improvable,True
pp_nav_00920,vienne,improvable,True
pp_nav_00920,villars,improvable,True
pp_nav_00920,lyon,improvable,True
pp_nav_00920,la_tour_du_pin,improvable,True
pp_nav_00921,chalin,navigable,True
pp_nav_00921,ilan_hala,navigable,True
pp_nav_00922,pp_nav_00930,improvable,False
pp_nav_00922,nichabau,navigable,True
pp_nav_00922,kinozhesipi,navigable,True
pp_nav_00922,quyon,navigable,True
pp_nav_00922,petawawa,navigable,True
pp_nav_00923,pp_nav_00937,improvable,False
pp_nav_00923,otnabog,navigable,True
pp_nav_00923,menahkwesk,navigable,True
pp_nav_00923,pokiok,navigable,True
pp_nav_00923,oromocto,navigable,True
pp_nav_00924,pp_nav_00931,navigable,False
pp_nav_00924,hulawen,navigable,True
pp_nav_00924,shangjing,navigable,True
pp_nav_00925,pp_nav_00927,navigable,False
pp_nav_00925,takspaslama,navigable,True
pp_nav_00925,tayxlama,navigable,True
pp_nav_00925,umatilla,navigable,True
pp_nav_00926,pp_nav_00947,improvable,False
pp_nav_00926,wallowa,improvable,True
pp_nav_00926,kamiahpu,improvable,True
pp_nav_00926,hinsepu,improvable,True
pp_nav_00927,pp_nav_00929,improvable,False
pp_nav_00927,wishram,navigable,True
pp_nav_00927,tayxlama,navigable,True
pp_nav_00928,pp_nav_00951,navigable,False
pp_nav_00928,cerwecerna,navigable,True
pp_nav_00928,pocasse,navigable,True
pp_nav_00928,marapa,navigable,True
pp_nav_00929,pp_nav_00934,improvable,False
pp_nav_00929,wishram,improvable,True
pp_nav_00929,watlala,improvable,True
pp_nav_00930,pp_nav_00942,improvable,False
pp_nav_00930,kinozhesipi,improvable,True
pp_nav_00930,quyon,improvable,True
pp_nav_00930,matoueska,improvable,True
pp_nav_00930,kitchissippi,improvable,True
pp_nav_00930,maizinaazibi,improvable,True
pp_nav_00931,pp_nav_00940,navigable,False
pp_nav_00931,boduna,navigable,True
pp_nav_00931,hulawen,navigable,True
pp_nav_00932,pp_nav_00944,navigable,False
pp_nav_00932,vukovar,navigable,True
pp_nav_00932,mohacs,navigable,True
pp_nav_00932,bacs,navigable,True
pp_nav_00932,osijek,navigable,True
pp_nav_00933,pp_nav_00939,navigable,False
pp_nav_00933,kitchissippi,navigable,True
pp_nav_00933,weskarini,navigable,True
pp_nav_00933,okaisipi,navigable,True
pp_nav_00933,onontchataronon,navigable,True
pp_nav_00934,watlala,navigable,True
pp_nav_00935,talaha,navigable,True
pp_nav_00935,pp_nav_00940,navigable,False
pp_nav_00935,pp_nav_00948,navigable,False
pp_nav_00935,boduna,navigable,True
pp_nav_00935,huolin,navigable,True
pp_nav_00935,zhaozhou_jurchen,navigable,True
pp_nav_00936,romans,navigable,True
pp_nav_00936,tournon,navigable,True
pp_nav_00936,riverie,navigable,True
pp_nav_00936,vienne,navigable,True
pp_nav_00936,saint_etienne,navigable,True
pp_nav_00937,bay_of_fundy,improvable,False
pp_nav_00937,menahkwesk,improvable,True
pp_nav_00938,pp_nav_00953,navigable,False
pp_nav_00938,pp_nav_00962,navigable,False
pp_nav_00938,titel,navigable,True
pp_nav_00938,modos,navigable,True
pp_nav_00938,petrovaradin,navigable,True
pp_nav_00938,pancevo,navigable,True
pp_nav_00938,veliky_beckerek,navigable,True
pp_nav_00939,kitchissippi,navigable,True
pp_nav_00939,okaisipi,navigable,True
pp_nav_00939,nagatinong,navigable,True
pp_nav_00940,boduna,navigable,True
pp_nav_00940,zhaozhou_jurchen,navigable,True
pp_nav_00941,pp_nav_00956,navigable,False
pp_nav_00941,atfalati,navigable,True
pp_nav_00941,multnomah,navigable,True
pp_nav_00941,watlala,navigable,True
pp_nav_00942,kitchissippi,navigable,True
pp_nav_00942,nagatinong,navigable,True
pp_nav_00943,ismail,navigable,True
pp_nav_00943,chilia,navigable,True
pp_nav_00943,tulcea,navigable,True
pp_nav_00944,pp_nav_00953,navigable,False
pp_nav_00944,vukovar,navigable,True
pp_nav_00944,bacs,navigable,True
pp_nav_00944,ilok,navigable,True
pp_nav_00945,pp_nav_00950,navigable,False
pp_nav_00945,pp_nav_00954,navigable,False
pp_nav_00945,braila,navigable,True
pp_nav_00945,isaccea,navigable,True
pp_nav_00945,galati,navigable,True
pp_nav_00945,reni,navigable,True
pp_nav_00946,pp_nav_00950,navigable,False
pp_nav_00946,north_danube_delta,navigable,False
pp_nav_00946,ismail,navigable,True
pp_nav_00946,tulcea,navigable,True
pp_nav_00947,pp_nav_00971,improvable,False
pp_nav_00947,wallowa,improvable,True
pp_nav_00947,kamiahpu,improvable,True
pp_nav_00948,pp_nav_00970,navigable,False
pp_nav_00948,boduna,navigable,True
pp_nav_00949,pp_nav_00952,navigable,False
pp_nav_00949,pp_nav_00955,navigable,False
pp_nav_00949,pp_nav_00960,navigable,False
pp_nav_00949,pakrac,navigable,True
pp_nav_00949,dubica,navigable,True
pp_nav_00949,pozega,navigable,True
pp_nav_00949,gradiski_brod,navigable,True
