location,state,pixels,region,near_location,mean_discharge_m3_s,low_discharge_m3_s,gradient_m_per_km,evidence,x,y
pp_nav_00740,navigable,84,west_siberia_region,takhir,1026.504,111.4345,0.04353179931640625,physical_screen,11354.791666666666,1885.9583333333333
pp_nav_00741,navigable,82,west_siberia_region,shar,1023.669,110.342,0.0,physical_screen,11390.9375,1888.8958333333333
pp_nav_00742,navigable,92,great_plains_region,maskwa,943.313,853.503,0.34820273865854795,physical_screen,3348.0877192982457,1892.4561403508771
pp_nav_00743,improvable,69,great_plains_region,maskwa,937.859,846.162,0.7760894217572486,physical_screen,3322.0,1900.0
pp_nav_00744,improvable,81,north_german_region,simmern,1755.286,1148.4585000000002,1.1730991684048473,physical_screen,8043.291666666667,1904.4583333333333
pp_nav_00745,navigable,86,west_siberia_region,shar,912.37,101.625,0.1358795166015625,physical_screen,11423.5625,1897.8333333333333
pp_nav_00746,navigable,73,steppes_region,kamyshin,8232.4925,2513.107,0.0,physical_screen,9758.791666666666,1911.2916666666667
pp_nav_00747,navigable,79,west_coast_region,swarakxen,1080.812,97.02,0.0,physical_screen,2318.0,1913.2083333333333
pp_nav_00748,improvable,77,manchuria_region,nioman,829.776,76.53,1.2745385509883034,physical_screen,13612.625,1911.25
pp_nav_00749,navigable,87,west_coast_region,nlaka_pamux,2670.3774999999996,938.794,0.0,physical_screen,2158.5416666666665,1919.9583333333333
pp_nav_00750,navigable,80,manchuria_region,tehcha,2872.1965,996.025,0.023223114013671876,physical_screen,13498.020833333334,1918.4791666666667
pp_nav_00751,improvable,78,north_german_region,mainz,1715.958,1137.371,0.4433624267578125,physical_screen,8064.938775510204,1911.469387755102
pp_nav_00752,navigable,33,west_siberia_region,shar,882.187,98.117,0.30867919921875,physical_screen,11443.285714285714,1909.7142857142858
pp_nav_00753,navigable,80,ruthenia_region,kaniv,1508.9245,1059.9105,0.0,physical_screen,9113.479166666666,1913.6458333333333
pp_nav_00754,navigable,73,canada_region,toulnustouc,668.551,315.12649999999996,0.3361962607718172,physical_screen,4568.4047619047615,1930.095238095238
pp_nav_00755,barrier,83,west_siberia_region,shar,819.155,91.871,3.631158447265625,physical_screen,11463.583333333334,1924.3333333333333
pp_nav_00756,navigable,75,manchuria_region,achan,9327.846,3233.406,0.017643859354224595,physical_screen,13919.229166666666,1931.8958333333333
pp_nav_00757,navigable,82,ruthenia_region,korsun,1515.596,1065.839,0.11626974893574844,physical_screen,9128.479166666666,1931.0416666666667
pp_nav_00758,navigable,79,manchuria_region,nioman,847.733,81.239,0.11674957275390624,physical_screen,13595.666666666666,1936.1666666666667
pp_nav_00759,navigable,82,west_coast_region,swarakxen,1118.959,102.876,0.0,physical_screen,2315.5208333333335,1947.0625
pp_nav_00760,navigable,70,steppes_region,bykovo,8235.428,2524.032,0.0,physical_screen,9744.270833333334,1944.7708333333333
pp_nav_00761,navigable,43,west_siberia_region,shar,802.2629999999999,90.066,0.0,physical_screen,11485.75,1936.25
pp_nav_00762,navigable,79,ruthenia_region,cherkasy,1553.017,1081.417,0.0,physical_screen,9147.083333333334,1943.7916666666667
pp_nav_00763,navigable,80,manchuria_region,xunhe,2890.739,986.689,0.11314920083922887,physical_screen,13518.9375,1939.9375
pp_nav_00764,navigable,83,west_coast_region,akinka_nup,525.02,87.695,0.0,physical_screen,2363.8367346938776,1941.9183673469388
pp_nav_00765,navigable,87,steppes_region,ust_medveditskaya,606.597,124.113,0.04525440759743454,physical_screen,9632.5,1942.5
pp_nav_00766,navigable,71,manchuria_region,zhanhe,2922.206,1002.1825,0.028399658203125,physical_screen,13548.666666666666,1941.7857142857142
pp_nav_00767,improvable,103,west_coast_region,sto_lo,2835.886,1011.374,0.7479922294616699,physical_screen,2149.467741935484,1957.1290322580646
pp_nav_00768,improvable,79,france_region,pont_audemer,542.807,190.22,1.4077098999879434,physical_screen,7723.541666666667,1948.0
pp_nav_00769,navigable,78,steppes_region,kremenskaya,607.889,126.759,0.070751953125,physical_screen,9670.166666666666,1949.625
pp_nav_00770,navigable,72,manchuria_region,achan,8864.611,3079.752,0.06657429915263667,physical_screen,13901.791666666666,1954.0625
pp_nav_00771,improvable,75,canada_region,tchitogama,564.4455,230.26049999999998,0.6149155949791637,physical_screen,4444.604166666667,1965.1041666666667
pp_nav_00772,improvable,49,canada_region,piletisipuk,858.109,365.79,0.3877593994140625,physical_screen,4576.035714285715,1957.892857142857
pp_nav_00773,navigable,76,manchuria_region,zhanhe,3018.888,1058.359,0.07587127685546875,physical_screen,13573.0,1952.0444444444445
pp_nav_00774,navigable,57,france_region,pont_audemer,531.66,186.488,0.0,physical_screen,7737.083333333333,1953.3055555555557
pp_nav_00775,navigable,33,steppes_region,kletskaya,606.871,126.231,0.26058807373046877,physical_screen,9651.75,1954.35
pp_nav_00776,navigable,84,manchuria_region,jiajin,3883.376,1161.438,0.17098007202148435,physical_screen,13595.979166666666,1963.2291666666667
pp_nav_00777,navigable,79,west_coast_region,ntiltxitk,1988.063,228.812,0.0,physical_screen,2332.3333333333335,1964.6666666666667
pp_nav_00778,navigable,78,ruthenia_region,cherkasy,1554.658,1086.912,0.0,physical_screen,9178.354166666666,1959.6458333333333
pp_nav_00779,navigable,79,steppes_region,kremenskaya,624.154,127.736,0.02518463134765625,physical_screen,9686.9375,1967.0625
pp_nav_00780,navigable,72,steppes_region,srednyaya_akhtuba,8237.887,2571.104,0.0,physical_screen,9730.458333333334,1978.9583333333333
pp_nav_00781,improvable,74,west_coast_region,nooksack,3331.852,1316.812,1.1647123336791991,physical_screen,2114.6363636363635,1967.8636363636363
pp_nav_00782,navigable,76,steppes_region,usivka,1615.983,1117.143,0.0579925537109375,physical_screen,9207.416666666666,1971.7083333333333
pp_nav_00783,navigable,40,steppes_region,usivka,1615.797,1116.7,0.0,physical_screen,9200.166666666666,1971.3333333333333
pp_nav_00784,navigable,76,manchuria_region,nemptu,8879.842,3014.384,0.0593547844002694,physical_screen,13885.8125,1981.3125
pp_nav_00785,improvable,83,west_coast_region,sletewsi,813.532,263.379,0.3670532681433666,physical_screen,2344.0,1987.0833333333333
pp_nav_00786,navigable,45,ruthenia_region,kremenchuk,1693.946,1169.227,0.15992105725236147,physical_screen,9229.964285714286,1980.5357142857142
pp_nav_00787,navigable,82,manchuria_region,jiajin,3977.0755,1217.729,0.10119857788085938,physical_screen,13620.479166666666,1984.4375
pp_nav_00788,navigable,72,south_german_region,baden,1231.972,944.995,0.31006150734978893,physical_screen,8056.145833333333,1991.6458333333333
pp_nav_00789,navigable,86,steppes_region,myshuryn_rih,1694.167,1169.4234999999999,0.056884765625,physical_screen,9235.73076923077,1987.7692307692307
pp_nav_00790,barrier,75,west_coast_region,enselxcin,2876.623,502.722,3.087053735703856,physical_screen,2320.6666666666665,1990.7083333333333
pp_nav_00791,navigable,77,steppes_region,mechet,628.179,130.51,0.0,physical_screen,9675.458333333334,1989.0833333333333
pp_nav_00792,navigable,75,manchuria_region,sutara,3998.125,1233.1435000000001,0.24842876445029305,physical_screen,13637.25,2001.4166666666667
pp_nav_00793,improvable,78,south_german_region,landau,665.891,426.237,0.7028076171875,physical_screen,8286.916666666666,1997.3125
pp_nav_00794,navigable,73,steppes_region,myshuryn_rih,1773.24,1200.969,0.0,physical_screen,9254.708333333334,1998.5833333333333
pp_nav_00795,navigable,77,manchuria_region,boli,8763.429,2936.52,0.06331739114996962,physical_screen,13855.208333333334,1996.1666666666667
pp_nav_00796,navigable,77,steppes_region,sarai_al_jadid,8216.442500000001,2571.729,0.21981172561645507,physical_screen,9720.083333333334,2005.625
pp_nav_00797,navigable,81,manchuria_region,boli,583.002,224.718,0.045665740966796875,physical_screen,13819.75,2002.2916666666667
pp_nav_00798,navigable,71,steppes_region,stepanevka,633.167,133.356,0.0,physical_screen,9662.666666666666,2015.1666666666667
pp_nav_00799,improvable,79,south_german_region,linz,1387.815,888.695,0.98170166015625,physical_screen,8311.770833333334,2007.0208333333333
pp_nav_00800,navigable,80,west_coast_region,enselxcin,2930.949,514.259,0.0,physical_screen,2308.5208333333335,2022.0625
pp_nav_00801,navigable,80,south_german_region,landau,693.69,452.134,0.28150259150764334,physical_screen,8302.4375,2009.7916666666667
pp_nav_00802,navigable,57,steppes_region,kodak,1774.048,1201.413,0.24339828491210938,physical_screen,9274.314285714287,2008.142857142857
pp_nav_00803,navigable,80,manchuria_region,boli,6491.189,2203.6655,0.0,physical_screen,13836.0625,2014.4166666666667
pp_nav_00804,improvable,77,south_german_region,strasbourg,1082.564,747.238,0.6337389920977146,physical_screen,8040.208333333333,2023.7083333333333
pp_nav_00805,improvable,94,west_coast_region,kalispel,776.262,252.0795,0.928369140625,physical_screen,2353.910714285714,2023.3035714285713
pp_nav_00806,navigable,73,steppes_region,kodak,1773.923,1201.347,0.1785887241909732,physical_screen,9274.31111111111,2011.4666666666667
pp_nav_00807,barrier,85,south_german_region,linz,1412.409,913.866,9.30154157463412,physical_screen,8325.72,2017.8
pp_nav_00808,navigable,61,manchuria_region,bidzhan,4024.544,1243.091,0.0,physical_screen,13643.25641025641,2025.7179487179487
pp_nav_00809,navigable,81,steppes_region,chyorny_yar,8202.071,2563.316,0.14347806587627954,physical_screen,9750.458333333334,2015.5833333333333
pp_nav_00810,navigable,87,steppes_region,kichkas,1687.342,1125.502,0.0,physical_screen,9289.5,2033.875
pp_nav_00811,navigable,79,steppes_region,chyorny_yar,8202.071,2569.45,0.08290010614246966,physical_screen,9781.541666666666,2026.875
pp_nav_00812,navigable,85,manchuria_region,lahasusu,6478.266,2203.074,0.0,physical_screen,13810.208333333334,2020.0416666666667
pp_nav_00813,improvable,79,south_german_region,wels,1435.492,924.763,0.5267578125,physical_screen,8342.68,2024.28
pp_nav_00814,improvable,51,south_german_region,braunau,612.369,219.644,0.6201019287109375,physical_screen,8288.9,2026.4
pp_nav_00815,navigable,79,manchuria_region,boli,1594.611,409.464,0.04247255465552652,physical_screen,13821.375,2036.25
pp_nav_00816,navigable,40,steppes_region,bolkhuny,8199.159,2569.45,0.19204303153527852,physical_screen,9796.28,2031.12
pp_nav_00817,navigable,85,manchuria_region,lahasusu,6425.418,2157.321,0.12376341408443665,physical_screen,13775.698113207547,2032.8490566037735
pp_nav_00818,navigable,80,west_coast_region,qlispe,709.691,237.152,0.0,physical_screen,2384.0416666666665,2030.625
pp_nav_00819,navigable,49,south_german_region,melk,1792.5140000000001,1091.441,0.0,physical_screen,8382.607142857143,2030.607142857143
pp_nav_00820,navigable,72,steppes_region,nagavskaya,656.251,139.608,0.0,physical_screen,9644.795918367347,2045.3469387755101
pp_nav_00821,improvable,85,west_coast_region,n_pooh_le,3174.4485000000004,697.3465,0.3627936749852904,physical_screen,2262.0384615384614,2039.8846153846155
pp_nav_00822,improvable,82,west_coast_region,qlispe,669.931,226.011,0.9994678776643555,physical_screen,2413.2708333333335,2044.2291666666667
pp_nav_00823,navigable,83,great_plains_region,adixoodagoorahareesh,768.601,240.158,0.0,physical_screen,2993.1875,2038.9791666666667
pp_nav_00824,improvable,95,carpathia_region,magyarovar,2088.739,1267.542,0.4444653281694373,physical_screen,8481.881355932202,2049.1186440677966
pp_nav_00825,navigable,63,great_plains_region,adixoodagoorahareesh,800.2125,245.878,0.27761269008059974,physical_screen,2967.184210526316,2042.1052631578948
pp_nav_00826,navigable,80,manchuria_region,lahasusu,6343.52,2119.3,0.04068450927734375,physical_screen,13742.270833333334,2044.4375
pp_nav_00827,improvable,78,west_coast_region,chelan,3268.113,747.4645,1.29788818359375,physical_screen,2235.8125,2044.5625
pp_nav_00828,navigable,80,great_plains_region,awatixa,771.4069999999999,241.49599999999998,0.0,physical_screen,3018.625,2051.125
pp_nav_00829,navigable,83,steppes_region,nikolskoye_pontic,8214.22,2645.586,0.0028218813334479785,physical_screen,9798.541666666666,2054.0416666666665
pp_nav_00830,navigable,32,west_coast_region,n_pooh_le,2927.445,509.232,0.0,physical_screen,2301.3,2044.6
pp_nav_00831,improvable,76,south_german_region,mulhouse,1071.001,731.881,0.7536170818174941,physical_screen,8034.3125,2058.1041666666665
pp_nav_00832,improvable,80,west_coast_region,n_pooh_le,3152.959,689.134,0.674877676120435,physical_screen,2287.6304347826085,2051.304347826087
pp_nav_00833,navigable,75,carpathia_region,hajduszoboszlo,550.794,204.67849999999999,0.21309166909160018,physical_screen,8642.229166666666,2062.3125
pp_nav_00834,navigable,78,steppes_region,kuchugur,1604.6970000000001,1075.144,0.0,physical_screen,9286.729166666666,2065.8958333333335
pp_nav_00835,navigable,74,manchuria_region,alchan,1205.7914999999998,344.3925,0.08568267822265625,physical_screen,13821.3125,2066.9791666666665
pp_nav_00836,improvable,95,carpathia_region,buda,2306.3815000000004,1385.8,0.8357089736519888,physical_screen,8553.948275862069,2056.7758620689656
pp_nav_00837,barrier,76,west_coast_region,wenatchi,3359.4700000000003,789.807,4.32355377645647,physical_screen,2217.8333333333335,2067.2708333333335
pp_nav_00838,improvable,82,west_coast_region,saleesh,621.325,213.622,1.0221605986565199,physical_screen,2437.8333333333335,2067.6666666666665
pp_nav_00839,navigable,78,steppes_region,dubovskoye,660.262,143.415,0.0,physical_screen,9628.354166666666,2060.4166666666665
pp_nav_00840,navigable,98,carpathia_region,tata,2300.865,1375.984,0.0,physical_screen,8522.207547169812,2061.2830188679245
pp_nav_00841,navigable,80,great_plains_region,awatixa,796.9975,249.619,0.0,physical_screen,3039.0833333333335,2070.0
pp_nav_00842,navigable,75,steppes_region,dubovskoye,667.981,148.56,0.0,physical_screen,9611.333333333334,2067.4583333333335
pp_nav_00843,improvable,75,carpathia_region,abrahamtelke,2311.998,1390.964,0.629007906576206,physical_screen,8555.854166666666,2081.1875
pp_nav_00844,navigable,75,manchuria_region,futi,2193.369,765.103,0.1211069844135314,physical_screen,13712.541666666666,2079.0416666666665
pp_nav_00845,navigable,78,steppes_region,yenotayevka,8189.51,2640.447,0.031507110595703124,physical_screen,9822.083333333334,2078.4166666666665
pp_nav_00846,improvable,99,south_german_region,aarau,1011.035,658.554,0.947137451171875,physical_screen,8054.688524590164,2072.72131147541
pp_nav_00847,navigable,61,steppes_region,kuchugur,1613.182,1078.856,0.0,physical_screen,9264.324324324325,2071.891891891892
pp_nav_00848,navigable,86,steppes_region,semikarakorsk,675.497,157.9075,0.0,physical_screen,9555.25,2073.75
pp_nav_00849,navigable,65,steppes_region,bol_shaya_martynovka,670.972,152.576,0.07147353919698975,physical_screen,9587.486486486487,2072.9189189189187
pp_nav_00850,navigable,68,steppes_region,mikhaylovka_pontic,8163.771,2641.496,0.09351664561142235,physical_screen,9834.487804878048,2082.512195121951
pp_nav_00851,navigable,83,great_plains_region,awatixa,803.7275,254.914,0.15478114708454918,physical_screen,3069.1875,2080.8125
pp_nav_00852,navigable,86,steppes_region,kuchugur,1614.9855,1079.262,0.0,physical_screen,9262.208333333334,2075.8333333333335
pp_nav_00853,navigable,79,carpathia_region,heves,559.2855,212.737,0.11438140869140626,physical_screen,8621.5625,2084.8125
pp_nav_00854,navigable,79,west_coast_region,wenatchi,3479.71,862.1765,0.0,physical_screen,2218.625,2090.0
pp_nav_00855,improvable,73,steppes_region,bagayevskaya,819.2175,183.6165,0.47383786890369334,physical_screen,9526.666666666666,2088.0
pp_nav_00856,navigable,73,steppes_region,velyka_lepetykha,1584.243,1056.719,0.0,physical_screen,9234.145833333334,2093.6458333333335
pp_nav_00857,barrier,99,west_coast_region,wenatchi,3491.064,861.239,5.6494662391807005,physical_screen,2226.593220338983,2096.0338983050847
pp_nav_00858,navigable,77,france_region,beaupreau,965.693,324.771,0.0,physical_screen,7648.938775510204,2083.5714285714284
pp_nav_00859,navigable,78,manchuria_region,alchan,1083.625,301.45,0.1940959930419922,physical_screen,13802.291666666666,2091.5416666666665
pp_nav_00860,navigable,83,canada_region,matawin,533.223,183.555,0.0230865478515625,physical_screen,4371.354166666667,2101.2708333333335
pp_nav_00861,navigable,81,france_region,saumur,772.725,268.036,0.6487448773679527,physical_screen,7678.645833333333,2088.3541666666665
pp_nav_00862,navigable,81,france_region,beaupreau,965.18,323.706,0.2717146873474121,physical_screen,7639.145833333333,2088.1458333333335
pp_nav_00863,navigable,76,great_plains_region,matootonha,819.972,259.009,0.11585284362619687,physical_screen,3089.375,2091.8958333333335
pp_nav_00864,navigable,79,steppes_region,yenotayevka,8147.132,2641.597,0.008249563019539817,physical_screen,9842.395833333334,2102.6041666666665
pp_nav_00865,navigable,56,france_region,machecoul,996.971,332.266,0.0,physical_screen,7611.21875,2095.78125
pp_nav_00866,navigable,87,manchuria_region,futi,2161.711,748.859,0.08472571474005118,physical_screen,13683.833333333334,2095.125
pp_nav_00867,improvable,81,steppes_region,azok,954.9685,285.6295,0.47383786890369334,physical_screen,9496.6875,2098.4375
pp_nav_00868,navigable,78,carpathia_region,szolnok,582.0375,227.00549999999998,0.16477508544921876,physical_screen,8608.541666666666,2108.0833333333335
pp_nav_00869,navigable,77,great_plains_region,matootonha,807.568,264.686,0.047920879607650596,physical_screen,3095.4375,2113.4791666666665
pp_nav_00870,navigable,78,great_plains_region,ruhptare,807.511,264.663,0.047920879607650596,physical_screen,3100.6875,2113.5625
pp_nav_00871,navigable,64,manchuria_region,futi,2141.986,725.729,0.19519500732421874,physical_screen,13649.341463414634,2100.829268292683
pp_nav_00872,navigable,82,carpathia_region,adony,2321.404,1392.516,0.1847299336960427,physical_screen,8552.0,2116.5
pp_nav_00873,navigable,77,canada_region,opimika,663.495,470.397,0.0,physical_screen,4080.0,2117.0416666666665
pp_nav_00874,barrier,35,west_coast_region,wanapum,3490.844,853.789,2.7289215087890626,physical_screen,2226.4285714285716,2114.5714285714284
pp_nav_00875,navigable,78,steppes_region,aslan_horod,1500.103,1003.696,0.0,physical_screen,9213.666666666666,2120.6666666666665
pp_nav_00876,navigable,79,steppes_region,zamyany,8120.848,2634.485,0.0,physical_screen,9863.083333333334,2123.5833333333335
pp_nav_00877,navigable,79,manchuria_region,taizhou_jurchen,569.8295,134.413,0.0747406005859375,physical_screen,13319.541666666666,2124.7083333333335
pp_nav_00878,barrier,100,canada_region,shawinigan,651.8165,225.3995,2.190116119384766,physical_screen,4378.416666666667,2136.8166666666666
pp_nav_00879,navigable,73,manchuria_region,alchan,830.3465000000001,229.091,0.03661041259765625,physical_screen,13788.625,2137.75
pp_nav_00880,improvable,81,canada_region,kippawa,690.4825000000001,484.113,0.9202990828271607,physical_screen,4098.541666666667,2136.9583333333335
pp_nav_00881,navigable,77,carpathia_region,szeged,698.761,292.345,0.01312255859375,physical_screen,8607.5625,2137.4375
pp_nav_00882,navigable,79,canada_region,wachilmezi,12148.425,9090.91,0.0,physical_screen,4432.5,2130.0625
pp_nav_00883,improvable,79,west_coast_region,wanapum,3518.976,881.21,0.5259429931640625,physical_screen,2237.5416666666665,2131.4583333333335
pp_nav_00884,improvable,78,canada_region,becaguimec,682.917,315.962,1.085435167430458,physical_screen,4609.104166666667,2139.9583333333335
pp_nav_00885,navigable,78,steppes_region,aslan_horod,1547.467,1019.302,0.21151142120361327,physical_screen,9181.791666666666,2131.7708333333335
pp_nav_00886,improvable,81,great_plains_region,ruhptare,842.833,280.019,0.375909423828125,physical_screen,3113.2708333333335,2143.3125
pp_nav_00887,barrier,80,west_coast_region,pa_lus_sa,1723.945,719.624,3.0976168110129954,physical_screen,2330.0833333333335,2133.75
pp_nav_00888,navigable,80,great_plains_region,matootonha,843.0685,280.183,0.0030731201171875,physical_screen,3108.3125,2143.1041666666665
pp_nav_00889,improvable,80,canada_region,mattawa,697.357,487.772,1.3133569779811218,physical_screen,4099.020833333333,2145.4791666666665
pp_nav_00890,improvable,81,west_coast_region,mamachatpam,3512.541,876.016,0.47258046122824027,physical_screen,2258.9583333333335,2149.1875
pp_nav_00891,navigable,82,carpathia_region,tolna,2322.9345,1341.627,0.12075135018747622,physical_screen,8549.75,2150.875
pp_nav_00892,improvable,77,west_coast_region,alpo_wa,1754.884,735.049,1.8432591821902307,physical_screen,2296.9583333333335,2140.5
pp_nav_00893,barrier,80,west_coast_region,hinsepu,1715.244,707.645,6.092625606561704,physical_screen,2355.6875,2148.1041666666665
pp_nav_00894,navigable,74,steppes_region,astrakhan,8103.126,2620.324,0.0790070001900149,physical_screen,9873.291666666666,2152.25
pp_nav_00895,navigable,84,manchuria_region,talaha,600.159,149.33,0.06562151364213956,physical_screen,13331.395833333334,2155.5208333333335
pp_nav_00896,navigable,42,east_coast_region,mackinac,3364.142,2506.804,0.2161712646484375,physical_screen,3853.76,2149.24
pp_nav_00897,navigable,80,canada_region,mattawa,739.832,490.01,0.0,physical_screen,4125.9375,2154.1458333333335
pp_nav_00898,navigable,77,west_coast_region,mamachatpam,1755.4445,743.865,0.16982421875,physical_screen,2275.6458333333335,2162.5
pp_nav_00899,navigable,67,manchuria_region,ilan_hala,1721.93,622.415,0.0,physical_screen,13579.0,2165.6458333333335
pp_nav_00900,navigable,107,manchuria_region,yiman,781.803,209.105,0.07761688232421875,physical_screen,13777.426470588236,2170.8823529411766
pp_nav_00901,navigable,35,carpathia_region,kikinda,889.126,366.5715,0.0,physical_screen,8606.791666666666,2162.2916666666665
pp_nav_00902,navigable,85,canada_region,petawawa,742.1065,491.0885,0.0,physical_screen,4131.729166666667,2159.3541666666665
pp_nav_00903,navigable,84,canada_region,meductic,764.875,355.7615,0.0,physical_screen,4619.0,2171.14
pp_nav_00904,barrier,74,canada_region,petawawa,816.839,524.454,3.99835205078125,physical_screen,4160.583333333333,2163.4166666666665
pp_nav_00905,improvable,77,west_coast_region,chinook,7514.721,3933.9300000000003,0.4693633556365967,physical_screen,2082.0416666666665,2166.125
pp_nav_00906,navigable,77,great_plains_region,marapa,867.1265,292.435,0.0,physical_screen,3113.2916666666665,2176.7916666666665
pp_nav_00907,navigable,92,great_plains_region,marapa,866.278,292.748,0.027764779550278406,physical_screen,3119.68,2178.7
pp_nav_00908,navigable,38,east_coast_region,mackinac,4476.72,3870.886,0.0,physical_screen,3863.782608695652,2168.217391304348
pp_nav_00909,navigable,85,canada_region,petawawa,826.271,525.36,0.15485835961032865,physical_screen,4165.320754716981,2173.0377358490564
pp_nav_00910,improvable,55,west_coast_region,hinsepu,1206.257,469.755,0.99222412109375,physical_screen,2366.5882352941176,2174.470588235294
pp_nav_00911,navigable,73,steppes_region,ikryanoye,8106.448,2615.641,0.08001377805345836,physical_screen,9859.416666666666,2181.4583333333335
pp_nav_00912,navigable,75,carpathia_region,mohacs,2269.96,1328.037,0.007917022705078125,physical_screen,8545.916666666666,2182.2083333333335
pp_nav_00913,navigable,39,canada_region,petawawa,880.753,549.653,0.07742917980516432,physical_screen,4178.041666666667,2179.4583333333335
pp_nav_00914,navigable,80,manchuria_region,shangjing,1566.735,579.006,0.00758514404296875,physical_screen,13476.833333333334,2177.4583333333335
pp_nav_00915,navigable,84,manchuria_region,shangjing,1588.991,587.8905,0.1462127685546875,physical_screen,13507.9375,2178.7291666666665
pp_nav_00916,navigable,99,west_coast_region,multnomah,5911.2485,2376.933,0.0,physical_screen,2102.706896551724,2194.310344827586
pp_nav_00917,navigable,42,canada_region,oromocto,929.992,399.376,0.05085214538079766,physical_screen,4666.04,2179.32
pp_nav_00918,navigable,81,west_coast_region,umatilla,5401.9515,1755.8220000000001,0.34476060499064615,physical_screen,2254.4375,2180.9791666666665
pp_nav_00919,navigable,77,manchuria_region,ilan_hala,1626.762,593.395,0.0203582763671875,physical_screen,13542.270833333334,2179.6875
pp_nav_00920,improvable,80,france_region,lyon,591.025,498.707,0.4737152099609375,physical_screen,7912.5,2189.375
pp_nav_00921,navigable,33,manchuria_region,ilan_hala,1707.409,621.67,0.051476862613309984,physical_screen,13563.666666666666,2182.5
pp_nav_00922,navigable,77,canada_region,kinozhesipi,924.372,566.702,0.0,physical_screen,4188.604166666667,2187.0625
pp_nav_00923,navigable,79,canada_region,otnabog,940.071,399.956,0.05085214538079766,physical_screen,4674.020833333333,2189.7291666666665
pp_nav_00924,navigable,81,manchuria_region,hulawen,1363.214,517.177,0.04826988972357402,physical_screen,13446.833333333334,2191.7916666666665
pp_nav_00925,navigable,82,west_coast_region,umatilla,5410.209,1771.585,0.0,physical_screen,2218.75,2191.0833333333335
pp_nav_00926,improvable,77,west_coast_region,wallowa,831.363,246.5365,1.9896484375,physical_screen,2381.625,2197.4583333333335
pp_nav_00927,navigable,78,west_coast_region,tayxlama,5442.204,1814.537,0.0,physical_screen,2186.0,2196.7291666666665
pp_nav_00928,navigable,75,great_plains_region,marapa,895.618,303.277,0.027764779550278406,physical_screen,3119.9583333333335,2206.5833333333335
pp_nav_00929,improvable,80,west_coast_region,watlala,5736.246,2148.3455000000004,1.153299612803476,physical_screen,2153.0208333333335,2195.7291666666665
pp_nav_00930,improvable,81,canada_region,kinozhesipi,1026.938,612.92,1.1665943985077731,physical_screen,4207.458333333333,2205.75
pp_nav_00931,navigable,83,manchuria_region,hulawen,1353.97,510.5285,0.0430633544921875,physical_screen,13414.981481481482,2205.185185185185
pp_nav_00932,navigable,84,balkan_region,osijek,2261.421,1326.246,0.1476818353373278,physical_screen,8549.0,2204.1666666666665
pp_nav_00933,navigable,80,canada_region,onontchataronon,1776.9715,923.5875,0.22646560668945312,physical_screen,4276.875,2201.25
pp_nav_00934,navigable,42,west_coast_region,watlala,5812.403,2233.868,0.0,physical_screen,2127.2,2203.04
pp_nav_00935,navigable,81,manchuria_region,huolin,660.9639999999999,240.368,0.00398406982421875,physical_screen,13356.166666666666,2209.5
pp_nav_00936,navigable,90,france_region,tournon,1124.5349999999999,695.187,0.25464019775390623,physical_screen,7908.642857142857,2220.3214285714284
pp_nav_00937,improvable,52,canada_region,menahkwesk,1106.601,446.022,0.550037682056427,physical_screen,4678.583333333333,2213.25
pp_nav_00938,navigable,77,carpathia_region,titel,901.116,393.105,0.007514039256825697,physical_screen,8610.291666666666,2219.2916666666665
pp_nav_00939,navigable,33,canada_region,kitchissippi,1593.1145,848.1855,0.3154205322265625,physical_screen,4250.9,2208.4
pp_nav_00940,navigable,84,manchuria_region,boduna,1257.215,482.462,0.13980240855785403,physical_screen,13382.854166666666,2211.7916666666665
pp_nav_00941,navigable,79,west_coast_region,atfalati,824.719,194.39,0.10066607691164937,physical_screen,2098.4897959183672,2219.8979591836733
pp_nav_00942,navigable,53,canada_region,kitchissippi,1153.651,661.641,0.11093471208382942,physical_screen,4233.575757575758,2212.242424242424
pp_nav_00943,navigable,56,balkan_region,tulcea,6745.098,4014.873,0.0025693931285960133,physical_screen,9030.297297297297,2209.7567567567567
pp_nav_00944,navigable,80,balkan_region,ilok,2789.513,1597.284,0.0,physical_screen,8562.25,2219.9166666666665
pp_nav_00945,navigable,77,balkan_region,isaccea,6535.353,3870.4440000000004,0.03782560040202513,physical_screen,8973.166666666666,2216.25
pp_nav_00946,navigable,89,balkan_region,tulcea,6745.334,4014.873,0.024812616657205827,physical_screen,9025.461538461539,2215.5
pp_nav_00947,improvable,73,west_coast_region,wallowa,821.0225,241.1145,3.303173828125,physical_screen,2374.125,2229.4166666666665
pp_nav_00948,navigable,77,manchuria_region,boduna,522.557,112.287,0.0867767333984375,physical_screen,13374.8125,2229.9375
pp_nav_00949,navigable,74,balkan_region,gradiski_brod,531.4385,211.35000000000002,0.05851593017578125,physical_screen,8471.9375,2226.1041666666665
pp_nav_00950,navigable,60,balkan_region,isaccea,6752.781,4005.983,0.013105502806520303,physical_screen,8997.555555555555,2223.0555555555557
pp_nav_00951,navigable,80,great_plains_region,cerwecerna,910.741,311.089,0.025325659058899688,physical_screen,3120.1458333333335,2238.1458333333335
pp_nav_00952,navigable,33,balkan_region,gradiski_brod,520.246,207.004,0.0,physical_screen,8465.25,2227.25
