location_tag,development
falaba,5.170
falaise,72.870
falam,17.500
falenki,2.020
falkoping,24.900
fallingbostel,59.630
falster,33.540
falun,8.360
famagusta,51.530
fana,18.490
fanado,0.000
fanakat,43.840
fanchang,62.050
fancheng,61.740
fandene,14.400
fangcheng,43.360
fangling,26.150
fangshan,48.640
fangshan_lishi,33.030
fanxian,100.020
fanyang,66.310
faqus,32.840
farah,27.830
farakala,9.270
faramana,15.500
faran,16.110
faras,9.130
farasan,10.250
farashband,16.640
faraveh,12.570
fardawsa,6.000
farfan,10.670
farhadgerd,11.590
faridkot,33.840
farim,1.980
farim_iran,12.580
fariman,14.150
farkhor,29.010
farnebo,16.240
faro,30.240
farsala,32.880
farumad,12.640
fas_papua,0.000
fasa,17.360
fashoda,9.740
fastiv,19.890
fatehabad,51.480
fatezh,10.620
fathabad,59.570
faucigny,28.960
fayd,5.570
fayzabad,17.730
fazughli,9.970
fecamp,56.790
fehervar,39.230
feicheng,68.800
feihu,28.030
feira,28.550
feixian,48.970
feldbach,51.390
feldkirch,56.830
feldkirchen,20.060
felegyhaza,33.990
feltre,31.260
felvint,34.290
fem_mapu,0.000
fengcheng,36.970
fengcheng_fengcheng,67.500
fengchuan,33.700
fengdu,32.930
fengfu,58.190
fenghua,37.720
fengjie,28.400
fengle,41.640
fengqiu,88.720
fengrun,49.020
fengxi,26.070
fengxian,86.220
fengxiang,48.530
fengxin,33.390
fengzhou,28.220
fenning,30.220
fenoarivo,1.240
fenoarivo_east,0.000
fenouillet,33.520
fenxi,43.910
fenyi,34.660
fereydunshahr,17.670
fergana,25.900
feriana,16.150
fermo,81.530
fermoselle,39.830
fermoy,24.200
fernando_po,0.000
ferns,30.100
ferrara,101.920
ferrette,59.750
ferrol,27.350
feurs,48.430
fez,37.150
fiambalao,5.010
fianarantsoa,4.760
ficarolo,93.450
fifinda,5.360
figeac,67.850
figueira,33.390
figuig,8.170
fimi,0.000
fin,11.380
finalborgo,32.610
fingal,67.920
finike,19.120
finisterre,24.220
fiorenzuola,88.670
fipa,1.250
firabr,14.810
firozkoh,39.780
firozpur,50.130
firuzabad,16.650
firuzabad_bahraich,55.660
firuzkuh,13.490
firuzkuh_afghanistan,17.640
fischhausen,24.210
fish_lake,0.000
fishguard,55.920
fisque_menuco,1.020
flaming_gorge,0.000
flekkefjord,15.670
flensburg,66.430
flesberg,6.790
flint,58.090
flix,36.110
floda,9.180
florac,29.760
florence,69.350
florina,28.510
foca,46.190
focsani,23.560
fofa,9.960
foggia,83.350
fogo,0.000
foix,54.630
fomena,7.440
fomin_gorodok,20.250
fominichi,17.920
fontenay,60.350
foping,21.090
forcados,0.910
forcalquier,68.900
forchheim,62.250
ford_liard,0.000
forfar,65.230
formiga,0.140
forssa,0.000
fort_dauphin,0.000
fort_simpson,0.000
fosdinovo,27.630
foshnya,20.250
fosna,17.860
fougeres,67.320
foum_zguid,14.230
foumban,4.960
fraga,65.330
francavilla,61.680
frankenberg,45.640
frankfurt,83.300
frassinoro,27.870
frauenfeld,60.440
freiberg,62.970
freiburg,48.890
freienwalde,66.110
freising,59.130
freistadt,56.450
frejus,49.000
fremont,0.000
french_ales,30.540
fresco,3.630
fresnes,71.100
freyburg,67.030
fribourg,57.560
friedberg,68.040
friedberg_hesse,53.820
friesach,23.690
friesoythe,61.660
frombork,27.970
froso,32.920
frutigen,29.020
frydlant,34.400
fryksdal,8.450
fryvaldov,20.820
fuan,33.600
fucheng,26.130
fucheng_hejian,70.070
fuchi,34.880
fuchuan,28.100
fuchuan_ningxia,35.390
fuenteovejuna,30.720
fuentiduena,42.670
fufeng,60.700
fugeshi,27.350
fugou,82.740
fugu,41.190
fuji,33.280
fukushima,0.000
fulaga_atoll,0.000
fulda,44.600
fuliang,37.010
fulni_o,0.000
fuman,30.900
fumin,25.090
funafuti_atoll,0.000
funai,26.890
funchal,2.260
fundeku,6.570
funil,0.000
funing,44.270
funing_huaian,55.970
funtua,25.990
funza,26.600
fuping,28.840
fuping_xian,44.140
fuqiang,32.030
fuqing,64.840
furstenberg,62.260
furstenfeld,30.060
furubetsu,0.000
furubira,0.000
fushan,43.410
fushan_jiaozhou,65.320
fushan_muping,78.570
fushi,35.820
fushu,26.900
fushui,39.660
fushun,62.420
fushun_liaoyang,27.730
futakata,23.640
futi,19.440
futian,49.190
futoro,0.000
futra_lhewfu,0.000
fuwa,48.950
fuwa_mino,30.510
fuxin,18.600
fuyang,65.820
fuyang_hangzhou,47.710
fuzhou,43.350
fuzhou_guangnan,27.250
fuzhou_liaoyang,31.090
fuzhou_sichuan,36.760
fuzhou_songpan,25.190
fuzhou_yanan,37.380
fwai,0.000
gaaigosode,0.000
gaamiskwaabikaang,2.160
gabes,31.890
gabin,36.480
gabra,0.000
gabun,0.000
gacgatagyn,0.000
gacko,14.950
gadag,36.500
gadchiroli,30.270
gadegara,38.250
gadubanud,0.000
gadwal,42.240
gaeju,27.770
gaeryeong,26.170
gaeta,62.830
gafsa,18.590
gagi,31.410
gagraun,44.740
gahato,0.000
gaia,18.580
gaiman,1.000
gainou,0.000
gairloch,43.020
gaiseni,48.430
gaizhou,30.860
gakona,0.000
galaagu,0.000
galati,27.280
galbyn_gobi,2.640
galeana,0.180
galibal,0.000
galich,15.350
galinhas,0.000
galisteo,32.990
galkayo,11.050
galle,30.090
gallipoli,48.450
gallipoliita,60.670
galo,42.980
galway,46.820
galyax,0.000
gambaga,15.190
gambaru,29.620
gambela,10.830
gamberre,0.000
gambia,0.000
gambo,10.870
game_ti,0.000
gameleira,0.000
gamka,0.000
gamo,3.440
gamou,33.240
gampola,17.390
gamrun,16.480
gan,7.000
gan_gan,0.000
gana,0.000
gana_damate,1.740
gananggalinda,0.000
gananoque,3.000
ganaraska,3.000
ganatchio,3.000
ganda,0.000
gandamak,26.430
gandava,42.970
ganden_delingshar,1.500
ganderbal,35.940
gandersheim,60.320
gandia,50.600
gandikota,40.780
gandzasar,14.740
gane,16.020
ganen,25.060
gangadvara,56.680
gangela,3.010
ganggalida,0.000
ganggye,18.530
gangtok,33.700
gangulu,0.000
gani_koe,0.000
ganja,25.980
ganjam,37.980
ganlygala,11.090
gannata_giyorgis,6.020
ganneious,1.000
ganquan,37.090
ganserndorf,93.040
ganxian,40.900
ganyu,69.920
ganyushkino,5.020
ganze,15.140
ganzhou,31.930
gao,11.540
gaoan,60.080
gaocheng,44.540
gaocheng_suizhou,36.500
gaomi,65.570
gaoming,47.440
gaoping,48.700
gaoqiao,76.890
gaotai,34.400
gaotang,73.580
gaoui,0.000
gaoyang,38.610
gaoyang_baoding,72.780
gaoyao,48.620
gaoyou,69.230
gaoyuan,37.360
gaoyuan_jinan,97.420
gap,55.280
gapsan,13.500
gapyeong,24.670
garabito,5.780
garacad,9.000
garadoume,14.870
garafraxa,0.000
garalo,13.830
garandoili,22.960
garbahare,13.500
gardelegen,47.030
gardez,29.200
gardman,12.630
gardr,0.000
garengaze,1.370
gargando,9.130
garha,40.080
garhwa,32.230
gari,1.010
garibams,0.000
gariep,0.000
garingbal,1.000
garmisch,30.040
garmsir,14.160
garoowe,6.000
garoumale,9.910
garreh,3.000
gartok,1.500
garu,3.090
garun_gabas,30.950
garwolin,22.130
gashowu,0.000
gashun,11.310
gaspe,0.000
gattaran,15.300
gaua,0.000
gaur,80.240
gavrilovskoye,15.690
gawakomitigweia,8.010
gawilgarh,30.970
gaxun_gobi,0.000
gaya,37.900
gaya_n,28.030
gayardilt,0.000
gayiri,0.000
gayny,1.500
gayo_lues,17.020
gayon,0.000
gaza,21.640
gazanjyk,12.560
gazrin_chuluu,0.000
gazzllatin,0.000
gbabiri,0.000
gbepleu,2.770
gdansk,48.780
gdov,14.140
geawegal,0.000
gebergeyel,15.170
gechak,9.540
gecheng,54.240
gedi,4.540
gediz,32.120
geelong,5.500
geertruidenberg,65.470
gefle,28.120
gegen,3.000
gegong,8.380
gegou,54.640
gelanggi,16.300
geldern,81.900
geledi,10.430
gellivaara,6.500
gembu,0.000
gemer,37.000
gemerek,40.950
gemona,50.520
genc,28.720
gendebelo,8.360
generostee,3.800
geneseo,0.000
geneve,63.810
gengdang,38.540
gengma,30.100
genoa,54.130
geochang,23.070
geoje,35.750
georgievskoye,4.290
gera,42.580
gerace,54.120
gerdauen,18.870
gerede,39.430
geregia,1.920
gereshk,19.690
gergal,22.620
gerger,19.620
gergeri,23.750
gerik,18.450
gerit,17.500
germersheim,80.940
germi,15.380
gerze,35.130
gerze_tibet,3.000
geshitsa,15.550
gestenthorpe,77.030
geumseong,24.580
gex,35.480
geynyan,2.000
geziyandun,6.990
ghadames,13.180
ghampur,31.520
ghansor,44.050
ghardaia,11.840
ghari,0.000
ghariyan,14.770
gharm,10.030
ghasipura,31.140
ghassasa,20.110
ghat,7.000
ghatgaon,30.680
ghatsila,45.120
ghazipur,63.440
ghazni,40.870
ghent,59.970
gheorgheni,30.010
ghobeyra,14.480
ghormach,33.630
ghorveh,18.520
ghotki,40.590
ghumayqah,2.900
giannitsa,33.730
gibraltar,46.670
gichthanne,4.180
gidhaur,37.650
gidi_tika,0.000
giedraiciai,22.810
gien,61.710
giessen,51.720
gifhorn,69.100
gigen,42.440
giiwas,0.000
gilan_gharb,20.320
gildeskal,5.980
gilgel_beles,8.080
gilgit,19.460
gilju,14.320
gillberg,12.580
gilyuy,11.500
gimbi,8.740
gimje,68.070
gimpil_darjaalan,3.600
ginebig,7.020
gingee,30.120
ginoogaming,0.000
ginzo_de_limia,28.570
gioro,4.020
giraiwurung,3.000
giresun,42.870
girgenti,73.140
girin_ula,21.870
girona,43.690
gisors,76.130
gitxsanimaax,0.000
giurgiu,38.380
giwitatigweiasibi,1.040
giya,0.000
giza,50.830
gizhiga,0.000
gjakova,26.870
gladsax,30.810
gladzor,14.020
glamoc,15.180
glarus,27.410
glasgow,72.410
glauchau,55.830
glavacioc,27.020
glaz,30.890
glendalough,22.500
glexwe,21.970
glogow,49.090
glommadal,8.610
glossop,36.270
gloucester,76.330
glubczyce,41.760
glubocica,26.200
glukharinyi,0.000
glushkovo,14.580
gmaap,0.000
gmunden,32.220
gniew,34.760
gniezno,20.450
gnowoo,3.000
goa,38.370
goalpara,26.330
goana_para,1.320
goaso,0.690
goat_creek,0.000
goba,8.140
gobindpur,45.370
gochacalla,9.010
godagari,63.340
gode,12.750
godthab,0.750
goeju,23.310
gogai,0.000
gogodala,0.000
gogol,8.860
gohayo,0.000
goianas,0.000
goito,86.510
gojijin,0.000
goju,19.390
gokabat,22.210
gokak,30.010
gokju,21.330
gokseong,27.160
goksholm,21.720
goksun,42.200
golashkerd,10.130
golconda,41.630
goleniow,30.270
golere,5.270
golhisar,24.410
golino,18.830
golmin_salggiyan,10.230
golo_muiassa,0.570
golpayegan,20.930
goly_karamysh,12.310
gombe,21.380
gomel,25.510
gomene,6.860
gomsi,33.720
gomu,19.270
gonabad,15.570
gonaqua,0.000
gonc,31.570
gonda,59.610
gondal,28.160
gonder,20.860
gondokoro,13.020
gonen,63.420
gonga_chode,17.000
gongan,61.230
gonganbao,12.250
gongcheng,24.580
gongjiang_jurchen,29.380
gongju,51.030
gongkar,11.900
gongshan,31.280
gongxian,85.900
goniadz,16.880
gonjo,22.410
gonkri,8.000
gonogochi,7.840
gonpatsi,32.480
good_hope,0.000
goodpaster,0.000
gooniyandi,0.000
goppingen,50.330
gora,40.120
gorachouqua,3.000
goraghat,53.240
gorakhpur,41.000
gorbatovo,14.370
gordes,26.540
gore,5.920
gorele,43.140
goreng,0.000
gorgan,27.810
gori,35.970
gori_gori,22.110
goringhaikona,5.510
goringhaiqua,3.000
goris,11.640
gorizia,19.450
gorkha,25.430
gorkovskoye,3.410
gorlitz,31.390
gorlos,25.780
gorodechnya,18.460
gorodets,19.960
gorodets_luga,16.250
gorodetsk,18.230
gorodishche,16.100
gorodishna,11.670
goroditse_megra,11.180
gorodok,21.750
gorodovikovsk,8.080
gorokhovets,23.170
gorongoza,3.780
gorontalo,18.950
goronyo,25.640
goroti_kumrenhtx,0.000
gorouol,11.830
goroz,16.930
gorrones,7.420
gorzow,24.790
gosaoie,0.000
goseong,29.500
goslar,47.650
gossi,9.020
gostynin,33.780
gotera,10.410
gotha,45.340
gotheye,16.210
gottingen,73.610
goudel,22.370
goudooumaria,12.120
goulfey,15.400
goumbou,9.020
goundam,11.820
goundi,0.000
goupingguan,25.430
gourdon,75.770
goure,14.100
gouriqua,0.000
gouritsmond,0.000
gourma_rharous,11.650
gouveia,1.020
gowa,28.950
gowtano,4.370
goychay,14.180
goynuk,20.680
grabow,73.570
grabowiec,30.090
grachevka,9.970
gradac,19.890
gradina,18.890
gradiski_brod,35.200
grafenau,42.210
granada,41.930
granadilla,24.690
grancey,66.440
grand_bassam,8.410
grand_lahou,4.240
grand_manan,2.250
grandpre,59.060
grange,11.370
granite,0.000
grant,0.000
grant_creek,0.000
grantham,50.070
grass_creek,0.000
grasse,39.320
gratesk,7.570
gratia,25.900
gravia,18.300
gray,65.970
grayling,0.000
graz,48.830
great_zimbabwe,0.130
gremi,50.400
grenland,5.820
grenoble,30.490
gresi,0.000
gresik,36.210
grevena,20.090
grevesmuhlen,70.160
gribingui,0.000
griekwastad,0.000
griesbach,76.010
grigoropolisskaya,14.910
grimma,61.660
grimmen,64.120
grimsby,71.470
grindsted,30.350
grobina,12.440
grodek,25.190
grodkow,27.130
grodno,27.440
grodzisk_wielkopolski,37.740
grojec,24.620
gromatukha,13.820
groningen,43.910
gronnedal,0.000
grosseto,60.190
grudziadz,34.990
grundsunda,4.270
gruyere,39.810
gruzino,16.540
gryazovets,9.330
gryfia_gora,25.940
gryfow,48.690
grythyttan,8.730
guacata,0.000
guacayakima,0.000
guachichil,0.000
guachoyo,9.200
guadalajara,28.260
guadalupe,30.840
guadix,32.870
guadual,6.230
guaduas,10.090
guahaba,0.000
guahan,0.000
guaiana,1.340
guaimaro,0.000
guaimas,7.910
guaitaca,0.000
guaitaka,0.000
guaja,0.000
guajajara,0.000
guajara,0.000
guajobos,8.080
guajoquilla,3.240
gualamba,0.000
gualas,4.140
gualeguas,8.420
gualeguay,6.020
guama,0.000
guamanmayo,15.800
guamonial,15.570
guamontey,8.650
guamuhaya,0.000
guan,80.550
guana,0.000
guanabo,0.000
guanacevi,1.760
guanahani,0.000
guanamacabibes,0.000
guanambi,0.000
guanare,5.950
guanay,3.030
guancavilca,11.330
guancheng,66.950
guancheng_zhengzhou,97.250
guanchenis,11.230
guandacol,6.000
guanfu,33.900
guangan,27.650
guangchang,35.630
guangde,46.470
guanghai,35.170
guanghua,59.730
guangji,55.980
guangling,29.440
guangnan,40.410
guangning,22.770
guangning_zhaoqing,26.450
guangping,69.070
guangshan,45.260
guangsuoling,29.210
guangxi,42.060
guangze,37.810
guangzhou,71.750
guangzong,58.170
guaniguanico,0.000
guanima,0.000
guanimar,0.000
guanipa,8.400
guantanamo,0.000
guantao,74.420
guanyang,22.770
guanzhou,36.570
guaquili,3.440
guaquire,7.360
guaraca,0.000
guarapiri,0.000
guarapuava,0.000
guarasugwa,0.000
guarasugwe,0.000
guaratingueta,0.100
guarayo,0.000
guarda,26.020
guarico,8.560
guarinoes,15.850
guarisamey,3.990
guaritico,7.890
guarungube,0.000
guarzo,10.020
guastalla,92.440
guatacuba,0.000
guato,0.000
guaviare,0.000
guaxaban,18.650
guaxenicos,9.850
guaxule,0.000
guayacundo,10.120
guayana,3.040
guayangareo,16.920
guayaquil,12.260
guaycura,4.290
guaygata,0.000
guaynabo,0.000
guaynia,0.000
guayupes,7.480
guazacapan,12.710
guazapayogliglas,3.910
guazhou,31.380
guazoco,0.000
guba,9.660
gubakha,0.000
gubbi_gubbi,0.000
gubbio,54.240
guben,54.210
gubio,14.770
gucheng,39.050
gucheng_jingzhou,53.870
gucheng_xi,71.860
gucheng_zhending,39.030
guchung,4.220
guchuntikka,0.000
gudamalani,19.550
gudur,35.370
gueiquesales,9.680
guelengdeng,5.170
guelma,18.820
gueme_sangan,2.390
guenoa,6.000
guentota,7.020
guerande,49.950
guercif,16.910
guereda,0.000
gueret,60.800
guettara,11.000
gugera,51.740
gugu_badhun,0.000
guhlkahende,4.040
gui,0.000
guiaquitas,3.220
guichi,54.680
guichita,9.010
guide,25.410
guidimouni,14.640
guidong,26.050
guihua,24.690
guiigu_yudxi,9.400
guildford,60.490
guiling,26.080
guimaraes,21.520
guiping,47.470
guiratinga,0.000
guire,9.360
guise,65.390
guishan,49.160
guishun,26.980
guixi_guangxin,40.440
guixin,62.090
guiyang_chenzhou,26.830
guiyang_hengyang,46.360
guizhou_guizhou,44.680
guizhou_xunzhou,45.040
gujou,21.130
gujrat,60.590
gulang,22.860
gulbarga,46.680
gulbene,17.640
gulcha,21.090
guliang,30.640
gulidjan,0.000
gulin,30.330
gulistan,19.340
gulja,12.040
gulmi,28.070
gulshara,15.610
gulvau,9.000
gulya,0.000
guma,14.050
gumbaynggirr,0.000
gumbinnen,18.750
gumel,25.680
gummersbach,49.320
gumus,29.000
gumushane,20.550
guna,51.420
gunaaxoo,0.000
gunbalang,0.000
gunditjmara,1.000
gungabula,0.000
gunindiri,0.000
gunma,43.510
gunnaur,46.070
gunnedah,0.000
gunt,8.000
guntur,43.420
gunung_sahilan,22.990
gunung_sugih,24.240
gunupur,22.060
gunwinggu,0.000
gunza_anbamba,4.250
gunzburg,81.360
guochuan,21.020
guohuo,7.000
guolimu,3.560
guozhou,39.580
gura_galbenei,17.800
guramal,0.000
gurbillup,0.000
gureng_gureng,0.000
gurgaon,47.070
gurghiu,28.210
gurgueia,0.000
gurindji,0.000
guringai,3.000
gurkyang,29.790
gurramkonda,27.410
gurun,27.600
gurupatuba,0.000
gurupi,0.000
gusau,24.100
gushan,21.060
gushi,43.720
gustrow,64.350
gutian,32.910
gutti,44.360
guugu_yimidhirr,0.000
guvrel,0.000
guwa,0.000
guwahati,30.540
guwan,43.820
guwandhaang,0.000
guwevkabaya,0.010
guwinmal,0.000
guzelhisar,47.180
guzhang,28.420
guzhen,57.980
guzhou,25.260
guzor,11.190
gwa,18.790
gwaay_haanas,0.000
gwadar,31.960
gwalior,44.790
gwangju,48.340
gwaram,16.850
gwatar,26.270
gwenaska,0.000
gwiju,24.560
gyama,16.020
gyamda,4.720
gyanema,11.500
gyantse,17.860
gydo,0.000
gyeongju,31.520
gyeongseong,12.150
gynaikokastro,22.550
gyor,54.840
gytgomkyvamm,0.000
ha_va_nguon,16.280
haapai,0.000
habana,2.320
habban,47.860
habiyah,29.430
hacarigua,7.200
hacaritamas,12.880
hachberg,66.170
hacibektas,35.970
hackensack,6.020
hadamar,51.980
haderslev,37.400
hadiach,19.360
hadibu,34.210
hadishahr,20.900
haditha,16.840
hadiya,14.380
hadjer_haddid,0.000
hadong,26.060
haeju,30.590
haenam,37.120
haerhhana,0.000
hafar_al_batin,10.930
hafik,35.870
haga,36.890
hagenow,74.340
hagios_pavlos,16.140
haguenau,51.760
hagwilget,0.000
hahahae,0.000
hahatououadeba,3.060
hahawakpa,5.070
haifeng,41.460
haihaer,10.750
haikang,47.120
hail,3.280
hailang,12.760
hailar,8.500
hailing,58.850
hailun,29.920
haimen,84.250
haining,63.580
haiom,0.000
haisla,0.000
haiyan,65.320
haiyang,40.320
haiyuwel,0.000
haizhou_liaoyang,40.750
hajar,47.900
hajduszoboszlo,38.980
hajiabad,49.420
hajipur,58.040
hajjah,24.910
hajjiabad,10.760
hajjiabad_zarrindasht,15.990
hajner,51.820
hajnowka,21.290
hajo,35.930
hakata,28.460
hakha,17.500
hakkari,41.080
hala,59.150
halaban,3.920
halas,36.370
halberstadt,76.070
halchidoma,3.240
halden,15.510
haldensleben,58.110
haleri,22.800
halesi,28.220
hali,26.910
haliti,0.000
hall,52.470
halle_an_der_saale,83.040
hallein,23.740
hallingdal,6.770
halmstad,25.960
halona_idiwana,1.060
halshany,20.250
halych,28.140
hama,51.530
hamadan,29.930
hamar,19.670
hamaroy,4.250
hambantota,22.920
hambatus,18.810
hambukushu,0.000
hamburg,68.460
hamcumqua,0.000
hamdallaye,11.750
hamelin,73.860
hamenk,0.000
hamheung,21.810
hamhmam,0.000
hami,5.540
hamidiyeh,30.180
hamm,66.530
hammamet,42.050
hammerdal,8.860
hammerfest,27.520
hammershus,33.190
hamrange,20.280
hamtai,0.000
han,8.100
hanabana,0.000
hanagal,30.980
hanasaki,0.000
hanau,74.530
hanawa,17.730
hancheng,47.420
hanchuan,71.960
handan,64.350
handbord,19.010
handia,33.880
hangu,22.880
hangu_romania,7.040
hanguang,32.360
hangzhou,93.490
haniguayagua,0.000
hanimmei,15.370
hanle,3.500
hanol,26.970
hanover,75.230
hansan,45.410
hanshan,43.490
hansi,35.940
hantam,0.000
hanyang,77.360
hanyin,26.310
hanyuan,27.020
hanzawa,57.320
haomen,18.070
haorangi_atoll,0.000
hapcheon,27.820
hapsal,16.430
hapur,43.380
haql,5.130
harad_al_ahsa,13.540
harad_asir,10.640
haradok,21.130
harahey,8.390
harandzuvan,27.330
haranka,14.500
harar,8.110
harardhere,9.000
harat,14.830
harburg,63.150
harbuzynka,15.100
harcourt,74.010
harderwijk,44.950
hardoi,47.070
haresabad,8.940
hargan,15.830
hargaya,8.870
hargeisa,8.000
harib,40.180
harishpur,69.860
harlau,25.060
harlech,25.790
harlingen,73.410
harmancik,33.160
harnosand,10.290
harput,40.860
harran,27.200
harrand,31.230
harricana,2.000
harris,19.470
harro_walabu,11.210
harrow,98.080
harsova,19.670
harunabad,19.800
has,18.780
hasakah,31.880
hasankale,37.210
hasankeyf,59.150
hasar,5.520
hashatjin,15.160
hashtrud,19.780
haskaont,3.000
haskovo,43.410
hassan_karnataka,21.600
hasselt,44.890
hassfurt,73.370
hastings,43.560
hata,26.190
hatam,0.000
hatchie,4.360
hateg,16.560
hatera,22.680
haterk,11.110
hatteras,0.000
hattfjelldal,3.500
hatthigiripura,19.430
hatun_kanar,10.810
hatun_killaka,4.990
hatun_xauxa,7.530
hatunllacta,3.720
hatunqulla,55.860
hatunsaray,28.930
haugalandet,25.140
haungtharaw,19.420
hauraki,0.000
havaii,0.000
havasu,0.000
havasubaaja,2.000
havelberg,79.530
haveri,44.240
havero,7.110
hawaastatkiicu,9.000
hawoben,0.000
hawraman,15.550
haya,6.000
hayami,24.850
haylan,4.000
haymana,28.250
haynay,11.000
hayq,7.650
hayrabolu,50.000
hays,19.000
hazarasp,31.640
hazaribagh,43.080
hazelton,0.000
hazro,40.980
he_sapa,3.010
headdhetanwan,11.040
hebin,26.940
hebron,21.400
heby,26.230
hechi,27.320
hede,3.710
hedemora,15.560
hedesunda,23.490
hedingham,45.310
hedmarksvidda,14.900
hedong,52.110
heeyoteyoo,0.040
hefei,47.920
hehe,71.610
hehvaitaneo,0.000
heide,70.440
heidelberg,71.860
heidenheim,61.710
heilbronn,56.430
heiligenhafen,80.040
heiltsuk,0.000
heinjoki,13.850
heinola,4.370
heinsberg,62.430
heishui,27.010
heizhang,25.510
hejian,76.780
hejiang,41.820
hejin,54.940
hekikai,44.970
helfenstein,61.790
hellin,23.960
helmond,33.110
helmstedt,72.080
helong,9.500
helsingborg,35.040
helsinge,16.820
helsingor,37.790
hemang,6.290
hemtine,0.100
hendijan,20.080
henei,74.970
hengshan,46.010
hengshui,68.190
hengyang,43.950
heni,17.010
henley,71.570
hennebont,62.640
heoryeong,15.820
hepa,10.000
heping,32.940
hepu,54.660
heqing,21.920
hequ,63.080
hequ_wuding,28.530
herat,35.420
hereford,48.680
heretaunga,1.000
hereti,53.330
heris,23.070
herjolfsnes,0.000
hermagor,35.590
herment,52.890
herrera,23.680
hersfeld,44.690
hertford,48.490
hertogenbosch,53.220
herzberg,33.130
herzfelde,59.150
hesdin,49.380
heshui,45.140
heshun,27.640
hessequa,0.000
hetu_ala,21.550
heungyang,39.120
heves,45.900
heviksnipahis,0.000
hewanorra,0.000
hexham,27.170
heyang,39.130
heyang_xian,55.380
heyuan,58.090
hezhong,24.690
hezhou,34.000
hezhou_he,52.930
hiambouli,40.300
hicayagua,0.000
hidaka,25.580
hienatiemi,2.120
hienuki,21.580
hieraniony,21.220
higashikanbara,22.420
higashikubiki,35.030
higashimatsuura,27.650
higashimuro,25.690
higashiokitama,21.760
higashisonogi,24.350
higashiusuki,21.980
hijli,38.870
hikami,24.730
hiki,54.650
hildburghausen,39.310
hildesheim,69.790
hill_nomlaki,0.000
hillah,32.960
hilo,0.000
himba,0.000
himologan,11.130
himuris,3.150
hinai,17.410
hinglaj,36.040
hingoog,10.090
hinis,29.070
hino,23.490
hinono_ei,0.000
hinsepu,0.000
hinthada,37.980
hinyaa,0.000
hinyankaga,0.000
hipalan,1.720
hiraka_aomori,18.360
hirmata,11.130
hiroo,0.000
hirson,61.570
hisar,34.100
hishikari,24.700
hisiometaneo,0.000
hissar,21.640
hisse_yoyi_yoe,2.010
histahayo,4.000
hit,17.110
hita,20.280
hitchauta,3.740
hitchiti,4.070
hitu,19.530
hiva_oa,0.000
hiw,44.670
hiwasee,2.780
hiyama,21.910
hiyama_hokkaido,0.000
hizan,10.470
hjo,17.850
hjorring,30.330
hkamti,24.340
hlahlandlela,0.000
hlohovec,45.900
hlucin,50.820
hlukhiv,16.800
hlusk,10.510
hlybokaye,17.050
hlynne,10.240
hmawbi,40.780
hnahnu,10.010
ho_bay,0.000
hoa,0.000
hoachanas,0.000
hoan_chau,27.840
hoboksar,5.620
hoborg,27.640
hobyo,9.000
hocabail,21.360
hochelaga,3.000
hochob,14.720
hocking,0.200
hodod,24.600
hodonin,78.260
hoengcheon,23.650
hoengeiqua,1.040
hoeyang,24.200
hof,51.280
hofgeismar,58.130
hogdal,7.650
hogehege,1.430
hogohega,1.980
hoh_xil,2.000
hohenberg,51.020
hoi,37.160
hoifa,16.220
hoilkut,0.000
hokah,8.150
holar,3.100
holeylan,20.490
holic,57.230
hollabrunn,67.550
hollola,3.780
holmur,0.000
holstebro_lundenes,26.110
holtalen,4.010
holzminden,68.820
hom,0.000
homalco,0.000
hombori,13.030
hometwoli,0.000
hominka,0.000
homs,37.600
honaz,29.310
hondosaka,2.730
hong_chau,36.500
hongcheon,22.080
hongju,46.700
hongsa,20.770
hongshui,25.760
hongtong,79.090
hongxian,59.030
hongyuan,31.310
honih_hiyo_he,2.000
honnavara,21.630
hont,32.790
hoorn,24.430
hopatcong,2.020
horb,51.690
horicon,2.000
horki,21.260
hormuz,26.750
horn,42.230
hornborg,23.750
horodnia,18.560
horodok,21.700
horodyshche,21.460
horoshino,26.410
horsh_aiken,1.000
horstmar,35.650
horta,5.750
hosap,18.340
hoshangabad,31.540
hoskitaga,0.000
hoskote,38.700
hostoticpac,7.800
hostotipaquillo,8.120
hot,18.680
hot_springs,0.000
hotalich,25.840
hotin,18.040
hotoanaohe,2.020
hottah_ti,0.000
houguan,33.430
houma,3.120
houmi,24.530
hounde,17.440
houtunqua,0.050
hoveyzeh,16.310
hovtva,20.150
hoxter,71.660
hoya,83.100
hoyerswerda,58.300
hoyu_ao_he,2.040
hpa_an,22.740
hradec_kralove,47.490
hradiste,59.480
hryshyne,10.570
hsenwi,25.860
hsipaw,25.200
htamanthi,28.270
htigyaing,17.280
htilin,23.620
huacareta,9.330
huacatambo,34.600
huacheng,31.810
huachi,39.840
huacrachuco,9.190
huafeng,36.530
huaian,25.220
huaihua,31.950
huaiji,29.030
huailai,33.950
huaining,50.160
huairen,71.800
huairou,29.630
huaiyuan,62.360
huaiyuan_mizhi,43.940
huaiyuan_rongzhou,26.910
huajuapan,7.380
huajuco,5.620
hualahuises,5.510
huallumarca,3.310
huaman_karpa,48.710
huamanpata,7.030
huambo,7.370
huambos,7.330
huamelula,17.340
huamual,16.110
huanacache,9.040
huancachaca,4.080
huancapampa,8.190
huandacareo,17.460
