location_tag,building,starting_levels,cap_at_start,cap_at_reference_development,starting_ledger_people,maximum_ledger_people
marajoara,management,0,5,8,0.0,19903.1
marakaaya,management,0,4,7,0.0,29038.8
maralbexi,management,0,0,3,0.0,0.0
marand,management,1,1,4,2084.7,33370.7
marandet,management,0,0,3,0.0,0.0
maranjab,management,0,0,3,441.7,878.1
marapa,management,0,7,10,0.0,11960.0
marapanim,management,0,6,9,0.0,20018.0
marash,management,6,6,8,39729.1,66004.6
marataiama,management,0,8,11,0.0,17613.0
maratine,management,0,2,5,0.0,42839.1
maravatio,management,4,4,7,47059.3,71761.4
maraveh,management,1,1,4,3438.0,27328.5
marawah,management,0,0,3,0.0,0.0
marayaarmiut,management,0,5,8,0.0,1402.0
maraza,management,1,1,4,1345.2,24186.7
marbella,management,1,4,7,3075.3,35632.6
marbul,management,0,8,11,0.0,8594.0
marburg,management,5,8,10,21873.8,61086.0
mardan,management,7,7,9,31312.4,42771.3
mardanaqom,management,0,4,7,46.8,37897.8
mardankuyik,management,1,1,4,3416.1,11574.4
mardehek,management,0,0,3,0.0,4774.8
mardelong,management,0,7,10,151.2,63512.2
mardin,management,3,3,6,12978.0,29741.5
mareeg,management,0,0,3,0.0,2620.1
margany,management,0,6,9,0.0,3606.6
marghinan,management,0,2,5,1218.4,13937.1
mariame,management,0,8,11,272.9,91893.0
mariana,management,0,5,8,0.0,16338.4
marib,management,0,1,3,0.0,0.0
maribor,management,6,10,12,34260.0,95745.7
marien,management,0,8,11,0.0,49493.5
marien_cuba,management,0,5,8,0.0,63599.9
marienstern,management,10,11,13,52610.7,79877.8
mariinsk,management,0,4,7,0.0,44857.3
marimba,management,0,5,8,142.9,39947.3
marimbi,management,0,4,7,0.0,68407.6
marin_balluk,management,0,7,10,0.0,8229.6
marind,management,0,5,8,0.0,81440.4
mariocai,management,0,7,10,0.0,23204.1
mariua,management,0,6,9,0.0,32897.5
marivan,management,0,3,6,0.0,29318.8
marjina_horka,management,1,8,11,2380.1,65299.8
markahuamachuco,management,0,3,6,5.0,24522.8
markapur,management,1,5,8,4287.9,42307.7
markha,management,0,1,3,863.5,2424.1
markham,management,0,1,4,165.4,4795.5
markovo,management,0,4,7,0.0,49626.9
marle,management,9,11,12,52873.6,89728.1
marlew,management,0,6,9,0.0,86388.9
marmainde,management,0,5,8,0.0,14895.7
marmande,management,11,11,12,88969.4,95182.3
marmaris,management,5,5,7,23146.9,33200.3
maroantsetra,management,0,7,10,5.2,63363.9
marokau_atoll,management,0,5,8,0.0,0.0
maroua,management,0,2,5,441.2,9799.5
marovo,management,0,7,10,0.0,36165.7
marovoay,management,0,4,7,0.0,46042.1
marrakesh,management,0,2,5,1311.0,13304.4
marrat,management,4,4,6,20790.1,26040.7
marrithiyel,management,0,4,7,0.0,26932.6
marsassoum,management,0,4,7,115.1,11717.9
marsciano,management,12,12,13,74646.6,80164.1
marseille,management,0,6,8,468.0,42170.2
marsoui,management,0,3,6,0.0,27198.8
martaban,management,1,6,9,2739.9,53069.4
martapura,management,0,7,10,358.5,41970.6
marte,management,0,0,3,697.8,10564.7
martigny,management,1,6,8,4435.4,11552.0
martinafr,management,5,7,9,26101.3,33466.9
martos,management,4,5,7,14408.3,44195.5
martu,management,0,0,3,0.0,0.0
martuthunira,management,0,0,3,0.0,0.1
martyshkino,management,0,4,7,0.0,46956.5
maruf,management,0,0,3,70.3,12210.8
marutea,management,0,5,8,0.0,0.0
marv_al_rudh,management,1,3,6,4893.8,28677.4
marvast,management,0,0,3,0.0,0.0
marwah,management,0,0,3,0.4,398.3
marxa,management,0,2,5,0.0,0.0
maryovo,management,0,7,10,1029.4,54285.3
masa_sud,management,0,0,3,34.0,4526.6
masacuajulam,management,0,2,5,64.7,24248.5
masaks,management,0,0,3,0.0,0.0
masalsk,management,0,8,11,1272.3,63854.4
masantu,management,0,5,8,0.0,69780.6
masat_ata,management,0,0,3,0.0,0.0
masbate,management,0,7,10,35.6,70511.1
mascara,management,2,4,7,6606.6,30495.0
masekesa,management,0,4,7,0.0,48106.4
maselga,management,0,2,5,0.0,31444.9
mashdhubah,management,0,0,3,0.0,0.0
mashgalende,management,0,0,3,0.0,0.0
mashhad,management,0,1,4,41.7,25971.3
mashhad_rizeh,management,0,0,3,758.3,11578.7
mashiki,management,1,9,12,2500.5,68735.6
mashima,management,0,9,12,239.2,78764.6
mashishing,management,0,4,7,0.0,7331.6
mashita,management,0,8,11,0.0,63346.0
mashkai,management,0,0,3,0.0,0.0
mashkel,management,0,0,3,0.0,0.0
masiko,management,0,5,8,0.0,41419.8
masindrano,management,0,7,10,10.8,68569.2
masinga,management,0,5,8,655.8,31166.4
masirah,management,0,0,3,0.0,0.0
masjed_soleyman,management,1,2,5,3053.6,33810.6
maskanah,management,1,1,4,6489.2,8830.5
maskikogamak,management,0,5,8,0.0,57190.3
maskotci,management,0,6,9,0.0,27382.8
maskwa,management,0,8,11,0.0,63788.7
masolian,management,0,6,9,0.0,85464.4
masqat,management,0,0,3,0.0,0.0
massa,management,1,7,10,3596.2,32738.1
massa_MOR,management,1,1,4,7188.5,12201.7
massabo,management,0,3,6,10.8,13400.6
massamar,management,5,6,8,22294.4,43847.4
massangano,management,0,3,6,0.0,58716.7
massanutten,management,5,9,12,12242.8,149260.1
massanza,management,0,4,7,23.5,61360.0
massapa,management,0,4,7,0.0,68437.6
massapequa,management,0,7,10,0.0,82487.2
massawa,management,0,1,4,3.1,6861.1
massawomeck,management,0,8,11,0.0,130676.0
massenya,management,0,2,5,0.0,8015.2
massigui,management,0,3,6,0.0,8111.8
massinacak,management,8,9,12,20314.0,167171.3
mastakh,management,0,2,5,0.0,0.0
mastigon,management,0,8,11,0.0,122047.0
mastuj,management,0,0,3,0.0,99.3
mastung,management,0,0,3,906.1,5520.5
masty,management,4,8,11,13209.0,74324.8
masulipatnam,management,2,5,7,9387.4,38578.2
masyaf,management,3,6,8,12514.8,35841.4
mat_chau,management,0,5,8,0.0,43366.5
matabichuan,management,0,7,10,0.0,45539.4
matachewan,management,0,6,9,0.0,39329.6
matad,management,0,1,4,0.2,3274.0
matagalpa,management,2,5,8,4697.6,139652.7
matahun,management,1,6,9,3457.9,148605.7
matala,management,0,4,7,0.0,56231.0
matam,management,0,0,3,10.9,2379.3
matamba,management,0,5,8,0.0,28605.4
matanda_aChiwawa,management,0,4,7,1.9,13067.5
matandang_nayon,management,0,8,11,510.0,51201.3
matane,management,0,3,6,0.0,48944.1
matano,management,0,7,10,129.2,36237.3
matanuska,management,0,0,3,0.0,20.1
matape,management,2,3,6,4963.3,80660.7
matapeake,management,3,8,11,6041.4,123129.7
matapedia,management,0,6,9,0.0,34816.0
matapesatakun,management,0,3,6,0.0,7803.1
matara,management,0,4,7,0.0,24853.4
mataram,management,2,8,11,7783.5,115769.9
matarjawira,management,0,2,5,678.0,66357.9
matawin,management,0,6,9,0.0,31717.8
matemba,management,0,4,7,0.0,61853.0
matendere,management,0,4,7,0.0,27374.3
matengo,management,0,4,7,431.4,37329.3
matera,management,9,9,10,66138.2,76588.4
mateur,management,4,4,7,16041.8,35763.2
mathoskabde,management,0,8,11,62.6,101376.7
mathura,management,0,5,7,2454.6,3406.6
matiakoali,management,0,2,5,0.0,9028.3
matilla_de_canos,management,4,4,7,13603.0,38284.3
matimba,management,0,4,7,0.0,63731.8
matipo,management,0,5,8,0.0,15183.8
matman,management,0,5,8,0.0,36029.9
matmata,management,0,0,3,0.0,0.0
matootonha,management,0,3,6,0.0,11860.7
matope,management,0,4,7,8.0,48571.7
matoueska,management,0,8,11,0.0,64221.3
matruh,management,0,0,3,0.0,0.0
matsigame,management,0,8,11,1075.8,153624.3
mattagami,management,0,6,9,0.0,37324.0
mattawa,management,0,6,9,0.0,44656.7
mattawana,management,0,8,11,0.0,134649.5
mattawasaga,management,0,7,10,0.0,12784.3
mattawishkwia,management,0,6,9,0.0,12387.5
mattole,management,0,4,7,0.0,7952.5
matumbo,management,0,3,6,0.0,41255.3
matupi,management,0,5,8,0.0,31274.8
maturin,management,0,4,7,0.0,13907.8
matzikama,management,0,0,3,0.0,283.0
mau_jaunpur,management,2,6,8,9931.3,35183.2
maubeuge,management,4,8,10,18392.6,87076.0
maubin,management,1,8,11,3043.6,66124.5
maues,management,0,6,9,0.0,32714.3
mauganj,management,2,6,8,7374.1,42986.0
maui,management,0,7,10,0.0,13639.6
maukallaqta,management,0,1,4,123.4,14966.5
mauleon,management,5,8,10,26093.3,57716.2
mauleon_poitou,management,7,7,9,45180.8,83603.0
maulimberdy,management,0,5,8,0.0,1452.7
maumee,management,0,8,11,0.0,132338.6
maung,management,0,4,7,0.0,16382.2
maungdaw,management,1,8,11,2434.2,49023.1
mauriac,management,8,8,10,48860.8,81382.0
mauritius,management,0,7,10,6.5,19832.7
mavinga,management,0,3,6,0.0,48135.2
mavliberda,management,0,0,3,0.0,456.3
mawet,management,0,3,6,0.0,35570.0
mawhera,management,0,6,9,0.0,52694.2
mawkmai,management,0,5,8,0.0,37541.2
mawlamyine,management,1,6,9,3005.2,47249.9
mawlen,management,1,3,6,3599.5,21880.3
mawqaq,management,0,0,3,0.0,0.0
mawza,management,0,0,3,2386.4,4515.4
maxaas,management,0,0,3,0.0,4640.7
maxakali,management,0,4,7,0.0,8720.3
maxcanu,management,2,2,5,9502.9,29104.8
maxia,management,1,9,11,2469.6,6242.8
maxorata,management,0,0,3,0.0,0.0
may_ushin,management,0,6,9,111.8,33009.2
maya,management,0,2,5,0.0,1811.5
mayaba,management,2,6,9,6327.5,28621.9
mayaca,management,0,9,12,0.0,125131.1
mayaimi,management,0,5,8,0.0,30396.2
mayang,management,0,8,11,1227.2,10826.3
mayapan,management,3,3,6,10954.0,36619.7
mayari,management,0,6,9,0.0,56123.9
maybrat,management,0,6,9,0.0,37175.7
maydh,management,0,0,3,0.0,1252.8
mayen,management,7,9,11,35921.2,75098.1
mayenne,management,11,11,12,66603.9,78741.0
mayeye,management,0,8,11,14.2,87308.0
mayi_kutuna,management,0,2,5,0.0,5801.5
mayi_thakurti,management,0,2,5,0.0,4507.8
mayi_yapi,management,0,2,5,0.0,6012.7
maykop,management,0,8,11,195.3,77344.9
mayma,management,1,7,10,1877.5,57264.1
maymaga,management,0,2,5,0.0,0.0
maymana,management,1,3,6,4486.5,27149.8
maynila,management,4,5,8,13733.7,82607.3
maynoa,management,0,8,11,0.0,38153.3
mayo,management,0,2,5,0.0,2385.4
mayrinax,management,0,4,7,0.0,46071.7
mayumba,management,0,3,6,204.7,18426.4
mayuragiri,management,3,6,9,10633.2,52460.7
mayya,management,0,2,5,0.0,0.0
mayyafariqin,management,6,6,8,24144.1,64615.8
mazagao,management,0,7,10,0.0,16427.0
mazaghan,management,2,6,8,9515.2,35695.6
mazar_i_sharif,management,1,1,4,2578.3,31733.7
mazar_tagh,management,0,0,3,0.0,0.0
mazara,management,9,9,10,74889.3,81857.4
mazatepec,management,1,1,4,1792.5,8192.1
mazatlan,management,2,5,8,5111.8,189283.1
mazatlpilli,management,0,0,3,98.2,461.0
mazdaran,management,0,1,4,10.5,24068.2
mazeikiai,management,1,7,10,1932.4,48090.1
mazhan,management,0,0,3,0.1,1733.5
mazinaw,management,0,6,9,0.0,45366.3
mazouna,management,2,6,9,8519.3,33167.4
mazyr,management,5,8,11,18282.8,55214.9
mbaba,management,0,4,7,0.0,24981.4
mbai_yuru,management,0,9,12,5.5,14739.8
mbaiki,management,0,5,8,4.1,26979.6
mbakaou,management,0,4,7,0.0,20231.4
mbam,management,0,4,7,914.3,29428.9
mbangala,management,0,5,8,0.0,36967.9
mbanza_kongo,management,0,4,7,0.2,21441.1
mbanza_mbata,management,1,4,7,2060.7,34814.7
mbanza_mpangu,management,0,5,8,0.0,34584.2
mbanza_mpemba,management,0,5,8,0.0,35630.2
mbanza_nsundi,management,1,4,7,2067.9,36807.9
mbanza_soyo,management,0,4,7,0.0,20301.4
mbara,management,0,2,5,0.0,5161.9
mbegela,management,0,3,6,71.5,23958.8
mbegua,management,0,9,12,1.0,13533.4
mbeiwum,management,0,4,7,0.0,28910.8
mbewe,management,0,4,7,188.8,63894.2
mbia,management,0,5,8,0.0,31573.4
mbinga,management,0,4,7,166.0,34059.9
mboma_kongo,management,0,3,6,0.0,45068.7
mbombela,management,0,4,7,0.0,11453.3
mbombona,management,0,4,7,0.0,63116.0
mbondo,management,0,4,7,0.0,30738.0
mbosaksawaas,management,0,4,7,0.0,3315.9
mboune,management,0,1,4,0.0,6838.5
mbridge,management,0,5,8,0.0,30752.6
mbunga,management,0,4,7,136.0,28791.5
mbwela_kabango,management,0,5,8,0.0,46917.3
mbya,management,0,9,12,97.5,15853.5
mchinji,management,0,4,7,0.0,66968.0
meaux,management,9,11,12,56269.9,84520.4
mebengokre,management,0,5,8,0.0,14309.5
mecatina,management,0,2,5,0.0,4707.4
mecca,management,0,0,3,0.0,0.0
mechelen,management,1,8,10,4852.0,67284.1
mechet,management,0,5,8,71.4,29336.0
mechetnaya,management,0,6,9,0.0,35078.6
mechili,management,0,0,3,0.0,0.0
mechiso,management,0,4,7,0.0,10730.1
mechoopda,management,0,5,8,0.0,6732.8
mecumba,management,0,5,8,0.0,53868.3
meda,management,1,5,8,4401.3,50607.7
medak,management,3,7,9,13655.7,55435.5
medanapalle,management,1,4,7,2462.3,18946.3
medawachchiya,management,0,5,8,1087.4,32528.3
medea,management,0,4,7,1199.0,37930.6
medellin,management,5,5,7,27749.4,32839.6
medenine,management,0,0,3,0.0,0.0
medias,management,1,8,11,4681.4,77832.2
medicina,management,11,11,12,81837.3,96458.7
medicine_bow,management,0,5,8,0.0,1327.6
medina,management,0,1,4,0.0,0.0
medina_de_rioseco,management,2,3,6,8227.9,23546.4
medina_del_campo,management,3,6,8,13511.2,30842.5
medina_sidonia,management,3,4,6,10898.7,42046.7
medinaceli,management,4,4,7,13915.0,45173.4
medininkai,management,1,7,10,1503.6,48976.1
medininkai_vilna,management,5,7,10,16611.8,63055.3
medjez_el_bab,management,4,5,7,14528.4,29418.5
mednoye,management,1,7,10,3137.3,52464.6
medonho,management,0,3,6,0.0,14240.0
medrissa,management,0,0,3,493.0,7195.7
meductic,management,0,6,9,0.0,72869.1
meduxnekeag,management,0,6,9,0.0,66155.1
medveda,management,3,8,11,10488.1,60982.3
medyn,management,1,8,11,2490.4,54818.6
meelpaeg,management,0,5,8,0.0,8756.2
megantic,management,0,5,8,0.0,62536.1
megara,management,1,3,6,1695.4,23899.7
megion,management,0,2,5,0.0,31874.6
megiscane,management,0,3,6,0.0,33342.0
megra,management,0,4,7,0.0,48713.4
megri,management,2,5,8,5259.2,43613.4
megrino,management,0,4,7,0.0,45529.6
meherrin,management,9,9,12,21319.0,175424.2
mehin,management,0,3,6,0.0,11288.9
mehkar,management,5,5,7,18194.1,70926.5
mehsi,management,2,6,8,9325.3,56876.5
meiganga,management,0,4,7,81.8,20451.9
meinersen,management,7,8,10,34408.7,76518.8
meiningen,management,5,7,9,18856.4,49356.5
meiqiu,management,2,6,8,8393.8,87842.7
meisenheim,management,2,7,9,9325.2,40749.8
meissen,management,11,11,12,103386.0,108458.4
meixian,management,0,6,8,1316.3,21002.3
meizhou,management,2,6,8,6572.4,39529.2
mejnypilgyn,management,0,1,4,0.0,0.0
mekapisk,management,0,2,5,0.0,5467.9
mekele,management,0,2,5,1118.4,35713.6
mekimbya,management,0,2,5,0.0,0.0
mekinac,management,0,6,9,0.0,46480.1
mekinock,management,0,7,10,70.0,77213.9
mekletin,management,0,1,4,2.8,970.3
meknes,management,1,5,8,2942.4,38245.4
mekoryuq,management,0,1,4,0.0,0.0
mekwiskajk,management,0,2,5,0.0,9990.1
melahuacan,management,2,5,8,4196.4,166037.1
melamela,management,2,7,10,5003.5,35626.1
melara,management,2,8,11,6874.5,88082.9
melekess,management,2,8,11,6903.9,46207.4
melenki,management,1,8,11,3856.9,45300.4
melenudo,management,0,8,11,0.0,44302.9
meletovo,management,0,8,11,560.1,52042.2
meleuz,management,0,6,9,432.5,38278.2
melfi,management,9,9,10,64554.3,68757.4
melgueil,management,0,4,6,1261.7,31500.3
meli_lema,management,0,3,6,0.0,2503.8
meli_pillan,management,0,4,7,1416.8,42782.9
melilla,management,0,1,4,0.0,17905.0
melitopol,management,0,6,9,0.0,39454.9
melk,management,4,9,11,17510.5,75410.3
mellid,management,0,2,5,226.0,22058.4
mellrichstadt,management,6,8,10,29011.6,71841.8
melnik,management,6,8,11,20331.7,62290.9
melnikovo,management,0,3,6,603.0,46163.8
melnya,management,3,8,11,11925.7,56827.6
melnytsya,management,1,8,11,3427.9,81918.8
melpa,management,0,7,10,0.0,27661.2
melsungen,management,7,8,10,32007.0,73173.6
melun,management,9,10,12,48893.2,80928.6
memba,management,0,5,8,61.2,45165.6
memel,management,3,7,10,11480.3,62909.8
memesagamesing,management,0,6,9,0.0,50282.2
memmingen,management,8,9,11,40220.4,89506.1
mempawah,management,0,6,9,545.3,45476.1
memphremagog,management,0,6,9,0.0,73023.3
memramcook,management,0,6,9,0.0,60863.1
menageesenog,management,0,5,8,0.0,0.0
menahkwesk,management,0,6,9,0.0,63456.5
menara,management,0,7,10,3.2,67022.2
menas,management,0,0,3,0.0,4029.4
mendawai,management,0,6,9,0.0,33535.2
mende,management,6,9,11,29990.7,58539.5
mendefera,management,0,3,6,43.2,19226.0
mendetna,management,0,0,3,0.0,780.4
mendong,management,0,1,4,0.0,0.0
mendota,management,0,7,10,872.8,133133.8
meneeohe,management,0,5,8,0.0,1312.7
menehould,management,5,8,10,24933.0,78349.0
menemen,management,6,6,8,32816.1,49017.7
menen,management,0,1,4,0.0,585.9
menesetung,management,0,8,11,0.0,112842.7
mengban_jihong,management,0,4,7,1215.6,49220.3
mengban_weiyuan,management,1,5,8,3251.4,42101.4
mengcheng,management,2,6,8,11770.6,29837.1
mengding,management,0,5,8,448.6,35804.0
mengding_mengzi,management,1,4,7,1748.3,27412.0
mengdong,management,0,5,8,117.8,36895.4
mengen,management,8,9,11,31860.2,62732.0
mengen_papua,management,0,7,10,659.9,30029.6
menggala,management,1,7,10,2640.9,52217.4
menghai,management,2,5,8,7101.1,44683.3
menghua,management,1,4,7,2713.0,28687.6
mengjin,management,3,7,8,17047.5,21978.1
mengla,management,2,6,8,7133.3,51913.7
menglei,management,1,5,8,2081.5,40655.3
mengli,management,1,8,11,3517.6,22148.3
mengmeng,management,1,4,7,2126.8,33132.5
mengtong,management,1,5,8,1971.9,38147.6
mengung,management,2,2,4,8622.0,13887.9
mengxian,management,2,6,7,10910.4,18844.8
mengyin,management,1,5,7,2051.8,18023.2
mengzi,management,1,6,8,5801.4,34353.9
menkyule,management,0,2,5,0.0,0.0
menlu,management,0,4,7,0.0,17880.9
menominee,management,0,6,9,0.0,63676.1
menongue,management,0,5,8,0.0,45506.6
menouf,management,0,5,7,0.0,0.0
menutinau,management,0,2,5,0.0,29.4
menzelinsk,management,8,8,11,31369.5,48734.9
mepenes,management,0,9,12,0.0,7462.6
meppel,management,1,8,11,2462.6,56578.5
meppen,management,11,11,12,71242.8,92891.2
meraker,management,0,2,5,0.0,346.0
meramec,management,0,8,11,0.0,132707.3
merano,management,2,2,4,6995.2,8222.5
merca,management,0,2,5,0.0,13562.9
mere_mere,management,0,4,7,0.0,61207.3
merelka,management,0,4,7,51.9,43532.9
merenga,management,0,1,4,0.0,181.1
mergen,management,0,4,7,0.0,12827.0
mergentheim,management,6,8,10,28548.4,76318.5
mergui,management,0,6,9,1290.8,40135.0
merida,management,4,5,7,15399.2,30806.4
merki,management,0,2,5,557.9,23388.7
merkine,management,0,6,9,62.2,68603.8
merseburg,management,11,11,12,78708.8,84749.0
merta,management,2,2,5,15943.7,37404.5
mertola,management,1,4,7,1834.0,35912.1
meru,management,0,0,3,0.0,625.8
merv,management,0,0,3,0.0,140.2
merzifon,management,8,8,10,32349.1,57667.1
merzig,management,5,7,9,23910.2,52709.5
mesabi,management,0,7,10,0.0,72303.6
mesagami,management,0,6,9,0.0,11407.4
meschede,management,4,7,10,16631.7,49668.9
meshchersk,management,3,9,12,8643.8,61430.0
meshchovsk,management,1,8,11,3131.1,76953.2
meshkan,management,0,0,3,0.0,34.6
meshkan_khorasan,management,0,0,3,464.5,18405.3
meshra_er_req,management,0,3,6,288.3,29142.9
mesilinka,management,0,2,5,0.0,1152.9
meskiana,management,1,1,4,3236.2,23022.6
meskousing,management,0,8,11,0.0,121279.7
mesocco,management,0,1,3,1270.4,2014.5
mesquite,management,0,1,4,92.9,9352.0
messaad,management,0,0,3,0.0,1192.0
messalonskee,management,0,6,9,0.0,113694.3
messina,management,6,7,9,32078.9,41414.0
messoyakha,management,0,2,5,0.0,0.0
mestre,management,6,11,12,41361.7,44813.4
mesudiye,management,6,6,8,39668.2,57393.1
mesuji,management,1,6,9,1831.1,57819.7
mesurado,management,1,5,8,1236.6,18518.4
mesyagutovo,management,0,7,10,116.9,63531.3
metabeskega,management,0,6,9,0.0,37617.7
metabetchouane,management,0,7,10,0.0,12914.9
metapan,management,1,5,8,1343.2,190229.3
meteleu,management,1,8,11,2422.6,59846.9
methye,management,0,4,7,0.0,10908.2
metica,management,0,6,9,18.1,14552.0
metigoshe,management,0,7,10,0.0,17145.2
metkovic,management,0,6,9,103.7,56868.3
metlika,management,2,8,11,7122.1,84914.9
metog,management,2,3,6,6862.8,21645.4
metsang,management,0,0,3,0.0,0.1
metz,management,8,9,10,45496.3,85663.9
metzquititlan,management,4,4,7,49876.4,84390.7
metztitlan,management,0,9,12,220.2,74797.8
meulaboh,management,1,6,9,1988.6,38331.6
mevouillon,management,5,8,10,21404.2,58517.1
mewuk,management,0,5,8,0.0,9436.6
mextiacan,management,4,4,7,28542.2,73408.0
meyah,management,0,6,9,0.0,38464.4
meyami,management,0,0,3,33.9,9886.5
meybod,management,0,0,3,13.1,98.5
meymand,management,0,2,5,168.6,27773.8
meymeh,management,0,4,7,0.0,32190.0
mezen,management,0,2,5,0.0,32029.6
mezhorje,management,0,6,9,10.3,38742.5
mezhutka,management,0,3,6,17.0,33694.5
mezhybozhe,management,3,7,10,10667.3,55227.8
mezquital,management,0,5,8,1157.2,88706.8
mfumu_bekussu,management,0,5,8,2.4,55003.1
mghumbhani,management,0,3,6,0.0,19363.6
mglin,management,2,8,11,5815.7,56850.6
mgosas,management,0,4,7,0.0,60283.9
miahuatlan,management,1,4,7,4160.7,108953.7
mianchi,management,1,5,7,3119.4,13524.4
miandoab,management,1,1,4,3356.3,22681.7
miandrivazo,management,0,4,7,0.0,55602.9
miangu,management,0,5,8,527.7,14352.6
mianzhou,management,3,6,8,14809.0,41732.6
mianzhu,management,1,5,7,2907.5,26166.0
miass,management,0,4,7,0.0,55785.3
miastko,management,1,9,12,2094.7,52475.8
miatbir,management,0,3,6,1484.3,23660.8
mica_creek,management,0,2,5,0.0,826.3
micay,management,1,5,8,1523.6,24843.8
micewehudehik,management,0,8,11,0.0,130931.4
michichi,management,0,6,9,0.0,11064.3
michilingue,management,0,3,6,0.0,11434.9
michipicoten,management,0,5,8,0.0,7659.1
mictlan,management,0,5,8,965.0,118864.5
middelburg,management,0,5,7,2169.6,46292.6
midelt,management,0,0,3,1147.0,10961.3
midongy,management,0,4,7,0.0,50321.3
midu,management,0,5,7,1520.7,20560.4
midyat,management,4,5,7,15128.3,36344.7
mie,management,1,11,13,2968.2,62459.8
miedzyrzecz,management,2,8,11,7612.6,62073.0
mielnik,management,7,9,11,27468.7,74823.0
miercurea_cluc,management,4,7,10,12436.6,63121.3
mieres,management,0,5,8,633.9,18940.8
miesbach,management,9,9,11,42638.2,87530.8
mihalic,management,8,9,10,47963.5,66774.7
mihaliccik,management,1,1,4,2980.7,33512.4
mihalt,management,1,8,11,1731.4,56957.8
mihkwakamiwi_sipiy,management,0,7,10,0.0,74759.0
mii,management,4,10,12,21877.9,89004.7
mikasa,management,1,10,12,4578.6,56685.6
mikasuki,management,0,9,12,70.6,178308.4
mike,management,0,8,11,1669.9,66288.0
miketo,management,0,5,8,107.2,52413.9
mikhailovka,management,0,7,10,0.0,36934.4
mikhalkino,management,0,2,5,0.0,0.0
mikhaylov,management,2,8,11,6637.3,50127.0
mikhaylovka,management,0,6,9,0.0,40480.4
mikhaylovka_pontic,management,0,1,4,0.6,1210.9
mikhlaf_al_hubishiyah,management,2,2,5,12941.9,25031.3
miki,management,2,10,12,6537.2,64924.7
mikindani,management,0,4,7,967.6,77330.4
mikiwam,management,0,8,11,0.0,76134.2
mikkeli,management,0,3,6,0.0,48317.3
mikkwa,management,0,4,7,0.0,8885.8
mikshino,management,0,7,10,28.3,52009.3
miksiw_sipisis,management,0,6,9,0.0,11535.9
mikulino,management,2,8,11,4846.6,55169.7
mikulino_tver,management,0,7,10,1054.6,51240.5
mila,management,1,5,8,2776.8,36104.7
milange,management,0,4,7,107.5,42472.2
milano,management,7,11,12,41350.9,89966.2
milas,management,3,6,8,13282.4,41069.2
mile,management,2,5,7,6400.1,14888.3
mili_atoll,management,0,5,8,0.0,0.0
miliana,management,0,5,8,0.0,40485.8
milicz,management,5,8,11,19287.0,62888.4
milk_creek,management,0,4,7,0.0,818.4
milkovo,management,0,2,5,0.0,35348.7
millapel,management,0,2,5,48.2,26808.7
millau,management,7,8,10,32246.0,84568.1
millcayac,management,0,1,4,0.0,3547.5
millcca,management,1,1,4,1556.1,15215.4
millerovo,management,0,6,9,0.0,43679.7
millewa,management,0,3,6,0.0,5777.1
millinocket,management,0,6,9,0.0,67409.0
millioke,management,0,8,11,200.2,116189.5
milos,management,0,3,6,1289.2,7210.5
miltenberg,management,7,8,10,31211.6,72537.9
milwat,management,4,6,8,23387.3,75230.8
milyutinskaya,management,0,6,9,0.0,38127.7
mima,management,0,9,12,47.0,58401.2
mimbara,management,0,0,3,0.0,0.0
mimizan,management,4,7,9,14585.1,54658.3
minab,management,0,0,3,0.1,0.7
minamiabashiri,management,0,8,11,101.1,44467.7
minamiaizu,management,0,8,11,0.0,54663.9
minamikamikawa,management,0,7,10,53.6,34581.8
minamimatsuura,management,1,8,11,2237.3,65819.1
minamimogami,management,0,8,11,0.0,69285.3
minamimorokata,management,1,9,12,3822.8,61453.8
minamimuro,management,0,9,12,0.0,66171.3
minaminakagawa,management,0,7,10,39.0,35391.4
minamiuonuma,management,0,7,10,1601.9,65810.2
minang,management,0,4,7,0.0,5277.2
minatare,management,0,6,9,10.6,11202.3
minbya,management,0,5,8,534.8,48063.7
minden,management,10,10,12,57856.1,89639.4
mindon,management,0,4,7,1022.2,47242.7
mindouli,management,0,4,7,509.7,30208.4
mindu,management,1,3,6,1368.6,31968.3
minduso,management,0,8,11,0.0,86479.7
mineami,management,0,8,11,0.0,129596.1
minehead,management,6,7,9,28622.0,53187.3
minenga,management,0,5,8,0.0,63191.7
mingan,management,0,2,5,0.0,5900.3
minggang,management,4,10,12,23958.3,76320.5
minghe,management,0,8,11,188.4,17267.7
mingin,management,0,5,8,843.9,71039.2
mingin_australia,management,0,3,6,0.0,12159.3
mingsha,management,0,2,4,952.6,3777.5
mingshan,management,2,4,7,7016.4,44867.6
mingshui,management,1,5,7,5098.6,9132.4
mingtong,management,0,5,8,980.8,25279.1
minguannan,management,0,8,11,0.0,127302.0
mingxi,management,1,9,12,3855.3,29045.7
mingyi,management,0,4,7,549.0,18429.2
mingying,management,1,5,8,1935.4,24584.3
minichinas,management,0,6,9,0.0,12190.2
minii_yohe,management,0,1,4,29.5,1838.5
minisink,management,0,7,10,0.0,104832.6
minisose,management,0,1,4,0.0,1348.9
miniss,management,0,2,5,0.0,4040.6
ministik,management,0,2,5,0.0,0.0
minizuahe,management,0,6,9,0.0,11937.2
minkaniciciw,management,0,5,8,0.0,22181.2
minna,management,0,4,7,0.4,10681.3
