location_tag,good,predicted,target,reason
khaybar_janoub,fruit,-0.4400,-0.4136,predicted below floor -0.2
kilemba,fruit,-0.2500,-0.3891,predicted below floor -0.2
korientze,fruit,-0.4400,-0.2848,predicted below floor -0.2
korit,fruit,-0.3600,-0.4974,predicted below floor -0.2
kurki,fruit,-0.2400,,not viable in the efficiency data
laayoune,fruit,-0.4400,-0.3298,predicted below floor -0.2
laila,fruit,-0.3600,-0.2971,predicted below floor -0.2
lash_joveyn,fruit,-0.3600,,not viable in the efficiency data
lasjerd,fruit,-0.3600,-0.4912,predicted below floor -0.2
linah,fruit,-0.4400,-0.3452,predicted below floor -0.2
lubudi,fruit,-0.2400,-0.3822,predicted below floor -0.2
lyngngam,fruit,-0.2700,-0.1593,predicted below floor -0.2
macaca,fruit,-0.2500,-0.2064,predicted below floor -0.2
maiana_atoll,fruit,-0.0500,,not viable in the efficiency data
malham,fruit,-0.3600,-0.3421,predicted below floor -0.2
manadeley,fruit,-0.4400,-0.2496,predicted below floor -0.2
manihi_atoll,fruit,-0.0500,,not viable in the efficiency data
manuae_atoll,fruit,-0.0500,,not viable in the efficiency data
manujan,fruit,-0.4400,-0.4533,predicted below floor -0.2
manyakheta,fruit,-0.2500,-0.2635,predicted below floor -0.2
mara,fruit,-0.2400,-0.4470,predicted below floor -0.2
maradah,fruit,-0.4400,-0.4186,predicted below floor -0.2
maralbexi,fruit,-0.0700,,not viable in the efficiency data
mareeg,fruit,-0.4400,-0.3857,predicted below floor -0.2
marvast,fruit,-0.3300,-0.4457,predicted below floor -0.2
mashdhubah,fruit,-0.4400,-0.3834,predicted below floor -0.2
mashhad_rizeh,fruit,-0.2300,-0.4600,predicted below floor -0.2
masjed_soleyman,fruit,-0.3600,,not viable in the efficiency data
mawza,fruit,-0.4400,-0.4213,predicted below floor -0.2
mazhan,fruit,-0.3700,-0.4502,predicted below floor -0.2
mecca,fruit,-0.4400,-0.3507,predicted below floor -0.2
medina,fruit,-0.3600,-0.4365,predicted below floor -0.2
meyami,fruit,-0.3300,-0.4907,predicted below floor -0.2
mora_eth,fruit,-0.4400,-0.4693,predicted below floor -0.2
motutunga_atoll,fruit,-0.0500,,not viable in the efficiency data
muhammad_tur,fruit,-0.3000,-0.4474,predicted below floor -0.2
muhayil,fruit,-0.3800,-0.4319,predicted below floor -0.2
murayghan,fruit,-0.4400,-0.3346,predicted below floor -0.2
murt,fruit,-0.4400,-0.4370,predicted below floor -0.2
murzuk,fruit,-0.3600,-0.2101,predicted below floor -0.2
musaymir,fruit,-0.3800,-0.4307,predicted below floor -0.2
muwayh,fruit,-0.4400,-0.3861,predicted below floor -0.2
muzahmiyah,fruit,-0.4400,-0.3595,predicted below floor -0.2
nakhal,fruit,-0.4400,-0.3710,predicted below floor -0.2
narmashir,fruit,-0.3000,-0.4043,predicted below floor -0.2
natanz,fruit,-0.3600,-0.4616,predicted below floor -0.2
nefta,fruit,-0.3600,-0.3770,predicted below floor -0.2
nganaa_nui_atoll,fruit,-0.0500,,not viable in the efficiency data
ngaous,fruit,-0.2300,,not viable in the efficiency data
nisa,fruit,-0.2700,-0.0908,predicted below floor -0.2
nizwa,fruit,-0.3600,-0.2420,predicted below floor -0.2
nukunonu_atoll,fruit,-0.0500,,not viable in the efficiency data
ouarzazate,fruit,-0.4100,-0.4444,predicted below floor -0.2
paroom,fruit,-0.4400,-0.4602,predicted below floor -0.2
poli,fruit,-0.2400,-0.3074,predicted below floor -0.2
popocabaca,fruit,-0.2400,-0.0470,predicted below floor -0.2
porto_tibirica,fruit,-0.2400,0.1563,predicted below floor -0.2
pulusuk_atoll,fruit,-0.0500,,not viable in the efficiency data
pushang,fruit,-0.2300,-0.4503,predicted below floor -0.2
qalat_bishah,fruit,-0.4400,-0.4420,predicted below floor -0.2
qaryat_ulya,fruit,-0.3600,-0.4201,predicted below floor -0.2
qaryatayn,fruit,-0.2900,-0.4687,predicted below floor -0.2
qorveh_darjazin,fruit,-0.0800,,not viable in the efficiency data
quban,fruit,-0.3600,,not viable in the efficiency data
quchan,fruit,-0.0800,,not viable in the efficiency data
qurayyat_al_milh,fruit,-0.3600,-0.3457,predicted below floor -0.2
raipur_bengal,fruit,-0.2400,-0.2887,predicted below floor -0.2
rakhyah,fruit,-0.3600,-0.2818,predicted below floor -0.2
ramsheh,fruit,-0.3300,-0.4646,predicted below floor -0.2
raqqa,fruit,-0.3600,-0.4468,predicted below floor -0.2
raroia_atoll,fruit,-0.0500,,not viable in the efficiency data
rijal_almaa,fruit,-0.3800,-0.4336,predicted below floor -0.2
rodrigues,fruit,-0.4200,,not viable in the efficiency data
sabzevar,fruit,-0.2300,-0.4655,predicted below floor -0.2
salumbar,fruit,-0.3300,-0.3342,predicted below floor -0.2
sanzana,fruit,-0.2400,-0.3108,predicted below floor -0.2
sara,fruit,-0.4400,-0.4128,predicted below floor -0.2
sarayan,fruit,-0.3700,-0.4582,predicted below floor -0.2
satawan_atoll,fruit,-0.0500,,not viable in the efficiency data
sayun,fruit,-0.4400,-0.3221,predicted below floor -0.2
sbikha,fruit,-0.2300,-0.4311,predicted below floor -0.2
selima,fruit,-0.3600,-0.3882,predicted below floor -0.2
shahabad_kerman,fruit,-0.3600,-0.4662,predicted below floor -0.2
shaharah,fruit,-0.3000,-0.2722,predicted below floor -0.2
shinas,fruit,-0.4400,-0.3476,predicted below floor -0.2
shusef,fruit,-0.4100,-0.4383,predicted below floor -0.2
siwa,fruit,-0.4400,-0.3779,predicted below floor -0.2
soalara,fruit,-0.4400,-0.3824,predicted below floor -0.2
sufaynah,fruit,-0.3600,-0.3482,predicted below floor -0.2
sukhnah,fruit,-0.3600,,not viable in the efficiency data
suq_al_ghinan,fruit,-0.4400,-0.3909,predicted below floor -0.2
tabalah,fruit,-0.4400,-0.4612,predicted below floor -0.2
tabas_al_tamr,fruit,-0.3600,,not viable in the efficiency data
tabelbala,fruit,-0.3600,-0.4679,predicted below floor -0.2
tabiteuea_atoll,fruit,-0.0500,,not viable in the efficiency data
tabuk_arabia,fruit,-0.3600,-0.3917,predicted below floor -0.2
taenga_atoll,fruit,-0.0500,,not viable in the efficiency data
taka_atoll,fruit,-0.3000,,not viable in the efficiency data
tal_afar,fruit,-0.3600,,not viable in the efficiency data
tapiete,fruit,-0.2400,-0.1340,predicted below floor -0.2
tata_MOR,fruit,-0.4400,-0.4147,predicted below floor -0.2
tawurgha,fruit,-0.3600,-0.2568,predicted below floor -0.2
thadij,fruit,-0.4400,-0.3960,predicted below floor -0.2
thadiq,fruit,-0.3600,-0.3419,predicted below floor -0.2
thula,fruit,-0.2700,0.1568,predicted below floor -0.2
thung_yang,fruit,-0.2500,-0.1379,predicted below floor -0.2
tikehau_atoll,fruit,-0.0500,,not viable in the efficiency data
timimoun,fruit,-0.3600,-0.2439,predicted below floor -0.2
tiznit,fruit,-0.4400,-0.2669,predicted below floor -0.2
tmimi,fruit,-0.3600,-0.4726,predicted below floor -0.2
toau_atoll,fruit,-0.0500,,not viable in the efficiency data
tolga,fruit,-0.3000,-0.4341,predicted below floor -0.2
tungkal,fruit,-0.2700,-0.1278,predicted below floor -0.2
turaythith,fruit,-0.2300,-0.4360,predicted below floor -0.2
turbah,fruit,-0.3600,-0.4364,predicted below floor -0.2
turpan,fruit,-0.4100,,not viable in the efficiency data
tutuala,fruit,-0.2400,0.0342,predicted below floor -0.2
udakh,fruit,-0.4400,-0.4130,predicted below floor -0.2
ukbara,fruit,-0.3000,-0.4829,predicted below floor -0.2
umatilla,fruit,-0.2300,0.3966,predicted below floor -0.2
umm_al_ghiran,fruit,-0.3600,-0.3894,predicted below floor -0.2
umm_al_qulban,fruit,-0.4400,-0.4029,predicted below floor -0.2
urayrah,fruit,-0.3600,-0.3573,predicted below floor -0.2
urgench,fruit,-0.0700,,not viable in the efficiency data
ushmum_tannah,fruit,-0.3000,-0.3839,predicted below floor -0.2
uvea_atoll,fruit,-0.0500,,not viable in the efficiency data
uyun_al_jiwa,fruit,-0.4400,-0.4198,predicted below floor -0.2
vauvau,fruit,-0.1700,,not viable in the efficiency data
vosporo,fruit,0.0400,,not viable in the efficiency data
washuk,fruit,-0.4400,-0.4165,predicted below floor -0.2
wotje_atoll,fruit,-0.1000,,not viable in the efficiency data
wotjobaluk,fruit,-0.2300,-0.4580,predicted below floor -0.2
yalamlam,fruit,-0.4400,-0.3527,predicted below floor -0.2
yambina,fruit,-0.4400,-0.3005,predicted below floor -0.2
yanbu_an_nakhil,fruit,-0.4400,-0.4476,predicted below floor -0.2
yo,fruit,-0.4400,-0.4256,predicted below floor -0.2
zabol,fruit,-0.3000,,not viable in the efficiency data
zuwarah,fruit,-0.3600,,not viable in the efficiency data
nyemo,incense,-0.1400,,not viable in the efficiency data
qishn,incense,0.2700,,not viable in the efficiency data
shibam,incense,0.2700,,not viable in the efficiency data
tarim,incense,0.2700,,not viable in the efficiency data
abadeh,legumes,-0.4900,,not viable in the efficiency data
abagaita,legumes,-0.2500,-0.1534,predicted below floor -0.2
abiward,legumes,-0.3400,-0.4050,predicted below floor -0.2
al_abwa,legumes,-0.4900,,not viable in the efficiency data
al_bayda_yemen,legumes,-0.4900,,not viable in the efficiency data
al_farah_ula,legumes,-0.4900,,not viable in the efficiency data
al_jumum,legumes,-0.4900,,not viable in the efficiency data
al_mahani,legumes,-0.4900,,not viable in the efficiency data
amman,legumes,-0.3700,-0.2538,predicted below floor -0.2
an_nakhil,legumes,-0.4900,,not viable in the efficiency data
anar,legumes,-0.4600,,not viable in the efficiency data
ancud,legumes,-0.3000,,not viable in the efficiency data
arak,legumes,-0.4900,,not viable in the efficiency data
arandai,legumes,-0.4900,,not viable in the efficiency data
arari,legumes,-0.4600,,not viable in the efficiency data
as_suwayriqiyah,legumes,-0.4900,,not viable in the efficiency data
asanas,legumes,-0.4600,,not viable in the efficiency data
baba_ata,legumes,-0.3700,-0.3930,predicted below floor -0.2
bahla,legumes,-0.4900,,not viable in the efficiency data
bakel,legumes,-0.2700,-0.4139,predicted below floor -0.2
bakusaya,legumes,-0.4900,-0.4668,predicted below floor -0.2
baram,legumes,-0.4900,,not viable in the efficiency data
barem,legumes,-0.2800,-0.3405,predicted below floor -0.2
basand,legumes,-0.3600,-0.2083,predicted below floor -0.2
beni_suef,legumes,0.1300,,not viable in the efficiency data
bohai,legumes,-0.3700,,not viable in the efficiency data
boiken,legumes,-0.4900,-0.4793,predicted below floor -0.2
bojaya,legumes,-0.4900,-0.3852,predicted below floor -0.2
bola,legumes,-0.2800,-0.3577,predicted below floor -0.2
buluguda,legumes,-0.2600,-0.3859,predicted below floor -0.2
burica,legumes,-0.2800,-0.3613,predicted below floor -0.2
busayrah,legumes,-0.4900,-0.4587,predicted below floor -0.2
camacota,legumes,-0.4900,-0.3821,predicted below floor -0.2
chuqiu,legumes,-0.2500,-0.2479,predicted below floor -0.2
colhue_huapi,legumes,-0.4600,,not viable in the efficiency data
corpen_aike,legumes,-0.4600,,not viable in the efficiency data
cubuk,legumes,-0.3600,-0.2707,predicted below floor -0.2
dadi_dadi,legumes,-0.4900,-0.4511,predicted below floor -0.2
daya_kathyn,legumes,-0.4600,,not viable in the efficiency data
deogarh,legumes,-0.3700,0.1044,predicted below floor -0.2
deping,legumes,-0.3700,-0.3762,predicted below floor -0.2
diara,legumes,-0.3900,-0.4760,predicted below floor -0.2
doubare,legumes,-0.2700,-0.2626,predicted below floor -0.2
dzhulsub,legumes,-0.3700,-0.1871,predicted below floor -0.2
eket,legumes,-0.2500,-0.4883,predicted below floor -0.2
estok_gna,legumes,-0.2700,-0.3137,predicted below floor -0.2
faraveh,legumes,-0.4600,-0.3613,predicted below floor -0.2
feriana,legumes,-0.3700,-0.4439,predicted below floor -0.2
gardez,legumes,-0.3700,-0.3263,predicted below floor -0.2
gori_gori,legumes,-0.2800,-0.4235,predicted below floor -0.2
guaja,legumes,-0.2500,-0.1939,predicted below floor -0.2
hadishahr,legumes,-0.3700,-0.3211,predicted below floor -0.2
harat,legumes,-0.4900,,not viable in the efficiency data
hargaya,legumes,-0.3900,,not viable in the efficiency data
hargeisa,legumes,-0.3900,-0.4922,predicted below floor -0.2
hashatjin,legumes,-0.3600,-0.3391,predicted below floor -0.2
hit,legumes,-0.4900,,not viable in the efficiency data
huth,legumes,-0.4900,-0.4587,predicted below floor -0.2
ifrane,legumes,-0.4900,-0.4164,predicted below floor -0.2
ilgin,legumes,-0.3600,-0.4066,predicted below floor -0.2
inapiremapu,legumes,-0.3000,-0.1557,predicted below floor -0.2
iparuka,legumes,-0.3700,-0.4875,predicted below floor -0.2
iriirakiicuhat,legumes,-0.3700,-0.2425,predicted below floor -0.2
jinghai,legumes,-0.2500,-0.1661,predicted below floor -0.2
kafr_saqr,legumes,0.1300,,not viable in the efficiency data
kaiparowit,legumes,-0.4900,-0.2772,predicted below floor -0.2
kamalia,legumes,-0.0100,,not viable in the efficiency data
kanibonzon,legumes,-0.3900,-0.4207,predicted below floor -0.2
kate,legumes,-0.2800,-0.3345,predicted below floor -0.2
kelinjau,legumes,-0.4900,,not viable in the efficiency data
kesra,legumes,-0.3700,-0.2542,predicted below floor -0.2
khash_sistan,legumes,-0.4900,,not viable in the efficiency data
khiva,legumes,-0.3400,,not viable in the efficiency data
khwansar,legumes,-0.3700,,not viable in the efficiency data
kiriri,legumes,-0.2700,0.0093,predicted below floor -0.2
koure,legumes,-0.3900,-0.4562,predicted below floor -0.2
kubuna,legumes,-0.2800,-0.4933,predicted below floor -0.2
kukiya,legumes,-0.4900,,not viable in the efficiency data
laerdal,legumes,-0.2600,,not viable in the efficiency data
latje_latje,legumes,-0.4900,-0.4668,predicted below floor -0.2
luyi,legumes,-0.4900,-0.4032,predicted below floor -0.2
madinat_far,legumes,-0.2700,-0.2668,predicted below floor -0.2
mahgas,legumes,-0.4900,,not viable in the efficiency data
makalondi,legumes,-0.2700,-0.2969,predicted below floor -0.2
managalang,legumes,-0.2800,-0.3587,predicted below floor -0.2
marajoara,legumes,-0.4600,,not viable in the efficiency data
marind,legumes,-0.4600,-0.3785,predicted below floor -0.2
marwah,legumes,-0.2600,0.0883,predicted below floor -0.2
mastung,legumes,-0.4600,-0.4860,predicted below floor -0.2
matman,legumes,-0.0100,,not viable in the efficiency data
mayaimi,legumes,-0.4600,-0.4127,predicted below floor -0.2
maybrat,legumes,-0.4900,-0.4778,predicted below floor -0.2
mbara,legumes,-0.2700,-0.3178,predicted below floor -0.2
millapel,legumes,-0.3700,-0.0604,predicted below floor -0.2
mithri,legumes,-0.4900,,not viable in the efficiency data
moloka_i,legumes,-0.2700,-0.3391,predicted below floor -0.2
muhammerah,legumes,-0.4900,,not viable in the efficiency data
muktsar,legumes,0.1300,,not viable in the efficiency data
musi,legumes,-0.4900,-0.4883,predicted below floor -0.2
nadushan,legumes,-0.4600,,not viable in the efficiency data
nam_thing,legumes,-0.0100,,not viable in the efficiency data
namau,legumes,-0.4900,-0.4742,predicted below floor -0.2
nauhtlan,legumes,-0.2800,-0.0306,predicted below floor -0.2
naupahuasi,legumes,-0.2600,-0.3173,predicted below floor -0.2
ndiaganiao,legumes,-0.2700,-0.3587,predicted below floor -0.2
negar,legumes,-0.4900,,not viable in the efficiency data
ngambe,legumes,-0.2500,,not viable in the efficiency data
ngazidja,legumes,-0.2500,0.1167,predicted below floor -0.2
nhanta,legumes,-0.3900,-0.4398,predicted below floor -0.2
norosi,legumes,-0.2500,-0.1528,predicted below floor -0.2
olanchito,legumes,-0.2500,-0.3945,predicted below floor -0.2
pahva_nits,legumes,-0.3700,-0.2986,predicted below floor -0.2
pangvay,legumes,-0.4900,-0.4962,predicted below floor -0.2
pasca,legumes,-0.3000,-0.3606,predicted below floor -0.2
piranshahr,legumes,-0.3600,-0.4875,predicted below floor -0.2
pulasari,legumes,-0.2800,-0.4956,predicted below floor -0.2
qasr_e_qand,legumes,-0.4900,,not viable in the efficiency data
qayyarah,legumes,-0.2700,-0.3886,predicted below floor -0.2
qena,legumes,-0.0100,,not viable in the efficiency data
riantana,legumes,-0.4900,,not viable in the efficiency data
riz,legumes,-0.2700,-0.4639,predicted below floor -0.2
roanoke,legumes,-0.3500,-0.3315,predicted below floor -0.2
roon,legumes,-0.4900,,not viable in the efficiency data
rostaq,legumes,-0.3700,-0.4823,predicted below floor -0.2
rudkhaneh,legumes,-0.4900,,not viable in the efficiency data
rungan,legumes,-0.4900,,not viable in the efficiency data
sain,legumes,-0.3600,-0.4659,predicted below floor -0.2
sakao,legumes,-0.4900,,not viable in the efficiency data
salamiyya,legumes,-0.4900,-0.3327,predicted below floor -0.2
samakh,legumes,-0.4900,,not viable in the efficiency data
samiram,legumes,-0.4800,,not viable in the efficiency data
sanandaj,legumes,-0.3600,-0.4962,predicted below floor -0.2
sar_pol,legumes,-0.3700,-0.4172,predicted below floor -0.2
sarkisla,legumes,-0.3600,-0.3852,predicted below floor -0.2
seacal,legumes,-0.2800,-0.2640,predicted below floor -0.2
senapelan,legumes,-0.4900,,not viable in the efficiency data
shajwa,legumes,-0.4900,,not viable in the efficiency data
shirvan_iran,legumes,-0.3700,-0.4503,predicted below floor -0.2
sikieye,legumes,-0.3900,-0.4381,predicted below floor -0.2
silae,legumes,-0.2800,-0.2633,predicted below floor -0.2
sindagi,legumes,-0.2700,-0.3376,predicted below floor -0.2
sintang,legumes,-0.4900,-0.4695,predicted below floor -0.2
sivrihisar,legumes,-0.3700,-0.1973,predicted below floor -0.2
sohrevard,legumes,-0.3700,-0.4695,predicted below floor -0.2
solimandungan,legumes,-0.2800,-0.3479,predicted below floor -0.2
sungurlu,legumes,-0.3600,-0.2375,predicted below floor -0.2
surab,legumes,-0.4600,,not viable in the efficiency data
ta_shwe_htan,legumes,-0.1600,,not viable in the efficiency data
tampo,legumes,-0.4900,-0.3694,predicted below floor -0.2
tes,legumes,-0.3700,-0.2018,predicted below floor -0.2
tissint,legumes,-0.4900,,not viable in the efficiency data
tu_dotlizh_ndee,legumes,-0.3600,-0.2419,predicted below floor -0.2
ulungur,legumes,-0.4900,-0.4231,predicted below floor -0.2
waropen,legumes,-0.4900,,not viable in the efficiency data
worla,legumes,-0.2700,-0.1283,predicted below floor -0.2
xicallanco,legumes,-0.2500,-0.1486,predicted below floor -0.2
xoko,legumes,-0.2700,-0.1889,predicted below floor -0.2
yagalingu,legumes,-0.2700,-0.4201,predicted below floor -0.2
aashbikkaashee,lumber,-0.3300,-0.4149,predicted below floor -0.2
akinka_nup,lumber,-0.3700,-0.3445,predicted below floor -0.2
aknuq_uk,lumber,-0.3500,-0.4812,predicted below floor -0.2
akureyri,lumber,-0.1300,,not viable in the efficiency data
al_khuimat,lumber,-0.4600,-0.4565,predicted below floor -0.2
alpowna,lumber,-0.3700,-0.3071,predicted below floor -0.2
alvdal,lumber,-0.3900,-0.3241,predicted below floor -0.2
amli,lumber,-0.2100,-0.1489,predicted below floor -0.2
amot,lumber,-0.2100,-0.0554,predicted below floor -0.2
angoya,lumber,-0.5100,-0.3862,predicted below floor -0.2
aopuni_atoll,lumber,0.3800,,not viable in the efficiency data
apispaha,lumber,-0.3300,-0.3978,predicted below floor -0.2
aq_am,lumber,-0.2100,-0.1953,predicted below floor -0.2
aqyam_nup,lumber,-0.3700,-0.3964,predicted below floor -0.2
arkvaz,lumber,-0.4500,,not viable in the efficiency data
arylakh,lumber,-0.2100,-0.2348,predicted below floor -0.2
ayllu_yacuchiri,lumber,-0.2900,0.1705,predicted below floor -0.2
bacalhieu,lumber,-0.2100,0.1964,predicted below floor -0.2
bad_rock,lumber,-0.3700,-0.3691,predicted below floor -0.2
balj,lumber,-0.3400,-0.3320,predicted below floor -0.2
balladonia,lumber,-0.5000,-0.2475,predicted below floor -0.2
barylas,lumber,-0.2300,-0.3859,predicted below floor -0.2
baykit,lumber,-0.2300,-0.2034,predicted below floor -0.2
belle_isle,lumber,-0.2100,-0.0737,predicted below floor -0.2
belya,lumber,-0.2300,-0.1339,predicted below floor -0.2
berdigestyakh,lumber,-0.2100,-0.1970,predicted below floor -0.2
beryozovo,lumber,-0.3500,-0.1257,predicted below floor -0.2
besni,lumber,-0.2700,-0.4090,predicted below floor -0.2
bidungu,lumber,-0.4600,-0.4693,predicted below floor -0.2
boanawari,lumber,-0.3300,-0.2704,predicted below floor -0.2
bolshaya_laptyuga,lumber,-0.2100,-0.0632,predicted below floor -0.2
bryante,lumber,-0.2100,-0.1569,predicted below floor -0.2
byanye,lumber,-0.2100,-0.2361,predicted below floor -0.2
byas_kyuyol,lumber,-0.2100,-0.2172,predicted below floor -0.2
caisaboscai,lumber,-0.2100,-0.3024,predicted below floor -0.2
catucto,lumber,-0.2100,-0.2131,predicted below floor -0.2
cauouatstacau,lumber,-0.2100,-0.2627,predicted below floor -0.2
cavalese,lumber,-0.2100,-0.3281,predicted below floor -0.2
chakola,lumber,-0.2100,-0.0906,predicted below floor -0.2
charang,lumber,-0.2100,-0.1987,predicted below floor -0.2
chay,lumber,-0.2100,-0.2474,predicted below floor -0.2
chayygda,lumber,-0.2100,-0.2436,predicted below floor -0.2
chelan,lumber,-0.3700,-0.3469,predicted below floor -0.2
chengji,lumber,-0.2600,-0.2625,predicted below floor -0.2
chiavenna,lumber,-0.3500,-0.3958,predicted below floor -0.2
chicchoc,lumber,-0.2300,-0.0459,predicted below floor -0.2
chishamnee,lumber,-0.2900,-0.2729,predicted below floor -0.2
choigan,lumber,-0.2300,-0.1881,predicted below floor -0.2
chungju,lumber,-0.2600,-0.2441,predicted below floor -0.2
chuya,lumber,-0.2300,-0.1259,predicted below floor -0.2
dadandang,lumber,-0.4200,-0.2572,predicted below floor -0.2
deokju,lumber,-0.3000,-0.2739,predicted below floor -0.2
dep,lumber,-0.2300,-0.0546,predicted below floor -0.2
disentis,lumber,-0.3500,-0.3937,predicted below floor -0.2
dishmok,lumber,-0.1800,,not viable in the efficiency data
djappuminyou,lumber,-0.3300,-0.3324,predicted below floor -0.2
djee,lumber,-0.2300,-0.0765,predicted below floor -0.2
dulgalakh,lumber,-0.2300,-0.3773,predicted below floor -0.2
dulis_ma,lumber,-0.2300,-0.0844,predicted below floor -0.2
durgyeling,lumber,-0.3500,-0.4006,predicted below floor -0.2
eben_ezer,lumber,-0.2900,-0.0037,predicted below floor -0.2
ekonda,lumber,-0.2100,-0.3377,predicted below floor -0.2
elkhorn,lumber,-0.2100,-0.2185,predicted below floor -0.2
elverum,lumber,-0.2100,-0.0332,predicted below floor -0.2
emyakhsin,lumber,-0.2100,-0.2823,predicted below floor -0.2
enashimo,lumber,-0.2300,-0.1518,predicted below floor -0.2
enewetak_atoll,lumber,0.5200,,not viable in the efficiency data
enontakis,lumber,-0.2100,-0.1460,predicted below floor -0.2
eringiin,lumber,-0.3400,-0.2962,predicted below floor -0.2
faaite_atoll,lumber,0.3800,,not viable in the efficiency data
foping,lumber,-0.3400,-0.2746,predicted below floor -0.2
fucheng,lumber,-0.4200,-0.3292,predicted below floor -0.2
fulaga_atoll,lumber,0.4800,,not viable in the efficiency data
funafuti_atoll,lumber,0.5700,,not viable in the efficiency data
gellivaara,lumber,-0.2100,-0.0867,predicted below floor -0.2
gerger,lumber,-0.4300,-0.4635,predicted below floor -0.2
gerit,lumber,-0.4300,,not viable in the efficiency data
giiwas,lumber,-0.4600,-0.0271,predicted below floor -0.2
gilyuy,lumber,-0.2100,-0.2344,predicted below floor -0.2
goat_creek,lumber,-0.2100,-0.1050,predicted below floor -0.2
grass_creek,lumber,-0.3300,-0.4083,predicted below floor -0.2
grenland,lumber,-0.3700,-0.1341,predicted below floor -0.2
gualamba,lumber,-0.2900,-0.0288,predicted below floor -0.2
guhlkahende,lumber,-0.3500,-0.3075,predicted below floor -0.2
guochuan,lumber,-0.3000,-0.2623,predicted below floor -0.2
gurun,lumber,-0.2700,-0.4168,predicted below floor -0.2
hakkari,lumber,-0.2700,-0.4466,predicted below floor -0.2
hallingdal,lumber,-0.3700,-0.2345,predicted below floor -0.2
heshun,lumber,-0.3400,-0.3403,predicted below floor -0.2
hinsepu,lumber,-0.2700,-0.3444,predicted below floor -0.2
hot_springs,lumber,-0.3300,-0.3782,predicted below floor -0.2
huayuantou,lumber,-0.3400,-0.3100,predicted below floor -0.2
hurunui,lumber,-0.3500,-0.2368,predicted below floor -0.2
ibb,lumber,-0.4500,-0.4033,predicted below floor -0.2
idre,lumber,-0.2100,-0.1058,predicted below floor -0.2
illecillewaet,lumber,-0.3700,-0.3537,predicted below floor -0.2
imsdalen,lumber,-0.3700,-0.1957,predicted below floor -0.2
ingedei,lumber,-0.2200,-0.2046,predicted below floor -0.2
inutsualak,lumber,-0.2100,-0.2209,predicted below floor -0.2
iyeesnime,lumber,-0.3700,-0.3497,predicted below floor -0.2
iyesyak,lumber,-0.2100,-0.2350,predicted below floor -0.2
izeh,lumber,-0.0200,,not viable in the efficiency data
izhma,lumber,-0.2100,-0.1204,predicted below floor -0.2
jigansk,lumber,-0.2300,-0.2234,predicted below floor -0.2
jokkmokk,lumber,-0.2100,-0.1231,predicted below floor -0.2
jungaa,lumber,-0.1900,,not viable in the efficiency data
juntura,lumber,-0.4300,-0.3397,predicted below floor -0.2
kamniga,lumber,-0.2300,-0.3145,predicted below floor -0.2
kananmituk,lumber,-0.3700,-0.3415,predicted below floor -0.2
kanishushteu,lumber,-0.2100,0.0857,predicted below floor -0.2
kapan,lumber,-0.2700,-0.3753,predicted below floor -0.2
kapfenberg,lumber,-0.2600,-0.2267,predicted below floor -0.2
kardakan,lumber,-0.2300,-0.1509,predicted below floor -0.2
katima,lumber,-0.2900,0.0762,predicted below floor -0.2
katzie,lumber,-0.3700,-0.3643,predicted below floor -0.2
kauehi_atoll,lumber,0.3800,,not viable in the efficiency data
kauipushkakamat,lumber,-0.2100,-0.2794,predicted below floor -0.2
kaukura_atoll,lumber,0.3800,,not viable in the efficiency data
kaurna_pangkarra,lumber,-0.3300,-0.0804,predicted below floor -0.2
kazhi,lumber,-0.3400,-0.3804,predicted below floor -0.2
kazym,lumber,-0.2100,-0.1218,predicted below floor -0.2
kenamu,lumber,-0.2100,-0.3163,predicted below floor -0.2
kerben,lumber,-0.3300,-0.3651,predicted below floor -0.2
khan_khentii,lumber,-0.3900,-0.2508,predicted below floor -0.2
kharbalakh,lumber,-0.2100,-0.2175,predicted below floor -0.2
khati,lumber,-0.2100,-0.2272,predicted below floor -0.2
khelhghubunt_en,lumber,-0.2100,-0.1674,predicted below floor -0.2
khoro,lumber,-0.2100,-0.2391,predicted below floor -0.2
kidutokado,lumber,-0.2700,-0.0197,predicted below floor -0.2
kiemi,lumber,-0.2100,-0.1125,predicted below floor -0.2
kinbasket,lumber,-0.2100,-0.4497,predicted below floor -0.2
kirsehir,lumber,-0.2700,-0.3118,predicted below floor -0.2
kitasoo,lumber,-0.2100,-0.3879,predicted below floor -0.2
kittikas,lumber,-0.4600,-0.2516,predicted below floor -0.2
kobyai,lumber,-0.2100,-0.2362,predicted below floor -0.2
konitsa,lumber,-0.4300,-0.2636,predicted below floor -0.2
koptyuga,lumber,-0.2100,-0.0942,predicted below floor -0.2
korpilombo,lumber,-0.2100,-0.0679,predicted below floor -0.2
ktunwakanmituk,lumber,-0.3700,-0.4129,predicted below floor -0.2
kuchaky,lumber,-0.2100,-0.1946,predicted below floor -0.2
kuchugunnur,lumber,-0.2100,-0.2055,predicted below floor -0.2
kupuri,lumber,-0.2100,-0.3166,predicted below floor -0.2
kur,lumber,-0.2300,-0.0908,predicted below floor -0.2
kuukucyn,lumber,-0.3500,-0.3976,predicted below floor -0.2
kwajalein_atoll,lumber,0.5700,,not viable in the efficiency data
kysyl_syr,lumber,-0.2100,-0.2155,predicted below floor -0.2
kyubeme,lumber,-0.2300,-0.4819,predicted below floor -0.2
