location_tag,is_ownable,region,macro_region,natural_target_people,starting_target_people,maximum_target_people,attribute_flat_people,attribute_maximum_info_people,development,starting_model_people,maximum_model_people,start_exceeds_attribute_maximum
corinth,True,balkan_region,eastern_europe,29360.0,42561.4,68080.6,22800.0,47300.0,38.5,31200.0,62400.0,False
cork,True,ireland_region,western_europe,28758.0,57648.6,98229.1,20300.0,62300.0,36.7,50000.0,88600.0,False
corleone,True,italy_region,western_europe,36085.0,123881.9,126767.6,30300.0,112700.0,61.6,105600.0,105600.0,True
corlu,True,balkan_region,eastern_europe,56063.9,75641.5,134124.2,39000.0,89700.0,45.4,62400.0,109200.0,False
corneto,True,italy_region,western_europe,34270.9,84081.9,87480.7,27300.0,95800.0,70.8,80500.0,112300.0,False
coro,True,colombia_region,south_america,17605.2,17687.0,48867.7,26100.0,77700.0,2.4,26100.0,169900.0,False
corodehuachi,True,aridoamerica_region,north_america,13732.0,17509.9,34230.7,11800.0,28800.0,0.9,11800.0,37600.0,False
coropo,True,brazil_region,south_america,26108.9,26109.3,71185.8,24500.0,76100.0,0.0,24500.0,91000.0,False
corpen_aike,True,la_plata_region,south_america,2727.7,2727.7,2876.5,6900.0,8900.0,0.0,6900.0,25400.0,False
corte,True,italy_region,western_europe,36781.8,41094.9,77413.3,33300.0,97600.0,23.8,33300.0,92600.0,False
cortenuova,True,italy_region,western_europe,19520.5,33451.2,65793.4,24300.0,103900.0,46.5,34200.0,114400.0,False
cortona,True,italy_region,western_europe,26813.8,79664.5,119823.0,23900.0,148800.0,61.1,78700.0,319400.0,False
corum,True,anatolia_region,middle_east,24719.1,43521.5,92779.0,23700.0,72300.0,30.1,45000.0,89600.0,False
corumba,True,brazil_region,south_america,40518.1,40539.3,88568.5,38900.0,96200.0,0.0,38900.0,205100.0,False
coruna,True,iberia_region,western_europe,32017.3,35146.0,57197.3,21800.0,29600.0,31.4,21800.0,49400.0,True
corycus,True,anatolia_region,middle_east,37633.1,50418.3,94144.5,39000.0,89700.0,36.0,48800.0,109200.0,False
cosamaloapan,True,mesoamerica_region,north_america,66036.6,119953.6,303897.8,28500.0,102800.0,33.5,80000.0,285000.0,True
cosenza,True,italy_region,western_europe,34019.9,74818.4,124933.0,31000.0,99800.0,44.1,69100.0,107800.0,False
cosihuiriachi,True,aridoamerica_region,north_america,20921.8,23290.1,86467.9,30400.0,98000.0,5.4,30400.0,97400.0,False
cosrou,True,guinea_region,west_africa,23999.5,35222.7,72729.3,22400.0,55700.0,5.1,35300.0,193800.0,False
costa,True,steppes_region,eastern_europe,15907.7,15943.2,62166.6,21800.0,72500.0,2.0,21800.0,86100.0,False
coste,True,east_coast_region,north_america,38418.7,40197.9,207060.7,24400.0,130400.0,5.4,25100.0,237300.0,False
cotapampa,True,andes_region,south_america,14297.7,15118.7,33148.7,10200.0,23600.0,11.2,10200.0,34200.0,False
cotnari,True,carpathia_region,eastern_europe,43346.5,47463.6,113619.1,29300.0,115500.0,20.7,30700.0,116700.0,False
cotrone,True,italy_region,western_europe,29993.7,79088.9,96441.8,31200.0,116100.0,71.0,80800.0,129800.0,False
cottbus,True,north_german_region,western_europe,33892.6,82915.1,119699.5,28200.0,105100.0,51.0,73700.0,116100.0,False
cotui,True,caribbean_region,north_america,43438.0,43438.0,204017.7,30000.0,127000.0,0.0,30000.0,260700.0,False
coucy,True,france_region,western_europe,34505.9,103301.3,145848.0,32800.0,147400.0,63.7,96100.0,135100.0,False
coutances,True,france_region,western_europe,31227.9,109583.5,116477.0,32800.0,141200.0,71.1,109900.0,153500.0,False
coutins,True,brazil_region,south_america,29339.3,29339.3,84195.4,27000.0,105000.0,0.0,27000.0,317900.0,False
covasna,True,carpathia_region,eastern_europe,29615.9,39314.3,125314.8,27800.0,101600.0,23.2,35500.0,114400.0,False
coventry,True,great_britain_region,western_europe,30639.4,67131.4,123696.1,30300.0,126600.0,44.7,66600.0,129200.0,False
covilha,True,iberia_region,western_europe,33822.7,36756.7,79666.0,27900.0,65000.0,19.2,27900.0,69800.0,False
cowal,True,great_britain_region,western_europe,15346.3,27352.2,51600.0,18800.0,56700.0,20.9,26500.0,62500.0,False
cowasuck,True,east_coast_region,north_america,13994.1,13994.1,92633.9,10100.0,39500.0,0.0,10100.0,57400.0,False
coweta,True,east_coast_region,north_america,41597.6,42907.3,239239.0,26500.0,140700.0,4.0,27200.0,226800.0,False
coyaima,True,colombia_region,south_america,33456.7,58989.1,224332.9,27700.0,107000.0,11.1,56000.0,122200.0,False
coyame,True,aridoamerica_region,north_america,11067.6,16013.9,19532.4,9500.0,10800.0,2.3,12900.0,39600.0,True
coyle,True,la_plata_region,south_america,3315.0,3315.0,4381.3,5100.0,11800.0,0.0,5100.0,28800.0,False
cozha,True,tibet_region,east_asia,5910.0,5910.0,5910.0,3100.0,5200.0,3.0,3100.0,14200.0,True
cozia,True,carpathia_region,eastern_europe,15827.4,15827.4,54239.8,17300.0,60100.0,14.6,17300.0,75700.0,False
crailsheim,True,south_german_region,western_europe,32619.1,91584.0,144179.2,27200.0,97400.0,58.5,90300.0,110900.0,False
craiova,True,carpathia_region,eastern_europe,33810.7,37731.2,142825.3,31300.0,122000.0,18.7,31300.0,127300.0,False
crasna,True,carpathia_region,eastern_europe,31762.8,72628.1,138847.4,28600.0,112100.0,30.3,68200.0,115300.0,False
crato,True,iberia_region,western_europe,38556.2,52389.9,77668.7,23700.0,50700.0,36.7,39100.0,65200.0,True
cremona,True,italy_region,western_europe,34072.7,199363.8,206118.0,26900.0,172400.0,97.9,145700.0,328300.0,True
crepy,True,france_region,western_europe,34032.8,137743.8,169271.4,32800.0,141200.0,71.7,134100.0,151300.0,False
crescent_spur,True,alaska_region,north_america,2418.1,2418.1,11211.6,8200.0,22500.0,0.0,8200.0,39900.0,False
crikvenica,True,balkan_region,eastern_europe,25455.6,26792.3,104657.3,26300.0,98100.0,13.8,26300.0,110000.0,False
cristuru_secuiesc,True,carpathia_region,eastern_europe,29355.5,34053.4,127984.3,28400.0,112100.0,19.9,29100.0,115100.0,False
crixas,True,brazil_region,south_america,44386.2,44398.0,87524.3,37400.0,92700.0,0.0,37400.0,179900.0,False
croatan,True,east_coast_region,north_america,32611.8,32660.0,127419.2,21400.0,113200.0,0.0,21400.0,263700.0,False
crook,True,west_coast_region,north_america,4389.6,4389.6,10758.4,18600.0,54200.0,0.0,18600.0,60500.0,False
cruz_alta,True,la_plata_region,south_america,31072.8,32597.8,97618.5,25500.0,134100.0,1.1,25500.0,128400.0,False
csanad,True,carpathia_region,eastern_europe,53210.3,83829.1,127165.5,30300.0,144400.0,53.2,58700.0,140800.0,False
csantangelo,True,italy_region,western_europe,27705.0,129514.5,133989.2,26000.0,162800.0,78.8,123000.0,303500.0,False
csurgo,True,carpathia_region,eastern_europe,33050.2,42818.5,123835.5,30300.0,138200.0,25.7,39400.0,130800.0,False
cuama,True,zimbabwe_region,southern_africa,56402.6,57444.5,200184.5,24400.0,97800.0,0.0,24400.0,287600.0,False
cuanales,True,aridoamerica_region,north_america,41448.2,41448.2,103569.0,22000.0,48500.0,2.4,22000.0,54500.0,False
cuangar,True,kongo_region,central_africa,77853.6,77853.6,248566.7,41700.0,91000.0,1.1,41700.0,110000.0,False
cuango,True,kongo_region,central_africa,35480.6,35511.3,110398.3,32400.0,101300.0,1.9,32400.0,197000.0,False
cuareim,True,chaco_region,south_america,17989.4,17989.9,86505.7,24600.0,124800.0,6.1,24600.0,212000.0,False
cuauhcapolca,True,central_america_region,north_america,73215.8,76541.9,374949.5,38300.0,96100.0,10.7,39000.0,254900.0,False
cuauhchinanco,True,mesoamerica_region,north_america,37022.2,42715.8,221602.3,25200.0,87300.0,12.6,32900.0,94900.0,False
cuauhcuetzpaltepec,True,mesoamerica_region,north_america,76763.5,81520.5,266039.6,40400.0,119600.0,15.3,41800.0,222800.0,False
cuauhnahuac,True,mesoamerica_region,north_america,62498.3,136039.2,286597.5,38400.0,94200.0,22.5,85500.0,177500.0,True
cuauhtemallan,True,central_america_region,north_america,33735.5,89160.8,218178.0,25200.0,86900.0,22.5,74100.0,98300.0,True
cuauhteopan,True,mesoamerica_region,north_america,58208.2,59321.5,236931.1,38400.0,94200.0,6.0,38400.0,180900.0,False
cuauhtitlan,True,mesoamerica_region,north_america,43973.2,88354.8,216400.9,26600.0,74600.0,27.6,73700.0,176500.0,True
cuauhtochco,True,mesoamerica_region,north_america,78434.3,97942.6,370514.9,38300.0,96100.0,19.5,60300.0,201500.0,True
cuauhtolco,True,mesoamerica_region,north_america,32023.5,123593.9,212446.3,31400.0,99800.0,41.2,102400.0,224400.0,True
cuautla,True,mesoamerica_region,north_america,37262.3,59497.0,259826.3,25200.0,87400.0,15.3,45800.0,94900.0,False
cubanacan,True,caribbean_region,north_america,49930.9,49930.9,204280.7,33500.0,113800.0,0.0,33500.0,199900.0,False
cubao,True,caribbean_region,north_america,32149.2,32149.2,145156.0,29100.0,123600.0,0.0,29100.0,243500.0,False
cubara,True,colombia_region,south_america,21096.6,21886.1,61161.4,18800.0,56700.0,5.8,18800.0,74400.0,False
cubiga,True,central_america_region,north_america,26832.3,32056.8,98611.2,18900.0,75000.0,5.4,26600.0,205700.0,False
cubuk,True,anatolia_region,middle_east,26218.2,31302.4,83851.0,18600.0,58300.0,17.2,26300.0,68200.0,False
cuchi,True,kongo_region,central_africa,56873.9,56873.9,223486.5,29700.0,141800.0,6.0,29700.0,192100.0,False
cucurpe,True,aridoamerica_region,north_america,16708.3,16897.3,47666.1,26400.0,67200.0,0.5,26400.0,85500.0,False
cudalbi,True,carpathia_region,eastern_europe,51750.8,62867.2,106166.2,28200.0,124200.0,29.6,40100.0,123500.0,False
cuddapah,True,deccan_region,south_asia,43069.4,59181.4,161579.0,33500.0,113800.0,33.5,47200.0,229500.0,False
cueiba,True,caribbean_region,north_america,42236.4,42236.4,207676.7,28000.0,74400.0,0.0,28000.0,200500.0,False
cuellar,True,iberia_region,western_europe,38901.4,53977.9,82206.4,26700.0,58700.0,27.2,40300.0,65000.0,False
cuenca,True,iberia_region,western_europe,36089.9,37823.2,86959.6,29100.0,48300.0,24.7,29100.0,58100.0,False
cuencame,True,aridoamerica_region,north_america,26953.6,35892.8,57487.2,16200.0,29400.0,3.8,19000.0,44800.0,True
cuetlaxtlan,True,mesoamerica_region,north_america,69649.6,97661.4,334331.3,38300.0,96100.0,20.9,60300.0,199300.0,True
cuhea,True,carpathia_region,eastern_europe,14655.4,14997.2,52548.2,8200.0,22500.0,16.8,8200.0,36500.0,False
cui_yui_ticutta,True,west_coast_region,north_america,3245.9,3245.9,7189.6,4200.0,8400.0,0.0,4200.0,26600.0,False
cuicatlan,True,mesoamerica_region,north_america,21734.3,21839.9,70133.6,22100.0,52600.0,10.2,22100.0,66000.0,False
cuijk,True,north_german_region,western_europe,34342.8,73449.0,145697.4,32400.0,146800.0,51.9,69000.0,141500.0,False
cuilo,True,kongo_region,central_africa,34687.2,34713.6,139121.4,31500.0,97900.0,0.0,31500.0,195400.0,False
cuima,True,kongo_region,central_africa,64172.2,64172.2,178318.8,35000.0,89600.0,8.6,35000.0,172300.0,False
cuito,True,kongo_region,central_africa,66677.0,66677.0,197338.9,28500.0,89800.0,4.0,28500.0,145500.0,False
cuitzeo,True,mesoamerica_region,north_america,61017.7,69377.0,230470.3,39900.0,97700.0,14.7,47600.0,188300.0,False
cukataw,True,ural_region,eastern_europe,40403.5,80004.9,107854.8,28600.0,124800.0,28.4,73400.0,113700.0,False
culhuacan,True,mesoamerica_region,north_america,37024.1,52073.7,199861.2,19800.0,54800.0,22.9,35200.0,163800.0,False
culiacan,True,aridoamerica_region,north_america,44822.0,61792.4,310898.9,35300.0,107100.0,12.1,52100.0,127200.0,False
cullahill,True,ireland_region,western_europe,27445.5,54802.1,97031.4,21300.0,88600.0,29.2,53900.0,85300.0,False
cumana,True,colombia_region,south_america,12058.3,12065.8,43471.9,28200.0,91700.0,0.0,28200.0,177200.0,False
cumanacoa,True,colombia_region,south_america,13916.1,13945.6,58979.5,28200.0,91700.0,0.0,28200.0,175000.0,False
cumanagoto,True,colombia_region,south_america,10412.4,10414.9,58700.7,40300.0,102600.0,1.3,40300.0,190900.0,False
cumaribo,True,colombia_region,south_america,44898.3,44918.4,86373.9,32400.0,78800.0,8.0,32400.0,208600.0,False
cumbum,True,deccan_region,south_asia,42937.1,47418.1,200374.2,37400.0,121100.0,19.9,42600.0,128900.0,False
cumra,True,anatolia_region,middle_east,34409.5,51781.4,69865.4,16200.0,40100.0,39.0,28000.0,56800.0,True
cumumba,True,west_coast_region,north_america,5143.1,5624.3,21883.6,16700.0,54300.0,0.0,16700.0,60400.0,False
cundi,True,kongo_region,central_africa,33975.8,33979.0,107843.5,33000.0,101400.0,0.0,33000.0,185000.0,False
cuneo,True,italy_region,western_europe,24661.7,122388.3,144792.6,30300.0,112700.0,66.1,104900.0,105600.0,True
cunhambebe,True,brazil_region,south_america,21816.9,21818.4,57596.7,24000.0,92700.0,1.0,24000.0,223700.0,False
cuoim,True,kongo_region,central_africa,36731.3,36819.3,157513.7,29700.0,95200.0,1.4,29700.0,185800.0,False
cupar,True,great_britain_region,western_europe,23821.7,92968.9,97414.8,26800.0,106900.0,63.6,98400.0,111700.0,False
cupilco,True,mesoamerica_region,north_america,32261.8,101641.5,360392.8,26400.0,93000.0,26.8,68300.0,281000.0,True
cura,True,colombia_region,south_america,17342.7,17472.7,63403.8,37400.0,92700.0,2.8,37400.0,233300.0,False
curacaute,True,caribbean_region,north_america,16615.5,16615.5,53162.9,22900.0,51900.0,3.0,22900.0,69400.0,False
curahuara,True,andes_region,south_america,40094.7,47237.8,126261.1,18400.0,57800.0,13.0,19900.0,47900.0,False
curiche,True,colombia_region,south_america,17661.5,17684.1,58980.3,23100.0,89300.0,0.1,23100.0,200900.0,False
curitiba,True,brazil_region,south_america,32819.1,33085.8,74502.7,24500.0,76100.0,0.0,24500.0,94400.0,False
curitibanos,True,brazil_region,south_america,38406.8,38429.9,75913.8,37600.0,97400.0,0.0,37600.0,113400.0,False
curruhuinca,True,la_plata_region,south_america,7171.1,7171.1,21599.1,19900.0,47800.0,0.0,19900.0,60000.0,False
currumil,True,la_plata_region,south_america,7951.7,7951.7,22968.5,19900.0,47300.0,2.0,19900.0,52300.0,False
curu_leufvu,True,la_plata_region,south_america,6476.1,6497.5,26543.1,16200.0,33900.0,2.0,16200.0,49800.0,False
curuai,True,brazil_region,south_america,23245.4,23247.9,78349.7,19900.0,68100.0,0.0,19900.0,287300.0,False
curuguaty,True,chaco_region,south_america,35297.4,35297.5,90418.2,26500.0,135600.0,4.1,26500.0,137100.0,False
curumanao,True,colombia_region,south_america,20999.9,25522.0,77948.3,22400.0,55700.0,5.8,23100.0,247200.0,False
curumu,True,brazil_region,south_america,23383.0,23383.6,75468.5,24000.0,116600.0,0.0,24000.0,348900.0,False
cururu,True,central_america_region,north_america,32885.7,75801.5,181721.3,25200.0,86900.0,18.9,66400.0,94900.0,False
curvelo,True,brazil_region,south_america,39203.9,39219.4,84685.6,38900.0,96200.0,1.1,38900.0,205100.0,False
cushamen,True,la_plata_region,south_america,3020.0,3020.0,4767.2,11700.0,25200.0,0.0,11700.0,36400.0,False
cussate,True,east_coast_region,north_america,38516.5,39043.3,194183.5,24400.0,125700.0,3.8,24400.0,129800.0,False
cuthuhogwa,True,great_plains_region,north_america,6568.7,6568.7,30699.4,17500.0,48200.0,3.0,17500.0,61100.0,False
cuttaway,True,east_coast_region,north_america,40057.6,41957.0,168959.9,20500.0,110100.0,4.7,20500.0,184200.0,False
cuttawba,True,east_coast_region,north_america,42178.8,59774.7,272145.6,25500.0,138200.0,8.7,46800.0,136100.0,False
cutzalan,True,mesoamerica_region,north_america,45636.3,70562.6,208078.9,24700.0,154500.0,18.9,48400.0,280300.0,False
cutzamala,True,mesoamerica_region,north_america,64426.3,89412.1,260822.7,39900.0,97700.0,19.5,60500.0,206100.0,False
cuvenai,True,kongo_region,central_africa,72584.9,72584.9,217197.0,41700.0,91000.0,0.0,41700.0,105800.0,False
cuxtaque,True,aridoamerica_region,north_america,57061.4,99295.8,167790.7,21900.0,51700.0,15.5,51600.0,67200.0,True
cuyahoga,True,east_coast_region,north_america,39828.4,41436.9,253660.4,32800.0,131000.0,3.4,34200.0,134700.0,False
cuyo,True,andes_region,south_america,7861.2,7861.3,36558.2,22200.0,50500.0,10.0,22200.0,67700.0,False
cuyuxquihui,True,mesoamerica_region,north_america,44337.1,65063.6,190578.0,25200.0,92700.0,15.3,48700.0,224900.0,False
cuzalapa,True,mesoamerica_region,north_america,31009.1,38726.1,190652.6,28200.0,92200.0,8.6,35900.0,157200.0,False
czaplinek,True,baltic_region,eastern_europe,29612.4,36003.4,100581.4,28200.0,103000.0,19.8,36600.0,110400.0,False
czarnkow,True,baltic_region,eastern_europe,32017.4,54452.5,117990.8,29500.0,112000.0,30.1,52900.0,115400.0,False
czchow,True,baltic_region,eastern_europe,32605.7,37427.3,141801.4,27200.0,101500.0,19.5,27900.0,112800.0,False
czersk,True,baltic_region,eastern_europe,33237.8,75185.7,137382.7,27500.0,97900.0,34.2,67800.0,125200.0,False
czestochowa,True,baltic_region,eastern_europe,33792.8,67596.5,137420.3,28200.0,103000.0,31.5,59400.0,110400.0,False
czlopa,True,baltic_region,eastern_europe,28977.9,51801.9,102484.8,28200.0,103000.0,24.9,50900.0,110400.0,False
czluchow,True,baltic_region,eastern_europe,29784.0,33839.1,100079.4,28200.0,103000.0,18.1,28200.0,110400.0,False
da_giang,True,indochina_region,south_east_asia,63446.3,66059.0,262426.2,18700.0,114000.0,30.4,18700.0,183500.0,False
daan,True,west_china_region,east_asia,19177.7,19185.5,80109.4,22800.0,118600.0,29.6,22800.0,160400.0,False
daasanach,True,great_lakes_region,east_africa,18001.7,21261.0,40039.3,8900.0,10700.0,6.7,12300.0,33800.0,True
daba_akanda,True,kongo_region,central_africa,42183.7,42183.7,160022.1,28200.0,138300.0,0.0,28200.0,184700.0,False
dabaca,True,carpathia_region,eastern_europe,31947.9,39418.2,138886.5,28400.0,112100.0,23.4,36800.0,118500.0,False
daban,True,east_siberia_region,north_asia,1986.8,1986.8,5990.1,1500.0,5600.0,0.0,1500.0,25500.0,False
dabarqi,True,nubia_region,east_africa,36292.9,41078.8,70288.4,31600.0,46300.0,17.6,33000.0,71900.0,False
dabhol,True,deccan_region,south_asia,47239.4,50079.9,176411.4,35400.0,95700.0,21.4,35400.0,208900.0,False
dabiq,True,crescent_region,middle_east,37241.9,74738.7,84763.0,25900.0,68400.0,54.4,62300.0,77700.0,True
daboka,True,bengal_region,south_asia,33240.4,37511.4,142518.6,22600.0,140500.0,23.8,22600.0,237400.0,False
daboya,True,sahel_region,west_africa,33128.9,33130.0,71312.4,38300.0,96100.0,14.6,38300.0,199300.0,False
dabuchyn,True,ruthenia_region,eastern_europe,32836.6,35436.3,122779.5,28200.0,130400.0,16.4,28900.0,124300.0,False
dacheng,True,north_china_region,east_asia,27860.7,54951.4,101101.4,6100.0,44800.0,72.6,32900.0,74200.0,True
dacice,True,south_german_region,western_europe,29754.3,86725.8,133821.6,18800.0,59500.0,43.3,74400.0,79600.0,True
dadandang,True,south_china_region,east_asia,12699.1,12699.7,35841.8,22100.0,84900.0,21.6,22100.0,98100.0,False
dadi_dadi,True,australia_region,australasia,6211.8,6211.8,14478.2,8000.0,18000.0,0.0,8000.0,32500.0,False
dadri,True,hindustan_region,south_asia,26503.2,35923.4,60604.2,22900.0,51900.0,28.7,32100.0,57500.0,False
dadu,True,north_china_region,east_asia,28347.1,70374.7,123390.5,24600.0,116800.0,77.2,67900.0,264100.0,False
daet,True,indonesia_region,south_east_asia,32625.9,41460.7,310721.3,27900.0,113000.0,14.5,27900.0,276800.0,False
dafang,True,south_china_region,east_asia,23946.6,27217.2,85201.1,23100.0,77000.0,25.4,28300.0,87600.0,False
daga,True,bengal_region,south_asia,19009.9,19950.9,76942.8,21600.0,102300.0,20.1,21600.0,105900.0,False
daga_papua,True,melanesia_region,pacific_islands,31251.8,32503.6,101861.9,22500.0,87600.0,0.0,22500.0,107600.0,False
dagana,True,guinea_region,west_africa,14980.8,16905.8,23943.7,8900.0,16900.0,8.4,12300.0,35300.0,True
dagandely,True,khorasan_region,central_asia,11584.4,11597.8,21948.7,18800.0,59500.0,10.4,18800.0,71200.0,False
dagett,True,west_coast_region,north_america,5666.3,5685.6,18016.9,17300.0,56000.0,0.0,17300.0,68000.0,False
dagon,True,indochina_region,south_east_asia,19281.1,96833.5,511236.3,23200.0,101700.0,48.0,94700.0,342900.0,False
dagu,True,north_china_region,east_asia,15601.6,51415.2,88139.3,10600.0,71900.0,76.4,27200.0,275600.0,False
dagu_shunyuan,True,south_china_region,east_asia,22037.4,40531.1,76404.0,16800.0,87900.0,44.5,32400.0,126200.0,False
daguan,True,west_china_region,east_asia,22299.0,23158.5,73067.6,25200.0,91000.0,28.0,25200.0,98300.0,False
daguda,True,australia_region,australasia,4600.9,4600.9,8202.8,14700.0,29800.0,0.0,14700.0,47200.0,False
daguwanalahi,True,east_coast_region,north_america,41837.6,47684.6,237177.3,26500.0,139700.0,4.6,27200.0,137100.0,False
dagze,True,tibet_region,east_asia,6211.7,6211.7,6220.3,6100.0,19500.0,2.0,6100.0,20200.0,False
daha,True,indonesia_region,south_east_asia,28074.6,67762.0,543011.3,28400.0,111200.0,30.4,76900.0,229600.0,False
dahlak,True,ethiopia_region,east_africa,10765.6,10765.6,10765.6,8900.0,10700.0,4.5,8900.0,28400.0,True
dahra_sasykkol,True,khorasan_region,central_asia,13627.3,13773.6,43471.2,24600.0,81500.0,12.4,24600.0,84300.0,False
dahrur,True,deccan_region,south_asia,38135.6,84251.8,194348.1,33200.0,99900.0,41.8,85200.0,211400.0,False
dai_man,True,indochina_region,south_east_asia,24620.8,24895.6,81776.2,16800.0,84300.0,23.5,16800.0,117800.0,False
daik,True,indonesia_region,south_east_asia,22343.7,40914.7,204626.2,25000.0,94200.0,20.7,42800.0,224700.0,False
daima,True,sahel_region,west_africa,35154.6,35330.7,65611.8,32100.0,52900.0,11.9,32100.0,65300.0,False
daingean,True,ireland_region,western_europe,30545.3,39101.5,100771.1,20600.0,83500.0,20.8,30500.0,88300.0,False
dainggatti,True,australia_region,australasia,6990.3,6990.3,72703.5,24600.0,139500.0,0.0,24600.0,208600.0,False
daizhou,True,north_china_region,east_asia,38371.8,47083.5,104936.7,28100.0,110400.0,40.7,33300.0,183400.0,False
dajal,True,hindustan_region,south_asia,13646.9,35739.4,41008.4,9900.0,43700.0,51.4,24200.0,62900.0,False
dak_lak,True,indochina_region,south_east_asia,36811.7,39546.6,224441.3,26100.0,77700.0,18.3,26100.0,188900.0,False
dakadjalan,True,sahel_region,west_africa,39450.4,39492.3,73835.4,37200.0,83600.0,15.1,37200.0,193000.0,False
dakahla,True,egypt_region,north_africa,25922.0,34204.9,34266.3,16400.0,5100.0,28.2,23200.0,45700.0,True
dakawa,True,swahili_coast_region,east_africa,52425.6,54544.2,188833.7,38300.0,96100.0,12.1,38300.0,199300.0,False
dakhkat,True,khorasan_region,central_asia,40345.6,59654.4,105055.4,17500.0,48200.0,31.7,34400.0,61100.0,True
dakhla,True,maghreb_region,north_africa,523.2,523.2,588.0,7900.0,9200.0,13.5,7900.0,27400.0,False
dakkar,True,somalia_region,east_africa,28034.9,28072.6,56510.6,17200.0,28400.0,8.2,17200.0,47100.0,False
dakky,True,east_siberia_region,north_asia,436.0,436.0,436.0,1500.0,5500.0,0.0,1500.0,25500.0,False
daklha_gampo,True,tibet_region,east_asia,7872.6,8958.7,12140.4,9200.0,22100.0,14.7,9200.0,28000.0,False
dala,True,indochina_region,south_east_asia,19685.8,83908.9,397684.1,23200.0,101700.0,36.9,76900.0,342900.0,False
dalaborg,True,scandinavian_region,western_europe,23349.7,34792.5,81674.7,20500.0,74000.0,20.5,29600.0,83300.0,False
dalai_nuur,True,mongolia_region,east_asia,16999.2,17005.7,57296.9,13900.0,34000.0,4.9,13900.0,49700.0,False
dalaiketun,True,manchuria_region,east_asia,41984.8,68017.3,154271.4,28500.0,137100.0,25.4,53600.0,262200.0,False
dalay,True,mongolia_region,east_asia,10755.6,10755.6,10755.6,7500.0,9000.0,0.0,7500.0,27000.0,True
dalgan,True,persia_region,middle_east,5411.8,9226.4,10709.9,7900.0,9200.0,16.1,11300.0,22400.0,True
dalinghe,True,manchuria_region,east_asia,25432.6,68918.2,159639.3,29900.0,146000.0,35.0,58800.0,316500.0,False
dalingkot,True,bengal_region,south_asia,22673.4,25354.4,74019.7,20600.0,100800.0,22.2,20600.0,104900.0,False
dallol,True,ethiopia_region,east_africa,11084.8,11084.8,11084.8,8900.0,10700.0,9.0,8900.0,23400.0,True
dalneye_konstantinovo,True,russian_region,eastern_europe,28080.4,30840.6,100723.6,23500.0,77500.0,16.9,24200.0,92100.0,False
dalniye_zelentsy,True,scandinavian_region,western_europe,1395.4,1395.4,1547.1,1800.0,26800.0,0.0,1800.0,39900.0,False
daloa,True,guinea_region,west_africa,26858.5,29317.7,77902.0,29100.0,90400.0,3.6,29100.0,108100.0,False
damala,True,balkan_region,eastern_europe,21485.7,22314.3,34021.6,14600.0,25200.0,19.9,14600.0,38100.0,False
daman,True,western_india_region,south_asia,27872.3,66102.6,355076.2,20200.0,76100.0,41.3,55400.0,196100.0,False
damanhur,True,egypt_region,north_africa,27820.2,92950.1,101719.5,17100.0,34100.0,55.6,27300.0,90300.0,True
damaqua,True,southern_africa_region,southern_africa,8994.3,8995.1,40527.5,20400.0,59900.0,0.0,20400.0,68500.0,False
damar,True,indonesia_region,south_east_asia,17383.5,17384.2,58656.2,26200.0,94700.0,18.0,26200.0,204000.0,False
damara,True,southern_africa_region,southern_africa,22232.9,22232.9,42547.1,8500.0,9300.0,0.0,8500.0,33200.0,True
damascus,True,crescent_region,middle_east,28476.8,46178.9,57918.4,19900.0,47300.0,72.0,33500.0,71700.0,False
damasonqua,True,southern_africa_region,southern_africa,10251.5,10251.8,53247.3,26000.0,79600.0,0.0,26000.0,89900.0,False
damaturu,True,sahel_region,west_africa,36791.9,37312.7,68863.1,32100.0,52900.0,13.6,32100.0,65300.0,False
damavand,True,persia_region,middle_east,19327.3,24742.2,45076.6,9800.0,30400.0,24.8,9800.0,43300.0,False
damba,True,kongo_region,central_africa,42448.2,42448.2,99865.5,39900.0,97700.0,0.0,39900.0,188300.0,False
dambai,True,guinea_region,west_africa,24473.9,26525.9,67268.3,26300.0,76000.0,2.5,27000.0,246900.0,False
dambi_angonga,True,kongo_region,central_africa,35367.8,35367.8,141006.3,33000.0,101400.0,0.0,33000.0,185000.0,False
dambwe,True,zimbabwe_region,southern_africa,66493.4,67386.7,266116.0,33500.0,122600.0,6.0,33500.0,187100.0,False
damghan,True,persia_region,middle_east,23094.1,28345.5,57913.9,13900.0,34000.0,17.1,15300.0,47700.0,False
damietta,True,egypt_region,north_africa,27380.6,43129.7,46154.0,17100.0,34100.0,40.8,27300.0,89500.0,True
damoh,True,central_india_region,south_asia,37333.4,67827.9,191813.8,23300.0,105900.0,37.6,51300.0,187900.0,False
damrey_trom,True,indochina_region,south_east_asia,31659.4,45448.7,237707.1,28000.0,107900.0,22.8,46500.0,219000.0,False
damzhung,True,tibet_region,east_asia,8443.3,8443.3,8652.7,4100.0,6700.0,9.0,4100.0,11800.0,True
dan_sai,True,indochina_region,south_east_asia,38810.3,38816.2,105562.7,35300.0,78700.0,16.6,35300.0,172600.0,False
dancheng,True,north_china_region,east_asia,31760.0,63188.3,111795.3,17000.0,82600.0,63.7,45100.0,199400.0,False
dancheon,True,korea_region,east_asia,18257.4,19615.9,80853.7,22100.0,85400.0,16.8,22100.0,102400.0,False
