from,to,state,cost_profile,shore
pp_nav_00657,chishmy,navigable,difficult,True
pp_nav_00657,ulukulevo,navigable,difficult,True
pp_nav_00658,pp_nav_00667,navigable,difficult,False
pp_nav_00658,cherlak,navigable,difficult,True
pp_nav_00658,omsk,navigable,difficult,True
pp_nav_00659,pp_nav_00669,improvable,improvable,False
pp_nav_00659,shilovo,navigable,navigable,True
pp_nav_00659,kasimov,navigable,navigable,True
pp_nav_00659,putyatino,navigable,navigable,True
pp_nav_00659,koponovo,navigable,navigable,True
pp_nav_00659,tuma,navigable,navigable,True
pp_nav_00660,pp_nav_00670,navigable,difficult,False
pp_nav_00660,krivoshchekovo,navigable,difficult,True
pp_nav_00660,suzun,navigable,difficult,True
pp_nav_00660,berdsk,navigable,difficult,True
pp_nav_00661,chumikan,improvable,improvable,True
pp_nav_00661,southern_udskaya_bay,improvable,improvable,False
pp_nav_00662,pp_nav_00671,barrier,barrier,False
pp_nav_00662,sm_algyax,barrier,barrier,True
pp_nav_00662,nisga_a,barrier,barrier,True
pp_nav_00663,staraya_mayna,navigable,navigable,True
pp_nav_00663,pp_nav_00673,navigable,navigable,False
pp_nav_00663,cherdakly,navigable,navigable,True
pp_nav_00663,tetyushi,navigable,navigable,True
pp_nav_00663,simbirsk,navigable,navigable,True
pp_nav_00664,salair,navigable,difficult,True
pp_nav_00665,pp_nav_00669,improvable,improvable,False
pp_nav_00665,ryazan,navigable,navigable,True
pp_nav_00665,staraya_ryazan,navigable,navigable,True
pp_nav_00665,kazari,navigable,navigable,True
pp_nav_00666,pp_nav_00678,navigable,navigable,False
pp_nav_00666,staraya_zima,navigable,navigable,True
pp_nav_00666,balagansk,navigable,navigable,True
pp_nav_00667,pp_nav_00675,navigable,difficult,False
pp_nav_00667,cherlak,navigable,difficult,True
pp_nav_00667,omsk,navigable,difficult,True
pp_nav_00668,pp_nav_00680,navigable,difficult,False
pp_nav_00668,tatarskaya_tesyu,navigable,difficult,True
pp_nav_00668,kortuz,navigable,difficult,True
pp_nav_00668,idrinskoye,navigable,difficult,True
pp_nav_00669,shilovo,improvable,improvable,True
pp_nav_00669,staraya_ryazan,improvable,improvable,True
pp_nav_00669,koponovo,improvable,improvable,True
pp_nav_00669,kazari,improvable,improvable,True
pp_nav_00670,pp_nav_00677,navigable,difficult,False
pp_nav_00670,krivoshchekovo,navigable,difficult,True
pp_nav_00670,suzun,navigable,difficult,True
pp_nav_00671,lax_kw_alaams,improvable,improvable,False
pp_nav_00671,sm_algyax,improvable,improvable,True
pp_nav_00672,gulf_of_danzig,navigable,navigable,False
pp_nav_00672,pp_nav_00686,navigable,navigable,False
pp_nav_00672,malbork,navigable,navigable,True
pp_nav_00672,tczew,navigable,navigable,True
pp_nav_00672,gniew,navigable,navigable,True
pp_nav_00672,gdansk,navigable,navigable,True
pp_nav_00673,pp_nav_00684,navigable,navigable,False
pp_nav_00673,pokrovskoye,navigable,navigable,True
pp_nav_00673,cherdakly,navigable,navigable,True
pp_nav_00673,simbirsk,navigable,navigable,True
pp_nav_00674,malbork,navigable,navigable,True
pp_nav_00674,gdansk,navigable,navigable,True
pp_nav_00675,pp_nav_00685,navigable,difficult,False
pp_nav_00675,cherlak,navigable,difficult,True
pp_nav_00676,pp_nav_00679,barrier,barrier,False
pp_nav_00676,hutton,barrier,barrier,True
pp_nav_00676,lheidlit_en,barrier,barrier,True
pp_nav_00677,pp_nav_00688,navigable,difficult,False
pp_nav_00677,krivoshchekovo,navigable,difficult,True
pp_nav_00677,suzun,navigable,difficult,True
pp_nav_00677,kamen,navigable,difficult,True
pp_nav_00678,pp_nav_00690,navigable,navigable,False
pp_nav_00678,zalari,navigable,navigable,True
pp_nav_00678,balagansk,navigable,navigable,True
pp_nav_00679,pp_nav_00691,improvable,improvable,False
pp_nav_00679,lheidlit_en,improvable,improvable,True
pp_nav_00680,pp_nav_00693,improvable,improvable,False
pp_nav_00680,minusinsk,navigable,difficult,True
pp_nav_00680,tatarskaya_tesyu,navigable,difficult,True
pp_nav_00680,beya,navigable,difficult,True
pp_nav_00680,idrinskoye,navigable,difficult,True
pp_nav_00680,abakasnk,navigable,difficult,True
pp_nav_00681,pp_nav_00683,navigable,navigable,False
pp_nav_00681,saskatchewan,navigable,navigable,True
pp_nav_00682,malbork,navigable,navigable,True
pp_nav_00683,opaskwayak,navigable,navigable,True
pp_nav_00683,saskatchewan,navigable,navigable,True
pp_nav_00684,pokrovskoye,navigable,navigable,True
pp_nav_00684,cherdakly,navigable,navigable,True
pp_nav_00684,morkvash,navigable,navigable,True
pp_nav_00684,shigony,navigable,navigable,True
pp_nav_00684,stavropol_na_volge,navigable,navigable,True
pp_nav_00685,pp_nav_00702,navigable,difficult,False
pp_nav_00685,cherlak,navigable,difficult,True
pp_nav_00685,zhalauly,navigable,difficult,True
pp_nav_00685,zhelezin,navigable,difficult,True
pp_nav_00686,pp_nav_00706,navigable,navigable,False
pp_nav_00686,malbork,navigable,navigable,True
pp_nav_00686,swiecie,navigable,navigable,True
pp_nav_00686,chelmno,navigable,navigable,True
pp_nav_00686,nowe,navigable,navigable,True
pp_nav_00686,grudziadz,navigable,navigable,True
pp_nav_00686,gniew,navigable,navigable,True
pp_nav_00686,kwidzyn,navigable,navigable,True
pp_nav_00687,kakachischuan_point,improvable,improvable,False
pp_nav_00687,chisasibi,improvable,improvable,True
pp_nav_00688,pp_nav_00692,navigable,difficult,False
pp_nav_00688,barnaul,navigable,difficult,True
pp_nav_00688,suzun,navigable,difficult,True
pp_nav_00688,kamen,navigable,difficult,True
pp_nav_00689,pp_nav_00709,improvable,improvable,False
pp_nav_00689,tynda,improvable,improvable,True
pp_nav_00689,tukuringra,improvable,improvable,True
pp_nav_00689,djee,improvable,improvable,True
pp_nav_00689,tygde,improvable,improvable,True
pp_nav_00690,pp_nav_00732,improvable,improvable,False
pp_nav_00690,cheremkhovo,navigable,navigable,True
pp_nav_00690,zalari,navigable,navigable,True
pp_nav_00690,osinsky,navigable,navigable,True
pp_nav_00690,balagansk,navigable,navigable,True
pp_nav_00691,pp_nav_00717,improvable,improvable,False
pp_nav_00691,saik_uz,navigable,navigable,True
pp_nav_00691,lheidlit_en,navigable,navigable,True
pp_nav_00691,nadleht_en,navigable,navigable,True
pp_nav_00692,pp_nav_00698,navigable,difficult,False
pp_nav_00692,barnaul,navigable,difficult,True
pp_nav_00692,suzun,navigable,difficult,True
pp_nav_00693,pp_nav_00715,improvable,improvable,False
pp_nav_00693,minusinsk,improvable,improvable,True
pp_nav_00693,beya,improvable,improvable,True
pp_nav_00693,shushenskoye,improvable,improvable,True
pp_nav_00694,stettin_lagoon,navigable,navigable,False
pp_nav_00694,pp_nav_00724,navigable,navigable,False
pp_nav_00694,gryfow,navigable,navigable,True
pp_nav_00694,goleniow,navigable,navigable,True
pp_nav_00694,stettin,navigable,navigable,True
pp_nav_00695,pp_nav_00697,improvable,improvable,False
pp_nav_00695,pp_nav_00705,improvable,improvable,False
pp_nav_00695,emuer,improvable,improvable,True
pp_nav_00695,ollo,improvable,improvable,True
pp_nav_00695,yakesa,improvable,improvable,True
pp_nav_00695,urka,improvable,improvable,True
pp_nav_00696,pp_nav_00710,navigable,navigable,False
pp_nav_00696,elbe_estuary,navigable,navigable,False
pp_nav_00696,winsen,navigable,navigable,True
pp_nav_00696,luneburg,navigable,navigable,True
pp_nav_00696,lauenburg,navigable,navigable,True
pp_nav_00696,hamburg,navigable,navigable,True
pp_nav_00696,harburg,navigable,navigable,True
pp_nav_00696,stade,navigable,navigable,True
pp_nav_00697,pp_nav_00713,improvable,improvable,False
pp_nav_00697,pangu,improvable,improvable,True
pp_nav_00697,emuer,improvable,improvable,True
pp_nav_00697,yakesa,improvable,improvable,True
pp_nav_00698,pp_nav_00707,navigable,difficult,False
pp_nav_00698,barnaul,navigable,difficult,True
pp_nav_00698,chesnokovka,navigable,difficult,True
pp_nav_00698,suzun,navigable,difficult,True
pp_nav_00699,pp_nav_00716,improvable,improvable,False
pp_nav_00699,petaigan,improvable,improvable,True
pp_nav_00700,pp_nav_00701,improvable,improvable,False
pp_nav_00700,pp_nav_00704,improvable,improvable,False
pp_nav_00700,silkari,improvable,improvable,True
pp_nav_00701,pp_nav_00708,navigable,navigable,False
pp_nav_00701,emuer,navigable,navigable,True
pp_nav_00701,amazar,navigable,navigable,True
pp_nav_00701,enhe_hada,navigable,navigable,True
pp_nav_00701,silkari,navigable,navigable,True
pp_nav_00702,pp_nav_00727,navigable,difficult,False
pp_nav_00702,zhalauly,navigable,difficult,True
pp_nav_00702,zhelezin,navigable,difficult,True
pp_nav_00703,pp_nav_00705,improvable,improvable,False
pp_nav_00703,pp_nav_00708,navigable,navigable,False
pp_nav_00703,emuer,navigable,navigable,True
pp_nav_00703,amazar,navigable,navigable,True
pp_nav_00703,urka,navigable,navigable,True
pp_nav_00704,pp_nav_00711,improvable,improvable,False
pp_nav_00704,silkari,improvable,improvable,True
pp_nav_00705,emuer,improvable,improvable,True
pp_nav_00705,urka,improvable,improvable,True
pp_nav_00706,pp_nav_00729,navigable,navigable,False
pp_nav_00706,swiecie,navigable,navigable,True
pp_nav_00706,chelmno,navigable,navigable,True
pp_nav_00706,bydgoszcz,navigable,navigable,True
pp_nav_00707,pp_nav_00730,navigable,difficult,False
pp_nav_00707,barnaul,navigable,difficult,True
pp_nav_00707,chesnokovka,navigable,difficult,True
pp_nav_00707,kalmanka,navigable,difficult,True
pp_nav_00708,emuer,navigable,navigable,True
pp_nav_00708,amazar,navigable,navigable,True
pp_nav_00709,pp_nav_00734,navigable,navigable,False
pp_nav_00709,dep,navigable,navigable,True
pp_nav_00709,djee,navigable,navigable,True
pp_nav_00709,tygde,navigable,navigable,True
pp_nav_00710,pp_nav_00726,navigable,navigable,False
pp_nav_00710,luneburg,navigable,navigable,True
pp_nav_00710,dannenberg,navigable,navigable,True
pp_nav_00710,lauenburg,navigable,navigable,True
pp_nav_00711,pp_nav_00733,navigable,navigable,False
pp_nav_00711,silkari,navigable,navigable,True
pp_nav_00712,pp_nav_00723,barrier,barrier,False
pp_nav_00712,kamassekuakamat,barrier,barrier,True
pp_nav_00712,winokapau,barrier,barrier,True
pp_nav_00713,pp_nav_00720,improvable,improvable,False
pp_nav_00713,pangu,navigable,navigable,True
pp_nav_00713,yakesa,navigable,navigable,True
pp_nav_00714,pp_nav_00721,improvable,improvable,False
pp_nav_00714,nipissu,navigable,navigable,True
pp_nav_00714,misha_shipu,navigable,navigable,True
pp_nav_00715,pp_nav_00736,barrier,barrier,False
pp_nav_00715,beya,navigable,difficult,True
pp_nav_00715,shushenskoye,navigable,difficult,True
pp_nav_00716,petaigan,improvable,improvable,True
pp_nav_00716,kistapinan,improvable,improvable,True
pp_nav_00717,pp_nav_00742,improvable,improvable,False
pp_nav_00717,nadleht_en,improvable,improvable,True
pp_nav_00718,pp_nav_00735,navigable,navigable,False
pp_nav_00718,solovtsovo,navigable,navigable,True
pp_nav_00718,morkvash,navigable,navigable,True
pp_nav_00718,khvorostyanka,navigable,navigable,True
pp_nav_00718,shigony,navigable,navigable,True
pp_nav_00719,pp_nav_00725,barrier,barrier,False
pp_nav_00719,pp_nav_00728,barrier,barrier,False
pp_nav_00719,nurgan,barrier,barrier,True
pp_nav_00720,pp_nav_00731,improvable,improvable,False
pp_nav_00720,pangu,improvable,improvable,True
pp_nav_00720,yakesa,improvable,improvable,True
pp_nav_00721,pp_nav_00737,improvable,improvable,False
pp_nav_00721,nipissu,improvable,improvable,True
pp_nav_00722,morkvash,navigable,navigable,True
pp_nav_00722,khvorostyanka,navigable,navigable,True
pp_nav_00722,samara,navigable,navigable,True
pp_nav_00723,pp_nav_00737,improvable,improvable,False
pp_nav_00723,nipissu,navigable,navigable,True
pp_nav_00723,winokapau,navigable,navigable,True
pp_nav_00724,pp_nav_00743,navigable,navigable,False
pp_nav_00724,freienwalde,navigable,navigable,True
pp_nav_00724,angermunde,navigable,navigable,True
pp_nav_00724,chojna,navigable,navigable,True
pp_nav_00724,gryfow,navigable,navigable,True
pp_nav_00725,pp_nav_00744,barrier,barrier,False
pp_nav_00725,bulava,barrier,barrier,True
pp_nav_00725,dzhuk,barrier,barrier,True
pp_nav_00725,nurgan,barrier,barrier,True
pp_nav_00726,wittenberge,navigable,navigable,True
pp_nav_00726,osterburg,navigable,navigable,True
pp_nav_00726,luchow,navigable,navigable,True
pp_nav_00726,dannenberg,navigable,navigable,True
pp_nav_00727,pp_nav_00739,navigable,difficult,False
pp_nav_00727,zhalauly,navigable,difficult,True
pp_nav_00727,zhelezin,navigable,difficult,True
pp_nav_00728,amursky_bay,navigable,navigable,False
pp_nav_00728,nurgan,navigable,navigable,True
pp_nav_00729,pp_nav_00738,improvable,improvable,False
pp_nav_00729,torun,navigable,navigable,True
pp_nav_00729,lipno,navigable,navigable,True
pp_nav_00729,chelmno,navigable,navigable,True
pp_nav_00729,inowroclaw,navigable,navigable,True
pp_nav_00729,bydgoszcz,navigable,navigable,True
pp_nav_00730,pp_nav_00751,navigable,difficult,False
pp_nav_00730,kalmanka,navigable,difficult,True
pp_nav_00731,pp_nav_00741,navigable,navigable,False
pp_nav_00731,pangu,navigable,navigable,True
pp_nav_00731,yakesa,navigable,navigable,True
pp_nav_00731,humar,navigable,navigable,True
pp_nav_00732,pp_nav_00746,improvable,improvable,False
pp_nav_00732,cheremkhovo,improvable,improvable,True
pp_nav_00732,osinsky,improvable,improvable,True
pp_nav_00733,kara_shilka,navigable,navigable,True
pp_nav_00733,silkari,navigable,navigable,True
pp_nav_00734,pp_nav_00747,improvable,improvable,False
pp_nav_00734,gromatukha,navigable,navigable,True
pp_nav_00734,dep,navigable,navigable,True
pp_nav_00734,tygde,navigable,navigable,True
pp_nav_00735,sosnovy_ostrov,navigable,navigable,True
pp_nav_00735,pp_nav_00750,navigable,navigable,False
pp_nav_00735,solovtsovo,navigable,navigable,True
pp_nav_00735,dukhovnitskoye,navigable,navigable,True
pp_nav_00735,khvorostyanka,navigable,navigable,True
pp_nav_00736,pp_nav_00745,barrier,barrier,False
pp_nav_00736,beya,barrier,barrier,True
pp_nav_00736,shushenskoye,barrier,barrier,True
pp_nav_00737,nipissu,improvable,improvable,True
pp_nav_00738,pp_nav_00748,improvable,improvable,False
pp_nav_00738,lipno,improvable,improvable,True
pp_nav_00738,wloclawek,improvable,improvable,True
pp_nav_00738,inowroclaw,improvable,improvable,True
pp_nav_00738,dobrzyn,improvable,improvable,True
pp_nav_00738,kowal,improvable,improvable,True
pp_nav_00739,pp_nav_00752,navigable,difficult,False
pp_nav_00739,zhalauly,navigable,difficult,True
pp_nav_00739,imakia,navigable,difficult,True
pp_nav_00739,tuzdysor,navigable,difficult,True
pp_nav_00739,zhelezin,navigable,difficult,True
pp_nav_00740,osterburg,navigable,navigable,True
pp_nav_00740,stendal,navigable,navigable,True
pp_nav_00740,jerichow,navigable,navigable,True
pp_nav_00741,pp_nav_00753,navigable,navigable,False
pp_nav_00741,yakesa,navigable,navigable,True
pp_nav_00741,bir_amur,navigable,navigable,True
pp_nav_00741,humar,navigable,navigable,True
pp_nav_00742,pp_nav_00764,improvable,improvable,False
pp_nav_00742,esk_el,navigable,navigable,True
pp_nav_00742,stswecen_c,navigable,navigable,True
pp_nav_00742,nadleht_en,navigable,navigable,True
pp_nav_00743,lebus,navigable,navigable,True
pp_nav_00743,freienwalde,navigable,navigable,True
pp_nav_00743,chojna,navigable,navigable,True
pp_nav_00744,pp_nav_00759,improvable,improvable,False
pp_nav_00744,bulava,improvable,improvable,True
pp_nav_00744,dzhuk,improvable,improvable,True
pp_nav_00744,bitki,improvable,improvable,True
pp_nav_00745,pp_nav_00749,barrier,barrier,False
pp_nav_00745,shushenskoye,barrier,barrier,True
pp_nav_00746,cheremkhovo,navigable,navigable,True
pp_nav_00746,osinsky,navigable,navigable,True
pp_nav_00746,irkutsk,navigable,navigable,True
pp_nav_00747,pp_nav_00765,improvable,improvable,False
pp_nav_00747,gromatukha,improvable,improvable,True
pp_nav_00747,tygde,improvable,improvable,True
pp_nav_00748,ciechanow,navigable,navigable,True
pp_nav_00748,gostynin,navigable,navigable,True
pp_nav_00748,gabin,navigable,navigable,True
pp_nav_00748,dobrzyn,navigable,navigable,True
pp_nav_00748,kowal,navigable,navigable,True
pp_nav_00748,plock,navigable,navigable,True
pp_nav_00749,pp_nav_00771,barrier,barrier,False
pp_nav_00749,usun,navigable,difficult,True
pp_nav_00749,shushenskoye,navigable,difficult,True
pp_nav_00750,sosnovy_ostrov,navigable,navigable,True
pp_nav_00750,pp_nav_00773,improvable,improvable,False
pp_nav_00750,balakovo,navigable,navigable,True
pp_nav_00750,malykovka,navigable,navigable,True
pp_nav_00750,dukhovnitskoye,navigable,navigable,True
pp_nav_00751,pp_nav_00755,navigable,difficult,False
pp_nav_00751,kalmanka,navigable,difficult,True
pp_nav_00751,smolenskoye,navigable,difficult,True
pp_nav_00752,pp_nav_00776,navigable,difficult,False
pp_nav_00752,imakia,navigable,difficult,True
pp_nav_00752,tuzdysor,navigable,difficult,True
pp_nav_00753,pp_nav_00768,improvable,improvable,False
pp_nav_00753,bir_amur,navigable,navigable,True
pp_nav_00753,humar,navigable,navigable,True
pp_nav_00754,pp_nav_00757,navigable,navigable,False
pp_nav_00754,sochaczew,navigable,navigable,True
pp_nav_00754,zakroczym,navigable,navigable,True
pp_nav_00754,ciechanow,navigable,navigable,True
pp_nav_00754,gabin,navigable,navigable,True
pp_nav_00754,warsaw,navigable,navigable,True
pp_nav_00755,smolenskoye,navigable,difficult,True
pp_nav_00755,biysk,navigable,difficult,True
pp_nav_00756,pp_nav_00778,navigable,navigable,False
pp_nav_00756,magdeburg,navigable,navigable,True
pp_nav_00756,burg,navigable,navigable,True
pp_nav_00756,calbe,navigable,navigable,True
pp_nav_00756,wolmirstedt,navigable,navigable,True
pp_nav_00756,jerichow,navigable,navigable,True
pp_nav_00757,pp_nav_00784,navigable,navigable,False
pp_nav_00757,czersk,navigable,navigable,True
pp_nav_00757,warsaw,navigable,navigable,True
pp_nav_00758,pp_nav_00761,barrier,barrier,False
pp_nav_00758,pp_nav_00762,barrier,barrier,False
pp_nav_00758,caisaboscai,navigable,navigable,True
pp_nav_00758,chistamikap,navigable,navigable,True
pp_nav_00759,pp_nav_00777,improvable,improvable,False
pp_nav_00759,bulava,improvable,improvable,True
pp_nav_00759,pilda,improvable,improvable,True
pp_nav_00759,bitki,improvable,improvable,True
pp_nav_00760,otadaonanis,improvable,improvable,True
pp_nav_00760,kashechewan,improvable,improvable,True
pp_nav_00761,pp_nav_00763,barrier,barrier,False
pp_nav_00761,caisaboscai,barrier,barrier,True
pp_nav_00761,pitchibourenik,barrier,barrier,True
pp_nav_00762,pp_nav_00766,barrier,barrier,False
pp_nav_00762,caisaboscai,barrier,barrier,True
pp_nav_00762,chistamikap,barrier,barrier,True
pp_nav_00763,cape_hope_islands,improvable,improvable,False
pp_nav_00763,pitchibourenik,improvable,improvable,True
pp_nav_00764,pp_nav_00794,improvable,improvable,False
pp_nav_00764,llenllenet_ten,improvable,improvable,True
pp_nav_00764,stswecen_c,improvable,improvable,True
pp_nav_00765,pp_nav_00787,improvable,improvable,False
pp_nav_00765,gromatukha,improvable,improvable,True
pp_nav_00766,chistamikap,navigable,navigable,True
pp_nav_00767,pp_nav_00770,navigable,navigable,False
pp_nav_00767,nasacauso,navigable,navigable,True
pp_nav_00768,pp_nav_00791,improvable,improvable,False
pp_nav_00768,bir_amur,improvable,improvable,True
pp_nav_00768,humar,improvable,improvable,True
pp_nav_00769,pp_nav_00774,navigable,navigable,False
pp_nav_00769,pp_nav_00786,improvable,improvable,False
pp_nav_00769,selenge,navigable,navigable,True
pp_nav_00770,chistamikap,navigable,navigable,True
pp_nav_00770,nasacauso,navigable,navigable,True
pp_nav_00771,pp_nav_00789,barrier,barrier,False
pp_nav_00771,khemchik,barrier,barrier,True
pp_nav_00771,usun,barrier,barrier,True
pp_nav_00772,kashechewan,improvable,improvable,True
pp_nav_00773,pp_nav_00782,improvable,improvable,False
pp_nav_00773,balakovo,improvable,improvable,True
pp_nav_00773,malykovka,improvable,improvable,True
pp_nav_00773,baronsk,improvable,improvable,True
pp_nav_00774,selenge,navigable,navigable,True
pp_nav_00775,pp_nav_00787,improvable,improvable,False
pp_nav_00775,birma,improvable,improvable,True
pp_nav_00775,mamyn,improvable,improvable,True
pp_nav_00775,ulma,improvable,improvable,True
pp_nav_00776,pp_nav_00796,navigable,difficult,False
pp_nav_00776,imakia,navigable,difficult,True
pp_nav_00776,tuzdysor,navigable,difficult,True
pp_nav_00776,karasor,navigable,difficult,True
pp_nav_00776,lebyazhye,navigable,difficult,True
pp_nav_00777,pp_nav_00797,navigable,navigable,False
pp_nav_00777,bulava,navigable,navigable,True
pp_nav_00777,deren,navigable,navigable,True
pp_nav_00777,pilda,navigable,navigable,True
pp_nav_00778,burg,navigable,navigable,True
pp_nav_00778,calbe,navigable,navigable,True
pp_nav_00779,pp_nav_00781,navigable,navigable,False
pp_nav_00779,pp_nav_00785,navigable,navigable,False
pp_nav_00779,amersfoort,navigable,navigable,True
pp_nav_00779,tiel,navigable,navigable,True
pp_nav_00779,dordrecht,navigable,navigable,True
pp_nav_00780,pagashi,navigable,navigable,True
pp_nav_00781,arnhem,navigable,navigable,True
pp_nav_00781,amersfoort,navigable,navigable,True
pp_nav_00781,kleve,navigable,navigable,True
pp_nav_00781,nijmegen,navigable,navigable,True
pp_nav_00781,tiel,navigable,navigable,True
pp_nav_00782,pp_nav_00790,navigable,navigable,False
pp_nav_00782,malykovka,navigable,navigable,True
pp_nav_00782,baronsk,navigable,navigable,True
pp_nav_00782,pokrovsk,navigable,navigable,True
pp_nav_00782,tereshka,navigable,navigable,True
pp_nav_00783,pp_nav_00807,navigable,navigable,False
pp_nav_00783,brahin,navigable,navigable,True
pp_nav_00783,kholmyech,navigable,navigable,True
pp_nav_00783,liubech,navigable,navigable,True
pp_nav_00784,radom,navigable,navigable,True
pp_nav_00784,stezyca,navigable,navigable,True
pp_nav_00784,czersk,navigable,navigable,True
pp_nav_00784,zwolen,navigable,navigable,True
pp_nav_00785,rhine_estuary,navigable,navigable,False
pp_nav_00785,rotterdam,navigable,navigable,True
pp_nav_00785,dordrecht,navigable,navigable,True
pp_nav_00786,pp_nav_00804,improvable,improvable,False
pp_nav_00786,selenge,improvable,improvable,True
pp_nav_00786,sulkhari,improvable,improvable,True
pp_nav_00787,pp_nav_00800,navigable,navigable,False
pp_nav_00787,yor,navigable,navigable,True
pp_nav_00787,gromatukha,navigable,navigable,True
pp_nav_00787,birma,navigable,navigable,True
pp_nav_00787,mamyn,navigable,navigable,True
pp_nav_00788,pp_nav_00798,improvable,improvable,False
pp_nav_00788,abingdon,improvable,improvable,True
pp_nav_00788,oxford,improvable,improvable,True
pp_nav_00788,reading,improvable,improvable,True
pp_nav_00788,henley,improvable,improvable,True
pp_nav_00788,banbury,improvable,improvable,True
pp_nav_00789,pp_nav_00799,barrier,barrier,False
pp_nav_00789,khemchik,barrier,barrier,True
pp_nav_00789,den_terek,barrier,barrier,True
pp_nav_00790,pp_nav_00806,navigable,navigable,False
pp_nav_00790,ukek,navigable,navigable,True
pp_nav_00790,pokrovsk,navigable,navigable,True
pp_nav_00790,tereshka,navigable,navigable,True
pp_nav_00791,kuanhe,improvable,improvable,True
pp_nav_00791,pp_nav_00812,improvable,improvable,False
pp_nav_00791,bir_amur,improvable,improvable,True
pp_nav_00791,humar,improvable,improvable,True
pp_nav_00792,abingdon,improvable,improvable,True
pp_nav_00792,banbury,improvable,improvable,True
pp_nav_00793,pp_nav_00799,improvable,improvable,False
pp_nav_00793,den_terek,improvable,improvable,True
pp_nav_00793,ulug,improvable,improvable,True
pp_nav_00794,pp_nav_00821,barrier,barrier,False
pp_nav_00794,llenllenet_ten,navigable,navigable,True
pp_nav_00794,st_at_imcets,navigable,navigable,True
pp_nav_00795,pp_nav_00814,improvable,improvable,False
pp_nav_00795,wabimeig,improvable,improvable,True
pp_nav_00796,pp_nav_00817,navigable,difficult,False
pp_nav_00796,karasor,navigable,difficult,True
pp_nav_00796,lebyazhye,navigable,difficult,True
pp_nav_00797,pp_nav_00813,navigable,navigable,False
pp_nav_00797,deren,navigable,navigable,True
pp_nav_00798,pp_nav_00802,improvable,improvable,False
pp_nav_00798,woking,improvable,improvable,True
pp_nav_00798,windsor,improvable,improvable,True
pp_nav_00798,reading,improvable,improvable,True
pp_nav_00798,wycombe,improvable,improvable,True
pp_nav_00798,henley,improvable,improvable,True
pp_nav_00798,harrow,improvable,improvable,True
pp_nav_00799,den_terek,improvable,improvable,True
pp_nav_00800,pp_nav_00818,navigable,navigable,False
pp_nav_00800,yor,navigable,navigable,True
pp_nav_00800,birma,navigable,navigable,True
pp_nav_00801,pp_nav_00808,improvable,improvable,False
pp_nav_00801,pp_nav_00810,improvable,improvable,False
pp_nav_00801,kapitukamach,improvable,improvable,True
pp_nav_00802,thames,improvable,improvable,False
pp_nav_00802,woking,improvable,improvable,True
pp_nav_00802,kingston,improvable,improvable,True
pp_nav_00802,harrow,improvable,improvable,True
pp_nav_00802,london,improvable,improvable,True
pp_nav_00803,tchakashapug,improvable,improvable,True
pp_nav_00803,pagashi,improvable,improvable,True
pp_nav_00804,pp_nav_00825,navigable,navigable,False
pp_nav_00804,khimni,navigable,navigable,True
pp_nav_00804,sulkhari,navigable,navigable,True
pp_nav_00805,cape_hope_islands,improvable,improvable,False
pp_nav_00805,pp_nav_00811,improvable,improvable,False
pp_nav_00805,kaipeshimushich,improvable,improvable,True
pp_nav_00805,waskaganish,improvable,improvable,True
pp_nav_00805,nistam,improvable,improvable,True
pp_nav_00806,pp_nav_00829,navigable,navigable,False
pp_nav_00806,ukek,navigable,navigable,True
pp_nav_00806,rovnoye,navigable,navigable,True
pp_nav_00806,pokrovsk,navigable,navigable,True
pp_nav_00806,goly_karamysh,navigable,navigable,True
pp_nav_00807,pp_nav_00819,navigable,navigable,False
pp_nav_00807,pp_nav_00826,navigable,navigable,False
pp_nav_00807,chornobyl,navigable,navigable,True
pp_nav_00807,brahin,navigable,navigable,True
pp_nav_00807,dymer,navigable,navigable,True
pp_nav_00807,lutava,navigable,navigable,True
pp_nav_00807,liubech,navigable,navigable,True
pp_nav_00807,chernihiv,navigable,navigable,True
pp_nav_00808,natastan,improvable,improvable,True
pp_nav_00808,kapitukamach,improvable,improvable,True
pp_nav_00809,pp_nav_00810,navigable,navigable,False
pp_nav_00809,pp_nav_00811,improvable,improvable,False
pp_nav_00809,kamashikamach,navigable,navigable,True
pp_nav_00809,nemasca,navigable,navigable,True
pp_nav_00810,kapitukamach,navigable,navigable,True
pp_nav_00810,nemasca,navigable,navigable,True
pp_nav_00811,kaipeshimushich,improvable,improvable,True
pp_nav_00811,kamashikamach,improvable,improvable,True
pp_nav_00811,nemasca,improvable,improvable,True
pp_nav_00812,kuanhe,navigable,navigable,True
pp_nav_00812,pp_nav_00831,navigable,navigable,False
pp_nav_00812,bir_amur,navigable,navigable,True
pp_nav_00812,aigun,navigable,navigable,True
pp_nav_00813,pp_nav_00824,navigable,navigable,False
pp_nav_00813,uschu,navigable,navigable,True
pp_nav_00813,deren,navigable,navigable,True
pp_nav_00814,pp_nav_00822,improvable,improvable,False
pp_nav_00814,pp_nav_00827,improvable,improvable,False
pp_nav_00814,tchakashapug,improvable,improvable,True
pp_nav_00814,wabimeig,improvable,improvable,True
pp_nav_00815,tchakashapug,improvable,improvable,True
pp_nav_00816,pp_nav_00828,improvable,improvable,False
pp_nav_00816,moosonee,improvable,improvable,True
pp_nav_00816,kagawask,improvable,improvable,True
pp_nav_00817,pp_nav_00833,navigable,difficult,False
pp_nav_00817,karasor,navigable,difficult,True
