location_tag,original_levels,remaining_levels,original_coastal,new_coastal
hondosaka,5,5,False,False
bhilsa,1,1,False,False
sehore,1,1,False,False
vemulawada,1,1,False,False
kotpad,1,1,False,False
bargarh,3,3,False,False
masulipatnam,4,4,True,True
bunji,5,5,False,False
illichpur,1,1,False,False
manikdrug,2,2,False,False
sironj,2,2,False,False
chipangura,1,1,False,False
mopeia,1,1,False,True
ballaghaderreen,1,1,False,False
baripada,2,2,False,False
nacala,1,1,True,True
balkonda,1,1,False,False
uchangidurga,2,2,False,False
raichur,3,3,False,False
gorongoza,2,2,False,False
satara,1,1,False,False
mastuj,1,1,False,False
kodungallur,2,2,True,True
usambara,1,1,False,False
islamkot,3,3,False,False
baroda,3,3,True,True
kahlur,3,3,False,False
qandhar,5,5,False,False
cuddapah,1,1,False,False
bundi,2,2,False,False
rawatsar,1,1,False,False
sabalgarh,3,3,False,False
shahabad,1,1,False,False
narwar,1,1,False,False
uch,5,5,False,True
kandiaro,4,4,False,True
karor_2,4,4,False,False
sangamesvara,1,1,False,False
tete,5,5,False,True
dromahair,1,1,True,True
mandla,2,2,False,False
hajner,3,3,False,False
khajuraho,2,2,False,False
chiniot,3,3,False,False
ajmer,1,1,False,False
songo_mnara,1,1,True,True
kaiapoi,1,1,True,True
nurpur,2,2,False,False
bhadrachalam,4,4,False,False
mahoba,1,1,False,False
miraj,5,5,False,False
kahurangi,1,1,True,True
vadstena,1,1,False,False
skinskatteberg,1,1,False,False
cheringoma,1,1,False,False
ustikolina,2,2,False,False
raumo,1,1,True,True
nagahrada,1,1,False,False
hatera,1,1,True,True
kumasi,1,1,False,False
mano,5,5,True,True
notse,1,1,False,False
glexwe,1,1,True,True
tado,1,1,False,False
chakan,1,1,False,False
touba,5,5,False,False
uzea,1,1,False,False
oshogbo,1,1,False,False
macenta,5,5,False,False
tbilisi,2,2,False,False
merca,1,1,True,True
dallol,1,1,False,False
sanlucar_la_mayor,1,1,False,True
qasr_ibrim,4,4,False,False
abu_hamed,4,4,False,False
arbaji,3,3,False,False
bafoussam,5,5,False,False
zankor,1,1,False,False
gondokoro,4,4,False,False
abiy_addi,1,1,False,False
gambela,5,5,False,False
sokota,1,1,False,False
ankober,1,1,False,False
bi_pi,5,5,False,False
boromo,1,1,False,False
deoule,1,1,False,False
ourense,5,5,False,False
ayamonte,1,1,True,True
nedroma,1,1,True,True
garadoume,1,1,False,False
goulfey,3,3,False,False
kabara,3,3,False,True
logone_birni,5,5,False,False
marte,1,1,False,False
utsjoki,1,1,False,False
nyamina,3,3,False,False
sya,1,1,False,False
tengrela,1,1,False,False
tabou_m,1,1,False,False
hadjer_haddid,1,1,False,False
nakhon_thai,2,2,False,False
bayamo,1,1,True,True
rauna,1,1,False,False
goroditse_megra,1,1,False,False
waropen,1,1,True,True
vel_mo,1,1,False,False
lishui_yingtian,2,2,False,False
adjud,2,2,False,False
xiapi,1,1,False,True
jiading,2,2,True,True
taiping_ningguo,1,1,False,False
wuyuan_huizhou,1,1,False,False
lingbi,1,1,False,False
xiacai,3,3,False,False
deqing,1,1,False,False
wanhufu,1,1,False,False
norridgewock,2,2,False,False
banon,1,1,False,False
qingchuan,2,2,False,False
beyarjomand,1,1,False,False
baotong,3,3,False,False
lungkya,3,3,False,False
namwon,1,1,False,False
kamitsuma,1,1,False,False
keoma,1,1,False,False
mourionska,5,5,False,False
phayuhakhiri,3,3,False,True
moss,3,3,True,True
tokma,1,1,False,False
visesav,4,4,False,True
bawika,1,1,False,False
jianchang,5,5,False,False
danggali,1,1,False,False
feixian,1,1,False,False
kawachikamasu,1,1,False,False
chinda,2,2,True,True
topia,1,1,False,False
tutrakan,5,5,False,True
sesheke,5,5,False,False
kalfucura,2,2,False,False
anyuysk,2,2,False,False
joroinen,2,2,False,False
salair,3,3,False,False
marin_balluk,1,1,False,False
kamianets_podilskyi,2,2,False,False
adalaga,1,1,False,False
susoh,1,1,True,True
qlispe,3,3,False,False
prokuplje,1,1,False,False
gulcha,1,1,False,False
jangipur,5,5,False,True
kegaska,2,2,True,True
tamluk,3,3,True,True
kisenga,1,1,False,False
kakibonga,1,1,False,False
haskovo,1,1,False,False
bibbulman,1,1,True,True
bulbancha,5,5,True,True
eseejja,5,5,False,False
siegburg,4,4,False,True
montargis,1,1,False,False
dongping,3,3,False,False
vila_real,1,1,False,False
yongding_shanghang,2,2,False,False
nagaoka,1,1,True,True
kajran,2,2,False,False
iultin,1,1,False,False
morrinhos,5,5,False,False
zmeinogorsk,2,2,False,False
ust_ozernoye,2,2,False,False
nakata,1,1,True,True
xelahuh,1,1,False,False
daan,2,2,False,False
manso,1,1,False,False
churumekua,5,5,False,False
jeongseon,1,1,False,False
epinal,1,1,False,False
cess,5,5,True,True
chamba,2,2,False,False
bykovo,5,5,False,True
gualeguay,2,2,False,True
paru,5,5,True,True
jinjam,1,1,False,False
arkhara,5,5,False,False
mestre,1,1,True,True
assisi,1,1,False,False
spremberg,1,1,False,False
bouna,2,2,False,False
bolo,5,5,False,False
hamadan,1,1,False,False
shushtar,5,5,False,False
muar,2,2,True,True
nanhai,5,5,False,True
zakroczym,5,5,False,True
khatun,2,2,False,False
wenchuan,5,5,False,False
thien_truong,4,4,True,True
junghwa,2,2,False,False
bayan_har,1,1,False,False
ghazni,1,1,False,False
kouate,3,3,True,True
manigotagan,3,3,False,False
chandrabad,5,5,False,True
silacayoapam,2,2,False,False
nikolskoye,1,1,False,False
kamut,1,1,False,False
leel_watr_ool,2,2,False,False
grabowiec,1,1,False,False
marmande,2,2,False,True
yangju,2,2,False,True
belyov,1,1,False,False
balyktykol,3,3,False,False
burayevo,3,3,False,False
yuquot,1,1,True,True
babuza,2,2,True,True
canela_apanyekra,2,2,False,False
witset,1,1,False,False
luache,1,1,True,True
cegani,4,4,False,True
talitsa_yelets,1,1,False,False
fehervar,4,4,False,True
rewa,2,2,False,False
charquis,5,5,False,True
devprayag,5,5,False,False
konevets,3,3,False,False
pocosin,2,2,True,True
pecunktuk,1,1,False,False
sisteron,1,1,False,False
mala,3,3,False,False
turenne,2,2,False,False
midu,1,1,False,False
semiostrov,1,1,True,True
mattole,5,5,True,True
meda,2,2,False,False
jautok,1,1,True,True
kolo,1,1,False,False
gulshara,1,1,False,False
osterburg,5,5,False,True
turuepano,1,1,True,True
mesyagutovo,5,5,False,False
chishamnee,2,2,False,False
tucumcari,1,1,False,False
wapahani,1,1,False,False
gichthanne,4,4,False,True
ulungur,1,1,False,False
ahkwesasne,5,5,False,True
nanzhao,1,1,False,False
banqiao,1,1,False,False
thang_long,4,4,False,True
tanjungpura,5,5,True,True
kaisou,1,1,True,True
huanggang,5,5,False,True
qw_ewt,1,1,False,False
ficarolo,3,3,False,True
bilgram,5,5,False,False
gera,1,1,False,False
wislica,2,2,False,True
sikasingo,2,2,False,False
mastakh,1,1,False,False
paititi,1,1,False,False
insterburg,1,1,False,False
kuivaniemi,2,2,True,True
ust_ugla,1,1,False,False
jajce,1,1,False,False
ptuj,2,2,False,False
incarraqay,1,1,False,False
chira,1,1,True,True
niihari,1,1,False,False
velyka_oleksandrivka,3,3,False,True
kleve,4,4,False,True
kukra,3,3,True,True
yaneka,1,1,False,False
cakovec,2,2,False,False
luxembourg,5,5,False,False
vygozero,1,1,False,False
bykhaw,2,2,False,False
kipahigan,5,5,False,False
kerki,4,4,False,False
gunnaur,3,3,False,False
manily,2,2,True,True
rotterdam,4,4,True,True
bacs,4,4,False,True
chiba,2,2,True,True
garha,2,2,False,False
flix,3,3,False,True
rohat_kermen,3,3,False,True
sayniabuli,4,4,False,False
pipmuacan,2,2,False,False
shana_bukanda,1,1,False,False
mangazeya,1,1,False,False
torgo,3,3,False,False
pende_kongo,1,1,False,False
ocmulgee,5,5,False,False
ochechiton,1,1,False,False
kriitina,2,2,True,True
shicheng,1,1,True,True
kankan,5,5,False,False
kanthal,1,1,False,False
jhanjharpur,5,5,False,False
radom,3,3,False,True
puente_arzobispo,1,1,False,False
suluk,1,1,False,False
estatoe,1,1,False,False
renhuai,2,2,False,False
kelif,1,1,False,False
metsang,2,2,False,False
ede,1,1,False,False
birao,1,1,False,False
nushki,1,1,False,False
piatra_lui_craciun,1,1,False,False
shizhu,5,5,False,True
varazdin,2,2,False,False
atchafalaya,5,5,True,True
teypana,1,1,False,False
monghsu,4,4,False,False
linwu,1,1,False,False
os_kino,2,2,False,False
anula,1,1,True,True
sanyuan,5,5,False,False
lugoj,2,2,False,False
irondequoit,1,1,True,True
guanghai,2,2,True,True
shizong,2,2,False,False
xiajiang,2,2,False,False
kaifeng,3,3,False,False
interlaken,1,1,False,False
oymyakon,1,1,False,False
cholok_kaiyn,5,5,False,False
baashalapache,2,2,False,False
irkineieva,1,1,False,False
myndagai,2,2,False,False
kainan,1,1,False,False
mbanza_kongo,2,2,False,False
suzhou,3,3,False,False
itekiatonhniarikon,1,1,False,False
hulu_musi,2,2,False,False
piletisipuk,3,3,True,True
rongshan,3,3,False,False
kaonde,3,3,False,False
urgal,5,5,False,False
champasak,5,5,False,False
castellaun,2,2,False,True
matarjawira,3,3,False,False
pumpu,1,1,False,False
bamangwato,1,1,False,False
dogo,2,2,False,True
karpus_mahal,5,5,False,False
ciechanow,3,3,False,True
tanchang,1,1,False,False
umgungundlovu,1,1,True,True
tambaga,1,1,False,False
begoml,1,1,False,False
manley,1,1,False,False
dillingen,2,2,False,False
naogaon,5,5,False,False
puel_co,1,1,True,True
debagarh,3,3,False,False
kaunas,5,5,False,True
devol,1,1,False,False
wiyashakimi,1,1,False,False
chiang_khong,5,5,False,False
usulutan,1,1,True,True
villingen,1,1,False,False
linxian,3,3,False,False
xinxing_nanen,2,2,False,False
chalkyitsik,4,4,False,False
ichugan,1,1,False,False
rochechouart,1,1,False,False
uriparacoxi,1,1,False,False
rantau_benar,1,1,False,False
kaiyuan_jurchen,1,1,False,False
karaftit,1,1,False,False
pandjih,1,1,False,False
baden,3,3,False,True
kiwigapawa,2,2,False,False
wecho,5,5,False,False
bakas,2,2,False,False
taipingzhuang,1,1,False,False
ingenika,1,1,False,False
kabango,2,2,False,False
tenut,2,2,False,False
tirgua,5,5,False,False
thembelihle,2,2,False,False
lule,1,1,False,False
zixian,2,2,False,False
rutul,1,1,False,False
yarensk,3,3,False,False
nowy_sacz,1,1,False,False
kut_ling,2,2,False,False
qijiang,1,1,False,False
quiahuixtlan,1,1,False,False
rima,5,5,False,False
hulu_segama,1,1,False,False
paikend,1,1,False,False
burdekin,1,1,False,False
dassa_zoume,2,2,False,False
willka_ulo,2,2,False,False
waricoto,1,1,False,False
nakara,2,2,True,True
mackenzie,5,5,False,False
ban_pa_la_ta,1,1,False,False
zilina,1,1,False,False
nakhon_chum,1,1,False,False
kaministiquia,1,1,True,True
sisak,2,2,False,True
tenki,1,1,False,False
taplejung,2,2,False,False
rovereto,2,2,False,False
bankutu,5,5,False,False
tirkong,5,5,False,False
lo_mustang,1,1,False,False
morkoka,1,1,False,False
tragor,1,1,False,False
lahontan,5,5,False,False
prudnik,1,1,False,False
harsova,4,4,False,True
trogstad,3,3,False,False
wangdue,1,1,False,False
hildesheim,1,1,False,False
choluteca,1,1,True,True
erachimo,5,5,False,False
nemptu,5,5,False,False
palazzolo,1,1,False,False
mamadysh,4,4,False,True
rasskazovo,1,1,False,False
cheriumche,2,2,False,False
troitskoye_kuroedovo,1,1,False,False
boronuk,1,1,False,False
perg,3,3,False,True
limeuil,5,5,False,False
kinosota,1,1,False,False
uninka,2,2,False,False
longyou_jiading,5,5,False,False
litomerice,2,2,False,False
paredarerme,1,1,True,True
ntsoana_tsatsi,1,1,False,False
munich,1,1,False,False
mongmit,3,3,False,False
chishti_sarif,1,1,False,False
tebourba,1,1,True,True
husinec,1,1,False,False
bandafassi,1,1,False,False
pathein,2,2,True,True
biswan,4,4,False,False
sabac,3,3,False,True
buchu,5,5,False,False
valenciennes,1,1,False,False
lukoves,2,2,False,False
titel,3,3,False,True
lamanai,2,2,False,False
katibas,5,5,False,False
nogent_sur_seine,1,1,False,True
shabogamo,5,5,False,False
akilonda,3,3,False,False
clermont_en_argonne,1,1,False,False
khatgal,1,1,False,False
huamanpata,1,1,False,False
sighet,1,1,False,False
gribingui,5,5,False,False
dhubri,5,5,False,True
braila,5,5,False,True
ranibas,5,5,False,False
sernur,3,3,False,False
guaitaka,5,5,True,True
wegorzewo,1,1,False,False
lucheng,3,3,False,False
rajnagar,5,5,False,False
maicasagi,2,2,False,False
tsentral,1,1,False,False
kennebec,2,2,False,False
mojenga,1,1,False,False
kualuh,1,1,True,True
muruam,2,2,False,False
khuzhupai,2,2,False,False
meneeohe,1,1,False,False
isaccea,5,5,False,True
chipisipi,5,5,False,False
balui,5,5,False,False
duolundu,2,2,False,False
tjungundji,2,2,True,True
manatara,3,3,False,False
amisk_sakahikan,2,2,False,False
mulmuga,5,5,False,False
xuahceesh_annappiio,2,2,False,False
roermond,2,2,False,True
banamba,1,1,False,False
huangping,1,1,False,False
teya,1,1,False,False
aankwaahsakwa,2,2,False,False
otsiningo,1,1,False,False
fenning,2,2,False,False
kombomba,2,2,False,False
thu_vat,2,2,False,False
ryn_poland,1,1,False,False
thung_samrit,1,1,False,False
barjols,1,1,False,False
xuanhua,4,4,False,False
xunantunich,2,2,True,True
cayas,5,5,False,False
kyundyade,1,1,False,False
panenetah,1,1,False,False
julime,1,1,False,False
tsaparang,2,2,False,False
ikere,1,1,False,False
chet_irgiz,1,1,False,False
krosno_odrzanskie,2,2,False,True
al_huwayyit,1,1,False,False
yoreme,1,1,True,True
deokju,1,1,False,False
xunhe,4,4,False,False
durgyeling,3,3,False,False
mpueto,3,3,False,False
thaungdut,4,4,False,False
suining_jing,1,1,False,False
oksu,1,1,False,False
chenqing,1,1,False,False
scatacook,1,1,False,False
tasuktul,1,1,False,False
paderborn,1,1,False,False
ubeda,1,1,False,False
tres_pontas,2,2,False,False
uel_tympychan,1,1,False,False
yamamoto,1,1,False,False
jama,1,1,True,True
matape,1,1,False,False
jianzhou,1,1,False,False
itarare,5,5,False,False
teionontatatie,1,1,False,False
hadishahr,1,1,False,False
mbridge,1,1,False,False
garibams,2,2,True,True
prosek,2,2,False,False
tiyuh_tuha,1,1,False,False
htigyaing,5,5,False,True
karpenisi,1,1,False,False
daet,5,5,True,True
panuco,5,5,True,True
acaponeta,1,1,True,True
yabrin,1,1,False,False
lutsk,1,1,False,False
lupungu,1,1,False,False
panyabungan,1,1,False,False
hominka,5,5,False,False
eschwege,1,1,False,False
lalin,1,1,False,False
gariep,2,2,False,False
anacopia,1,1,True,True
hucha_hudan,5,5,False,False
sao_jose_preto,1,1,False,False
seymchan,3,3,False,False
okotoks,1,1,False,False
serta,1,1,False,False
ondonga,2,2,False,False
barus,1,1,True,True
pengzhou,1,1,False,False
gbabiri,5,5,False,False
nuoluo,5,5,False,False
niyazabad,1,1,True,True
natinixwe,1,1,False,False
lycoming,2,2,False,False
uldurga,1,1,False,False
chatra,1,1,False,False
huaihua,3,3,False,False
rosnay,1,1,False,False
cuauhtochco,1,1,True,True
molangur,1,1,False,False
kakisa,4,4,False,False
unjegah,3,3,False,False
kabeka,1,1,True,True
kalmyk,2,2,False,False
masolian,5,5,False,True
bangban,1,1,False,False
smolensk,1,1,False,False
ocotelolco,1,1,False,False
sakambunje,2,2,False,False
zvenigorod,1,1,False,False
vetluga,1,1,False,False
atiya,5,5,False,True
kissidougou,1,1,False,False
missicabi,3,3,True,True
kassengue,2,2,False,False
maleagit,1,1,False,False
comogre,2,2,True,True
munster,1,1,False,False
chodrak_kham,2,2,False,False
arkhan,3,3,False,False
machang,3,3,False,False
tambusai,1,1,False,False
zangla,2,2,False,False
pakpak,5,5,False,False
malykovka,5,5,False,True
chalin,5,5,False,False
trier,2,2,False,True
kaili,1,1,False,False
freienwalde,3,3,False,True
jujin,3,3,False,False
sdok_kok_thom,2,2,False,False
woolna,1,1,True,True
sibolga,2,2,True,True
podosinovets,2,2,False,False
fayzabad,1,1,False,False
tetlin,1,1,False,False
edappaly,2,2,False,False
yugorenok,2,2,False,False
bongor,5,5,False,False
udon_thani,1,1,False,False
sudogda,1,1,False,False
farah,1,1,False,False
na_choo_ndek,2,2,False,False
kitigan_zibi,5,5,False,False
arauca,5,5,False,False
st_affrique,1,1,False,False
echiy,1,1,False,False
ashuapmushuan,2,2,False,False
wawiyastan,2,2,False,False
kuripan,4,4,False,False
cine,1,1,False,False
nola,1,1,False,False
chaudandi,3,3,False,False
dubna,2,2,False,True
sanhe_chaozhou,5,5,False,False
bhalki,1,1,False,False
phnom_penh,5,5,False,True
kumylzhenskaya,2,2,False,True
oohkoi_yohe,1,1,False,False
tondikandia,1,1,False,False
hanau,1,1,False,False
dmitriyev,1,1,False,False
mosopeleacipi,1,1,False,False
kaleybar,1,1,False,False
shelek,2,2,False,False
yongshan,4,4,False,False
shanfana,1,1,False,False
kurri_kurri,1,1,True,True
tczew,3,3,False,True
undrugonda,1,1,False,False
lapa,2,2,False,False
rudnya,1,1,False,False
rivne,1,1,False,False
ilan_hala,5,5,False,False
menkyule,1,1,False,False
bozan,2,2,False,False
yaroslav_poland,1,1,False,False
anhayca,1,1,True,True
htilin,2,2,False,False
solingen,3,3,False,True
pixian,2,2,False,False
tianzhu,2,2,False,False
luchow,3,3,False,True
yanshan_guangxin,2,2,False,False
liangmei,2,2,False,False
pavlovo,3,3,False,True
muse,4,4,False,False
konstantinovsk,2,2,False,True
ouham,5,5,False,False
grant_creek,4,4,False,False
tenggulang,2,2,True,True
huaiyuan_rongzhou,5,5,False,False
sampheak_borak,5,5,False,True
minichinas,2,2,False,False
boluohe,1,1,True,True
tensas,5,5,False,True
kitamogami,1,1,False,False
gynaikokastro,1,1,False,False
mayya,1,1,False,False
torzym,2,2,False,True
deychopan,1,1,False,False
kaskinampo,5,5,False,False
diria,1,1,True,True
maddela,1,1,False,False
qianan,1,1,False,False
peyrusse,1,1,False,False
oneonta,1,1,False,False
danubyu,5,5,False,False
pasho,5,5,False,False
teotitlan,5,5,False,False
ziyang_xingan,5,5,False,False
krivoshchekovo,3,3,False,False
bidar,1,1,False,False
nyangu,3,3,False,False
kolhapur,5,5,False,False
madwas,2,2,False,False
limerick,2,2,True,True
basim,1,1,False,False
dijkot,2,2,False,True
zvongombe,1,1,False,False
matendere,5,5,False,False
mumias,2,2,False,False
khiching,2,2,False,False
plovdiv,1,1,False,False
makanpur,3,3,False,True
murwara,1,1,False,False
raisin,1,1,False,False
jalna,2,2,False,False
barasuru,5,5,False,False
omerkot,4,4,False,True
dharangaon,2,2,False,False
gawilgarh,1,1,False,False
timergara,1,1,False,False
muhammad_tur,4,4,True,True
tacuane,1,1,False,False
rajabar,3,3,False,False
xai_xai,2,2,True,True
lalitpur,2,2,False,False
chandravati,1,1,False,False
karur_punjab,3,3,False,False
tummana,2,2,False,False
sultanpur,2,2,False,False
ponnani,2,2,True,True
gangadvara,3,3,False,False
erode,2,2,False,False
sargadwari,3,3,False,False
tullamore,1,1,False,False
ganjam,1,1,True,True
keonjhar,2,2,False,False
bugara,2,2,False,False
bajone,1,1,True,True
zumbo,3,3,False,False
uvinza,2,2,False,False
arrah,4,4,False,True
zembe,5,5,False,False
haveri,5,5,False,False
nander,2,2,False,False
vijaygarh,5,5,False,False
bandire,5,5,False,False
thanesar,2,2,False,False
dabhol,2,2,True,True
bhatkal,1,1,True,True
bandogarh,2,2,False,False
patan,1,1,False,False
charumani,1,1,False,False
inyanga,1,1,False,False
lochaber,1,1,True,True
perth,2,2,True,True
sholhapur,5,5,False,False
mohan,3,3,False,False
parun,1,1,False,False
uvira,1,1,False,False
jashpur_nagar,1,1,False,False
krakow,1,1,False,True
trondenes,1,1,True,True
kintampo,2,2,False,False
ohrid,1,1,False,False
kwararafa,5,5,False,False
marsassoum,1,1,False,False
nounkonkan,5,5,False,False
owo,1,1,False,False
sampa,1,1,False,False
kvikkjock,3,3,False,False
lycksele,3,3,False,False
ugbo,5,5,False,False
wanar,2,2,False,True
sutuko,2,2,False,True
laguardia,1,1,False,False
barara,1,1,False,False
kosa,3,3,False,False
kaka,3,3,False,False
daw_sud,4,4,False,False
atbara,5,5,False,False
branko,3,3,False,False
el_gadarif,1,1,False,False
debarq,2,2,False,False
lalibela,1,1,False,False
nikkaluokta,2,2,False,False
afmadow,5,5,False,False
bouar,1,1,False,False
dia,3,3,False,True
skelleftea,1,1,True,True
palencia,1,1,False,False
portalegre,2,2,False,False
esgueira,1,1,True,True
doba,5,5,False,False
garandoili,1,1,False,False
goundi,3,3,False,False
kaedi,5,5,False,True
loropeni,1,1,False,False
niena,5,5,False,False
narena,1,1,False,False
ollelewa,1,1,False,False
rano,1,1,False,False
niani,2,2,False,False
gorzow,5,5,False,False
sarek,1,1,False,False
basti,4,4,False,False
lolo,3,3,False,False
porjus,2,2,False,False
ozanna,5,5,False,False
buksunda,1,1,False,False
wujiang_yingtian,5,5,False,True
zimnicea,5,5,False,True
oancea,2,2,False,False
uian,5,5,True,True
xiaoxian,5,5,False,False
wuxian,3,3,False,True
xuancheng,2,2,False,False
guichi,5,5,False,True
hongxian,1,1,False,False
changxing,1,1,False,False
jiangshan,1,1,False,False
lishui,2,2,False,False
xiaoshan,5,5,True,True
cotnari,1,1,False,False
oktyabr_skii,5,5,True,True
aim_mocoylek,1,1,False,False
kluane,1,1,False,False
woking,1,1,False,True
riga,3,3,True,True
itamarandiba,1,1,False,False
msassa,2,2,False,False
tarung,5,5,False,False
wimihsoorita,1,1,False,False
vo_nhai,1,1,False,False
kon_klor,5,5,False,False
onenioteke,1,1,False,False
assan,1,1,False,False
chootawatchee,5,5,False,False
dax,2,2,False,False
balad_ruz,2,2,False,False
sts_ailes,1,1,False,False
sitamarhi,2,2,False,False
machisque,2,2,False,False
sisakht,1,1,False,False
kraho,4,4,False,False
umpila,1,1,True,True
hum,5,5,False,False
pingyue,1,1,False,False
ormogang,1,1,False,False
uele_ca,5,5,False,False
pemba,2,2,False,False
yeongcheon,1,1,False,False
al_mithnab,2,2,False,False
moskona,5,5,False,False
ouezzane,1,1,False,False
maykop,1,1,False,False
osovets,1,1,False,False
kuhmo,1,1,False,False
altun_kupri,1,1,False,False
sardasht,1,1,False,False
monadnock,2,2,False,False
mawet,1,1,False,False
gigen,5,5,False,True
barnaul,3,3,False,False
tongguan_yuanjiang,1,1,False,False
schenectady,2,2,False,False
khakhsyk,2,2,False,False
jinji,1,1,False,False
moira,3,3,False,False
siriono,5,5,False,False
lower_aktanyshbash,3,3,False,True
rohatyn,1,1,False,False
qiongzhou,1,1,False,False
ngurraiillam,1,1,False,False
selpils,3,3,False,True
malka,3,3,False,False
cognac,1,1,False,True
liuboml,1,1,False,False
ganda,1,1,False,False
vendome,1,1,False,False
talman_boorj,2,2,False,False
kaministikowak,2,2,False,False
beja,2,2,False,False
gueret,1,1,False,False
samcheok,1,1,True,True
casamance,1,1,True,True
beziers,1,1,True,True
etnemitane,5,5,False,False
ferrette,3,3,False,False
beaugency,2,2,False,True
upper_nioman,1,1,False,False
matahun,2,2,False,False
cabinda_kongo,5,5,True,True
qarr_unaq,1,1,False,False
guizhou_xunzhou,3,3,False,False
klichaw,1,1,False,False
taximaroa,1,1,False,False
achaivayam,5,5,False,False
sindhuli,1,1,False,False
meshchersk,3,3,False,True
nehru,1,1,False,False
napituca,5,5,False,False
kyaukme,2,2,False,False
amboim,2,2,True,True
agawa_superior,1,1,True,True
cheongju,1,1,False,False
raznezhye,5,5,False,True
nimes,3,3,True,True
koksar,1,1,False,False
bungu_kongo,5,5,False,False
al_laghfiyyah,1,1,False,False
tapalquen,1,1,False,False
yumba,3,3,False,False
naka_iwami,1,1,True,True
kawatinook,1,1,False,False
bershty,2,2,False,False
malinithan,5,5,False,False
langning,5,5,False,False
mavinga,1,1,False,False
varnum,1,1,False,False
sutnga,2,2,False,False
targu_mures,1,1,False,False
mahneshan,1,1,False,False
asahkaiowaipu,5,5,False,False
nastapoka,5,5,False,False
sukju,1,1,True,True
muyu,5,5,False,False
lubben,1,1,False,False
mattawana,5,5,False,False
martaban,4,4,True,True
chical_co,2,2,False,False
wilinggin,1,1,False,False
chala_at,1,1,True,True
kauipushkakamat,1,1,False,False
eora,1,1,True,True
velbuzd,1,1,False,False
korenevo,3,3,False,True
srinagar_garhwal,2,2,False,False
ocana,1,1,False,False
yerema,2,2,False,False
velsk,3,3,False,False
berbice,2,2,True,True
tarki,1,1,True,True
coos,1,1,False,False
hedong,3,3,False,False
tsedzong,1,1,False,False
angermunde,3,3,False,True
hukawng,5,5,False,False
heoryeong,1,1,True,True
starodub_votsky,3,3,False,True
terena,1,1,False,False
altayskoye,3,3,False,False
kuungkari,1,1,False,False
targu_neamt,1,1,False,False
boowe,5,5,False,False
orchimont,1,1,False,False
chiang_mai,1,1,False,False
kanel,2,2,False,True
tinnaya,4,4,False,False
aubusson,1,1,False,False
jiangjin,5,5,False,False
banyo,1,1,False,False
dusseldorf,4,4,False,True
yanchang,3,3,False,False
nam_xuang,5,5,False,False
mattawasaga,1,1,False,False
dibang,5,5,False,False
urzedow,2,2,False,True
krusevac,5,5,False,False
yixingzhou,1,1,False,False
colmar,1,1,False,False
alstahaug,1,1,True,True
brody_tver,2,2,False,False
avraga,1,1,False,False
voznesenskoye,5,5,False,True
tenawa,1,1,False,False
pushang,1,1,False,False
ledengskoye,1,1,False,False
hamelin,2,2,False,True
puebla_de_guzman,1,1,False,False
ishikari,2,2,True,True
ruicheng,3,3,False,False
guiratinga,5,5,False,False
teshio,2,2,True,True
higashimuro,1,1,True,True
buse,5,5,False,False
assabet,2,2,False,False
choma,1,1,False,False
kumalu,1,1,False,False
kwerba,4,4,True,True
soko_grad,1,1,False,False
bremen,2,2,True,True
tamura,1,1,False,False
mahkato,2,2,False,False
rantau_panjang,1,1,False,False
talisi,2,2,False,False
esashi,2,2,False,False
yuza,2,2,True,True
futian,5,5,False,True
khaysar,1,1,False,False
mengjin,3,3,False,False
pushroot,1,1,False,False
baraka,1,1,False,False
tywhapita,5,5,False,True
emden,2,2,True,True
gorodok,2,2,False,False
konjikala,2,2,False,False
gunupur,1,1,False,False
virovitica,2,2,False,False
haga,1,1,False,False
nipissu,5,5,False,False
parnu,1,1,True,True
kwilu,5,5,True,True
akwe,5,5,False,False
shanxian,3,3,False,False
nong_khay,4,4,False,False
chai,1,1,False,False
riverie,3,3,False,True
indigiir,1,1,False,False
bira,1,1,False,False
essen,1,1,False,False
eisenach,1,1,False,False
tembesi,5,5,False,False
antietam,1,1,False,False
arad,2,2,False,False
shangjin,3,3,False,False
kakenje,5,5,False,False
atacames,5,5,True,True
klewi,4,4,False,False
bauska,1,1,False,False
ushachy,2,2,False,True
dongchuan,1,1,False,False
yashikumne,5,5,False,False
ohktouna,1,1,False,False
sarvaslyk,1,1,False,False
panatahuas,5,5,False,False
ossossane,1,1,True,True
macas,5,5,False,False
schwaz,2,2,False,False
ramsele,5,5,False,False
hatunllacta,5,5,False,False
prozorovo,1,1,False,False
gisors,2,2,False,True
kem,2,2,True,True
novgorod,5,5,False,True
nalyuchi,5,5,False,False
maselga,1,1,False,False
akilasiewakik,1,1,True,True
ingolstadt,2,2,False,False
fengcheng,1,1,False,False
choapan,1,1,False,False
lingwu,3,3,False,False
shuuchi,1,1,False,False
savran,1,1,False,False
oravsky_podzamok,1,1,False,False
molvo,2,2,False,False
geneseo,1,1,False,False
chuathbaluk,1,1,False,False
huoshan,1,1,False,False
hoilkut,5,5,False,False
kamassekuakamat,5,5,False,False
karang_brahi,5,5,False,False
jessore,2,2,False,False
shuangyashan,1,1,False,False
amgun,2,2,False,False
tysmenytsia,2,2,False,False
daning_pingquan,1,1,False,False
uniejow,1,1,False,False
chongyang,1,1,False,False
sengkae,1,1,True,True
