location_tag,water_location,state,shore_pixels
kaedi,pp_nav_00708,navigable,5
wujiang_yingtian,pp_nav_00539,navigable,23
zimnicea,pp_nav_00422,navigable,11
zimnicea,pp_nav_00427,navigable,33
wuxian,pp_nav_00542,navigable,36
wuxian,pp_nav_00552,navigable,15
guichi,pp_nav_00557,navigable,21
guichi,pp_nav_00568,navigable,30
xiaoshan,pp_nav_00586,navigable,21
woking,pp_nav_00248,improvable,19
riga,pp_nav_00125,navigable,38
gigen,pp_nav_00425,navigable,24
lower_aktanyshbash,pp_nav_00146,navigable,10
selpils,pp_nav_00133,improvable,48
selpils,pp_nav_00134,navigable,31
cognac,pp_nav_00369,navigable,55
cognac,pp_nav_00373,navigable,26
beaugency,pp_nav_00333,navigable,34
meshchersk,pp_nav_00135,navigable,18
meshchersk,pp_nav_00138,navigable,66
meshchersk,pp_nav_00143,navigable,13
raznezhye,pp_nav_00136,navigable,3
raznezhye,pp_nav_00140,navigable,47
raznezhye,pp_nav_00142,navigable,30
nimes,pp_nav_00419,improvable,11
korenevo,pp_nav_00119,navigable,27
angermunde,pp_nav_00193,navigable,9
angermunde,pp_nav_00201,navigable,30
starodub_votsky,pp_nav_00143,navigable,55
starodub_votsky,pp_nav_00148,navigable,44
kanel,pp_nav_00708,navigable,8
kanel,pp_nav_00711,navigable,32
dusseldorf,pp_nav_00251,navigable,30
urzedow,pp_nav_00250,navigable,4
urzedow,pp_nav_00259,navigable,31
voznesenskoye,pp_nav_00028,navigable,9
voznesenskoye,pp_nav_00029,navigable,47
voznesenskoye,pp_nav_00031,navigable,26
hamelin,pp_nav_00220,improvable,4
hamelin,pp_nav_00228,improvable,38
bremen,pp_nav_00197,navigable,28
deping,pp_nav_00485,navigable,3
futian,pp_nav_00619,navigable,16
tywhapita,pp_nav_00476,improvable,20
tywhapita,pp_nav_00477,navigable,39
tywhapita,pp_nav_00479,navigable,39
tywhapita,pp_nav_00481,navigable,11
riverie,pp_nav_00372,navigable,19
ushachy,pp_nav_00151,navigable,6
ushachy,pp_nav_00156,navigable,47
ushachy,pp_nav_00161,navigable,4
gisors,pp_nav_00298,improvable,39
novgorod,pp_nav_00087,navigable,1
novgorod,pp_nav_00091,navigable,12
kamyshin,pp_nav_00265,navigable,23
kamyshin,pp_nav_00271,navigable,54
kamyshin,pp_nav_00281,navigable,16
samorin,pp_nav_00325,navigable,18
samorin,pp_nav_00332,navigable,18
asvieja,pp_nav_00149,navigable,18
asvieja,pp_nav_00151,navigable,23
wachilmezi,pp_nav_00355,navigable,27
wachilmezi,pp_nav_00360,navigable,10
stezyca,pp_nav_00237,navigable,44
stezyca,pp_nav_00250,navigable,20
machecoul,pp_nav_00347,navigable,15
machecoul,pp_nav_00351,navigable,20
muktagacha,pp_nav_00645,navigable,47
muktagacha,pp_nav_00658,navigable,17
czersk,pp_nav_00224,navigable,63
czersk,pp_nav_00237,navigable,27
guastalla,pp_nav_00392,navigable,43
guastalla,pp_nav_00394,navigable,28
guastalla,pp_nav_00395,navigable,35
vekshenga,pp_nav_00074,navigable,60
vekshenga,pp_nav_00079,navigable,10
lyuban,pp_nav_00076,navigable,25
vasilsursk,pp_nav_00136,navigable,19
vasilsursk,pp_nav_00140,navigable,14
mengli,pp_nav_00659,navigable,33
bolghar,pp_nav_00158,navigable,6
bolghar,pp_nav_00162,navigable,51
bolghar,pp_nav_00164,navigable,59
bolghar,pp_nav_00175,navigable,4
myshuryn_rih,pp_nav_00306,navigable,39
myshuryn_rih,pp_nav_00313,improvable,33
giurgiu,pp_nav_00417,navigable,21
giurgiu,pp_nav_00422,navigable,41
casalmaggiore,pp_nav_00394,navigable,24
ogeechee,pp_nav_00521,navigable,7
ogeechee,pp_nav_00524,navigable,23
luneburg,pp_nav_00189,navigable,4
luneburg,pp_nav_00194,navigable,13
yusha,pp_nav_00567,navigable,3
yusha,pp_nav_00571,navigable,13
yusha,pp_nav_00578,navigable,31
rashid,pp_nav_00548,navigable,15
rashid,pp_nav_00553,navigable,15
damietta,pp_nav_00549,navigable,26
giza,pp_nav_00576,navigable,24
giza,pp_nav_00588,navigable,37
shangyuan,pp_nav_00533,navigable,47
shangyuan,pp_nav_00539,navigable,14
aizkraukle,pp_nav_00131,improvable,70
aizkraukle,pp_nav_00133,improvable,16
oudenaarde,pp_nav_00260,navigable,55
oudenaarde,pp_nav_00263,navigable,16
jingling,pp_nav_00550,navigable,6
jingling,pp_nav_00567,navigable,46
jingling,pp_nav_00578,navigable,26
dannenberg,pp_nav_00194,navigable,82
dannenberg,pp_nav_00198,navigable,22
bagayevskaya,pp_nav_00343,navigable,35
bagayevskaya,pp_nav_00350,navigable,1
tarascon,pp_nav_00419,improvable,18
sroda_slaska,pp_nav_00249,navigable,20
sroda_slaska,pp_nav_00256,navigable,6
jiangling,pp_nav_00581,navigable,4
jiangling,pp_nav_00582,navigable,58
jiangling,pp_nav_00592,navigable,5
onimgohow,pp_nav_00446,navigable,9
onimgohow,pp_nav_00449,navigable,52
onimgohow,pp_nav_00453,navigable,9
chojna,pp_nav_00193,navigable,14
chojna,pp_nav_00201,navigable,59
chojna,pp_nav_00214,navigable,18
swiecie,pp_nav_00186,navigable,17
swiecie,pp_nav_00192,navigable,23
ust_medveditskaya,pp_nav_00285,navigable,6
ust_medveditskaya,pp_nav_00286,navigable,42
geertruidenberg,pp_nav_00236,navigable,14
geertruidenberg,pp_nav_00243,navigable,64
amyint,pp_nav_00683,navigable,20
amyint,pp_nav_00684,navigable,23
srok_khleang,pp_nav_00742,navigable,28
srok_khleang,pp_nav_00744,navigable,35
shishou,pp_nav_00592,navigable,60
khosheutovo,pp_nav_00348,navigable,10
khosheutovo,pp_nav_00354,navigable,94
khosheutovo,pp_nav_00359,navigable,15
chucalissa,pp_nav_00505,navigable,8
chucalissa,pp_nav_00508,navigable,53
chucalissa,pp_nav_00511,navigable,1
weert,pp_nav_00253,navigable,18
dala,pp_nav_00694,navigable,11
sanshui,pp_nav_00671,navigable,34
sanshui,pp_nav_00676,improvable,10
lopburi,pp_nav_00713,navigable,28
lopburi,pp_nav_00717,navigable,45
sungai_jujuhan,pp_nav_00764,navigable,77
sungai_jujuhan,pp_nav_00765,navigable,6
ekwentondie,pp_nav_00360,navigable,49
ekwentondie,pp_nav_00362,navigable,7
hoya,pp_nav_00197,navigable,33
hoya,pp_nav_00203,navigable,7
bruck_leitha,pp_nav_00322,navigable,8
bruck_leitha,pp_nav_00325,navigable,25
bruck_leitha,pp_nav_00326,navigable,7
mora_portugal,pp_nav_00451,navigable,4
bielefeld,pp_nav_00220,improvable,6
pursat,pp_nav_00731,navigable,1
chamo,pp_nav_00794,navigable,19
chamo,pp_nav_00795,navigable,26
hull,pp_nav_00187,navigable,2
rath,pp_nav_00635,navigable,26
ely,pp_nav_00205,navigable,2
chunar,pp_nav_00643,navigable,5
chunar,pp_nav_00648,navigable,47
chunar,pp_nav_00656,navigable,14
hala,pp_nav_00636,navigable,39
tankular,pp_nav_00727,navigable,13
ugbodu,pp_nav_00754,navigable,2
ugbodu,pp_nav_00757,navigable,53
warri,pp_nav_00759,navigable,30
warri,pp_nav_00760,navigable,48
matam,pp_nav_00708,navigable,26
matam,pp_nav_00711,navigable,18
segou,pp_nav_00722,navigable,5
segou,pp_nav_00726,navigable,93
luhe,pp_nav_00533,navigable,14
xuzhou,pp_nav_00513,navigable,75
xuzhou,pp_nav_00514,navigable,15
rangpur_bengal,pp_nav_00637,navigable,10
rangpur_bengal,pp_nav_00645,navigable,21
shadodkot,pp_nav_00617,navigable,44
kabachischi,pp_nav_00141,navigable,2
kabachischi,pp_nav_00144,navigable,48
kabachischi,pp_nav_00150,navigable,8
nytva,pp_nav_00096,navigable,67
nytva,pp_nav_00101,navigable,51
curuai,pp_nav_00772,navigable,17
curuai,pp_nav_00773,navigable,62
curuai,pp_nav_00774,navigable,6
curuai,pp_nav_00779,navigable,2
frankfurt,pp_nav_00277,navigable,11
kaesong,pp_nav_00484,navigable,17
jinkang,pp_nav_00677,improvable,34
tarnow,pp_nav_00267,navigable,15
tarnow,pp_nav_00272,navigable,8
gwangju,pp_nav_00488,navigable,32
kargasok,pp_nav_00085,navigable,22
kargasok,pp_nav_00088,navigable,44
xindi,pp_nav_00579,navigable,22
xindi,pp_nav_00589,navigable,66
xindi,pp_nav_00601,navigable,6
calafat,pp_nav_00420,navigable,38
calafat,pp_nav_00423,navigable,11
kletskaya,pp_nav_00286,navigable,8
kletskaya,pp_nav_00296,navigable,16
indrapura_khmer,pp_nav_00734,navigable,37
indrapura_khmer,pp_nav_00735,navigable,13
indrapura_khmer,pp_nav_00736,navigable,48
indrapura_khmer,pp_nav_00737,navigable,20
buda,pp_nav_00334,navigable,15
buda,pp_nav_00337,navigable,29
fuwa_mino,pp_nav_00509,navigable,2
hukou,pp_nav_00596,navigable,24
nazym,pp_nav_00026,navigable,30
nazym,pp_nav_00027,navigable,98
nazym,pp_nav_00030,navigable,40
esztergom,pp_nav_00334,navigable,58
kelheim,pp_nav_00303,navigable,14
libourne,pp_nav_00393,navigable,33
libourne,pp_nav_00400,navigable,14
pengze,pp_nav_00583,navigable,30
pengze,pp_nav_00596,navigable,3
sarapul,pp_nav_00126,navigable,5
sarapul,pp_nav_00132,navigable,48
sarapul,pp_nav_00139,navigable,48
sarapul,pp_nav_00146,navigable,47
sarapul,pp_nav_00147,navigable,14
samauma,pp_nav_00768,navigable,40
songzi,pp_nav_00564,navigable,11
songzi,pp_nav_00581,navigable,47
yelovo,pp_nav_00124,navigable,66
yelovo,pp_nav_00126,navigable,16
ganxian,pp_nav_00629,improvable,69
youxi,pp_nav_00627,improvable,25
cahokia,pp_nav_00465,navigable,10
fengdu,pp_nav_00577,navigable,9
fengdu,pp_nav_00590,navigable,47
pontedera,pp_nav_00424,navigable,4
pontedera,pp_nav_00426,navigable,9
simmern,pp_nav_00270,improvable,5
simmern,pp_nav_00275,navigable,15
mors,pp_nav_00242,navigable,24
mors,pp_nav_00251,navigable,6
laish,pp_nav_00162,navigable,44
ethapetha,pp_nav_00453,navigable,37
ethapetha,pp_nav_00462,navigable,52
ethapetha,pp_nav_00474,navigable,22
ust_pinega,pp_nav_00016,navigable,8
macaregua,pp_nav_00753,navigable,12
doeg,pp_nav_00460,navigable,63
doeg,pp_nav_00467,navigable,11
osa,pp_nav_00117,navigable,22
liaocheng,pp_nav_00499,navigable,63
liaocheng,pp_nav_00503,improvable,3
nehantuck,pp_nav_00434,navigable,77
maastricht,pp_nav_00253,navigable,14
maastricht,pp_nav_00262,navigable,6
leko,pp_nav_00782,navigable,14
loigan_sibo,pp_nav_00362,navigable,29
loigan_sibo,pp_nav_00366,improvable,32
mantova,pp_nav_00392,navigable,25
mantova,pp_nav_00394,navigable,12
walalde,pp_nav_00700,navigable,39
walalde,pp_nav_00701,navigable,46
tamaroa,pp_nav_00465,navigable,86
tamaroa,pp_nav_00468,navigable,7
tamaroa,pp_nav_00471,navigable,70
tamaroa,pp_nav_00473,navigable,41
turnu_magurele,pp_nav_00425,navigable,4
turnu_magurele,pp_nav_00427,navigable,16
chaumont_vexin,pp_nav_00301,navigable,31
lodi,pp_nav_00388,navigable,14
monselice,pp_nav_00387,navigable,8
nienburg,pp_nav_00203,navigable,75
salay,pp_nav_00685,navigable,18
salay,pp_nav_00687,navigable,27
blois,pp_nav_00333,navigable,32
blois,pp_nav_00339,improvable,34
mielnik,pp_nav_00211,navigable,4
mielnik,pp_nav_00221,navigable,42
abrahamtelke,pp_nav_00337,navigable,21
abrahamtelke,pp_nav_00352,navigable,13
damanhur,pp_nav_00548,navigable,31
damanhur,pp_nav_00553,navigable,49
damanhur,pp_nav_00561,navigable,20
mansoura,pp_nav_00549,navigable,32
mansoura,pp_nav_00563,navigable,15
atfih,pp_nav_00588,navigable,45
atfih,pp_nav_00603,navigable,15
qus,pp_nav_00633,navigable,18
qus,pp_nav_00639,navigable,14
qena,pp_nav_00625,navigable,20
qena,pp_nav_00633,navigable,32
qena,pp_nav_00634,navigable,11
nantes,pp_nav_00347,navigable,44
nantes,pp_nav_00351,navigable,8
baghdad,pp_nav_00523,navigable,22
dayr_aqul,pp_nav_00523,navigable,47
dayr_aqul,pp_nav_00525,navigable,48
dayr_aqul,pp_nav_00528,navigable,27
dayr_aqul,pp_nav_00529,navigable,18
abdas,pp_nav_00538,navigable,23
abdas,pp_nav_00543,navigable,45
abdas,pp_nav_00554,navigable,11
lyskovo,pp_nav_00140,navigable,37
lyskovo,pp_nav_00142,navigable,58
chelmno,pp_nav_00186,navigable,12
chelmno,pp_nav_00192,navigable,39
kazym,pp_nav_00020,navigable,32
syanno,pp_nav_00163,navigable,28
bensheim,pp_nav_00280,navigable,25
oppenheim,pp_nav_00280,navigable,12
chowanoke,pp_nav_00501,navigable,2
chowanoke,pp_nav_00504,navigable,49
chowanoke,pp_nav_00506,navigable,6
einbeck,pp_nav_00228,improvable,4
bazas,pp_nav_00404,navigable,24
bazas,pp_nav_00412,navigable,34
gaur,pp_nav_00655,navigable,29
gaur,pp_nav_00661,navigable,11
nijmegen,pp_nav_00232,navigable,15
nijmegen,pp_nav_00233,navigable,32
tamalameque,pp_nav_00746,navigable,7
kashin,pp_nav_00116,navigable,63
kashin,pp_nav_00122,navigable,34
otennienontant,pp_nav_00375,improvable,17
otennienontant,pp_nav_00381,improvable,17
lauenburg,pp_nav_00189,navigable,11
lauenburg,pp_nav_00194,navigable,7
pabna,pp_nav_00666,navigable,25
tver,pp_nav_00129,navigable,39
ath,pp_nav_00263,navigable,12
wloclawek,pp_nav_00200,navigable,3
wloclawek,pp_nav_00206,navigable,28
ryazan,pp_nav_00174,navigable,4
ryazan,pp_nav_00178,navigable,37
namur,pp_nav_00268,navigable,40
srebrenik,pp_nav_00390,navigable,9
srebrenik,pp_nav_00396,navigable,51
palembang,pp_nav_00777,navigable,22
palembang,pp_nav_00782,navigable,26
palembang,pp_nav_00783,navigable,68
ballia,pp_nav_00641,navigable,45
varanasi,pp_nav_00648,navigable,39
varanasi,pp_nav_00653,navigable,24
varanasi,pp_nav_00656,navigable,15
jaranwala,pp_nav_00556,navigable,14
kashmore,pp_nav_00610,navigable,29
kashmore,pp_nav_00614,navigable,29
lisbon,pp_nav_00451,navigable,15
york,pp_nav_00184,improvable,15
windsor,pp_nav_00247,navigable,36
windsor,pp_nav_00248,improvable,5
etawah,pp_nav_00622,navigable,14
etawah,pp_nav_00623,navigable,89
etawah,pp_nav_00628,navigable,7
kantit,pp_nav_00653,navigable,32
kantit,pp_nav_00656,navigable,7
massanza,pp_nav_00791,navigable,11
massangano,pp_nav_00791,navigable,2
massangano,pp_nav_00792,navigable,31
konch,pp_nav_00623,navigable,9
konch,pp_nav_00628,navigable,26
ozoro,pp_nav_00757,navigable,13
ozoro,pp_nav_00759,navigable,25
bourem,pp_nav_00695,navigable,25
bourem,pp_nav_00696,navigable,81
mandisobi,pp_nav_00810,navigable,99
mandisobi,pp_nav_00811,navigable,54
macina,pp_nav_00720,navigable,70
macina,pp_nav_00722,navigable,17
gourma_rharous,pp_nav_00697,navigable,66
gourma_rharous,pp_nav_00698,navigable,27
yingde,pp_nav_00659,navigable,28
yingde,pp_nav_00665,navigable,66
nizhny_chir,pp_nav_00310,navigable,25
nizhny_chir,pp_nav_00316,navigable,65
jiangning,pp_nav_00539,navigable,15
taixing,pp_nav_00532,improvable,21
taixing,pp_nav_00540,navigable,8
lichiresti,pp_nav_00415,navigable,13
lichiresti,pp_nav_00417,navigable,29
taoyuan_huaian,pp_nav_00517,navigable,21
taoyuan_huaian,pp_nav_00519,improvable,12
jiande,pp_nav_00595,navigable,50
tarrana,pp_nav_00561,navigable,12
tarrana,pp_nav_00576,navigable,24
kansas,pp_nav_00454,navigable,19
kansas,pp_nav_00458,navigable,101
kansas,pp_nav_00459,navigable,16
badong,pp_nav_00558,improvable,16
badong,pp_nav_00559,improvable,24
bergen_zoom,pp_nav_00243,navigable,4
tavdinsky_sloboda,pp_nav_00104,navigable,7
tavdinsky_sloboda,pp_nav_00110,navigable,22
tavdinsky_sloboda,pp_nav_00118,navigable,25
tavdinsky_sloboda,pp_nav_00121,navigable,36
solovtsovo,pp_nav_00199,navigable,32
inowroclaw,pp_nav_00200,navigable,42
cuttawba,pp_nav_00456,navigable,44
cuttawba,pp_nav_00457,navigable,49
cuttawba,pp_nav_00464,navigable,56
cuttawba,pp_nav_00469,improvable,19
cahors,pp_nav_00413,navigable,44
chalon_sur_saone,pp_nav_00356,navigable,23
jekabpils,pp_nav_00133,improvable,16
jekabpils,pp_nav_00134,navigable,45
kurmysh,pp_nav_00140,navigable,7
brie_comte_robert,pp_nav_00307,navigable,12
brie_comte_robert,pp_nav_00308,navigable,29
brie_comte_robert,pp_nav_00312,navigable,19
dagon,pp_nav_00694,navigable,42
lewekeomi,pp_nav_00469,improvable,28
lewekeomi,pp_nav_00476,improvable,30
chyormoz,pp_nav_00086,navigable,23
chyormoz,pp_nav_00093,navigable,45
chyormoz,pp_nav_00096,navigable,7
vienne,pp_nav_00372,navigable,64
lyubichi,pp_nav_00169,navigable,22
lyubichi,pp_nav_00174,navigable,41
abingdon,pp_nav_00247,navigable,3
karymkary,pp_nav_00024,navigable,68
karymkary,pp_nav_00026,navigable,66
naga,pp_nav_00515,navigable,37
romang,pp_nav_00807,navigable,58
romang,pp_nav_00808,navigable,94
gurupatuba,pp_nav_00770,navigable,29
gurupatuba,pp_nav_00775,navigable,25
fengjie,pp_nav_00558,improvable,15
fengjie,pp_nav_00560,improvable,38
nakajima,pp_nav_00509,navigable,15
shilovo,pp_nav_00177,navigable,5
shilovo,pp_nav_00180,navigable,7
shilovo,pp_nav_00183,navigable,12
shayang,pp_nav_00550,navigable,15
shayang,pp_nav_00567,navigable,12
bjelovar,pp_nav_00370,navigable,15
miory,pp_nav_00149,navigable,11
miory,pp_nav_00151,navigable,7
vasyugan,pp_nav_00085,navigable,37
memel,pp_nav_00160,navigable,1
puqi,pp_nav_00589,navigable,12
thatta,pp_nav_00646,navigable,7
thatta,pp_nav_00657,navigable,29
barpeta,pp_nav_00631,navigable,9
barpeta,pp_nav_00632,navigable,9
aksay,pp_nav_00316,navigable,26
aksay,pp_nav_00328,navigable,1
srednyaya_akhtuba,pp_nav_00294,navigable,25
srednyaya_akhtuba,pp_nav_00309,navigable,83
srednyaya_akhtuba,pp_nav_00314,navigable,53
adshusheer,pp_nav_00497,navigable,16
adshusheer,pp_nav_00500,navigable,4
upper_ob,pp_nav_00052,navigable,37
upper_ob,pp_nav_00055,navigable,98
upper_ob,pp_nav_00060,navigable,96
upper_ob,pp_nav_00063,navigable,96
upper_ob,pp_nav_00066,navigable,92
upper_ob,pp_nav_00073,navigable,96
upper_ob,pp_nav_00081,navigable,94
upper_ob,pp_nav_00083,navigable,96
upper_ob,pp_nav_00085,navigable,46
upper_ob,pp_nav_00088,navigable,13
gostynin,pp_nav_00206,navigable,4
gostynin,pp_nav_00216,navigable,12
annaburg,pp_nav_00240,navigable,20
annaburg,pp_nav_00252,navigable,39
qingyuan,pp_nav_00665,navigable,13
qingyuan,pp_nav_00671,navigable,59
kanawha,pp_nav_00453,navigable,43
kanawha,pp_nav_00462,navigable,59
kanawha,pp_nav_00474,navigable,9
cherdakly,pp_nav_00175,navigable,15
cherdakly,pp_nav_00179,navigable,48
cherdakly,pp_nav_00185,navigable,37
curumanao,pp_nav_00746,navigable,50
monchengladbach,pp_nav_00244,navigable,2
assunpink,pp_nav_00445,navigable,28
meherrin,pp_nav_00497,navigable,8
meherrin,pp_nav_00500,navigable,25
landau,pp_nav_00303,navigable,9
landau,pp_nav_00311,navigable,44
delmenhorst,pp_nav_00197,navigable,22
melun,pp_nav_00312,navigable,58
melun,pp_nav_00320,navigable,10
linqing,pp_nav_00493,navigable,11
linqing,pp_nav_00499,navigable,28
solikamsk,pp_nav_00071,navigable,57
perevitska,pp_nav_00169,navigable,38
perevitska,pp_nav_00174,navigable,42
kungur,pp_nav_00109,navigable,13
rovigo,pp_nav_00376,navigable,6
rovigo,pp_nav_00387,navigable,56
rovigo,pp_nav_00391,navigable,70
rovigo,pp_nav_00399,navigable,16
jishui,pp_nav_00615,navigable,25
jishui,pp_nav_00619,navigable,22
kholmogory,pp_nav_00014,navigable,4
kholmogory,pp_nav_00016,navigable,56
kholmogory,pp_nav_00018,navigable,93
kholmogory,pp_nav_00019,navigable,1
sansanding,pp_nav_00722,navigable,74
kremenskaya,pp_nav_00292,navigable,70
kremenskaya,pp_nav_00296,navigable,2
kremenskaya,pp_nav_00299,navigable,58
kremenskaya,pp_nav_00310,navigable,37
voikar,pp_nav_00010,navigable,45
voikar,pp_nav_00011,navigable,10
jiangxia,pp_nav_00570,navigable,53
jiangxia,pp_nav_00571,navigable,13
jiangxia,pp_nav_00579,navigable,4
azok,pp_nav_00350,navigable,52
anilco,pp_nav_00512,navigable,8
anilco,pp_nav_00516,navigable,47
anilco,pp_nav_00518,navigable,22
wels,pp_nav_00323,improvable,12
ramsis,pp_nav_00553,navigable,2
ramsis,pp_nav_00561,navigable,26
beni_suef,pp_nav_00588,navigable,7
beni_suef,pp_nav_00603,navigable,30
aswan,pp_nav_00660,navigable,26
aswan,pp_nav_00668,navigable,17
minya,pp_nav_00607,navigable,13
minya,pp_nav_00613,navigable,16
sharuna,pp_nav_00603,navigable,39
sharuna,pp_nav_00607,navigable,33
an_nil,pp_nav_00523,navigable,37
an_nil,pp_nav_00525,navigable,32
al_madar,pp_nav_00538,navigable,12
al_madar,pp_nav_00543,navigable,56
al_madar,pp_nav_00554,navigable,12
nemours,pp_nav_00320,navigable,21
xiangyang,pp_nav_00535,navigable,44
xiangyang,pp_nav_00541,navigable,2
sint_niklaas,pp_nav_00255,navigable,45
myanaung,pp_nav_00691,navigable,34
myanaung,pp_nav_00692,navigable,7
satgaon,pp_nav_00678,navigable,58
satgaon,pp_nav_00680,navigable,77
satgaon,pp_nav_00682,navigable,15
coblenz,pp_nav_00264,navigable,2
coblenz,pp_nav_00270,improvable,39
jurbarkas,pp_nav_00168,navigable,69
cologne,pp_nav_00258,navigable,22
brandenburg,pp_nav_00204,navigable,4
brandenburg,pp_nav_00208,navigable,54
brandenburg,pp_nav_00218,navigable,15
detmold,pp_nav_00220,improvable,8
bydgoszcz,pp_nav_00192,navigable,27
bydgoszcz,pp_nav_00200,navigable,3
fancheng,pp_nav_00535,navigable,33
kasimov,pp_nav_00157,navigable,4
kasimov,pp_nav_00167,navigable,58
kasimov,pp_nav_00173,navigable,70
kasimov,pp_nav_00176,navigable,54
kasimov,pp_nav_00177,navigable,4
panemune,pp_nav_00168,navigable,26
panemune,pp_nav_00170,navigable,20
ordu_bazar,pp_nav_00357,navigable,7
ordu_bazar,pp_nav_00361,navigable,20
apeldoorn,pp_nav_00222,navigable,28
veliky_ustyug,pp_nav_00037,navigable,83
veliky_ustyug,pp_nav_00051,navigable,98
veliky_ustyug,pp_nav_00054,navigable,72
nowe,pp_nav_00186,navigable,23
montblanc,pp_nav_00438,improvable,37
kotri,pp_nav_00636,navigable,16
kotri,pp_nav_00646,navigable,41
cheltenham,pp_nav_00227,navigable,8
mithankot,pp_nav_00605,navigable,20
mithankot,pp_nav_00606,navigable,3
ranikot,pp_nav_00626,navigable,26
ranikot,pp_nav_00636,navigable,32
asni,pp_nav_00635,navigable,17
asni,pp_nav_00640,navigable,17
sitpur,pp_nav_00594,navigable,45
sitpur,pp_nav_00605,navigable,25
retford,pp_nav_00187,navigable,1
retford,pp_nav_00190,navigable,17
podor,pp_nav_00700,navigable,57
podor,pp_nav_00702,navigable,3
lisino,pp_nav_00067,navigable,10
lisino,pp_nav_00070,navigable,21
galati,pp_nav_00378,navigable,23
kom_ombo,pp_nav_00660,navigable,67
tongling,pp_nav_00546,navigable,9
tongling,pp_nav_00557,navigable,25
fuyang_hangzhou,pp_nav_00586,navigable,53
fuyang_hangzhou,pp_nav_00595,navigable,6
linjiang,pp_nav_00577,navigable,58
guangji,pp_nav_00587,navigable,21
guangji,pp_nav_00597,navigable,8
windenburg,pp_nav_00160,navigable,54
musi,pp_nav_00782,navigable,57
torgau,pp_nav_00240,navigable,31
rome,pp_nav_00431,navigable,3
rome,pp_nav_00433,navigable,22
kabakama,pp_nav_00728,navigable,37
kabakama,pp_nav_00729,navigable,34
cabo_formoso,pp_nav_00760,navigable,18
cabo_formoso,pp_nav_00761,navigable,15
papyeong,pp_nav_00484,navigable,10
baronsk,pp_nav_00230,navigable,32
baronsk,pp_nav_00239,navigable,14
pantagoras,pp_nav_00756,navigable,35
montflanquin,pp_nav_00413,navigable,27
okhannoye,pp_nav_00109,navigable,39
okhannoye,pp_nav_00117,navigable,54
bordeaux,pp_nav_00393,navigable,23
bordeaux,pp_nav_00404,navigable,10
verkhnyaya_toyma,pp_nav_00031,navigable,40
verkhnyaya_toyma,pp_nav_00033,navigable,24
nizhnyaya_toyma,pp_nav_00028,navigable,16
nizhnyaya_toyma,pp_nav_00029,navigable,49
nizhnyaya_toyma,pp_nav_00031,navigable,7
arles,pp_nav_00419,improvable,17
arles,pp_nav_00429,improvable,52
ipholhhelhlhup,pp_nav_00799,navigable,31
kazimierz,pp_nav_00250,navigable,42
koryazhma,pp_nav_00035,navigable,20
koryazhma,pp_nav_00037,navigable,13
tolna,pp_nav_00352,navigable,14
tolna,pp_nav_00358,navigable,61
tolna,pp_nav_00365,navigable,6
kucevo,pp_nav_00410,navigable,6
kucevo,pp_nav_00411,navigable,51
ngasingu,pp_nav_00674,navigable,31
ngasingu,pp_nav_00681,navigable,40
brest_litowsk,pp_nav_00221,navigable,18
dukhovnitskoye,pp_nav_00207,navigable,34
dukhovnitskoye,pp_nav_00223,navigable,4
sihui,pp_nav_00671,navigable,3
sihui,pp_nav_00676,improvable,8
ndalatando,pp_nav_00790,navigable,12
dura,pp_nav_00637,navigable,32
dura,pp_nav_00645,navigable,32
xiangyin,pp_nav_00604,navigable,8
xiangyin,pp_nav_00609,navigable,60
pest,pp_nav_00337,navigable,28
bokovskaya,pp_nav_00283,navigable,17
bokovskaya,pp_nav_00285,navigable,40
guachoyo,pp_nav_00518,navigable,32
guachoyo,pp_nav_00522,navigable,55
ostrogozhsk,pp_nav_00254,navigable,13
ostrogozhsk,pp_nav_00261,navigable,38
bavaria_regen,pp_nav_00303,navigable,5
bavaria_regen,pp_nav_00311,navigable,5
petrovaradin,pp_nav_00379,navigable,7
petrovaradin,pp_nav_00386,navigable,70
petrovaradin,pp_nav_00402,navigable,14
petrovaradin,pp_nav_00403,navigable,19
stepanevka,pp_nav_00310,navigable,16
stepanevka,pp_nav_00316,navigable,22
carapachay,pp_nav_00816,navigable,9
carapachay,pp_nav_00818,navigable,18
carapachay,pp_nav_00819,navigable,20
carapachay,pp_nav_00820,navigable,70
carapachay,pp_nav_00821,navigable,84
carapachay,pp_nav_00822,navigable,19
staraya_ryazan,pp_nav_00178,navigable,9
staraya_ryazan,pp_nav_00180,navigable,43
bhagalpur,pp_nav_00650,navigable,9
bhagalpur,pp_nav_00654,navigable,31
sandan,pp_nav_00725,barrier,33
sandan,pp_nav_00732,improvable,23
scioto,pp_nav_00466,navigable,12
scioto,pp_nav_00470,navigable,15
yusva,pp_nav_00080,navigable,7
yusva,pp_nav_00086,navigable,26
qujiang,pp_nav_00659,navigable,40
tapajo,pp_nav_00773,navigable,42
tapajo,pp_nav_00778,navigable,26
tapajo,pp_nav_00779,navigable,48
straubing,pp_nav_00303,navigable,50
nikahionhwakowa,pp_nav_00407,navigable,17
piacenza,pp_nav_00388,navigable,17
piacenza,pp_nav_00389,navigable,9
kaskaskia,pp_nav_00465,navigable,4
kaskaskia,pp_nav_00473,navigable,48
kaskaskia,pp_nav_00478,navigable,17
nogoya,pp_nav_00815,navigable,4
