location,state,pixels,region,near_location,mean_discharge_m3_s,low_discharge_m3_s,gradient_m_per_km,evidence,river_level,tropical,seasonal,x,y,ocean_connected
pp_nav_00166,navigable,14,ruthenia_region,ulla,244.385,133.71,0.5177850655305787,reach:Daugava (Western Dvina):river,2,False,False,9037.444444444445,1559.4444444444443,True
pp_nav_00167,navigable,73,russian_region,azeevo,1013.021,279.92,0.12369803611011604,reach:Volga:river,3,False,False,9593.270833333334,1574.8125,True
pp_nav_00168,navigable,84,baltic_region,jurbarkas,518.171,281.784,0.373052978515625,reach:Neman:river,3,False,False,8738.541666666666,1561.9166666666667,True
pp_nav_00169,navigable,80,russian_region,perevitska,558.404,142.59,0.03175466913649371,reach:Volga:river,3,False,False,9469.708333333334,1565.0416666666667,True
pp_nav_00170,navigable,59,baltic_region,kedainiai,482.442,264.806,0.3312862396240234,reach:Neman:river,5,False,False,8768.351351351352,1569.3783783783783,True
pp_nav_00171,navigable,24,baltic_region,ragnit,531.969,288.345,0.05938911437988281,reach:Neman:river,0,False,False,8714.615384615385,1563.6153846153845,True
pp_nav_00172,navigable,13,great_britain_region,newcastle,63.069,30.442,0.3674650192260742,reach:Humber/Ouse/Trent:river;reach:Humber/Ouse/Trent:sea,1,False,False,7622.0,1567.0,True
pp_nav_00173,navigable,70,russian_region,kasimov,719.095,219.023,0.49930858109463483,reach:Volga:river,3,False,False,9566.229166666666,1574.5208333333333,True
pp_nav_00174,navigable,77,russian_region,perevitska,569.103,150.685,0.2312419194888932,reach:Volga:river,3,False,False,9493.5625,1577.7708333333333,True
pp_nav_00175,navigable,76,russian_region,simbirsk,7639.088,2124.094,0.0,reach:Volga:river,4,False,False,9911.520833333334,1591.1458333333333,True
pp_nav_00176,navigable,41,russian_region,kasimov,750.287,231.251,0.0,reach:Volga:river,3,False,False,9582.0,1580.2692307692307,True
pp_nav_00177,navigable,76,russian_region,koponovo,672.8755000000001,191.0975,0.07613222269774492,reach:Volga:river,3,False,False,9556.75,1600.625,True
pp_nav_00178,navigable,84,russian_region,ryazan,587.138,159.571,0.002448037813915892,reach:Volga:river,3,False,False,9511.235294117647,1597.0,True
pp_nav_00179,navigable,70,russian_region,simbirsk,7646.644,2124.62,0.0,reach:Volga:river,4,False,False,9900.1875,1619.8541666666667,True
pp_nav_00180,navigable,77,russian_region,staraya_ryazan,641.537,173.384,0.06458282470703125,reach:Volga:river,3,False,False,9533.625,1610.125,True
pp_nav_00181,navigable,8,baltic_region,gdansk,1102.632,716.861,0.1584182325772278,reach:Vistula:river;reach:Vistula:sea,0,False,False,8543.0,1612.0,True
pp_nav_00182,navigable,73,baltic_region,malbork,1101.136,715.813,0.1584182325772278,reach:Vistula:river;reach:Vistula:sea,3,False,False,8550.333333333334,1629.8333333333333,True
pp_nav_00183,navigable,15,russian_region,shilovo,648.066,181.393,2.7946296670075808,reach:Volga:river,3,False,False,9549.222222222223,1615.2222222222222,True
pp_nav_00184,improvable,84,great_britain_region,pontefract,92.719,41.608,0.1475029500229189,reach:Humber/Ouse/Trent:river,2,False,False,7642.541666666667,1647.75,True
pp_nav_00185,navigable,69,russian_region,pokrovskoye,7649.224,2125.7655,0.0,reach:Volga:river,4,False,False,9917.875,1648.0416666666667,True
pp_nav_00186,navigable,64,baltic_region,nowe,1073.268,699.677,0.1815500711585913,reach:Vistula:river,3,False,False,8544.229166666666,1664.6875,True
pp_nav_00187,navigable,77,great_britain_region,grimsby,181.053,78.497,0.0,reach:Humber/Ouse/Trent:river,2,False,False,7659.9375,1661.8125,True
pp_nav_00188,navigable,59,russian_region,morkvash,7723.867,2160.999,0.0,reach:Volga:river,4,False,False,9935.958333333334,1673.5416666666667,True
pp_nav_00189,navigable,63,north_german_region,winsen,790.914,427.861,0.04516153335571289,reach:Elbe:river;reach:Elbe:sea,3,False,False,8154.5,1676.0,True
pp_nav_00190,navigable,81,great_britain_region,newark,130.568,58.542,0.265031099319458,reach:Humber/Ouse/Trent:river,1,False,False,7651.604166666667,1693.6458333333333,True
pp_nav_00191,navigable,63,russian_region,morkvash,7785.883,2175.107,0.01791888933410853,reach:Volga:river,4,False,False,9969.583333333334,1684.1666666666667,True
pp_nav_00192,navigable,68,baltic_region,chelmno,1057.678,686.767,0.19748340314910304,reach:Vistula:river,3,False,False,8523.416666666666,1689.2916666666667,True
pp_nav_00193,navigable,72,north_german_region,gryfow,549.5385,346.3745,0.0031785472307616293,reach:Oder:river;reach:Oder:sea,3,False,False,8348.104166666666,1692.6041666666667,True
pp_nav_00194,navigable,64,north_german_region,dannenberg,736.846,404.273,0.23737571576203725,reach:Elbe:river,3,False,False,8185.416666666667,1688.6666666666667,True
pp_nav_00195,navigable,67,russian_region,khvorostyanka,7960.443,2238.368,0.0,reach:Volga:river,4,False,False,9924.104166666666,1692.2708333333333,True
pp_nav_00196,navigable,47,russian_region,morkvash,7937.31,2221.0969999999998,0.0,reach:Volga:river,4,False,False,9952.823529411764,1694.0294117647059,True
pp_nav_00197,navigable,62,north_german_region,bremen,370.22,157.37,0.23942289937621034,reach:Weser:river;reach:Weser:sea,2,False,False,8094.166666666667,1702.6875,True
pp_nav_00198,navigable,67,north_german_region,osterburg,698.318,375.929,0.18628885615744636,reach:Elbe:river,3,False,False,8213.9375,1703.3125,True
pp_nav_00199,navigable,63,russian_region,khvorostyanka,8002.144,2269.479,0.0,reach:Volga:river,5,False,False,9899.333333333334,1707.7916666666667,True
pp_nav_00200,navigable,64,baltic_region,inowroclaw,1008.258,653.3154999999999,0.0,reach:Vistula:river,3,False,False,8538.666666666666,1708.8333333333333,True
pp_nav_00201,navigable,72,north_german_region,chojna,535.601,339.189,0.22159719467163086,reach:Oder:river,3,False,False,8340.0625,1719.9375,True
pp_nav_00202,navigable,11,great_britain_region,nottingham,122.631,56.068,0.5829487440733592,reach:Humber/Ouse/Trent:river,1,False,False,7640.571428571428,1709.5714285714287,True
pp_nav_00203,navigable,71,north_german_region,nienburg,216.897,90.745,0.34123490261564865,reach:Weser:river,5,False,False,8106.75,1729.375,True
pp_nav_00204,navigable,70,north_german_region,jerichow,594.858,297.515,0.14382438659667968,reach:Elbe:river,5,False,False,8238.25,1719.5416666666667,True
pp_nav_00205,navigable,48,great_britain_region,lynn,57.213,23.082,0.0,reach:Great Ouse (added):river;reach:Great Ouse (added):sea,1,False,False,7706.444444444444,1731.2222222222222,True
pp_nav_00206,navigable,51,baltic_region,wloclawek,974.536,623.941,0.36546173095703127,reach:Vistula:river,3,False,False,8565.6875,1729.8125,True
pp_nav_00207,navigable,68,steppes_region,dukhovnitskoye,8018.353,2286.496,0.0,reach:Volga:river,5,False,False,9886.020833333334,1737.5208333333333,True
pp_nav_00208,navigable,62,north_german_region,brandenburg,69.971,47.466,0.0,reach:Elbe:river,1,False,False,8255.583333333334,1738.9583333333333,True
pp_nav_00209,navigable,50,baltic_region,kamieniec,141.068,76.662,0.201934814453125,reach:Vistula:river,2,False,False,8685.979166666666,1729.2708333333333,True
pp_nav_00210,improvable,72,north_german_region,zwolle,54.581,26.415,0.2962258073828794,reach:IJssel:river;reach:IJssel:sea,0,False,False,7976.729166666667,1737.5208333333333,True
pp_nav_00211,navigable,64,baltic_region,sokolow,122.409,66.983,0.43694915771484377,reach:Vistula:river,1,False,False,8715.916666666666,1740.5,True
pp_nav_00212,navigable,80,great_britain_region,shrewsbury,97.97,45.379,2.2788807337300976,reach:Severn:river,1,False,False,7583.729166666667,1747.7708333333333,True
pp_nav_00213,navigable,73,north_german_region,jerichow,593.299,295.639,0.1696498490312887,reach:Elbe:river,3,False,False,8232.875,1746.4166666666667,True
pp_nav_00214,navigable,67,north_german_region,lebus,318.843,195.21,0.4381967354293418,reach:Oder:river,3,False,False,8355.583333333334,1746.2083333333333,True
pp_nav_00215,navigable,67,baltic_region,warsaw,156.159,85.602,0.0828338623046875,reach:Vistula:river,2,False,False,8650.75,1739.9166666666667,True
pp_nav_00216,navigable,54,baltic_region,gostynin,960.261,606.878,0.09851608276367188,reach:Vistula:river,3,False,False,8597.895833333334,1743.9791666666667,True
pp_nav_00217,navigable,71,north_german_region,teltow,53.409,36.68,0.11772079467773437,reach:Elbe:river,1,False,False,8294.229166666666,1742.7291666666667,True
pp_nav_00218,navigable,24,north_german_region,treuenbrietzen,62.787,42.808,0.0,reach:Elbe:river,1,False,False,8275.272727272728,1744.7727272727273,True
pp_nav_00219,navigable,54,baltic_region,warsaw,581.288,370.433,0.1567746433582802,reach:Vistula:river,3,False,False,8632.979166666666,1748.5208333333333,True
pp_nav_00220,improvable,70,north_german_region,minden,168.591,68.786,0.32460112764402826,reach:Weser:river,2,False,False,8100.75,1759.0833333333333,True
pp_nav_00221,navigable,50,baltic_region,mielnik,117.278,64.386,0.36641984029611835,reach:Vistula:river,1,False,False,8743.627906976744,1755.3720930232557,True
pp_nav_00222,navigable,96,north_german_region,zutphen,42.188,21.318,0.4179483413696289,reach:IJssel:river,0,False,False,7973.875,1763.7083333333333,True
pp_nav_00223,navigable,58,steppes_region,balakovo,8034.362,2309.076,0.0,reach:Volga:river,5,False,False,9867.520833333334,1766.3541666666667,True
pp_nav_00224,navigable,63,baltic_region,czersk,571.0325,363.6495,0.2611572265625,reach:Vistula:river,3,False,False,8655.6875,1769.9791666666667,True
pp_nav_00225,improvable,73,north_german_region,calbe,584.2,290.931,0.08720863119972075,reach:Elbe:river,3,False,False,8228.3125,1772.1041666666667,True
pp_nav_00226,navigable,52,baltic_region,krosno_odrzanskie,279.90999999999997,175.042,0.2293470923465799,reach:Oder:river,2,False,False,8372.270833333334,1768.7291666666667,True
pp_nav_00227,navigable,75,great_britain_region,gloucester,173.287,76.636,0.05405298545669626,reach:Severn:river;reach:Severn:sea,2,False,False,7586.416666666667,1781.375,True
pp_nav_00228,improvable,74,north_german_region,hoxter,150.983,60.611,0.15381546020507814,reach:Weser:river,2,False,False,8119.104166666667,1781.8125,True
pp_nav_00229,navigable,58,baltic_region,zielona_gora,223.834,140.714,0.24055023193359376,reach:Oder:river,2,False,False,8403.208333333334,1778.125,True
pp_nav_00230,navigable,68,steppes_region,baronsk,8114.096,2360.876,0.0,reach:Volga:river,5,False,False,9838.875,1778.375,True
pp_nav_00231,navigable,54,north_german_region,dordrecht,2371.333,1378.106,0.036196136474609376,reach:Rhine:river;reach:Rhine:sea,4,False,False,7921.916666666667,1776.6875,True
pp_nav_00232,navigable,52,north_german_region,tiel,2363.496,1372.839,0.09213225349028399,reach:Rhine:sea,4,False,False,7949.229166666667,1776.875,True
pp_nav_00233,navigable,74,north_german_region,kleve,2354.421,1368.722,0.09097178665603237,reach:Rhine:sea,4,False,False,7967.8125,1784.2291666666667,True
pp_nav_00234,navigable,13,north_german_region,dordrecht,2417.77,1403.916,0.0,reach:Rhine:river;reach:Rhine:sea,4,False,False,7904.0,1781.3333333333333,True
pp_nav_00235,navigable,69,north_german_region,zerbst,378.3125,192.2945,0.13954010009765624,reach:Elbe:river,2,False,False,8257.833333333334,1784.875,True
pp_nav_00236,navigable,64,north_german_region,cuijk,353.901,137.797,0.12456434445421471,reach:Meuse/Maas:river,2,False,False,7939.875,1790.0416666666667,True
pp_nav_00237,navigable,62,baltic_region,czersk,502.995,323.447,0.31965683382664317,reach:Vistula:river,3,False,False,8672.166666666666,1797.3333333333333,True
pp_nav_00238,navigable,69,steppes_region,voronezh,143.392,30.014,0.4602206517025552,reach:Don:river,2,False,False,9468.8125,1803.9375,True
pp_nav_00239,navigable,70,russian_region,tereshka,8135.371,2396.32,0.06684186373145157,reach:Volga:river,5,False,False,9808.625,1792.5416666666667,True
pp_nav_00240,navigable,58,north_german_region,torgau,344.078,174.844,0.30524587387684965,reach:Elbe:river,2,False,False,8283.5625,1803.0625,True
pp_nav_00241,navigable,65,baltic_region,glogow,214.738,135.08,0.10575740103682808,reach:Oder:river,2,False,False,8425.770833333334,1797.7291666666667,True
pp_nav_00242,navigable,73,north_german_region,kleve,2305.845,1345.69,0.09097178665603237,reach:Rhine:sea,5,False,False,7989.708333333333,1801.625,True
pp_nav_00243,navigable,39,north_german_region,geertruidenberg,406.611,164.384,0.055357396602630615,reach:Meuse/Maas:river;reach:Meuse/Maas:sea,2,False,False,7909.151515151515,1793.4848484848485,True
pp_nav_00244,navigable,70,north_german_region,venlo,322.702,122.248,0.13183269500732422,reach:Meuse/Maas:river,2,False,False,7966.104166666667,1806.0416666666667,True
pp_nav_00245,navigable,27,north_german_region,hofgeismar,113.87,43.829,2.547822138356285,reach:Weser:river,1,False,False,8124.705882352941,1803.2941176470588,True
pp_nav_00246,navigable,63,russian_region,ukek,8205.999,2461.589,0.010183334350585938,reach:Volga:river,5,False,False,9785.083333333334,1813.5833333333333,True
pp_nav_00247,navigable,70,great_britain_region,windsor,58.3975,22.043,0.34384849399028417,reach:Thames:river,1,False,False,7651.208333333333,1807.125,True
pp_nav_00248,improvable,55,great_britain_region,london,84.655,34.543,0.3270355224609375,reach:Thames:river;reach:Thames:sea,1,False,False,7676.536585365854,1811.9756097560976,True
pp_nav_00249,navigable,73,baltic_region,wolow,175.826,111.678,0.3775060525541526,reach:Oder:river,2,False,False,8444.333333333334,1821.75,True
pp_nav_00250,navigable,73,baltic_region,zwolen,444.5405,273.128,0.18979774709092886,reach:Vistula:river,2,False,False,8686.604166666666,1822.5625,True
pp_nav_00251,navigable,70,north_german_region,neuss,2238.525,1311.3,0.0,reach:Rhine:river;reach:Rhine:sea,5,False,False,7998.291666666667,1822.4791666666667,True
pp_nav_00252,navigable,61,north_german_region,annaburg,335.253,171.4505,0.8098502273844452,reach:Elbe:river,2,False,False,8304.229166666666,1828.7708333333333,True
pp_nav_00253,navigable,67,north_german_region,roermond,271.113,99.657,0.682875672215346,reach:Meuse/Maas:river,2,False,False,7959.020833333333,1833.3125,True
pp_nav_00254,navigable,62,steppes_region,semidesyatnoye,236.858,56.5065,0.0,reach:Don:river,2,False,False,9474.770833333334,1832.0208333333333,True
pp_nav_00255,navigable,62,north_german_region,sint_niklaas,172.837,67.75,0.0461390495300293,reach:Scheldt:river;reach:Scheldt:sea,2,False,False,7880.083333333333,1836.4375,True
pp_nav_00256,navigable,19,baltic_region,wroclaw,155.647,100.859,0.22783055360707927,reach:Oder:river,2,False,False,8461.285714285714,1831.7857142857142,True
pp_nav_00257,navigable,63,steppes_region,goly_karamysh,8212.325,2470.401,0.0,reach:Volga:river,5,False,False,9783.395833333334,1844.6041666666667,True
pp_nav_00258,navigable,69,north_german_region,cologne,2208.19,1297.511,0.5432220458984375,reach:Rhine:river;reach:Rhine:sea,4,False,False,8008.0,1843.8333333333333,True
pp_nav_00259,navigable,69,baltic_region,sandomierz,405.806,240.474,0.2585178664321419,reach:Vistula:river,2,False,False,8683.541666666666,1855.25,True
pp_nav_00260,navigable,70,north_german_region,kortriik,70.9725,26.676000000000002,0.20074504906649976,reach:Scheldt:river,5,False,False,7855.875,1845.0,True
pp_nav_00261,navigable,62,steppes_region,ostrogozhsk,271.881,64.405,0.0,reach:Don:river,2,False,False,9495.375,1849.5,True
pp_nav_00262,navigable,62,north_german_region,liege,240.006,84.503,0.9117252406958103,reach:Meuse/Maas:river,2,False,False,7944.916666666667,1863.625,True
pp_nav_00263,navigable,49,north_german_region,tournai,76.306,28.519,0.0,reach:Scheldt:river,1,False,False,7848.65625,1859.78125,True
pp_nav_00264,navigable,73,north_german_region,bonn,2173.41,1282.227,0.7208811796695447,reach:Rhine:river,4,False,False,8022.02,1870.36,True
pp_nav_00265,navigable,58,steppes_region,goly_karamysh,8215.756,2479.489,0.0,reach:Volga:river,5,False,False,9775.104166666666,1869.3958333333333,True
pp_nav_00266,navigable,68,steppes_region,rossosh,318.785,74.132,0.1701135579225516,reach:Don:river,2,False,False,9509.229166666666,1876.6041666666667,True
pp_nav_00267,navigable,76,baltic_region,sandomierz,249.2665,135.989,0.3513600652565812,reach:Vistula:river,2,False,False,8663.25,1880.125,True
pp_nav_00268,navigable,44,north_german_region,namur,186.079,62.16,0.0,reach:Meuse/Maas:river,2,False,False,7922.423076923077,1877.8846153846155,True
pp_nav_00269,navigable,72,ruthenia_region,kaharlyk,1518.868,1056.713,0.020001220703125,reach:Dnieper:river,3,False,False,9089.645833333334,1895.8125,True
pp_nav_00270,improvable,68,north_german_region,coblenz,336.91,109.166,4.920240783691407,reach:Rhine:river,5,False,False,8034.166666666667,1891.4791666666667,True
pp_nav_00271,navigable,61,steppes_region,berezhnovka,8231.972,2511.935,0.0,reach:Volga:river,5,False,False,9767.125,1897.625,True
pp_nav_00272,navigable,67,baltic_region,wislica,202.521,101.38,0.3429791809251088,reach:Vistula:river,2,False,False,8633.229166666666,1894.7291666666667,True
pp_nav_00273,navigable,60,steppes_region,boguchar,344.029,79.56,0.29217832251968134,reach:Don:river,2,False,False,9519.770833333334,1900.8541666666667,True
pp_nav_00274,navigable,74,north_german_region,cochem,326.222,105.481,0.8744057377296818,reach:Rhine:river,2,False,False,8014.541666666667,1907.9166666666667,True
pp_nav_00275,navigable,76,north_german_region,mainz,1719.6709999999998,1138.567,0.0,reach:Rhine:river,3,False,False,8053.708333333333,1907.0416666666667,True
pp_nav_00276,navigable,65,steppes_region,boguchar,353.11749999999995,81.93549999999999,0.34738922119140625,reach:Don:river,2,False,False,9544.104166666666,1911.7291666666667,True
pp_nav_00277,navigable,33,north_german_region,mainz,204.959,77.364,0.0,reach:Rhine:river,3,False,False,8073.958333333333,1906.9583333333333,True
pp_nav_00278,navigable,36,baltic_region,wieliczka,84.52000000000001,51.9615,0.0,reach:Vistula:river,1,False,False,8607.461538461539,1905.3461538461538,True
pp_nav_00279,navigable,75,ruthenia_region,kaniv,1508.642,1059.928,0.0,reach:Dnieper:river,3,False,False,9114.520833333334,1914.1041666666667,True
pp_nav_00280,navigable,70,north_german_region,worms,1501.93,1057.859,0.0,reach:Rhine:river,3,False,False,8072.145833333333,1925.5625,True
pp_nav_00281,navigable,58,steppes_region,zenzevatka,8234.291,2519.286,0.0,reach:Volga:river,5,False,False,9750.75,1929.25,True
pp_nav_00282,navigable,10,north_german_region,trier,315.414,102.462,1.0690422866574378,reach:Rhine:river,2,False,False,8002.5,1922.0,True
pp_nav_00283,navigable,73,steppes_region,boguchar,373.935,85.195,0.0,reach:Don:river,2,False,False,9567.5,1930.9583333333333,True
pp_nav_00284,navigable,76,ruthenia_region,zolotonosha,1542.598,1076.61,0.08398930408905991,reach:Dnieper:river,5,False,False,9137.479166666666,1935.0208333333333,True
pp_nav_00285,navigable,59,steppes_region,veesky,378.894,87.606,0.0,reach:Don:river,0,False,False,9598.3125,1935.9375,True
pp_nav_00286,navigable,73,steppes_region,ust_medveditskaya,577.1535,120.568,0.16411056518554687,reach:Don:river,3,False,False,9631.6875,1940.6458333333333,True
pp_nav_00287,navigable,74,france_region,pont_audemer,545.509,191.045,0.48986258506774905,reach:Seine:sea,3,False,False,7722.479166666667,1945.2291666666667,True
pp_nav_00288,improvable,76,france_region,pont_audemer,531.66,186.488,0.0,reach:Seine:river;reach:Seine:sea,3,False,False,7737.145833333333,1949.8125,True
pp_nav_00289,navigable,67,south_german_region,heidelberg,154.752,55.698499999999996,0.6475557396299639,reach:Rhine:river,2,False,False,8092.291666666667,1948.5416666666667,True
pp_nav_00290,navigable,71,ruthenia_region,cherkasy,1554.8805,1085.798,0.0,reach:Dnieper:river,5,False,False,9168.854166666666,1951.6458333333333,True
pp_nav_00291,navigable,72,south_german_region,speyer,1301.4830000000002,989.7245,0.2645759582519531,reach:Rhine:river,3,False,False,8074.291666666667,1959.5,True
pp_nav_00292,navigable,68,steppes_region,kremenskaya,607.889,126.759,0.14641233037387913,reach:Don:river,3,False,False,9669.958333333334,1949.3333333333333,True
pp_nav_00293,navigable,12,france_region,pont_audemer,553.523,194.003,0.48986258506774905,reach:Seine:sea,0,False,False,7706.5,1946.0,True
pp_nav_00294,navigable,58,steppes_region,bykovo,8238.754,2545.896,0.0,reach:Volga:river,5,False,False,9736.958333333334,1963.4583333333333,True
pp_nav_00295,navigable,57,france_region,senlis,99.06,35.957,0.6271575927734375,reach:Seine:river,1,False,False,7809.458333333333,1955.9583333333333,True
pp_nav_00296,navigable,19,steppes_region,kletskaya,606.871,126.206,0.26058807373046877,reach:Don:river,3,False,False,9651.411764705883,1952.5882352941176,True
pp_nav_00297,navigable,28,south_german_region,heilbronn,128.039,47.94,0.0,reach:Rhine:river,1,False,False,8107.631578947368,1962.9473684210527,True
pp_nav_00298,improvable,76,france_region,gisors,441.735,158.928,0.6013640821406556,reach:Seine:river,3,False,False,7753.479166666667,1968.0208333333333,True
pp_nav_00299,navigable,69,steppes_region,kremenskaya,625.249,128.02,0.0,reach:Don:river,3,False,False,9687.208333333334,1970.1666666666667,True
pp_nav_00300,navigable,76,steppes_region,usivka,1604.4789999999998,1110.636,0.0,reach:Dnieper:river,3,False,False,9198.666666666666,1969.8333333333333,True
pp_nav_00301,navigable,62,france_region,montmorency,126.999,46.138,0.18915969888080655,reach:Seine:river,5,False,False,7785.958333333333,1975.5833333333333,True
pp_nav_00302,navigable,72,france_region,meaux,70.91,24.176,0.0,reach:Seine:river,1,False,False,7833.854166666667,1979.3541666666667,True
pp_nav_00303,navigable,75,south_german_region,straubing,481.352,282.1725,0.0675994873046875,reach:Danube:river,1,False,False,8264.1875,1981.2291666666667,True
pp_nav_00304,navigable,70,south_german_region,baden,1255.792,975.996,0.3132605149373644,reach:Rhine:river,3,False,False,8057.666666666667,1989.1666666666667,True
pp_nav_00305,navigable,20,france_region,mantes,429.832,153.322,0.0,reach:Seine:river,2,False,False,7770.75,1979.9166666666667,True
pp_nav_00306,navigable,80,steppes_region,usivka,1693.946,1169.334,0.06383415879054669,reach:Dnieper:river,3,False,False,9231.25,1985.25,True
pp_nav_00307,navigable,73,france_region,paris,310.181,107.657,0.2883766174316406,reach:Seine:river,2,False,False,7795.104166666667,1983.9583333333333,True
pp_nav_00308,navigable,44,france_region,brie_comte_robert,95.068,32.744,0.645977783203125,reach:Seine:river,1,False,False,7810.137931034483,1985.8620689655172,True
pp_nav_00309,navigable,75,steppes_region,srednyaya_akhtuba,8228.332,2575.37,2.602062037393642,reach:Volga:river,5,False,False,9732.291666666666,1991.875,True
pp_nav_00310,navigable,73,steppes_region,mechet,628.196,130.983,0.007992172241210937,reach:Don:river,3,False,False,9672.916666666666,1993.875,True
pp_nav_00311,navigable,75,south_german_region,landau,668.481,431.074,0.7028076171875,reach:Danube:river,3,False,False,8292.333333333334,1998.1666666666667,True
pp_nav_00312,navigable,78,france_region,melun,192.893,65.464,0.2679318758368068,reach:Seine:river,2,False,False,7806.895833333333,2005.3958333333333,True
pp_nav_00313,improvable,77,steppes_region,kodak,1773.496,1201.188,0.002350018583553212,reach:Dnieper:river,3,False,False,9259.75,2004.75,True
pp_nav_00314,navigable,84,steppes_region,srednyaya_akhtuba,8202.071,2559.302,0.08290010614246966,reach:Volga:river,1,False,False,9763.583333333334,2002.9166666666667,True
pp_nav_00315,navigable,70,south_german_region,strasbourg,1104.5515,776.095,0.6107308852090135,reach:Rhine:river,3,False,False,8042.416666666667,2019.0,True
pp_nav_00316,navigable,62,steppes_region,aksay,633.5360000000001,134.1525,0.0,reach:Don:river,3,False,False,9658.354166666666,2020.8541666666667,True
pp_nav_00317,navigable,77,south_german_region,linz,1402.805,907.992,2.4389738400797913,reach:Danube:river,3,False,False,8322.375,2015.375,True
pp_nav_00318,navigable,74,steppes_region,pologoye_zaymishche,8199.159,2569.45,0.19204303153527852,reach:Volga:river,1,False,False,9791.416666666666,2023.0833333333333,True
pp_nav_00319,improvable,81,steppes_region,kodak,1758.865,1181.3615,0.1785887241909732,reach:Dnieper:river,3,False,False,9287.416666666666,2020.8333333333333,True
pp_nav_00320,navigable,76,france_region,sens,80.493,26.5195,0.3518578951424677,reach:Seine:river,5,False,False,7832.854166666667,2026.3541666666667,True
pp_nav_00321,navigable,75,south_german_region,tulln,1829.975,1104.038,0.5312949000045901,reach:Danube:river,3,False,False,8395.0625,2022.1041666666667,True
pp_nav_00322,navigable,79,south_german_region,tulln,1934.95,1158.125,0.2535512084007029,reach:Danube:river,3,False,False,8429.5,2024.75,True
pp_nav_00323,improvable,73,south_german_region,amstetten,1728.834,1069.381,0.24461669921875,reach:Danube:river,3,False,False,8353.416666666666,2026.375,True
pp_nav_00324,navigable,22,south_german_region,melk,1746.243,1068.244,5.941680908203125,reach:Danube:river,0,False,False,8374.933333333332,2028.6666666666667,True
pp_nav_00325,navigable,72,south_german_region,bruck_leitha,2092.803,1288.109,0.37193603515625,reach:Danube:river,5,False,False,8465.729166666666,2035.3125,True
pp_nav_00326,navigable,8,south_german_region,bruck_leitha,1959.575,1173.449,0.39706956843801716,reach:Danube:river,0,False,False,8447.0,2033.0,True
pp_nav_00327,navigable,85,south_german_region,mulhouse,1071.564,732.759,0.8202880859375,reach:Rhine:river,3,False,False,8035.854166666667,2054.0208333333335,True
pp_nav_00328,navigable,53,steppes_region,nagavskaya,656.658,140.215,0.0,reach:Don:river,3,False,False,9639.729166666666,2050.2291666666665,True
pp_nav_00329,improvable,64,steppes_region,kichkas,1604.888,1075.129,0.0,reach:Dnieper:river,3,False,False,9289.104166666666,2052.6041666666665,True
pp_nav_00330,navigable,79,steppes_region,bolkhuny,8214.53,2646.607,0.1751370490446256,reach:Volga:river,1,False,False,9808.25,2047.3333333333333,True
pp_nav_00331,navigable,28,france_region,joigny,68.2025,22.357999999999997,0.6471321583199208,reach:Seine:river,1,False,False,7843.75,2045.75,True
pp_nav_00332,navigable,78,carpathia_region,gyor,2088.73,1267.542,0.2064188865501473,reach:Danube:river,0,False,False,8493.354166666666,2053.0625,True
pp_nav_00333,navigable,52,france_region,orleans,357.042,121.578,0.44927825927734377,reach:Loire:river,2,False,False,7765.5,2058.0,True
pp_nav_00334,navigable,75,carpathia_region,esztergom,2311.7865,1385.8539999999998,0.05667211974707204,reach:Danube:river,4,False,False,8544.020833333334,2057.75,True
pp_nav_00335,navigable,30,carpathia_region,tata,180.284,81.174,0.0,reach:Danube:river,2,False,False,8518.411764705883,2058.5882352941176,True
pp_nav_00336,navigable,77,steppes_region,mikhaylovka_pontic,8189.464,2641.496,0.09351664561142235,reach:Volga:river,1,False,False,9827.354166666666,2072.1041666666665,True
pp_nav_00337,navigable,72,carpathia_region,pest,2310.145,1390.7765,0.91473184555879,reach:Danube:river,4,False,False,8557.5625,2077.0625,True
pp_nav_00338,navigable,69,steppes_region,bol_shaya_martynovka,668.04,148.799,0.0,reach:Don:river,3,False,False,9608.583333333334,2067.0833333333335,True
pp_nav_00339,improvable,65,france_region,amboise,381.972,128.561,0.8398862766188322,reach:Loire:river,2,False,False,7737.645833333333,2077.7291666666665,True
pp_nav_00340,navigable,76,steppes_region,kuchugur,1612.784,1078.8449999999998,0.0,reach:Dnieper:river,5,False,False,9270.020833333334,2071.8958333333335,True
pp_nav_00341,navigable,68,steppes_region,semikarakorsk,674.248,156.504,0.0,reach:Don:river,3,False,False,9556.5625,2070.8125,True
pp_nav_00342,navigable,36,steppes_region,bol_shaya_martynovka,671.585,154.137,0.07108554840087891,reach:Don:river,3,False,False,9582.363636363636,2071.7727272727275,True
pp_nav_00343,navigable,69,steppes_region,bagayevskaya,819.151,183.586,0.47383786890369334,reach:Don:river,3,False,False,9527.708333333334,2084.4166666666665,True
pp_nav_00344,navigable,64,steppes_region,velyka_lepetykha,1610.476,1073.295,0.0,reach:Dnieper:river,5,False,False,9239.6875,2086.1875,True
pp_nav_00345,navigable,74,france_region,angers,773.176,268.172,0.3186820983886719,reach:Loire:river,3,False,False,7665.145833333333,2081.8541666666665,True
pp_nav_00346,improvable,60,france_region,chinon,518.63,178.734,0.9306275386188437,reach:Loire:river,0,False,False,7703.125,2088.75,True
