from,to,state,cost_profile,shore
pp_nav_00158,pp_nav_00162,navigable,navigable,False
pp_nav_00158,mamadysh,navigable,navigable,True
pp_nav_00158,bolghar,navigable,navigable,True
pp_nav_00158,cukataw,navigable,navigable,True
pp_nav_00158,calli,navigable,navigable,True
pp_nav_00159,pp_nav_00169,navigable,navigable,False
pp_nav_00159,kolomna,navigable,navigable,True
pp_nav_00159,vysokoye,navigable,navigable,True
pp_nav_00159,bronnitsy,navigable,navigable,True
pp_nav_00160,pp_nav_00165,navigable,navigable,False
pp_nav_00160,tilsit,navigable,navigable,True
pp_nav_00160,curonian_coast,navigable,navigable,False
pp_nav_00160,memel,navigable,navigable,True
pp_nav_00160,windenburg,navigable,navigable,True
pp_nav_00160,fischhausen,navigable,navigable,True
pp_nav_00161,pp_nav_00166,navigable,navigable,False
pp_nav_00161,ushachy,navigable,navigable,True
pp_nav_00161,bocheikovo,navigable,navigable,True
pp_nav_00161,ulla,navigable,navigable,True
pp_nav_00161,polotsk,navigable,navigable,True
pp_nav_00162,pp_nav_00164,navigable,navigable,False
pp_nav_00162,bolghar,navigable,navigable,True
pp_nav_00162,laish,navigable,navigable,True
pp_nav_00162,calli,navigable,navigable,True
pp_nav_00162,kazan,navigable,navigable,True
pp_nav_00163,pp_nav_00166,navigable,navigable,False
pp_nav_00163,syanno,navigable,navigable,True
pp_nav_00163,ulla,navigable,navigable,True
pp_nav_00163,vitebsk,navigable,navigable,True
pp_nav_00164,pp_nav_00175,navigable,navigable,False
pp_nav_00164,bolghar,navigable,navigable,True
pp_nav_00164,sviyazhsk,navigable,navigable,True
pp_nav_00164,tetyushi,navigable,navigable,True
pp_nav_00164,kazan,navigable,navigable,True
pp_nav_00165,pp_nav_00171,navigable,navigable,False
pp_nav_00165,tilsit,navigable,navigable,True
pp_nav_00165,ragnit,navigable,navigable,True
pp_nav_00166,ulla,navigable,navigable,True
pp_nav_00167,pp_nav_00176,navigable,navigable,False
pp_nav_00167,ardatov,navigable,navigable,True
pp_nav_00167,kasimov,navigable,navigable,True
pp_nav_00167,azeevo,navigable,navigable,True
pp_nav_00168,pp_nav_00170,navigable,navigable,False
pp_nav_00168,pp_nav_00171,navigable,navigable,False
pp_nav_00168,jurbarkas,navigable,navigable,True
pp_nav_00168,panemune,navigable,navigable,True
pp_nav_00168,ragnit,navigable,navigable,True
pp_nav_00169,pp_nav_00174,navigable,navigable,False
pp_nav_00169,kolomna,navigable,navigable,True
pp_nav_00169,lyubichi,navigable,navigable,True
pp_nav_00169,perevitska,navigable,navigable,True
pp_nav_00170,alytus,navigable,navigable,True
pp_nav_00170,kaunas,navigable,navigable,True
pp_nav_00170,panemune,navigable,navigable,True
pp_nav_00170,kedainiai,navigable,navigable,True
pp_nav_00171,ragnit,navigable,navigable,True
pp_nav_00172,northumbrian_coast,navigable,navigable,False
pp_nav_00172,durham,navigable,navigable,True
pp_nav_00172,newcastle,navigable,navigable,True
pp_nav_00173,pp_nav_00176,navigable,navigable,False
pp_nav_00173,pp_nav_00177,navigable,navigable,False
pp_nav_00173,kasimov,navigable,navigable,True
pp_nav_00173,tuma,navigable,navigable,True
pp_nav_00174,pp_nav_00178,navigable,navigable,False
pp_nav_00174,ryazan,navigable,navigable,True
pp_nav_00174,lyubichi,navigable,navigable,True
pp_nav_00174,perevitska,navigable,navigable,True
pp_nav_00174,kazari,navigable,navigable,True
pp_nav_00175,staraya_mayna,navigable,navigable,True
pp_nav_00175,pp_nav_00179,navigable,navigable,False
pp_nav_00175,bolghar,navigable,navigable,True
pp_nav_00175,cherdakly,navigable,navigable,True
pp_nav_00175,tetyushi,navigable,navigable,True
pp_nav_00175,simbirsk,navigable,navigable,True
pp_nav_00176,kasimov,navigable,navigable,True
pp_nav_00177,pp_nav_00183,navigable,navigable,False
pp_nav_00177,shilovo,navigable,navigable,True
pp_nav_00177,kasimov,navigable,navigable,True
pp_nav_00177,putyatino,navigable,navigable,True
pp_nav_00177,koponovo,navigable,navigable,True
pp_nav_00177,tuma,navigable,navigable,True
pp_nav_00178,pp_nav_00180,navigable,navigable,False
pp_nav_00178,ryazan,navigable,navigable,True
pp_nav_00178,staraya_ryazan,navigable,navigable,True
pp_nav_00178,kazari,navigable,navigable,True
pp_nav_00179,pp_nav_00185,navigable,navigable,False
pp_nav_00179,pokrovskoye,navigable,navigable,True
pp_nav_00179,cherdakly,navigable,navigable,True
pp_nav_00179,simbirsk,navigable,navigable,True
pp_nav_00180,pp_nav_00183,navigable,navigable,False
pp_nav_00180,shilovo,navigable,navigable,True
pp_nav_00180,staraya_ryazan,navigable,navigable,True
pp_nav_00180,koponovo,navigable,navigable,True
pp_nav_00180,kazari,navigable,navigable,True
pp_nav_00181,gulf_of_danzig,navigable,navigable,False
pp_nav_00181,gdansk,navigable,navigable,True
pp_nav_00182,gulf_of_danzig,navigable,navigable,False
pp_nav_00182,pp_nav_00186,navigable,navigable,False
pp_nav_00182,malbork,navigable,navigable,True
pp_nav_00182,tczew,navigable,navigable,True
pp_nav_00182,gniew,navigable,navigable,True
pp_nav_00182,gdansk,navigable,navigable,True
pp_nav_00183,shilovo,navigable,navigable,True
pp_nav_00183,koponovo,navigable,navigable,True
pp_nav_00184,pp_nav_00187,improvable,improvable,False
pp_nav_00184,pontefract,improvable,improvable,True
pp_nav_00184,york,improvable,improvable,True
pp_nav_00184,ripon,improvable,improvable,True
pp_nav_00184,selby,improvable,improvable,True
pp_nav_00185,pp_nav_00188,navigable,navigable,False
pp_nav_00185,pokrovskoye,navigable,navigable,True
pp_nav_00185,cherdakly,navigable,navigable,True
pp_nav_00185,shigony,navigable,navigable,True
pp_nav_00185,stavropol_na_volge,navigable,navigable,True
pp_nav_00186,pp_nav_00192,navigable,navigable,False
pp_nav_00186,malbork,navigable,navigable,True
pp_nav_00186,swiecie,navigable,navigable,True
pp_nav_00186,chelmno,navigable,navigable,True
pp_nav_00186,nowe,navigable,navigable,True
pp_nav_00186,grudziadz,navigable,navigable,True
pp_nav_00186,gniew,navigable,navigable,True
pp_nav_00186,kwidzyn,navigable,navigable,True
pp_nav_00187,pp_nav_00190,navigable,navigable,False
pp_nav_00187,humber_estuary,navigable,navigable,False
pp_nav_00187,grimsby,navigable,navigable,True
pp_nav_00187,pontefract,navigable,navigable,True
pp_nav_00187,hull,navigable,navigable,True
pp_nav_00187,retford,navigable,navigable,True
pp_nav_00187,selby,navigable,navigable,True
pp_nav_00188,pp_nav_00191,navigable,navigable,False
pp_nav_00188,morkvash,navigable,navigable,True
pp_nav_00188,shigony,navigable,navigable,True
pp_nav_00188,stavropol_na_volge,navigable,navigable,True
pp_nav_00189,pp_nav_00194,navigable,navigable,False
pp_nav_00189,elbe_estuary,navigable,navigable,False
pp_nav_00189,winsen,navigable,navigable,True
pp_nav_00189,luneburg,navigable,navigable,True
pp_nav_00189,lauenburg,navigable,navigable,True
pp_nav_00189,hamburg,navigable,navigable,True
pp_nav_00189,harburg,navigable,navigable,True
pp_nav_00189,stade,navigable,navigable,True
pp_nav_00190,pp_nav_00202,navigable,navigable,False
pp_nav_00190,lincoln,navigable,navigable,True
pp_nav_00190,grimsby,navigable,navigable,True
pp_nav_00190,retford,navigable,navigable,True
pp_nav_00190,nottingham,navigable,navigable,True
pp_nav_00190,newark,navigable,navigable,True
pp_nav_00191,pp_nav_00196,navigable,navigable,False
pp_nav_00191,morkvash,navigable,navigable,True
pp_nav_00191,kondurcha,navigable,navigable,True
pp_nav_00191,samara,navigable,navigable,True
pp_nav_00191,stavropol_na_volge,navigable,navigable,True
pp_nav_00192,pp_nav_00200,navigable,navigable,False
pp_nav_00192,torun,navigable,navigable,True
pp_nav_00192,swiecie,navigable,navigable,True
pp_nav_00192,chelmno,navigable,navigable,True
pp_nav_00192,bydgoszcz,navigable,navigable,True
pp_nav_00193,stettin_lagoon,navigable,navigable,False
pp_nav_00193,pp_nav_00201,navigable,navigable,False
pp_nav_00193,angermunde,navigable,navigable,True
pp_nav_00193,chojna,navigable,navigable,True
pp_nav_00193,gryfow,navigable,navigable,True
pp_nav_00193,goleniow,navigable,navigable,True
pp_nav_00193,stettin,navigable,navigable,True
pp_nav_00194,pp_nav_00198,navigable,navigable,False
pp_nav_00194,luneburg,navigable,navigable,True
pp_nav_00194,dannenberg,navigable,navigable,True
pp_nav_00194,lauenburg,navigable,navigable,True
pp_nav_00195,pp_nav_00196,navigable,navigable,False
pp_nav_00195,pp_nav_00199,navigable,navigable,False
pp_nav_00195,morkvash,navigable,navigable,True
pp_nav_00195,khvorostyanka,navigable,navigable,True
pp_nav_00195,shigony,navigable,navigable,True
pp_nav_00196,morkvash,navigable,navigable,True
pp_nav_00196,khvorostyanka,navigable,navigable,True
pp_nav_00196,samara,navigable,navigable,True
pp_nav_00197,jade_bay,navigable,navigable,False
pp_nav_00197,verden,navigable,navigable,True
pp_nav_00197,pp_nav_00203,navigable,navigable,False
pp_nav_00197,bremen,navigable,navigable,True
pp_nav_00197,hoya,navigable,navigable,True
pp_nav_00197,delmenhorst,navigable,navigable,True
pp_nav_00197,achim,navigable,navigable,True
pp_nav_00198,pp_nav_00204,navigable,navigable,False
pp_nav_00198,wittenberge,navigable,navigable,True
pp_nav_00198,osterburg,navigable,navigable,True
pp_nav_00198,luchow,navigable,navigable,True
pp_nav_00198,dannenberg,navigable,navigable,True
pp_nav_00198,havelberg,navigable,navigable,True
pp_nav_00199,sosnovy_ostrov,navigable,navigable,True
pp_nav_00199,pp_nav_00207,navigable,navigable,False
pp_nav_00199,solovtsovo,navigable,navigable,True
pp_nav_00199,khvorostyanka,navigable,navigable,True
pp_nav_00199,shigony,navigable,navigable,True
pp_nav_00200,pp_nav_00206,navigable,navigable,False
pp_nav_00200,torun,navigable,navigable,True
pp_nav_00200,lipno,navigable,navigable,True
pp_nav_00200,wloclawek,navigable,navigable,True
pp_nav_00200,inowroclaw,navigable,navigable,True
pp_nav_00200,bydgoszcz,navigable,navigable,True
pp_nav_00201,pp_nav_00214,navigable,navigable,False
pp_nav_00201,lebus,navigable,navigable,True
pp_nav_00201,freienwalde,navigable,navigable,True
pp_nav_00201,angermunde,navigable,navigable,True
pp_nav_00201,chojna,navigable,navigable,True
pp_nav_00202,nottingham,navigable,navigable,True
pp_nav_00203,verden,navigable,navigable,True
pp_nav_00203,pp_nav_00220,improvable,improvable,False
pp_nav_00203,hoya,navigable,navigable,True
pp_nav_00203,nienburg,navigable,navigable,True
pp_nav_00203,minden,navigable,navigable,True
pp_nav_00203,achim,navigable,navigable,True
pp_nav_00204,pp_nav_00208,navigable,navigable,False
pp_nav_00204,pp_nav_00213,navigable,navigable,False
pp_nav_00204,osterburg,navigable,navigable,True
pp_nav_00204,brandenburg,navigable,navigable,True
pp_nav_00204,havelberg,navigable,navigable,True
pp_nav_00204,stendal,navigable,navigable,True
pp_nav_00204,jerichow,navigable,navigable,True
pp_nav_00205,wash,navigable,navigable,False
pp_nav_00205,cambridge,navigable,navigable,True
pp_nav_00205,lynn,navigable,navigable,True
pp_nav_00205,ely,navigable,navigable,True
pp_nav_00206,pp_nav_00216,navigable,navigable,False
pp_nav_00206,lipno,navigable,navigable,True
pp_nav_00206,wloclawek,navigable,navigable,True
pp_nav_00206,gostynin,navigable,navigable,True
pp_nav_00206,dobrzyn,navigable,navigable,True
pp_nav_00206,kowal,navigable,navigable,True
pp_nav_00206,plock,navigable,navigable,True
pp_nav_00207,sosnovy_ostrov,navigable,navigable,True
pp_nav_00207,pp_nav_00223,navigable,navigable,False
pp_nav_00207,dukhovnitskoye,navigable,navigable,True
pp_nav_00207,khvorostyanka,navigable,navigable,True
pp_nav_00208,pp_nav_00218,navigable,navigable,False
pp_nav_00208,treuenbrietzen,navigable,navigable,True
pp_nav_00208,brandenburg,navigable,navigable,True
pp_nav_00208,jerichow,navigable,navigable,True
pp_nav_00209,pp_nav_00211,navigable,navigable,False
pp_nav_00209,pp_nav_00215,navigable,navigable,False
pp_nav_00209,kamieniec,navigable,navigable,True
pp_nav_00209,sokolow,navigable,navigable,True
pp_nav_00209,nur,navigable,navigable,True
pp_nav_00210,zuiderzee,improvable,improvable,False
pp_nav_00210,pp_nav_00222,improvable,improvable,False
pp_nav_00210,deventer,improvable,improvable,True
pp_nav_00210,kampen,improvable,improvable,True
pp_nav_00210,zwolle,improvable,improvable,True
pp_nav_00211,pp_nav_00221,navigable,navigable,False
pp_nav_00211,sokolow,navigable,navigable,True
pp_nav_00211,mielnik,navigable,navigable,True
pp_nav_00211,nur,navigable,navigable,True
pp_nav_00211,drohiczyn,navigable,navigable,True
pp_nav_00212,pp_nav_00227,navigable,navigable,False
pp_nav_00212,worcester,navigable,navigable,True
pp_nav_00212,shrewsbury,navigable,navigable,True
pp_nav_00212,kidderminster,navigable,navigable,True
pp_nav_00213,pp_nav_00225,improvable,improvable,False
pp_nav_00213,burg,navigable,navigable,True
pp_nav_00213,wolmirstedt,navigable,navigable,True
pp_nav_00213,stendal,navigable,navigable,True
pp_nav_00213,jerichow,navigable,navigable,True
pp_nav_00214,guben,navigable,navigable,True
pp_nav_00214,pp_nav_00226,navigable,navigable,False
pp_nav_00214,lebus,navigable,navigable,True
pp_nav_00214,torzym,navigable,navigable,True
pp_nav_00214,chojna,navigable,navigable,True
pp_nav_00215,pp_nav_00219,navigable,navigable,False
pp_nav_00215,kamieniec,navigable,navigable,True
pp_nav_00215,zakroczym,navigable,navigable,True
pp_nav_00215,warsaw,navigable,navigable,True
pp_nav_00216,pp_nav_00219,navigable,navigable,False
pp_nav_00216,sochaczew,navigable,navigable,True
pp_nav_00216,ciechanow,navigable,navigable,True
pp_nav_00216,gostynin,navigable,navigable,True
pp_nav_00216,gabin,navigable,navigable,True
pp_nav_00216,plock,navigable,navigable,True
pp_nav_00217,berlin,navigable,navigable,True
pp_nav_00217,pp_nav_00218,navigable,navigable,False
pp_nav_00217,treuenbrietzen,navigable,navigable,True
pp_nav_00217,teltow,navigable,navigable,True
pp_nav_00217,potsdam,navigable,navigable,True
pp_nav_00218,treuenbrietzen,navigable,navigable,True
pp_nav_00218,brandenburg,navigable,navigable,True
pp_nav_00218,potsdam,navigable,navigable,True
pp_nav_00219,pp_nav_00224,navigable,navigable,False
pp_nav_00219,sochaczew,navigable,navigable,True
pp_nav_00219,zakroczym,navigable,navigable,True
pp_nav_00219,ciechanow,navigable,navigable,True
pp_nav_00219,warsaw,navigable,navigable,True
pp_nav_00220,pp_nav_00228,improvable,improvable,False
pp_nav_00220,buckeburg,improvable,improvable,True
pp_nav_00220,hamelin,improvable,improvable,True
pp_nav_00220,bielefeld,improvable,improvable,True
pp_nav_00220,detmold,improvable,improvable,True
pp_nav_00220,minden,improvable,improvable,True
pp_nav_00221,biala_podlaska,navigable,navigable,True
pp_nav_00221,mielnik,navigable,navigable,True
pp_nav_00221,brest_litowsk,navigable,navigable,True
pp_nav_00221,drohiczyn,navigable,navigable,True
pp_nav_00222,arnhem,navigable,navigable,True
pp_nav_00222,deventer,navigable,navigable,True
pp_nav_00222,apeldoorn,navigable,navigable,True
pp_nav_00222,zutphen,navigable,navigable,True
pp_nav_00223,sosnovy_ostrov,navigable,navigable,True
pp_nav_00223,pp_nav_00230,navigable,navigable,False
pp_nav_00223,balakovo,navigable,navigable,True
pp_nav_00223,malykovka,navigable,navigable,True
pp_nav_00223,dukhovnitskoye,navigable,navigable,True
pp_nav_00224,pp_nav_00237,navigable,navigable,False
pp_nav_00224,czersk,navigable,navigable,True
pp_nav_00224,warsaw,navigable,navigable,True
pp_nav_00225,pp_nav_00235,improvable,improvable,False
pp_nav_00225,magdeburg,improvable,improvable,True
pp_nav_00225,burg,improvable,improvable,True
pp_nav_00225,calbe,improvable,improvable,True
pp_nav_00225,wolmirstedt,improvable,improvable,True
pp_nav_00225,zerbst,improvable,improvable,True
pp_nav_00226,guben,navigable,navigable,True
pp_nav_00226,pp_nav_00229,navigable,navigable,False
pp_nav_00226,zielona_gora,navigable,navigable,True
pp_nav_00226,krosno_odrzanskie,navigable,navigable,True
pp_nav_00226,torzym,navigable,navigable,True
pp_nav_00226,sulechow,navigable,navigable,True
pp_nav_00227,worcester,navigable,navigable,True
pp_nav_00227,severn,navigable,navigable,False
pp_nav_00227,bristol,navigable,navigable,True
pp_nav_00227,cheltenham,navigable,navigable,True
pp_nav_00227,gloucester,navigable,navigable,True
pp_nav_00228,pp_nav_00245,improvable,improvable,False
pp_nav_00228,hoxter,improvable,improvable,True
pp_nav_00228,buckeburg,improvable,improvable,True
pp_nav_00228,hamelin,improvable,improvable,True
pp_nav_00228,einbeck,improvable,improvable,True
pp_nav_00228,hofgeismar,improvable,improvable,True
pp_nav_00228,holzminden,improvable,improvable,True
pp_nav_00229,pp_nav_00241,navigable,navigable,False
pp_nav_00229,glogow,navigable,navigable,True
pp_nav_00229,zielona_gora,navigable,navigable,True
pp_nav_00229,sulechow,navigable,navigable,True
pp_nav_00229,kozuchow,navigable,navigable,True
pp_nav_00230,pp_nav_00239,navigable,navigable,False
pp_nav_00230,balakovo,navigable,navigable,True
pp_nav_00230,malykovka,navigable,navigable,True
pp_nav_00230,baronsk,navigable,navigable,True
pp_nav_00230,tereshka,navigable,navigable,True
pp_nav_00231,pp_nav_00232,navigable,navigable,False
pp_nav_00231,pp_nav_00234,navigable,navigable,False
pp_nav_00231,amersfoort,navigable,navigable,True
pp_nav_00231,tiel,navigable,navigable,True
pp_nav_00231,dordrecht,navigable,navigable,True
pp_nav_00232,pp_nav_00233,navigable,navigable,False
pp_nav_00232,arnhem,navigable,navigable,True
pp_nav_00232,amersfoort,navigable,navigable,True
pp_nav_00232,nijmegen,navigable,navigable,True
pp_nav_00232,tiel,navigable,navigable,True
pp_nav_00233,pp_nav_00242,navigable,navigable,False
pp_nav_00233,arnhem,navigable,navigable,True
pp_nav_00233,kleve,navigable,navigable,True
pp_nav_00233,nijmegen,navigable,navigable,True
pp_nav_00233,doetinchem,navigable,navigable,True
pp_nav_00234,rhine_estuary,navigable,navigable,False
pp_nav_00234,dordrecht,navigable,navigable,True
pp_nav_00235,pp_nav_00240,navigable,navigable,False
pp_nav_00235,schweinitz,navigable,navigable,True
pp_nav_00235,calbe,navigable,navigable,True
pp_nav_00235,wittenberg,navigable,navigable,True
pp_nav_00235,zerbst,navigable,navigable,True
pp_nav_00236,pp_nav_00243,navigable,navigable,False
pp_nav_00236,pp_nav_00244,navigable,navigable,False
pp_nav_00236,hertogenbosch,navigable,navigable,True
pp_nav_00236,geertruidenberg,navigable,navigable,True
pp_nav_00236,tiel,navigable,navigable,True
pp_nav_00236,cuijk,navigable,navigable,True
pp_nav_00237,pp_nav_00250,navigable,navigable,False
pp_nav_00237,radom,navigable,navigable,True
pp_nav_00237,stezyca,navigable,navigable,True
pp_nav_00237,czersk,navigable,navigable,True
pp_nav_00237,zwolen,navigable,navigable,True
pp_nav_00238,pp_nav_00254,navigable,navigable,False
pp_nav_00238,voronezh,navigable,navigable,True
pp_nav_00238,zemlyansk,navigable,navigable,True
pp_nav_00238,semidesyatnoye,navigable,navigable,True
pp_nav_00239,pp_nav_00246,navigable,navigable,False
pp_nav_00239,baronsk,navigable,navigable,True
pp_nav_00239,ukek,navigable,navigable,True
pp_nav_00239,pokrovsk,navigable,navigable,True
pp_nav_00239,tereshka,navigable,navigable,True
pp_nav_00240,pp_nav_00252,navigable,navigable,False
pp_nav_00240,annaburg,navigable,navigable,True
pp_nav_00240,torgau,navigable,navigable,True
pp_nav_00240,schweinitz,navigable,navigable,True
pp_nav_00240,wittenberg,navigable,navigable,True
pp_nav_00241,pp_nav_00249,navigable,navigable,False
pp_nav_00241,glogow,navigable,navigable,True
pp_nav_00241,wolow,navigable,navigable,True
pp_nav_00241,kozuchow,navigable,navigable,True
pp_nav_00242,pp_nav_00251,navigable,navigable,False
pp_nav_00242,wesel,navigable,navigable,True
pp_nav_00242,kleve,navigable,navigable,True
pp_nav_00242,mors,navigable,navigable,True
pp_nav_00243,rhine_estuary,navigable,navigable,False
pp_nav_00243,geertruidenberg,navigable,navigable,True
pp_nav_00243,bergen_zoom,navigable,navigable,True
pp_nav_00244,pp_nav_00253,navigable,navigable,False
pp_nav_00244,roermond,navigable,navigable,True
pp_nav_00244,monchengladbach,navigable,navigable,True
pp_nav_00244,venlo,navigable,navigable,True
pp_nav_00244,cuijk,navigable,navigable,True
pp_nav_00245,gottingen,navigable,navigable,True
pp_nav_00245,hofgeismar,navigable,navigable,True
pp_nav_00246,pp_nav_00257,navigable,navigable,False
pp_nav_00246,ukek,navigable,navigable,True
pp_nav_00246,pokrovsk,navigable,navigable,True
pp_nav_00246,goly_karamysh,navigable,navigable,True
pp_nav_00247,pp_nav_00248,improvable,improvable,False
pp_nav_00247,windsor,navigable,navigable,True
pp_nav_00247,abingdon,navigable,navigable,True
pp_nav_00247,reading,navigable,navigable,True
pp_nav_00247,wycombe,navigable,navigable,True
pp_nav_00247,henley,navigable,navigable,True
pp_nav_00247,harrow,navigable,navigable,True
pp_nav_00248,thames,improvable,improvable,False
pp_nav_00248,woking,improvable,improvable,True
pp_nav_00248,windsor,improvable,improvable,True
pp_nav_00248,kingston,improvable,improvable,True
pp_nav_00248,harrow,improvable,improvable,True
pp_nav_00248,london,improvable,improvable,True
pp_nav_00249,pp_nav_00256,navigable,navigable,False
pp_nav_00249,sroda_slaska,navigable,navigable,True
pp_nav_00249,wroclaw,navigable,navigable,True
pp_nav_00249,wolow,navigable,navigable,True
pp_nav_00249,legnica,navigable,navigable,True
pp_nav_00250,pp_nav_00259,navigable,navigable,False
pp_nav_00250,urzedow,navigable,navigable,True
pp_nav_00250,stezyca,navigable,navigable,True
pp_nav_00250,kazimierz,navigable,navigable,True
pp_nav_00250,zwolen,navigable,navigable,True
pp_nav_00250,kunow,navigable,navigable,True
pp_nav_00251,pp_nav_00258,navigable,navigable,False
pp_nav_00251,wesel,navigable,navigable,True
pp_nav_00251,solingen,navigable,navigable,True
pp_nav_00251,dusseldorf,navigable,navigable,True
pp_nav_00251,mors,navigable,navigable,True
pp_nav_00251,neuss,navigable,navigable,True
pp_nav_00252,meissen,navigable,navigable,True
pp_nav_00252,annaburg,navigable,navigable,True
pp_nav_00252,dresden,navigable,navigable,True
pp_nav_00253,pp_nav_00262,navigable,navigable,False
pp_nav_00253,roermond,navigable,navigable,True
pp_nav_00253,weert,navigable,navigable,True
pp_nav_00253,maastricht,navigable,navigable,True
pp_nav_00253,venlo,navigable,navigable,True
pp_nav_00253,bree,navigable,navigable,True
pp_nav_00253,borgloon,navigable,navigable,True
pp_nav_00254,pp_nav_00261,navigable,navigable,False
pp_nav_00254,voronezh,navigable,navigable,True
pp_nav_00254,ostrogozhsk,navigable,navigable,True
pp_nav_00254,novaya_pokrovka,navigable,navigable,True
pp_nav_00254,semidesyatnoye,navigable,navigable,True
pp_nav_00255,aalst,navigable,navigable,True
pp_nav_00255,pp_nav_00260,navigable,navigable,False
pp_nav_00255,sint_niklaas,navigable,navigable,True
pp_nav_00255,scheldt_estuary,navigable,navigable,False
pp_nav_00255,mechelen,navigable,navigable,True
pp_nav_00255,antwerp,navigable,navigable,True
pp_nav_00255,ghent,navigable,navigable,True
pp_nav_00255,brussels,navigable,navigable,True
pp_nav_00256,sroda_slaska,navigable,navigable,True
pp_nav_00256,wroclaw,navigable,navigable,True
pp_nav_00257,pp_nav_00265,navigable,navigable,False
pp_nav_00257,rovnoye,navigable,navigable,True
pp_nav_00257,pokrovsk,navigable,navigable,True
pp_nav_00257,goly_karamysh,navigable,navigable,True
pp_nav_00258,pp_nav_00264,navigable,navigable,False
pp_nav_00258,siegburg,navigable,navigable,True
pp_nav_00258,solingen,navigable,navigable,True
pp_nav_00258,cologne,navigable,navigable,True
pp_nav_00258,bonn,navigable,navigable,True
pp_nav_00258,neuss,navigable,navigable,True
pp_nav_00259,sandomierz,navigable,navigable,True
pp_nav_00259,pp_nav_00267,navigable,navigable,False
pp_nav_00259,opatow,navigable,navigable,True
pp_nav_00259,urzedow,navigable,navigable,True
pp_nav_00259,kunow,navigable,navigable,True
pp_nav_00260,aalst,navigable,navigable,True
pp_nav_00260,pp_nav_00263,navigable,navigable,False
pp_nav_00260,oudenaarde,navigable,navigable,True
pp_nav_00260,kortriik,navigable,navigable,True
pp_nav_00260,ghent,navigable,navigable,True
pp_nav_00261,pp_nav_00266,navigable,navigable,False
pp_nav_00261,ostrogozhsk,navigable,navigable,True
pp_nav_00261,novaya_pokrovka,navigable,navigable,True
pp_nav_00261,rossosh,navigable,navigable,True
pp_nav_00262,pp_nav_00268,navigable,navigable,False
pp_nav_00262,maastricht,navigable,navigable,True
pp_nav_00262,liege,navigable,navigable,True
pp_nav_00262,limbourg,navigable,navigable,True
pp_nav_00262,borgloon,navigable,navigable,True
pp_nav_00263,aalst,navigable,navigable,True
pp_nav_00263,tournai,navigable,navigable,True
pp_nav_00263,oudenaarde,navigable,navigable,True
pp_nav_00263,ath,navigable,navigable,True
pp_nav_00264,ahrweiler,navigable,navigable,True
pp_nav_00264,pp_nav_00270,improvable,improvable,False
pp_nav_00264,mayen,navigable,navigable,True
pp_nav_00264,siegburg,navigable,navigable,True
pp_nav_00264,coblenz,navigable,navigable,True
pp_nav_00264,wied,navigable,navigable,True
pp_nav_00264,bonn,navigable,navigable,True
pp_nav_00265,pp_nav_00271,navigable,navigable,False
pp_nav_00265,kamyshin,navigable,navigable,True
pp_nav_00265,rovnoye,navigable,navigable,True
pp_nav_00265,goly_karamysh,navigable,navigable,True
pp_nav_00266,pp_nav_00273,navigable,navigable,False
pp_nav_00266,verkhny_mamon,navigable,navigable,True
pp_nav_00266,novaya_pokrovka,navigable,navigable,True
pp_nav_00266,rossosh,navigable,navigable,True
pp_nav_00267,sandomierz,navigable,navigable,True
pp_nav_00267,pp_nav_00272,navigable,navigable,False
pp_nav_00267,opatow,navigable,navigable,True
pp_nav_00267,wislica,navigable,navigable,True
pp_nav_00267,tarnow,navigable,navigable,True
pp_nav_00268,namur,navigable,navigable,True
pp_nav_00268,liege,navigable,navigable,True
pp_nav_00269,kyiv,navigable,navigable,True
pp_nav_00269,kaharlyk,navigable,navigable,True
pp_nav_00269,pp_nav_00279,navigable,navigable,False
pp_nav_00269,desnyanskyi_horodok,navigable,navigable,True
pp_nav_00270,katzenelnbogen,improvable,improvable,True
pp_nav_00270,pp_nav_00274,improvable,improvable,False
pp_nav_00270,pp_nav_00275,improvable,improvable,False
pp_nav_00270,mayen,improvable,improvable,True
pp_nav_00270,castellaun,improvable,improvable,True
pp_nav_00270,simmern,improvable,improvable,True
pp_nav_00270,coblenz,improvable,improvable,True
pp_nav_00270,cochem,improvable,improvable,True
pp_nav_00271,pp_nav_00281,navigable,navigable,False
pp_nav_00271,bykovo,navigable,navigable,True
pp_nav_00271,kamyshin,navigable,navigable,True
pp_nav_00271,berezhnovka,navigable,navigable,True
pp_nav_00271,rovnoye,navigable,navigable,True
pp_nav_00272,proszowice,navigable,navigable,True
pp_nav_00272,pp_nav_00278,navigable,navigable,False
pp_nav_00272,wislica,navigable,navigable,True
pp_nav_00272,tarnow,navigable,navigable,True
pp_nav_00272,wieliczka,navigable,navigable,True
pp_nav_00273,pp_nav_00276,navigable,navigable,False
pp_nav_00273,verkhny_mamon,navigable,navigable,True
pp_nav_00273,boguchar,navigable,navigable,True
pp_nav_00273,rossosh,navigable,navigable,True
pp_nav_00274,pp_nav_00282,navigable,navigable,False
pp_nav_00274,wittlich,navigable,navigable,True
pp_nav_00274,castellaun,navigable,navigable,True
pp_nav_00274,trier,navigable,navigable,True
pp_nav_00274,cochem,navigable,navigable,True
pp_nav_00275,katzenelnbogen,navigable,navigable,True
pp_nav_00275,pp_nav_00277,navigable,navigable,False
pp_nav_00275,pp_nav_00280,navigable,navigable,False
