location_tag,good,predicted,target,reason
hizan,fruit,-0.28,-0.1376,predicted below floor -0.2
hong_chau,fruit,-0.35,-0.2011,predicted below floor -0.2
ibo,fruit,-0.21,-0.4051,predicted below floor -0.2
igli,fruit,0.0,,not viable in the efficiency data
itya_mahadu,fruit,-0.4,,not viable in the efficiency data
jagin_zir,fruit,-0.08,,not viable in the efficiency data
jahrom,fruit,-0.65,-0.5672,predicted below floor -0.2
jilib,fruit,-0.67,-0.5571,predicted below floor -0.2
jondaq,fruit,-0.19,,not viable in the efficiency data
jumento,fruit,-0.4,-0.3531,predicted below floor -0.2
kaabu,fruit,-0.39,-0.5669,predicted below floor -0.2
kabara_atoll,fruit,0.03,,not viable in the efficiency data
kabul,fruit,-0.33,0.0547,predicted below floor -0.2
kaditshwene,fruit,-0.67,-0.2595,predicted below floor -0.2
kaiama,fruit,-0.39,-0.5672,predicted below floor -0.2
kandahar,fruit,-0.57,-0.5017,predicted below floor -0.2
kanum,fruit,-0.22,0.0778,predicted below floor -0.2
karaj_abi_dulaf,fruit,-0.14,,not viable in the efficiency data
karvandar,fruit,-0.08,,not viable in the efficiency data
kawenote,fruit,-0.25,-0.3446,predicted below floor -0.2
kerman,fruit,-0.32,,not viable in the efficiency data
khamir,fruit,-0.24,-0.5660,predicted below floor -0.2
kilemba,fruit,-0.29,-0.5028,predicted below floor -0.2
kirkuk,fruit,-0.38,-0.5236,predicted below floor -0.2
korientze,fruit,-0.27,,not viable in the efficiency data
korit,fruit,0.0,,not viable in the efficiency data
kurki,fruit,-0.46,,not viable in the efficiency data
laayoune,fruit,-0.08,,not viable in the efficiency data
laoting,fruit,-0.21,0.2872,predicted below floor -0.2
lash_joveyn,fruit,0.0,,not viable in the efficiency data
linah,fruit,-0.08,,not viable in the efficiency data
llucena,fruit,-0.38,0.0386,predicted below floor -0.2
lubudi,fruit,-0.29,-0.5483,predicted below floor -0.2
luquemba,fruit,-0.21,-0.4440,predicted below floor -0.2
lyngngam,fruit,-0.5,-0.1406,predicted below floor -0.2
macaca,fruit,-0.41,-0.1904,predicted below floor -0.2
mahabo,fruit,-0.22,,not viable in the efficiency data
maiana_atoll,fruit,0.03,,not viable in the efficiency data
manadeley,fruit,-0.27,-0.1791,predicted below floor -0.2
manihi_atoll,fruit,-0.05,,not viable in the efficiency data
manuae_atoll,fruit,-0.05,,not viable in the efficiency data
manyakheta,fruit,-0.34,-0.4764,predicted below floor -0.2
mara,fruit,-0.56,,not viable in the efficiency data
mara_india,fruit,-0.45,-0.1957,predicted below floor -0.2
maradah,fruit,-0.08,,not viable in the efficiency data
maralbexi,fruit,0.13,,not viable in the efficiency data
mareeg,fruit,-0.27,,not viable in the efficiency data
mashdhubah,fruit,-0.27,,not viable in the efficiency data
mashhad_rizeh,fruit,-0.25,-0.5514,predicted below floor -0.2
masjed_soleyman,fruit,-0.57,,not viable in the efficiency data
mawza,fruit,-0.39,-0.5663,predicted below floor -0.2
mazhan,fruit,-0.21,-0.5607,predicted below floor -0.2
meyami,fruit,-0.32,-0.0192,predicted below floor -0.2
moma,fruit,-0.22,-0.4210,predicted below floor -0.2
mora_eth,fruit,-0.27,-0.5671,predicted below floor -0.2
motutunga_atoll,fruit,-0.05,,not viable in the efficiency data
muhwaosipi,fruit,-0.21,0.0951,predicted below floor -0.2
murayghan,fruit,-0.08,,not viable in the efficiency data
mussul,fruit,-0.22,-0.1463,predicted below floor -0.2
mutumui,fruit,-0.22,-0.4896,predicted below floor -0.2
muzahmiyah,fruit,-0.27,-0.5666,predicted below floor -0.2
nacala,fruit,-0.22,-0.4278,predicted below floor -0.2
nagarando,fruit,-0.22,-0.3076,predicted below floor -0.2
nenlhet,fruit,-0.22,0.1530,predicted below floor -0.2
nganaa_nui_atoll,fruit,-0.05,,not viable in the efficiency data
ngaous,fruit,-0.33,,not viable in the efficiency data
ngume,fruit,-0.21,0.2003,predicted below floor -0.2
niyaj,fruit,-0.38,-0.1841,predicted below floor -0.2
nukunonu_atoll,fruit,0.03,,not viable in the efficiency data
nupeko,fruit,-0.22,-0.5657,predicted below floor -0.2
orambul,fruit,-0.39,,not viable in the efficiency data
ouarzazate,fruit,-0.21,-0.5670,predicted below floor -0.2
palikur,fruit,-0.3,0.1650,predicted below floor -0.2
parnagua,fruit,-0.25,-0.5517,predicted below floor -0.2
pinya,fruit,-0.21,-0.2779,predicted below floor -0.2
poli,fruit,-0.3,-0.5411,predicted below floor -0.2
pomabamba,fruit,-0.34,0.1512,predicted below floor -0.2
porto_tibirica,fruit,-0.29,0.1840,predicted below floor -0.2
porumamilla,fruit,-0.21,-0.5156,predicted below floor -0.2
pulusuk_atoll,fruit,0.03,,not viable in the efficiency data
pushang,fruit,-0.25,-0.5551,predicted below floor -0.2
qaryatayn,fruit,-0.13,,not viable in the efficiency data
qingchi,fruit,-0.21,0.2657,predicted below floor -0.2
quban,fruit,0.0,,not viable in the efficiency data
qurayyat_al_milh,fruit,0.0,,not viable in the efficiency data
rakhyah,fruit,-0.19,,not viable in the efficiency data
ramsheh,fruit,-0.13,,not viable in the efficiency data
raqqa,fruit,-0.57,-0.5584,predicted below floor -0.2
raroia_atoll,fruit,-0.05,,not viable in the efficiency data
rio_pomba,fruit,-0.25,0.0888,predicted below floor -0.2
rodrigues,fruit,-0.47,,not viable in the efficiency data
sabugal,fruit,-0.24,-0.1405,predicted below floor -0.2
sabzevar,fruit,-0.25,-0.5446,predicted below floor -0.2
salumbar,fruit,-0.63,,not viable in the efficiency data
sanzana,fruit,-0.3,-0.5673,predicted below floor -0.2
sapukaia,fruit,-0.21,0.1569,predicted below floor -0.2
sara,fruit,-0.27,-0.5672,predicted below floor -0.2
sarayan,fruit,-0.4,-0.5584,predicted below floor -0.2
satawan_atoll,fruit,0.03,,not viable in the efficiency data
sayun,fruit,-0.27,-0.5670,predicted below floor -0.2
sbikha,fruit,-0.33,-0.5383,predicted below floor -0.2
seke_gabun,fruit,-0.25,0.0014,predicted below floor -0.2
selima,fruit,0.0,,not viable in the efficiency data
shaharah,fruit,-0.24,-0.4075,predicted below floor -0.2
shusef,fruit,-0.21,-0.5668,predicted below floor -0.2
siraya,fruit,-0.25,-0.2761,predicted below floor -0.2
soalara,fruit,-0.75,,not viable in the efficiency data
soyo,fruit,-0.27,0.0692,predicted below floor -0.2
sukhnah,fruit,0.0,,not viable in the efficiency data
tabas_al_tamr,fruit,-0.19,,not viable in the efficiency data
tabelbala,fruit,0.0,,not viable in the efficiency data
tabiteuea_atoll,fruit,0.03,,not viable in the efficiency data
taenga_atoll,fruit,-0.05,,not viable in the efficiency data
taka_atoll,fruit,-0.47,,not viable in the efficiency data
tal_afar,fruit,-0.57,,not viable in the efficiency data
tapiete,fruit,-0.46,-0.0919,predicted below floor -0.2
tata_MOR,fruit,-0.08,,not viable in the efficiency data
tatahuitalpan,fruit,-0.25,-0.3466,predicted below floor -0.2
tawurgha,fruit,0.0,,not viable in the efficiency data
tednest,fruit,-0.24,-0.5665,predicted below floor -0.2
thandaunggyi,fruit,-0.21,-0.1295,predicted below floor -0.2
thula,fruit,-0.37,0.2756,predicted below floor -0.2
thung_yang,fruit,-0.29,-0.0978,predicted below floor -0.2
tikehau_atoll,fruit,-0.05,,not viable in the efficiency data
tiznit,fruit,-0.08,,not viable in the efficiency data
tmimi,fruit,0.0,,not viable in the efficiency data
toau_atoll,fruit,-0.05,,not viable in the efficiency data
turaythith,fruit,-0.25,-0.5218,predicted below floor -0.2
turpan,fruit,-0.21,-0.0888,predicted below floor -0.2
turuepano,fruit,-0.21,0.2324,predicted below floor -0.2
tututepec,fruit,-0.21,-0.2791,predicted below floor -0.2
udakh,fruit,-0.27,-0.5668,predicted below floor -0.2
ullensvang,fruit,-0.4,-0.3608,predicted below floor -0.2
umatilla,fruit,-0.25,0.3957,predicted below floor -0.2
umm_al_ghiran,fruit,0.0,,not viable in the efficiency data
umm_al_qulban,fruit,-0.27,-0.5666,predicted below floor -0.2
untari,fruit,-0.25,-0.4308,predicted below floor -0.2
urgench,fruit,0.03,,not viable in the efficiency data
ushmum_tannah,fruit,-0.22,-0.2958,predicted below floor -0.2
utkhupampa,fruit,-0.21,0.1705,predicted below floor -0.2
uvea_atoll,fruit,0.03,,not viable in the efficiency data
uyun_al_jiwa,fruit,-0.27,-0.5667,predicted below floor -0.2
vauvau,fruit,0.03,,not viable in the efficiency data
velez_rubio,fruit,-0.24,-0.5621,predicted below floor -0.2
vosporo,fruit,-0.06,,not viable in the efficiency data
wotje_atoll,fruit,-0.32,,not viable in the efficiency data
wotjobaluk,fruit,-0.33,-0.5665,predicted below floor -0.2
wudi,fruit,-0.21,0.2612,predicted below floor -0.2
wuthathi,fruit,-0.22,-0.3442,predicted below floor -0.2
yambina,fruit,-0.75,,not viable in the efficiency data
yo,fruit,-0.37,-0.5668,predicted below floor -0.2
yot_ou,fruit,-0.25,-0.2866,predicted below floor -0.2
zabol,fruit,0.07,,not viable in the efficiency data
zhanhua,fruit,-0.21,0.1520,predicted below floor -0.2
zuwarah,fruit,0.0,,not viable in the efficiency data
awaji,incense,-0.32,-0.2813,predicted below floor -0.2
bandar_aceh,incense,-0.38,-0.3450,predicted below floor -0.2
dongguan,incense,-0.26,-0.2066,predicted below floor -0.2
malapuram,incense,-0.26,-0.5007,predicted below floor -0.2
namwon,incense,-0.59,-0.5328,predicted below floor -0.2
nyemo,incense,-0.56,,not viable in the efficiency data
qishn,incense,-0.02,,not viable in the efficiency data
shibam,incense,0.11,,not viable in the efficiency data
tarim,incense,0.11,,not viable in the efficiency data
temasek,incense,-0.3,-0.6336,predicted below floor -0.2
tosan,incense,-0.35,-0.3720,predicted below floor -0.2
abadeh,legumes,-0.61,,not viable in the efficiency data
abiward,legumes,-0.35,-0.4975,predicted below floor -0.2
al_abwa,legumes,-0.6,,not viable in the efficiency data
al_bayda_yemen,legumes,-0.72,,not viable in the efficiency data
al_farah_ula,legumes,-0.6,,not viable in the efficiency data
al_jumum,legumes,-0.6,,not viable in the efficiency data
al_mahani,legumes,-0.6,,not viable in the efficiency data
amman,legumes,-0.4,-0.2119,predicted below floor -0.2
an_nakhil,legumes,-0.6,,not viable in the efficiency data
anar,legumes,-0.5,,not viable in the efficiency data
ancud,legumes,-0.28,,not viable in the efficiency data
andawaohie,legumes,-0.3,-0.6421,predicted below floor -0.2
arak,legumes,-0.66,,not viable in the efficiency data
arandai,legumes,-0.46,,not viable in the efficiency data
arari,legumes,-0.43,,not viable in the efficiency data
as_suwayriqiyah,legumes,-0.6,,not viable in the efficiency data
asanas,legumes,-0.5,,not viable in the efficiency data
baba_ata,legumes,-0.34,-0.4516,predicted below floor -0.2
bahla,legumes,-0.6,,not viable in the efficiency data
bakel,legumes,-0.29,-0.5291,predicted below floor -0.2
bakusaya,legumes,-0.66,-0.7684,predicted below floor -0.2
baram,legumes,-0.46,,not viable in the efficiency data
barem,legumes,-0.29,-0.3475,predicted below floor -0.2
basand,legumes,-0.33,-0.1522,predicted below floor -0.2
beni_suef,legumes,-0.1,,not viable in the efficiency data
bohai,legumes,-0.39,,not viable in the efficiency data
boiken,legumes,-0.51,-0.8113,predicted below floor -0.2
bojaya,legumes,-0.51,-0.4330,predicted below floor -0.2
bola,legumes,-0.29,-0.3727,predicted below floor -0.2
buluguda,legumes,-0.51,-0.4342,predicted below floor -0.2
burica,legumes,-0.29,-0.3798,predicted below floor -0.2
busayrah,legumes,-0.6,-0.7430,predicted below floor -0.2
camacota,legumes,-0.51,-0.4236,predicted below floor -0.2
carpio,legumes,-0.24,-0.0861,predicted below floor -0.2
chamchamal,legumes,-0.24,-0.5291,predicted below floor -0.2
colhue_huapi,legumes,-0.5,,not viable in the efficiency data
corpen_aike,legumes,-0.5,,not viable in the efficiency data
cubuk,legumes,-0.33,-0.2386,predicted below floor -0.2
cuyo,legumes,-0.29,-0.1021,predicted below floor -0.2
dadi_dadi,legumes,-0.49,-0.7115,predicted below floor -0.2
daya_kathyn,legumes,-0.5,,not viable in the efficiency data
deogarh,legumes,-0.25,0.0092,predicted below floor -0.2
deping,legumes,-0.28,-0.4077,predicted below floor -0.2
diara,legumes,-0.5,-0.7985,predicted below floor -0.2
doubare,legumes,-0.29,-0.2240,predicted below floor -0.2
dzhulsub,legumes,-0.28,-0.1342,predicted below floor -0.2
ekwentondie,legumes,-0.3,-0.6057,predicted below floor -0.2
estok_gna,legumes,-0.23,-0.3033,predicted below floor -0.2
falkoping,legumes,-0.24,-0.3618,predicted below floor -0.2
faraveh,legumes,-0.56,-0.3798,predicted below floor -0.2
feriana,legumes,-0.4,-0.6799,predicted below floor -0.2
gardez,legumes,-0.34,-0.3242,predicted below floor -0.2
gori_gori,legumes,-0.29,-0.5725,predicted below floor -0.2
guaja,legumes,-0.21,-0.1392,predicted below floor -0.2
hadishahr,legumes,-0.34,-0.3140,predicted below floor -0.2
harat,legumes,-0.49,,not viable in the efficiency data
hargaya,legumes,-0.44,,not viable in the efficiency data
hargeisa,legumes,-0.5,-0.8649,predicted below floor -0.2
hashatjin,legumes,-0.39,-0.3447,predicted below floor -0.2
hit,legumes,-0.6,,not viable in the efficiency data
hulu_kinabatangan,legumes,-0.26,-0.1032,predicted below floor -0.2
huth,legumes,-0.66,-0.7430,predicted below floor -0.2
ifrane,legumes,-0.66,-0.5371,predicted below floor -0.2
ilgin,legumes,-0.33,-0.5048,predicted below floor -0.2
inapiremapu,legumes,-0.28,-0.1076,predicted below floor -0.2
iparuka,legumes,-0.45,-0.8449,predicted below floor -0.2
iriirakiicuhat,legumes,-0.28,-0.1957,predicted below floor -0.2
kafr_saqr,legumes,-0.1,,not viable in the efficiency data
kaiparowit,legumes,-0.61,-0.2493,predicted below floor -0.2
kamalia,legumes,-0.14,,not viable in the efficiency data
kanibonzon,legumes,-0.5,-0.5569,predicted below floor -0.2
kate,legumes,-0.29,-0.3383,predicted below floor -0.2
kelinjau,legumes,-0.51,,not viable in the efficiency data
kesra,legumes,-0.34,-0.2125,predicted below floor -0.2
khash_sistan,legumes,-0.66,,not viable in the efficiency data
khimni,legumes,-0.24,-0.1465,predicted below floor -0.2
khiva,legumes,-0.29,,not viable in the efficiency data
khwansar,legumes,-0.4,,not viable in the efficiency data
kongsvinger,legumes,-0.24,-0.3628,predicted below floor -0.2
koure,legumes,-0.5,-0.7322,predicted below floor -0.2
kukiya,legumes,-0.72,,not viable in the efficiency data
laerdal,legumes,-0.51,,not viable in the efficiency data
latje_latje,legumes,-0.49,-0.7684,predicted below floor -0.2
luyi,legumes,-0.45,-0.4918,predicted below floor -0.2
madinat_far,legumes,-0.23,-0.2322,predicted below floor -0.2
mahgas,legumes,-0.66,,not viable in the efficiency data
makalondi,legumes,-0.29,-0.2769,predicted below floor -0.2
managalang,legumes,-0.29,-0.3747,predicted below floor -0.2
manubara,legumes,-0.21,-0.0940,predicted below floor -0.2
marajoara,legumes,-0.43,,not viable in the efficiency data
marind,legumes,-0.38,-0.4155,predicted below floor -0.2
marwah,legumes,-0.39,0.0037,predicted below floor -0.2
mastung,legumes,-0.62,-0.8400,predicted below floor -0.2
matman,legumes,-0.04,,not viable in the efficiency data
mayaimi,legumes,-0.32,-0.5260,predicted below floor -0.2
maybrat,legumes,-0.51,-0.8049,predicted below floor -0.2
mbara,legumes,-0.29,-0.3098,predicted below floor -0.2
millapel,legumes,-0.34,-0.0585,predicted below floor -0.2
mithri,legumes,-0.66,,not viable in the efficiency data
muhammerah,legumes,-0.6,,not viable in the efficiency data
muktsar,legumes,-0.16,,not viable in the efficiency data
musi,legumes,-0.46,-0.8484,predicted below floor -0.2
nadushan,legumes,-0.56,,not viable in the efficiency data
nam_thing,legumes,-0.04,,not viable in the efficiency data
namau,legumes,-0.46,-0.7923,predicted below floor -0.2
nauhtlan,legumes,-0.25,-0.0459,predicted below floor -0.2
naupahuasi,legumes,-0.45,-0.3090,predicted below floor -0.2
ndiaganiao,legumes,-0.29,-0.3747,predicted below floor -0.2
negar,legumes,-0.61,,not viable in the efficiency data
neustadt,legumes,-0.23,-0.2703,predicted below floor -0.2
ngambe,legumes,-0.28,,not viable in the efficiency data
ngazidja,legumes,-0.21,0.0137,predicted below floor -0.2
nhanta,legumes,-0.56,-0.6616,predicted below floor -0.2
olanchito,legumes,-0.21,-0.4567,predicted below floor -0.2
pahva_nits,legumes,-0.34,-0.2792,predicted below floor -0.2
pangvay,legumes,-0.72,-0.8852,predicted below floor -0.2
pasca,legumes,-0.33,-0.3787,predicted below floor -0.2
piranshahr,legumes,-0.39,-0.8449,predicted below floor -0.2
pokiok,legumes,-0.24,-0.5999,predicted below floor -0.2
pulasari,legumes,-0.24,-0.8814,predicted below floor -0.2
qasr_e_qand,legumes,-0.66,,not viable in the efficiency data
qayyarah,legumes,-0.23,-0.4403,predicted below floor -0.2
qena,legumes,-0.14,,not viable in the efficiency data
qusayr,legumes,-0.24,-0.1957,predicted below floor -0.2
riantana,legumes,-0.46,,not viable in the efficiency data
riz,legumes,-0.35,-0.7597,predicted below floor -0.2
roanoke,legumes,-0.24,-0.3339,predicted below floor -0.2
roon,legumes,-0.51,,not viable in the efficiency data
rostaq,legumes,-0.51,-0.8244,predicted below floor -0.2
rudkhaneh,legumes,-0.6,,not viable in the efficiency data
rungan,legumes,-0.52,,not viable in the efficiency data
sagadahoc,legumes,-0.24,-0.0726,predicted below floor -0.2
sain,legumes,-0.33,-0.7655,predicted below floor -0.2
sakao,legumes,-0.51,,not viable in the efficiency data
salamiyya,legumes,-0.55,-0.3356,predicted below floor -0.2
samakh,legumes,-0.66,,not viable in the efficiency data
samiram,legumes,-0.6,,not viable in the efficiency data
sanandaj,legumes,-0.33,-0.8852,predicted below floor -0.2
sar_pol,legumes,-0.34,-0.5403,predicted below floor -0.2
sarkisla,legumes,-0.33,-0.4330,predicted below floor -0.2
seacal,legumes,-0.29,-0.2271,predicted below floor -0.2
senapelan,legumes,-0.46,,not viable in the efficiency data
shajwa,legumes,-0.6,,not viable in the efficiency data
shirvan_iran,legumes,-0.34,-0.7089,predicted below floor -0.2
sikieye,legumes,-0.5,-0.6550,predicted below floor -0.2
silae,legumes,-0.29,-0.2259,predicted below floor -0.2
sindagi,legumes,-0.36,-0.3429,predicted below floor -0.2
sintang,legumes,-0.46,-0.7772,predicted below floor -0.2
sivrihisar,legumes,-0.28,-0.1419,predicted below floor -0.2
sohrevard,legumes,-0.28,-0.7772,predicted below floor -0.2
solimandungan,legumes,-0.29,-0.3589,predicted below floor -0.2
stadacona,legumes,-0.3,-0.6528,predicted below floor -0.2
sungurlu,legumes,-0.33,-0.1885,predicted below floor -0.2
surab,legumes,-0.62,,not viable in the efficiency data
ta_shwe_htan,legumes,-0.07,,not viable in the efficiency data
tampo,legumes,-0.66,-0.3923,predicted below floor -0.2
tes,legumes,-0.28,-0.1456,predicted below floor -0.2
tissint,legumes,-0.66,,not viable in the efficiency data
tu_dotlizh_ndee,legumes,-0.39,-0.1951,predicted below floor -0.2
ulungur,legumes,-0.61,-0.5707,predicted below floor -0.2
vlasovo,legumes,-0.24,0.0347,predicted below floor -0.2
waropen,legumes,-0.46,,not viable in the efficiency data
worla,legumes,-0.35,-0.0884,predicted below floor -0.2
yagalingu,legumes,-0.29,-0.5535,predicted below floor -0.2
aashbikkaashee,lumber,-0.46,-0.5392,predicted below floor -0.2
afrin,lumber,-0.21,-0.3584,predicted below floor -0.2
akinka_nup,lumber,-0.29,-0.4182,predicted below floor -0.2
aknuq_uk,lumber,-0.64,-0.6823,predicted below floor -0.2
akureyri,lumber,-0.57,,not viable in the efficiency data
al_khuimat,lumber,-0.44,-0.6207,predicted below floor -0.2
aliabad_katul,lumber,-0.22,-0.4504,predicted below floor -0.2
alpowna,lumber,-0.29,-0.3613,predicted below floor -0.2
alvdal,lumber,-0.38,-0.3901,predicted below floor -0.2
angoya,lumber,-0.4,-0.4857,predicted below floor -0.2
aopuni_atoll,lumber,0.08,,not viable in the efficiency data
apispaha,lumber,-0.46,-0.5063,predicted below floor -0.2
aqyam_nup,lumber,-0.29,-0.5042,predicted below floor -0.2
arkvaz,lumber,-0.48,,not viable in the efficiency data
arylakh,lumber,-0.22,-0.2565,predicted below floor -0.2
asahkaiowaipu,lumber,-0.22,-0.2027,predicted below floor -0.2
atikonak,lumber,-0.21,-0.4322,predicted below floor -0.2
ayllu_yacuchiri,lumber,-0.31,0.0322,predicted below floor -0.2
azilal,lumber,-0.22,-0.5612,predicted below floor -0.2
bad_rock,lumber,-0.33,-0.4551,predicted below floor -0.2
balj,lumber,-0.31,-0.4010,predicted below floor -0.2
balladonia,lumber,-0.42,-0.2726,predicted below floor -0.2
baoning_maozhou,lumber,-0.51,-0.4311,predicted below floor -0.2
barylas,lumber,-0.23,-0.4850,predicted below floor -0.2
baykit,lumber,-0.27,-0.2256,predicted below floor -0.2
belya,lumber,-0.27,-0.1515,predicted below floor -0.2
berdigestyakh,lumber,-0.22,-0.2195,predicted below floor -0.2
beryozovo,lumber,-0.33,-0.1430,predicted below floor -0.2
besni,lumber,-0.29,-0.5293,predicted below floor -0.2
bidungu,lumber,-0.54,-0.6509,predicted below floor -0.2
boanawari,lumber,-0.36,-0.3047,predicted below floor -0.2
bolshaya_laptyuga,lumber,-0.22,-0.0919,predicted below floor -0.2
bryante,lumber,-0.22,-0.1763,predicted below floor -0.2
buchu,lumber,-0.51,-0.5561,predicted below floor -0.2
bumbuzi,lumber,-0.24,0.0263,predicted below floor -0.2
byanye,lumber,-0.22,-0.2582,predicted below floor -0.2
byas_kyuyol,lumber,-0.22,-0.2389,predicted below floor -0.2
caisaboscai,lumber,-0.22,-0.3545,predicted below floor -0.2
cavalese,lumber,-0.53,-0.3961,predicted below floor -0.2
charang,lumber,-0.22,-0.2214,predicted below floor -0.2
chay,lumber,-0.22,-0.2725,predicted below floor -0.2
chayygda,lumber,-0.22,-0.2675,predicted below floor -0.2
chelan,lumber,-0.29,-0.4216,predicted below floor -0.2
chiavenna,lumber,-0.6,-0.5034,predicted below floor -0.2
chishamnee,lumber,-0.31,-0.3082,predicted below floor -0.2
chodrak_kham,lumber,-0.51,-0.5077,predicted below floor -0.2
choigan,lumber,-0.27,-0.2109,predicted below floor -0.2
chuya,lumber,-0.27,-0.1432,predicted below floor -0.2
cuvenai,lumber,-0.24,0.1806,predicted below floor -0.2
dadandang,lumber,-0.31,-0.2862,predicted below floor -0.2
debin,lumber,-0.21,-0.6230,predicted below floor -0.2
deline,lumber,-0.21,-0.4444,predicted below floor -0.2
deokju,lumber,-0.25,-0.3095,predicted below floor -0.2
dep,lumber,-0.23,-0.0856,predicted below floor -0.2
disentis,lumber,-0.6,-0.4999,predicted below floor -0.2
dishmok,lumber,-0.22,,not viable in the efficiency data
djappuminyou,lumber,-0.36,-0.4014,predicted below floor -0.2
djee,lumber,-0.23,-0.1024,predicted below floor -0.2
domanic,lumber,-0.28,-0.1849,predicted below floor -0.2
dospat,lumber,-0.3,-0.1050,predicted below floor -0.2
dulgalakh,lumber,-0.27,-0.4684,predicted below floor -0.2
dulis_ma,lumber,-0.27,-0.1088,predicted below floor -0.2
durgyeling,lumber,-0.64,-0.5117,predicted below floor -0.2
dzingcho,lumber,-0.51,-0.5472,predicted below floor -0.2
east_kimbu,lumber,-0.24,0.2463,predicted below floor -0.2
eben_ezer,lumber,-0.31,-0.0473,predicted below floor -0.2
egilsstadir,lumber,-0.53,-0.6918,predicted below floor -0.2
ekonda,lumber,-0.22,-0.4081,predicted below floor -0.2
elkhorn,lumber,-0.22,-0.2399,predicted below floor -0.2
elverum,lumber,-0.22,-0.0710,predicted below floor -0.2
enashimo,lumber,-0.23,-0.1703,predicted below floor -0.2
enchukamao,lumber,-0.21,-0.5192,predicted below floor -0.2
enewetak_atoll,lumber,0.16,,not viable in the efficiency data
eringiin,lumber,-0.31,-0.3445,predicted below floor -0.2
ewksikni,lumber,-0.22,-0.0123,predicted below floor -0.2
faaite_atoll,lumber,0.08,,not viable in the efficiency data
foping,lumber,-0.26,-0.3105,predicted below floor -0.2
fucheng,lumber,-0.31,-0.3971,predicted below floor -0.2
fulaga_atoll,lumber,0.02,,not viable in the efficiency data
funafuti_atoll,lumber,0.16,,not viable in the efficiency data
gellivaara,lumber,-0.22,-0.1107,predicted below floor -0.2
gerger,lumber,-0.4,-0.6352,predicted below floor -0.2
gerit,lumber,-0.4,,not viable in the efficiency data
giiwas,lumber,-0.42,-0.0663,predicted below floor -0.2
grass_creek,lumber,-0.46,-0.5283,predicted below floor -0.2
grenland,lumber,-0.29,-0.1518,predicted below floor -0.2
gualamba,lumber,-0.31,-0.0679,predicted below floor -0.2
guhlkahende,lumber,-0.36,-0.3619,predicted below floor -0.2
guochuan,lumber,-0.25,-0.2930,predicted below floor -0.2
gurun,lumber,-0.29,-0.5435,predicted below floor -0.2
hakkari,lumber,-0.37,-0.6025,predicted below floor -0.2
hallingdal,lumber,-0.33,-0.2561,predicted below floor -0.2
hambukushu,lumber,-0.24,-0.1131,predicted below floor -0.2
heshun,lumber,-0.26,-0.4125,predicted below floor -0.2
hinsepu,lumber,-0.33,-0.4182,predicted below floor -0.2
hot_springs,lumber,-0.46,-0.4699,predicted below floor -0.2
huayuantou,lumber,-0.26,-0.3661,predicted below floor -0.2
hurunui,lumber,-0.64,-0.2591,predicted below floor -0.2
ibb,lumber,-0.52,-0.5181,predicted below floor -0.2
illecillewaet,lumber,-0.29,-0.4309,predicted below floor -0.2
imsdalen,lumber,-0.29,-0.2182,predicted below floor -0.2
ingedei,lumber,-0.21,-0.2269,predicted below floor -0.2
iyeesnime,lumber,-0.29,-0.4246,predicted below floor -0.2
iyesyak,lumber,-0.22,-0.2572,predicted below floor -0.2
izeh,lumber,-0.17,,not viable in the efficiency data
izhma,lumber,-0.22,-0.1378,predicted below floor -0.2
jigansk,lumber,-0.27,-0.2445,predicted below floor -0.2
jungaa,lumber,-0.53,,not viable in the efficiency data
juntura,lumber,-0.5,-0.4119,predicted below floor -0.2
kahpota,lumber,-0.25,-0.4386,predicted below floor -0.2
kaltysyany,lumber,-0.21,-0.1397,predicted below floor -0.2
kamniga,lumber,-0.23,-0.3747,predicted below floor -0.2
kananmituk,lumber,-0.33,-0.4142,predicted below floor -0.2
kapan,lumber,-0.37,-0.4654,predicted below floor -0.2
kapfenberg,lumber,-0.26,-0.2481,predicted below floor -0.2
kardakan,lumber,-0.27,-0.1694,predicted below floor -0.2
karunga,lumber,-0.24,-0.0487,predicted below floor -0.2
kasekete,lumber,-0.24,0.0769,predicted below floor -0.2
katima,lumber,-0.31,-0.0073,predicted below floor -0.2
katzie,lumber,-0.29,-0.4479,predicted below floor -0.2
kauehi_atoll,lumber,0.08,,not viable in the efficiency data
kauipushkakamat,lumber,-0.22,-0.3179,predicted below floor -0.2
kaukura_atoll,lumber,0.08,,not viable in the efficiency data
kaurna_pangkarra,lumber,-0.29,-0.1051,predicted below floor -0.2
kazhi,lumber,-0.31,-0.4739,predicted below floor -0.2
kenamu,lumber,-0.22,-0.3773,predicted below floor -0.2
kerben,lumber,-0.36,-0.4491,predicted below floor -0.2
khan_khentii,lumber,-0.34,-0.2769,predicted below floor -0.2
kharbalakh,lumber,-0.22,-0.2392,predicted below floor -0.2
khati,lumber,-0.22,-0.2488,predicted below floor -0.2
khelhghubunt_en,lumber,-0.22,-0.1882,predicted below floor -0.2
khoro,lumber,-0.22,-0.2617,predicted below floor -0.2
kidutokado,lumber,-0.43,-0.0601,predicted below floor -0.2
kinbasket,lumber,-0.53,-0.6095,predicted below floor -0.2
kirsehir,lumber,-0.33,-0.3692,predicted below floor -0.2
kitasoo,lumber,-0.46,-0.4888,predicted below floor -0.2
kittikas,lumber,-0.42,-0.2782,predicted below floor -0.2
kobyai,lumber,-0.22,-0.2584,predicted below floor -0.2
