location_tag,climate,topography,vegetation,soil_type,fertility,river_level,is_coastal,is_adjacent_to_lake,province,super_region,calibrated_lon,calibrated_lat
barnstaple,oceanic,hills,grasslands,loam,low,0,True,False,devon_province,europe,-3.964492222254762,51.1314130215269
baroda,savanna,flatland,marsh,loam,moderate,3,True,False,lata,asia,73.26486130183568,22.241482850584607
barom,arctic,plateau,tundra,sand,very_low,0,False,True,nakchukha_province,asia,91.66508642627576,31.247085148936858
baronsk,continental,flatland,grasslands,loam,moderate,5,False,False,piterka_province,europe,47.21306204808883,51.64645820862354
barotse_kongo,subtropical_monsoon,plateau,dry_forest,sand,very_high,0,False,False,south_moxico_province,africa,23.252828466912035,-12.701204664514353
barotse_mabunda,subtropical_monsoon,plateau,savanna,clay,high,0,False,False,utembo_province,africa,26.139031261012377,-16.48122270858346
barpeta,subtropical_monsoon,wetlands,marsh,loam,very_high,5,False,False,baro_bhuyan_province,asia,91.07785251738574,26.528085544812463
barqaid,mediterranean,flatland,farmland,loam,moderate,5,False,False,nusaybin_province,asia,41.960073781282205,37.02937496339866
barquisimeto,savanna,hills,jungle,loam,high,0,False,False,nirgua_province,america,-69.10430966920637,10.231943508133917
barretos,savanna,rolling,dry_forest,clay,very_high,5,False,False,tanabi_province,america,-48.748825116698356,-20.50662092728111
barru,tropical_monsoon,mountains,woods,loam,high,0,True,False,makassar_province,asia,119.68359399217695,-4.377136274954222
bars_khot,cold_steppe,plateau,grasslands,loam,low,0,False,False,dalai_nuur_province,asia,114.03611000817637,47.871417840734935
barsalogho,hot_steppe,flatland,savanna,sand,very_low,0,False,False,boussouma_province,africa,-0.79194854837192,13.634584016245489
barskoon,cold_steppe,hills,grasslands,loam,moderate,0,False,True,issyk_kul_province,asia,77.29025470099054,42.23328491925721
barten,continental,flatland,marsh,loam,high,0,False,True,masuria_province,europe,22.038055057410162,54.04898410287642
bartin,subtropical,hills,scrubland,loam,very_high,0,True,False,safranbolu_province,asia,32.33224075962474,41.567228208944385
baru,tropical,wetlands,swamp,peat,low,1,True,False,riau_indragiri_province,asia,103.10639853215395,-0.09647422593735244
baruga,tropical,flatland,swamp,loam,low,2,True,False,baruga_province,oceania,148.7891043061136,-9.227646529875742
barulo,tropical,flatland,swamp,loam,moderate,5,True,False,baram_province,asia,113.48793816022112,3.2103321858444036
barun_xiabaer,continental_monsoon,plateau,grasslands,loam,low,0,False,False,buir_nuur_province,asia,118.29038496560167,46.400845956165966
barundji,arid,floodplains,thicket,loam,very_low,0,False,False,dadi_dadi_province,oceania,144.14311381782818,-31.85250566137443
barunggam,subtropical,plateau,savanna,clay,low,0,False,False,wakgun_province,oceania,150.9940618172824,-27.20486837638425
barus,tropical,flatland,jungle,clay,low,1,True,False,barus_province,asia,98.28350925415828,2.1860612250757554
barutadura,cold_arid,flatland,savanna,sand,very_low,0,True,False,kooapudna_province,oceania,137.49377931214627,-32.663907578214854
baruun_tar_nuur,continental_monsoon,plateau,grasslands,loam,low,1,False,True,torey_province,asia,115.13278390663925,50.07112187177684
barvinkove,continental,flatland,grasslands,loam,moderate,0,False,False,izium_province,europe,36.563789587733936,49.09918467944091
baryang,arctic,plateau,tundra,loam,very_low,1,False,False,mangyul_province,asia,83.10068452490339,30.09030161257665
barylas,subarctic,hills,mixed_forest,stony,very_low,0,False,False,sartang_province,asia,133.0082583836928,65.37142371199259
barysaw,continental,flatland,mixed_forest,loam,high,0,False,False,barysaw_province,europe,28.597545398731,54.44428103897321
barza,dry_summer_continental,mountains,grasslands,stony,low,1,False,False,barza_province,asia,46.23595196013662,36.15985392801908
basai,subtropical,hills,jungle,sand,moderate,1,True,False,north_taiwan_province,asia,121.64317232610381,25.1009841023324
basand,dry_summer_continental,hills,thicket,loam,low,0,False,False,hissar_province,asia,67.08329293293545,38.12460848169619
basarwa,hot_steppe,plateau,grasslands,sand,low,1,False,False,xoo_province,africa,20.92010736548005,-21.020255423455684
basavana_bagewadi,hot_steppe,plateau,scrubland,clay,low,3,False,False,kalyana_karnakassala,asia,75.83700277870406,16.548222283503307
basavapattana,hot_steppe,valleys,marsh,loam,very_high,2,False,False,banavasi,asia,75.91501226343621,14.243482037828622
basawunena,continental,plateau,coniferous_forest,stony,low,0,False,False,northern_nuchiu_province,america,-106.71979863255325,41.26772165838522
basel,oceanic,hills,grasslands,loam,high,3,False,False,neuchatel_province,europe,7.738186659576741,47.51886277801991
basey,tropical,flatland,jungle,loam,high,0,True,False,samar_province,asia,125.1760814029517,11.407915919890481
bashagard,arid,mountains,desert,sand,very_low,0,False,False,tiz_province,asia,58.42621073037526,26.494915311169482
bashqurtaran,dry_summer_continental,plateau,grasslands,loam,low,1,False,False,bijar_province,asia,48.128745937201245,35.624648575551845
basht,hot_steppe,mountains,scrubland,sand,low,1,False,False,qala_safid_province,asia,51.22379503881024,30.35317264718985
bashtanka,continental,flatland,grasslands,loam,moderate,0,False,False,oleshia_province,europe,32.47923912053727,47.635946963665056
bashukulumbwe,subtropical_monsoon,plateau,dry_forest,loam,high,0,False,False,lower_moshiko_province,africa,25.40962051847822,-14.091095394194523
basim,savanna,flatland,dry_forest,clay,moderate,0,False,False,lower_vidarbha,asia,77.22847336563768,20.214068901483234
basingstoke,oceanic,flatland,swamp,loam,high,0,False,False,hampshire_province,europe,-0.9971928972098851,51.27879978497668
basithah,arid,flatland,scrubland,stony,very_low,0,False,False,sirhan_province,asia,38.24569948243655,30.184128073724192
baskale,dry_summer_continental,mountains,grasslands,loam,low,0,False,False,amadiya_province,europe,44.14806658020163,38.09626318483086
baskamyr,cold_steppe,flatland,grasslands,stony,very_low,0,False,False,ulytau_province,asia,67.22839408993104,47.999921776314274
baskatong,continental,flatland,mixed_forest,stony,low,1,False,False,gatineau_province,america,-75.50726115861872,47.23422306754906
basna,savanna,valleys,marsh,loam,very_high,0,False,False,sambalpur_garjats,asia,82.94128963181117,21.28431751637858
basra,arid,flatland,marsh,stony,very_low,4,False,False,basra_province,asia,47.32583868385021,30.532210874153815
basra_al_hamra,mediterranean,hills,thicket,loam,very_high,0,False,False,habat_province,africa,-5.554522002490216,34.98858329621245
bassa,tropical_monsoon,rolling,jungle,clay,low,2,True,False,bassa_province,africa,-9.424604903353611,6.181766430576953
bassano,continental,flatland,swamp,loam,low,0,False,False,vicenza_province,europe,11.683406550966765,45.850367681269105
bassein,savanna,floodplains,marsh,loam,high,2,True,False,north_konkan,asia,72.9252583243586,19.76403025291323
bastak,arid,mountains,scrubland,sand,very_low,0,False,False,siraf_province,asia,54.538046906815,27.073362155791383
bastam,cold_arid,plateau,scrubland,stony,low,0,False,False,damghan_province,asia,54.88657643526804,36.4289115969118
bastar,savanna,floodplains,marsh,loam,very_high,2,False,False,bastar_province,asia,81.93535260519604,19.27483073953615
basti,subtropical_monsoon,floodplains,marsh,loam,very_high,4,False,False,gorakhpur_province,asia,82.61815511449822,26.770464907988757
bastia,mediterranean,mountains,savanna,loam,high,0,True,False,cismonte_province,europe,9.3782485183211,42.6470680429329
bastogne,oceanic,hills,forest,stony,low,0,False,False,west_luxembourg_province,europe,5.7524895077086455,50.103059557335726
basud,tropical_monsoon,flatland,jungle,loam,moderate,0,True,False,mait_province,asia,121.36021447555424,12.798108492644545
bata,tropical_monsoon,flatland,jungle,clay,low,3,True,False,cameroon_province,africa,10.055945530359935,1.8962379917071888
batagai,subarctic,flatland,mixed_forest,loam,very_low,0,False,False,bagatai_province,asia,134.97330200278134,66.95829157668012
batala,subtropical_monsoon,flatland,marsh,loam,moderate,2,False,False,mahja_province,asia,75.32392675452797,31.73439171332254
batamay,subarctic,flatland,coniferous_forest,loam,very_low,5,False,False,sangaar_province,asia,129.0645041618866,63.324725478036015
batan,tropical_monsoon,wetlands,jungle,loam,moderate,1,True,False,panay_province,asia,122.69044904350528,11.363820730121846
batanabo,savanna,flatland,dry_forest,clay,high,0,True,False,havana_province,america,-81.84944001422153,22.728864224037995
batanes,tropical,hills,jungle,loam,moderate,0,True,False,lower_cagayan_province,asia,121.87574223038928,20.543051116903303
batang,arctic,mountains,grasslands,loam,very_low,3,False,False,sangon_province,asia,99.30619004493684,30.17254080309341
batang_tabir,tropical,flatland,swamp,loam,low,5,False,False,upper_jambi_province,asia,102.47636584640765,-1.6865231775571337
batang_tebo,tropical,flatland,savanna,loam,low,5,False,False,upper_jambi_province,asia,101.98853406991827,-1.5645237410255062
batang_tembesi,tropical,flatland,swamp,loam,low,5,False,False,lower_jambi_province,asia,103.05987827860281,-1.685709567475063
bataung,cold_steppe,plateau,savanna,sand,high,0,False,False,thaba_bosiu_province,africa,26.87090952840174,-28.821978064389217
batchawana,continental,plateau,mixed_forest,stony,low,1,True,False,baawitigong_province,america,-84.29464254752716,47.01678628217653
batchingou,savanna,mountains,savanna,loam,very_high,5,False,False,cameroon_plateau_province,africa,10.839998556891516,4.940385660855301
bateke_kongo,savanna,hills,savanna,sand,very_high,2,False,False,ogoowe_ivindo_province,africa,14.209932381765611,-1.7552370859325879
batete,savanna,hills,jungle,loam,high,4,False,True,kivu_province,africa,30.147361220941605,1.372570460827722
batey,savanna,flatland,savanna,clay,moderate,0,False,False,caracas_province,america,-66.58657147441124,9.543457182453885
bath,oceanic,flatland,farmland,loam,moderate,0,False,False,somerset_province,europe,-2.4485434925589686,51.27803177361189
bathahalak,cold_steppe,plateau,grasslands,loam,low,0,False,False,dorbod_province,asia,110.49122189931086,41.80961512605499
bathinda,hot_steppe,flatland,marsh,sand,low,1,False,False,punjabi_malwa_province,asia,75.20578405943976,30.07953633702239
batlagundu,savanna,flatland,jungle,loam,very_high,0,False,False,kongu_nadu,asia,77.79150086320521,9.96464773096586
battambang,savanna,floodplains,marsh,loam,very_high,5,False,True,battambang_province,asia,103.22545043242746,13.126846931984142
battara,cold_steppe,flatland,thicket,loam,low,0,False,False,kooapudna_province,oceania,135.85372795785884,-33.25896951574181
batu,tropical,flatland,jungle,loam,low,0,True,False,sumatran_islands_province,asia,98.50571778257017,-0.1669188304239964
batubenge,savanna,plateau,jungle,clay,very_high,3,False,False,lukassi_province,africa,24.112405669344753,-5.8250832026567325
batuco,mediterranean,hills,dry_forest,loam,moderate,1,False,False,yaqui_province,america,-109.06435056302638,29.511607136680784
batumi,subtropical,hills,woods,loam,high,0,True,False,samegrelo_province,europe,41.890104729910405,41.772800484064774
batyr,subarctic,flatland,coniferous_forest,stony,very_low,3,False,False,syuldyukar_province,asia,111.39332464504048,63.3543021903222
batyrevo,continental,flatland,coniferous_forest,loam,high,0,False,False,simbirsk_province,europe,47.64167608282054,55.03093419738758
bauchi,savanna,hills,savanna,loam,high,1,False,False,western_adamawa_province,africa,9.741169371518481,9.560197466603178
baud,savanna,flatland,marsh,clay,high,4,False,False,orissa_garjats,asia,84.18243723915305,20.6153167268444
baudo,tropical,hills,jungle,loam,moderate,2,True,False,choco_province,america,-77.11611448012513,5.592949145725134
bauge,oceanic,flatland,farmland,loam,very_high,1,False,False,anjou_province,europe,-0.15932639168957508,47.61486257072372
baume,oceanic,hills,grasslands,loam,very_high,1,False,False,amont_province,europe,6.613910697657218,47.365198345941394
baurang,arctic,mountains,grasslands,loam,low,3,False,False,dartsedo_province,asia,101.65136682038315,28.901906773010506
baure,savanna,floodplains,marsh,loam,high,5,False,False,mamore_province,america,-63.3396499912364,-13.778034633677791
bauru,savanna,rolling,dry_forest,sand,very_high,3,False,False,piquiri_province,america,-49.23319678381998,-21.929039398032742
bauska,continental,flatland,marsh,silt,high,1,False,False,semigalia_province,europe,24.195217677329452,56.47239610823593
bautzen,continental,hills,grasslands,loam,very_high,0,False,False,oberlausitz_province,europe,14.543916325094074,51.20708036928422
bauzi,tropical,hills,jungle,loam,low,4,False,False,waropen_province,oceania,137.68323295016012,-2.5455930948276553
bavanat,cold_arid,plateau,desert,loam,very_low,0,False,False,abarkuh_province,asia,53.82647780337871,30.52260073658577
bavaria_regen,continental,mountains,swamp,stony,low,0,False,False,bayerischer_wald_province,europe,13.071865198349116,49.116139890793036
bavaro,tropical,flatland,jungle,loam,very_high,0,True,False,higuey_province,america,-68.52733217410201,18.68367158024085
baviko,subtropical_monsoon,plateau,savanna,sand,high,1,False,False,mashi_province,africa,21.817736943510567,-16.657988738636572
bavly,continental,flatland,savanna,loam,moderate,0,False,False,bavly_province,europe,52.9371223615006,54.19565276366722
bawean,tropical_monsoon,hills,jungle,clay,moderate,0,True,False,surabaya_province,asia,112.65597949570747,-5.7691723126071395
bawika,tropical,flatland,jungle,clay,high,1,False,False,mayangna_province,america,-84.19253058327104,13.892498102899093
bawku,savanna,flatland,savanna,sand,high,1,False,False,tenkodogo_province,africa,-0.1426372621673977,10.738811067482487
baxian,subtropical_monsoon,floodplains,marsh,loam,moderate,5,False,False,chongqing_province,asia,106.68272584390189,29.7967344893813
bay,tropical_monsoon,flatland,jungle,loam,high,0,False,True,katagalugan_province,asia,121.21512066431626,14.102316875405108
bayali,subtropical,hills,savanna,loam,very_high,2,True,False,darumbal_province,oceania,150.4900340730091,-23.717030844949093
bayambang,savanna,floodplains,marsh,loam,high,5,False,False,pampanga_province,asia,120.52042387489882,15.524556446280473
bayamo,savanna,flatland,dry_forest,clay,moderate,1,True,False,bayamo_province,america,-76.80216135188263,20.387868476398687
bayan,cold_steppe,plateau,grasslands,loam,low,0,False,False,choyr_province,asia,107.11433274679132,47.138298936826565
bayan_har,arctic,plateau,tundra,sand,very_low,0,False,True,golog_province,asia,96.88916075826603,34.73383033240524
bayan_susu,continental_monsoon,flatland,marsh,loam,high,3,False,False,hulan_province,asia,127.65781967904519,46.30169998841548
bayan_tumen,cold_steppe,plateau,grasslands,loam,low,0,False,False,dalai_nuur_province,asia,115.35378310961852,48.41968590714493
bayan_ula,continental_monsoon,plateau,grasslands,loam,low,0,False,False,hailar_province,asia,119.27051237824713,48.28714233955045
bayana,hot_steppe,flatland,dry_forest,loam,moderate,0,False,False,dhundhar,asia,77.08352081536322,26.803426490101007
bayanaul,continental,flatland,grasslands,stony,moderate,0,False,False,bayanaul_province,asia,73.26006310393953,51.88000789411937
bayanday,subarctic,plateau,mixed_forest,loam,low,0,False,True,bayanday_province,asia,105.70025316745784,53.02201742333789
bayangol,subarctic,mountains,coniferous_forest,stony,very_low,5,False,False,barga_province,asia,111.62913703053744,55.61180127720903
bayankhot,cold_arid,plateau,scrubland,sand,very_low,0,False,False,alasha_province,asia,105.59206828893309,38.751413950034575
bayannur,cold_arid,plateau,scrubland,sand,very_low,3,False,False,hetao_province,asia,106.99705927258151,40.99128185784496
bayannurhong,cold_arid,plateau,scrubland,loam,very_low,0,False,False,alasha_province,asia,104.48716855166253,39.88945835064729
bayantsagaan,cold_steppe,plateau,grasslands,loam,low,0,False,False,dalai_nuur_province,asia,114.32519588247419,47.28817976959557
bayaquitiri,savanna,mountains,jungle,loam,very_high,0,True,False,baracoa_province,america,-76.18646356815017,20.015499181619205
bayat,dry_summer_continental,hills,coniferous_forest,loam,low,1,False,False,cankiri_province,asia,34.13392019411049,40.66012395158941
bayazit,continental,plateau,grasslands,stony,low,0,False,False,khoy_province,asia,44.04034010372257,39.60600625321251
bayburt,dry_summer_continental,mountains,grasslands,loam,moderate,0,False,False,erzurum_province,europe,40.233461410627086,40.3188279049327
baydibek_ata,cold_steppe,flatland,grasslands,stony,low,0,False,False,turkestan_province,asia,69.58909974583355,43.046818001242
bayei,hot_steppe,plateau,savanna,stony,low,0,False,False,damara_province,africa,17.252020185270084,-19.14699930231378
bayeux,oceanic,flatland,farmland,loam,very_high,0,True,False,caennais_province,europe,-0.88021997271602,49.25939606160543
bayhan,arid,valleys,desert,stony,very_low,0,False,False,sayhad_province,asia,46.03413907745798,14.858333814484041
baykalovo,subarctic,flatland,coniferous_forest,silt,moderate,5,False,False,turinsk_province,europe,64.15833320092264,57.486790575850115
baykit,subarctic,hills,mixed_forest,loam,very_low,5,False,False,baykit_province,asia,96.78476060343985,61.341025056357005
baynoa,savanna,hills,dry_forest,loam,low,0,True,False,marien_province,america,-73.06944210815698,19.718914983824483
bayombe,savanna,plateau,jungle,clay,very_high,3,False,False,bena_province,africa,23.444959157288764,-5.820908498897685
bayonne,oceanic,flatland,farmland,loam,very_high,5,True,False,bayonne_province,europe,-1.4300410527972645,43.449409430097944
bayono,tropical,flatland,jungle,loam,low,2,False,False,iwur_province,oceania,139.7492953543911,-4.9585840038744715
bayramic,mediterranean,flatland,savanna,loam,high,0,False,False,biga_province,asia,26.62950967434557,39.84442896327519
bayramlu,oceanic,mountains,forest,sand,high,0,True,False,canik_province,asia,37.96978942170375,40.86135806660781
bayreuth,continental,flatland,grasslands,stony,moderate,0,False,False,frankische_schweiz_province,europe,11.666214483052045,49.967450065577
baytak,continental,flatland,grasslands,loam,low,0,False,False,baytak_province,asia,56.064319300037056,50.1227258609711
bayul,arid,flatland,desert,sand,very_low,0,True,False,denkelia_province,africa,42.14237162506049,13.296390474680098
bayyu,savanna,flatland,savanna,loam,very_high,5,False,False,bahr_el_ghazal_province,africa,26.298626533822272,7.891017473703279
baza,mediterranean,plateau,thicket,stony,low,0,False,False,almeria_province,europe,-2.6744081811703495,37.57635307678622
bazarny_syzgan,continental,valleys,savanna,silt,high,1,False,False,troitskoye_kuroedovo_province,europe,46.483926226624305,53.871286187454885
bazas,oceanic,valleys,farmland,loam,very_high,3,False,False,bazadais_province,europe,0.05259566081087996,44.439598366927925
bazer_sakhra,mediterranean,plateau,thicket,loam,low,0,False,True,constantine_province,africa,5.724751233619372,35.99376266448633
bazhai,subtropical_monsoon,mountains,mixed_forest,loam,moderate,1,False,False,mengzi_province,asia,104.24737206348215,22.921068718255604
bazhai_duyun,subtropical,mountains,forest,loam,moderate,0,False,False,duyun_province,asia,107.9147469358794,26.211427394431862
bazin,savanna,hills,savanna,sand,moderate,2,False,False,bazin_province,africa,37.583799701122814,14.28638923461841
bazman,arid,hills,desert,sand,very_low,0,False,False,bampur_province,asia,60.12148951500933,27.695054955051685
bealanana,highland_monsoon,hills,jungle,loam,high,2,False,False,tsimihety_province,africa,48.76371283911175,-14.819678489464422
beami,tropical,flatland,jungle,loam,low,5,False,False,hamtai_province,oceania,142.44563113973334,-6.247812152595148
beanka,savanna,flatland,savanna,loam,very_high,1,False,False,mailaka_province,africa,45.03733183832364,-17.86450468917665
beatton,subarctic,flatland,coniferous_forest,loam,low,0,False,False,dunnneza_province,america,-121.49910027261288,56.995761727775204
beaugency,oceanic,flatland,farmland,loam,very_high,2,False,False,orleanais_province,europe,1.7050942701408474,47.80185085489172
beaujeu,oceanic,hills,grasslands,stony,high,2,False,False,beaujolais_province,europe,4.6344340857002635,46.16924895825409
beaumont_au_maine,oceanic,flatland,farmland,loam,very_high,0,False,False,upper_maine_province,europe,0.22419344202157276,48.3894647842165
beaune,oceanic,flatland,grasslands,loam,very_high,2,False,False,dijonnais_province,europe,4.90275026201715,47.148279725809694
beaupreau,oceanic,flatland,farmland,loam,very_high,3,False,False,anjou_province,europe,-1.004003004013299,47.28032923589792
beauvais,oceanic,valleys,farmland,loam,very_high,0,False,False,beauvaisis_province,europe,1.9788778046574294,49.54700398944971
beauvoir,oceanic,wetlands,grasslands,loam,high,0,True,False,lower_poitou_province,europe,-1.8861040661062134,46.89132892385625
beaver,subarctic,flatland,mixed_forest,loam,very_low,0,False,False,east_dennaakke_province,america,-147.98873293831056,65.51410029580417
beaverhead,cold_steppe,plateau,grasslands,loam,low,1,False,False,agaidika_province,america,-112.46595079732171,45.47164980098327
becaguimec,continental,flatland,mixed_forest,sand,low,3,False,False,madawaska_province,america,-67.58445245047628,46.38429470554125
bechar,arid,plateau,desert,loam,very_low,0,False,False,saoura_province,africa,-2.2800342228016746,31.478569788257456
bechyne,continental,plateau,grasslands,stony,low,0,False,False,bechinsko_province,europe,14.757024625590049,49.48503992497123
bedale,oceanic,flatland,marsh,loam,moderate,0,False,False,north_riding_province,europe,-1.3694896921988402,54.330236331974454
beden,continental,mountains,scrubland,stony,moderate,0,False,False,rhodopes_province,europe,24.420903511537972,41.835486403146014
bedford,oceanic,flatland,marsh,loam,high,0,False,False,bedfordshire_province,europe,-0.4067425641282796,52.182875653315534
bedia,subtropical,flatland,forest,loam,high,1,True,False,samegrelo_province,europe,41.56126145687679,42.90579350536743
bednur,tropical_monsoon,hills,jungle,loam,very_high,1,False,False,banavasi,asia,75.19326544078274,13.923790275435515
beer_dun,hot_steppe,flatland,grasslands,sand,low,0,True,False,cayor_province,africa,-16.990705920159343,14.923070160998574
beersheba,hot_steppe,valleys,scrubland,sand,very_low,0,False,False,filastin_province,asia,34.76203877571476,31.13235569533844
beeskow,continental,floodplains,grasslands,sand,moderate,0,False,False,niederlausitz_province,europe,14.037632290883408,52.24349870573632
beesowuunenno,cold_steppe,plateau,grasslands,loam,low,0,False,False,wishkahuunu_province,america,-103.24100512085522,41.07937876935763
befandriana,savanna,flatland,savanna,loam,very_high,2,False,False,tsimihety_province,africa,48.133369062301654,-15.212966040851033
begho,savanna,rolling,savanna,loam,high,2,False,False,bono_province,africa,-3.263781539921922,7.552071390358356
begoml,continental,flatland,mixed_forest,loam,high,0,False,False,lahoysk_province,europe,28.050203174381778,54.65631846451385
behabad,arid,plateau,desert,loam,very_low,0,False,False,zarand_province,asia,55.98650706728054,32.15669556192162
behali,subtropical,mountains,scrubland,loam,very_high,1,False,False,hazara,asia,73.30071266412796,34.54382521029267
behbahan,hot_steppe,flatland,scrubland,loam,low,0,False,False,behbahan_province,asia,50.082133915219856,30.793804401937383
beichlingen,continental,flatland,grasslands,loam,very_high,0,False,False,saale_province,europe,11.238832379795639,51.31595153583827
beihai,continental_monsoon,floodplains,marsh,loam,very_high,0,True,False,laizhou_province,asia,119.15442346122984,36.820934823577794
beiliu,subtropical,hills,mixed_forest,stony,moderate,0,False,False,rongzhou_wuzhou_province,asia,110.45092466991804,22.494783961983106
beilngries,continental,hills,grasslands,stony,moderate,0,False,False,franconian_alb_province,europe,11.42817925232552,49.13212547219329
beirut,mediterranean,hills,farmland,loam,moderate,0,True,False,lebanon_province,asia,35.72555978843266,34.020389166679514
beishe,highland_monsoon,mountains,grasslands,loam,high,0,False,False,sichuan_province,asia,102.87614573941136,28.008713644971156
beisheng,highland_monsoon,mountains,thicket,loam,very_high,3,False,False,beisheng_province,asia,100.63977796446875,26.664863657362044
beius,continental,flatland,forest,silt,very_high,0,False,False,bihar_province,europe,22.464343534602477,46.65889261250589
beja,mediterranean,flatland,forest,loam,high,2,False,False,baixo_alentejo_province,europe,-7.811003613201308,38.06314261176512
beja_TUN,mediterranean,flatland,scrubland,loam,moderate,1,False,False,medjerda_province,africa,9.202601835093816,36.70518329087733
bejaad,mediterranean,plateau,thicket,loam,moderate,0,False,False,tamasna_province,africa,-6.631903950613179,32.65512935923912
bejaia,mediterranean,hills,thicket,loam,very_high,0,True,False,kabylia_province,africa,4.909241749180637,36.795300674706496
bejar,mediterranean,mountains,thicket,stony,low,0,False,False,salamanca_province,europe,-5.814494656356146,40.46346632005228
bekarlar,dry_summer_continental,plateau,grasslands,loam,low,0,False,False,nigde_province,asia,34.500166333922266,38.404106356539735
bekes,continental,wetlands,marsh,loam,moderate,1,False,False,szolnok_province,europe,21.19407745519382,46.94407644396489
beket_ata,cold_arid,flatland,scrubland,sand,very_low,0,False,False,mangistau_province,asia,54.32935187085286,43.15351532499756
beki,cold_arid,flatland,scrubland,sand,very_low,0,False,True,mangistau_province,asia,51.7627925600639,43.86290564644038
bela,arid,flatland,desert,sand,very_low,0,False,False,bela_province,asia,66.39641179025006,26.19352051700967
belabo,subtropical_monsoon,floodplains,marsh,loam,high,5,False,False,mymensingh_province,asia,90.80485146805302,24.41118457928441
belaga,tropical,hills,jungle,loam,low,5,False,False,upper_rajang_province,asia,114.0445071218283,3.0206342478654395
belalcazar,mediterranean,hills,thicket,sand,low,0,False,False,villanueva_de_la_serena_province,europe,-5.12503576451536,38.52628226734476
belang,tropical,mountains,jungle,loam,moderate,0,True,True,manado_province,asia,124.39733863842105,0.7009662590755984
belau,tropical,flatland,jungle,loam,low,0,True,False,belau_province,oceania,134.5178407329911,7.446960699511283
belaya_glina,continental,flatland,grasslands,loam,moderate,0,False,False,privolnoye_province,europe,40.76384022155639,46.045546461479326
belaya_kalitva,continental,flatland,grasslands,loam,moderate,2,False,False,luhan_province,europe,40.94036059649159,48.466022563714894
belaya_soroka,continental,wetlands,mixed_forest,loam,high,2,False,False,chornobyl_province,europe,29.694840763225443,51.48941666053892
belayan,tropical,flatland,jungle,loam,low,2,False,False,upper_mahakam_province,asia,116.03746174813455,0.4128747892723953
belchite,cold_steppe,flatland,farmland,loam,low,2,False,False,zaragoza_province,europe,-0.5510156420797045,41.287954502578565
belcoo,oceanic,hills,marsh,loam,low,1,False,True,tyrone_province,europe,-7.810074613681223,54.313915208008844
beledweyne,arid,flatland,thicket,sand,very_low,2,False,False,shebelle_province,africa,45.05641595822283,4.485983378668261
belekes,continental,flatland,coniferous_forest,silt,moderate,5,False,False,krasnaya_gorka_province,europe,56.83843674003873,54.72687469217465
belen_ana,cold_arid,flatland,scrubland,loam,very_low,1,False,False,sarysu_province,asia,66.87440715360319,45.44854715826953
beleuli,cold_arid,flatland,desert,sand,very_low,0,False,False,ust_yurt_province,asia,56.92415360297838,44.15464449628526
belfast,oceanic,flatland,grasslands,loam,low,0,True,True,antrim_province,europe,-6.113656308943689,54.64401430990116
belfort,oceanic,flatland,grasslands,loam,very_high,0,False,False,upper_alsace_province,europe,6.971019339092948,47.686745827398184
belgaum,savanna,hills,thicket,clay,high,1,False,False,malnad,asia,74.48483888328622,15.988870557992088
belgorod,continental,rolling,forest,loam,high,0,False,False,belgorod_province,europe,36.64526817466157,50.74629112870032
belgrad,continental,flatland,swamp,loam,very_high,4,False,False,sumadija_province,europe,20.46936007186605,44.64401827756455
belik,continental,flatland,coniferous_forest,loam,high,0,False,False,smolensk_province,europe,32.70029364016435,54.32785902887378
belin,oceanic,flatland,coniferous_forest,sand,low,3,False,False,bazadais_province,europe,-0.5164575437243002,44.552763979675156
beljamen,continental,flatland,grasslands,loam,low,5,False,False,beljamen_province,europe,44.52094343281573,49.30003876979556
belkhandi,savanna,flatland,marsh,loam,very_high,2,False,False,kalahandi_garjat,asia,83.4320906076457,20.181788541615624
bellac,oceanic,flatland,grasslands,stony,very_high,0,False,False,la_marche_province,europe,1.1432089880626393,46.265336487906325
bellari,hot_steppe,flatland,marsh,clay,moderate,0,False,False,kampili,asia,76.93941867375338,15.324407335258028
belle_isle,subarctic,wetlands,coniferous_forest,sand,very_low,0,True,False,long_range_province,america,-56.06262885546107,51.301805825860185
belleme,oceanic,flatland,farmland,loam,high,0,False,False,perche_province,europe,0.8287521290582163,48.384662282557464
belley,oceanic,hills,grasslands,loam,very_high,2,False,False,bresse_province,europe,5.704701709128983,45.93215605532846
bellinzona,arctic,mountains,grasslands,stony,very_low,1,False,False,ticino_province,europe,8.932901517683916,46.45813029858681
belluno,continental,plateau,mixed_forest,loam,low,1,False,False,belluno_province,europe,12.181609064933184,46.22481404083124
belmonte,mediterranean,plateau,dry_forest,stony,low,0,False,False,alarcon_province,europe,-2.6320020792184096,39.72614691182512
beloe,continental,flatland,coniferous_forest,loam,moderate,0,False,False,beloe_province,europe,39.34960847259052,58.18341355866772
belogorye,subarctic,wetlands,coniferous_forest,silt,low,0,False,True,belogorye_province,asia,65.73640356048136,61.93997319495973
beloozero,subarctic,flatland,coniferous_forest,loam,moderate,1,False,True,beloozero_province,europe,37.70049810614887,59.714848502660644
belorechensk,continental,floodplains,forest,loam,high,5,False,False,labinsk_province,europe,39.62428150605075,44.96330853115947
beloretsk,subarctic,hills,mixed_forest,silt,moderate,0,False,False,meleuz_province,europe,58.04827800390336,54.042505703672894
